state,precision,recall,f1,support,predicted_count,symbol
UpTrend,0.8290743895513912,0.38522427440633245,0.5260313457034768,11370,5283,000852.SH
DownTrend,0.6278206226792346,0.26219730406775615,0.3699091215079097,8383,3501,000852.SH
Range,0.5479195885928003,0.19352708058124174,0.2860280658938377,6056,2139,000852.SH
Shock,0.7825565712573056,0.6561125769569042,0.7137780207763806,7959,6673,000852.SH
UpTrend,0.7147838214783822,0.2964998553659242,0.4191371907585361,3457,1434,000688.SH
DownTrend,0.7546666666666667,0.32361349342481416,0.45298119247699076,5247,2250,000688.SH
Range,0.6406145624582499,0.23052884615384617,0.3390489658829769,4160,1497,000688.SH
Shock,0.6913787319691379,0.6724306688417618,0.6817730731061858,3065,2981,000688.SH
