contract_code,option_type,strike,expiry,timestamp,bid1,bid1_size,ask1,ask1_size,last_price,volume,open_interest,trading_status
MO2306-C-7800,C,7800.0,2023-06-16,2022-12-06 09:32:50.4,74.4,6,79.8,1,72.4,0,489,TRADING
MO2306-P-6200,P,6200.0,2023-06-16,2022-12-06 09:32:50.4,259.2,1,269.0,1,263.0,0,264,TRADING
MO2306-P-6400,P,6400.0,2023-06-16,2022-12-06 09:32:50.4,342.8,1,353.6,1,353.6,0,243,TRADING
MO2306-P-6600,P,6600.0,2023-06-16,2022-12-06 09:32:50.4,443.2,6,455.2,1,454.0,0,107,TRADING
MO2306-P-6800,P,6800.0,2023-06-16,2022-12-06 09:32:50.4,559.8,12,571.4,1,564.4,0,73,TRADING
MO2306-P-7000,P,7000.0,2023-06-16,2022-12-06 09:32:50.4,689.6,12,703.6,1,720.2,0,55,TRADING
MO2306-P-7200,P,7200.0,2023-06-16,2022-12-06 09:32:50.4,836.6,4,852.6,6,1000.0,0,44,TRADING
MO2306-P-7400,P,7400.0,2023-06-16,2022-12-06 09:32:50.4,993.6,4,1008.8,1,1011.6,0,34,TRADING
MO2306-P-7600,P,7600.0,2023-06-16,2022-12-06 09:32:50.4,1159.4,4,1174.8,6,1346.6,0,35,TRADING
MO2306-P-7800,P,7800.0,2023-06-16,2022-12-06 09:32:50.4,1334.6,4,1348.8,6,1394.4,0,53,TRADING
MO2212-P-8000,P,8000.0,2022-12-16,2022-12-06 09:32:50.9,1287.4,6,1296.0,12,1547.4,0,128,TRADING
MO2303-C-8000,C,8000.0,2023-03-17,2022-12-06 09:32:50.9,20.4,12,22.0,6,21.4,0,290,TRADING
MO2303-P-8000,P,8000.0,2023-03-17,2022-12-06 09:32:50.9,1375.2,6,1388.8,6,1536.0,0,90,TRADING
MO2306-P-8000,P,8000.0,2023-06-16,2022-12-06 09:32:50.9,1510.8,10,1529.0,6,1764.6,0,49,TRADING
MO2212-C-6500,C,6500.0,2022-12-16,2022-12-06 09:32:50.9,232.0,6,236.2,6,234.0,19,1038,TRADING
MO2212-C-6700,C,6700.0,2022-12-16,2022-12-06 09:32:50.9,98.4,9,101.0,8,98.2,161,2877,TRADING
MO2212-C-6900,C,6900.0,2022-12-16,2022-12-06 09:32:50.9,32.8,5,33.4,3,32.8,179,2873,TRADING
MO2212-C-7100,C,7100.0,2022-12-16,2022-12-06 09:32:50.9,9.8,33,10.0,6,10.0,102,1303,TRADING
MO2212-P-5900,P,5900.0,2022-12-16,2022-12-06 09:32:50.9,1.0,1,1.2,32,1.0,3,1023,TRADING
MO2212-P-6100,P,6100.0,2022-12-16,2022-12-06 09:32:50.9,1.4,70,1.8,19,1.4,2,1560,TRADING
MO2212-P-6300,P,6300.0,2022-12-16,2022-12-06 09:32:50.9,5.8,6,6.0,6,5.6,48,2206,TRADING
MO2212-P-6500,P,6500.0,2022-12-16,2022-12-06 09:32:50.9,24.8,10,25.4,1,25.0,142,1722,TRADING
MO2212-P-6700,P,6700.0,2022-12-16,2022-12-06 09:32:50.9,89.0,3,90.0,1,90.0,136,3587,TRADING
MO2212-P-6900,P,6900.0,2022-12-16,2022-12-06 09:32:50.9,221.2,21,225.8,6,228.8,1,196,TRADING
MO2212-P-7100,P,7100.0,2022-12-16,2022-12-06 09:32:50.9,398.0,9,404.0,6,415.6,0,61,TRADING
MO2309-C-5800,C,5800.0,2023-09-15,2022-12-06 09:32:50.9,855.8,1,873.6,11,871.8,0,129,TRADING
MO2309-C-6000,C,6000.0,2023-09-15,2022-12-06 09:32:50.9,728.6,2,745.6,6,740.8,0,132,TRADING
MO2309-C-6200,C,6200.0,2023-09-15,2022-12-06 09:32:50.9,614.4,1,628.0,8,609.0,0,149,TRADING
MO2309-C-6400,C,6400.0,2023-09-15,2022-12-06 09:32:50.9,510.6,1,523.6,13,549.0,0,157,TRADING
MO2309-C-6600,C,6600.0,2023-09-15,2022-12-06 09:32:50.9,422.4,1,431.8,8,427.0,0,170,TRADING
MO2309-C-6800,C,6800.0,2023-09-15,2022-12-06 09:32:50.9,342.2,1,352.8,6,346.0,0,139,TRADING
MO2309-C-7000,C,7000.0,2023-09-15,2022-12-06 09:32:50.9,273.6,1,284.2,1,279.0,0,200,TRADING
MO2309-C-7200,C,7200.0,2023-09-15,2022-12-06 09:32:50.9,219.6,6,227.8,1,218.4,0,324,TRADING
MO2309-P-5800,P,5800.0,2023-09-15,2022-12-06 09:32:50.9,229.8,1,237.4,1,226.0,0,79,TRADING
MO2309-P-6000,P,6000.0,2023-09-15,2022-12-06 09:32:50.9,294.8,9,306.4,6,312.6,0,48,TRADING
MO2309-P-6200,P,6200.0,2023-09-15,2022-12-06 09:32:50.9,373.4,8,384.8,1,375.0,0,123,TRADING
MO2309-P-6400,P,6400.0,2023-09-15,2022-12-06 09:32:50.9,465.0,1,478.4,1,480.8,0,82,TRADING
MO2309-P-6600,P,6600.0,2023-09-15,2022-12-06 09:32:50.9,569.4,6,581.8,1,578.4,0,46,TRADING
MO2309-P-6800,P,6800.0,2023-09-15,2022-12-06 09:32:50.9,686.2,8,700.0,1,675.8,0,36,TRADING
MO2309-P-7000,P,7000.0,2023-09-15,2022-12-06 09:32:50.9,815.4,12,828.8,1,818.6,0,47,TRADING
MO2309-P-7200,P,7200.0,2023-09-15,2022-12-06 09:32:50.9,954.6,14,969.8,1,1000.0,0,58,TRADING
MO2212-C-5700,C,5700.0,2022-12-16,2022-12-06 09:32:50.9,1004.0,6,1011.2,3,1015.2,0,53,TRADING
MO2303-C-5600,C,5600.0,2023-03-17,2022-12-06 09:32:50.9,1045.0,6,1056.0,12,1052.0,0,66,TRADING
MO2303-P-5600,P,5600.0,2023-03-17,2022-12-06 09:32:50.9,25.6,10,28.4,28,31.2,0,134,TRADING
MO2306-C-5600,C,5600.0,2023-06-16,2022-12-06 09:32:50.9,1000.6,6,1020.6,16,999.6,0,32,TRADING
MO2309-C-5600,C,5600.0,2023-09-15,2022-12-06 09:32:50.9,1001.0,1,1019.4,6,934.4,0,116,TRADING
MO2309-P-5600,P,5600.0,2023-09-15,2022-12-06 09:32:50.9,177.0,1,184.6,6,181.8,0,155,TRADING
MO2212-C-5600,C,5600.0,2022-12-16,2022-12-06 09:32:50.9,1103.2,6,1111.0,3,1116.8,0,48,TRADING
MO2303-P-8200,P,8200.0,2023-03-17,2022-12-06 09:32:50.9,1564.2,12,1580.4,6,1571.8,0,103,TRADING
MO2306-P-8200,P,8200.0,2023-06-16,2022-12-06 09:32:50.9,1695.2,10,1713.2,6,1802.8,0,42,TRADING
MO2212-C-5800,C,5800.0,2022-12-16,2022-12-06 09:32:50.9,904.6,6,912.2,6,917.6,0,34,TRADING
MO2212-P-5800,P,5800.0,2022-12-16,2022-12-06 09:32:50.9,0.6,54,1.0,25,1.0,0,516,TRADING
MO2303-C-5800,C,5800.0,2023-03-17,2022-12-06 09:32:50.9,865.4,6,877.6,6,876.0,0,101,TRADING
MO2303-P-5800,P,5800.0,2023-03-17,2022-12-06 09:32:50.9,44.6,10,47.8,60,47.8,2,195,TRADING
MO2306-C-5800,C,5800.0,2023-06-16,2022-12-06 09:32:50.9,844.4,6,864.0,6,898.0,0,100,TRADING
MO2306-P-5800,P,5800.0,2023-06-16,2022-12-06 09:32:50.9,140.6,1,148.2,6,143.0,0,66,TRADING
MO2212-C-6000,C,6000.0,2022-12-16,2022-12-06 09:32:50.9,705.8,6,712.6,3,708.6,0,58,TRADING
MO2212-P-6000,P,6000.0,2022-12-16,2022-12-06 09:32:50.9,1.0,64,1.4,4,1.4,0,1401,TRADING
MO2303-C-6000,C,6000.0,2023-03-17,2022-12-06 09:32:50.9,697.6,6,710.4,6,703.0,0,120,TRADING
MO2303-P-6000,P,6000.0,2023-03-17,2022-12-06 09:32:50.9,75.0,1,79.2,12,77.2,0,181,TRADING
MO2306-C-6000,C,6000.0,2023-06-16,2022-12-06 09:32:50.9,702.8,1,719.2,16,708.0,0,123,TRADING
MO2306-P-6000,P,6000.0,2023-06-16,2022-12-06 09:32:50.9,192.2,1,201.0,7,194.6,0,112,TRADING
MO2212-C-5900,C,5900.0,2022-12-16,2022-12-06 09:32:50.9,805.2,6,812.2,3,796.2,0,45,TRADING
MO2212-C-6100,C,6100.0,2022-12-16,2022-12-06 09:32:50.9,606.8,6,613.8,15,594.0,0,107,TRADING
MO2212-C-6300,C,6300.0,2022-12-16,2022-12-06 09:32:50.9,411.4,6,417.2,3,401.0,0,204,TRADING
MO2212-C-5500,C,5500.0,2022-12-16,2022-12-06 09:32:50.9,1203.2,6,1211.0,3,1196.0,0,42,TRADING
MO2303-C-5400,C,5400.0,2023-03-17,2022-12-06 09:32:50.9,1230.6,6,1243.0,6,1236.0,0,37,TRADING
MO2303-P-5400,P,5400.0,2023-03-17,2022-12-06 09:32:50.9,15.4,1,15.8,6,15.4,0,138,TRADING
MO2306-C-5400,C,5400.0,2023-06-16,2022-12-06 09:32:50.9,1170.6,6,1186.6,10,1115.0,0,46,TRADING
MO2309-C-5400,C,5400.0,2023-09-15,2022-12-06 09:32:50.9,1152.2,6,1172.8,6,1161.0,0,92,TRADING
MO2309-P-5400,P,5400.0,2023-09-15,2022-12-06 09:32:50.9,133.6,1,140.2,12,139.6,0,61,TRADING
MO2212-P-7500,P,7500.0,2022-12-16,2022-12-06 09:32:50.9,788.8,9,796.0,6,913.0,0,13,TRADING
MO2301-C-7500,C,7500.0,2023-01-20,2022-12-06 09:32:50.9,13.4,10,14.6,10,13.6,4,275,TRADING
MO2301-P-7500,P,7500.0,2023-01-20,2022-12-06 09:32:50.9,818.2,12,827.8,6,837.2,0,13,TRADING
MO2309-C-7600,C,7600.0,2023-09-15,2022-12-06 09:32:50.9,137.8,1,143.0,1,139.2,1,195,TRADING
MO2309-P-7600,P,7600.0,2023-09-15,2022-12-06 09:32:50.9,1260.0,6,1282.2,1,1273.4,0,13,TRADING
MO2212-C-5300,C,5300.0,2022-12-16,2022-12-06 09:32:50.9,1402.4,6,1411.6,6,1367.0,0,39,TRADING
MO2212-C-5400,C,5400.0,2022-12-16,2022-12-06 09:32:50.9,1301.8,6,1311.6,6,1266.2,0,41,TRADING
MO2212-P-5400,P,5400.0,2022-12-16,2022-12-06 09:32:50.9,0.6,30,0.8,16,0.8,0,296,TRADING
MO2303-C-5200,C,5200.0,2023-03-17,2022-12-06 09:32:50.9,1422.4,6,1435.4,12,1452.4,0,32,TRADING
MO2303-P-5200,P,5200.0,2023-03-17,2022-12-06 09:32:50.9,9.0,12,9.6,12,9.2,5,277,TRADING
MO2306-C-5200,C,5200.0,2023-06-16,2022-12-06 09:32:50.9,1346.6,6,1365.4,12,1236.6,0,34,TRADING
MO2309-C-5200,C,5200.0,2023-09-15,2022-12-06 09:32:50.9,1312.4,6,1329.8,2,1330.2,0,99,TRADING
MO2309-P-5200,P,5200.0,2023-09-15,2022-12-06 09:32:50.9,99.8,1,104.0,5,104.2,0,132,TRADING
MO2301-C-5600,C,5600.0,2023-01-20,2022-12-06 09:32:50.9,1085.2,6,1094.2,6,903.0,0,38,TRADING
MO2301-P-5600,P,5600.0,2023-01-20,2022-12-06 09:32:50.9,5.4,6,5.8,16,5.8,5,208,TRADING
MO2301-C-7400,C,7400.0,2023-01-20,2022-12-06 09:32:50.9,19.0,22,20.4,6,18.8,1,232,TRADING
MO2301-C-5700,C,5700.0,2023-01-20,2022-12-06 09:32:50.9,987.6,6,996.6,6,968.2,0,8,TRADING
MO2301-C-5800,C,5800.0,2023-01-20,2022-12-06 09:32:50.9,890.6,6,899.4,6,918.0,0,23,TRADING
MO2301-C-5900,C,5900.0,2023-01-20,2022-12-06 09:32:50.9,794.0,6,804.6,12,805.4,0,29,TRADING
MO2301-C-6000,C,6000.0,2023-01-20,2022-12-06 09:32:50.9,700.2,6,709.0,6,718.8,0,36,TRADING
MO2301-C-6100,C,6100.0,2023-01-20,2022-12-06 09:32:50.9,609.8,6,618.6,6,626.8,0,21,TRADING
MO2301-C-6200,C,6200.0,2023-01-20,2022-12-06 09:32:50.9,521.2,6,530.2,6,520.0,0,47,TRADING
MO2301-C-6300,C,6300.0,2023-01-20,2022-12-06 09:32:50.9,441.0,1,446.4,6,439.0,0,94,TRADING
MO2301-C-6400,C,6400.0,2023-01-20,2022-12-06 09:32:50.9,365.0,1,368.2,6,366.8,1,82,TRADING
MO2301-C-6500,C,6500.0,2023-01-20,2022-12-06 09:32:50.9,296.8,6,298.8,12,297.6,2,192,TRADING
MO2301-C-6600,C,6600.0,2023-01-20,2022-12-06 09:32:50.9,236.0,6,238.0,15,237.0,3,254,TRADING
MO2301-C-6700,C,6700.0,2023-01-20,2022-12-06 09:32:50.9,182.4,6,186.0,12,180.0,5,446,TRADING
MO2301-C-6800,C,6800.0,2023-01-20,2022-12-06 09:32:50.9,140.0,6,142.0,6,140.6,0,277,TRADING
MO2301-C-6900,C,6900.0,2023-01-20,2022-12-06 09:32:50.9,103.4,6,106.2,9,106.6,0,193,TRADING
MO2301-C-7000,C,7000.0,2023-01-20,2022-12-06 09:32:50.9,76.6,6,78.0,6,78.0,0,274,TRADING
MO2301-C-7100,C,7100.0,2023-01-20,2022-12-06 09:32:50.9,54.4,1,56.4,6,56.4,0,345,TRADING
MO2301-P-5800,P,5800.0,2023-01-20,2022-12-06 09:32:50.9,9.8,6,10.4,28,11.6,6,282,TRADING
MO2301-P-5900,P,5900.0,2023-01-20,2022-12-06 09:32:50.9,13.2,6,14.4,12,14.6,0,248,TRADING
MO2301-P-6000,P,6000.0,2023-01-20,2022-12-06 09:32:50.9,19.4,6,20.6,12,20.8,23,514,TRADING
MO2301-P-6100,P,6100.0,2023-01-20,2022-12-06 09:32:50.9,27.8,6,29.2,6,29.2,0,590,TRADING
MO2301-P-6200,P,6200.0,2023-01-20,2022-12-06 09:32:50.9,38.8,6,41.0,6,39.4,3,433,TRADING
MO2301-P-6300,P,6300.0,2023-01-20,2022-12-06 09:32:50.9,55.6,12,58.0,6,57.6,0,398,TRADING
MO2301-P-6400,P,6400.0,2023-01-20,2022-12-06 09:32:50.9,77.2,6,79.4,6,76.0,5,839,TRADING
MO2301-P-6500,P,6500.0,2023-01-20,2022-12-06 09:32:50.9,108.2,9,111.2,6,110.0,0,540,TRADING
MO2301-P-6600,P,6600.0,2023-01-20,2022-12-06 09:32:50.9,147.0,3,149.8,6,147.8,0,311,TRADING
MO2301-P-6700,P,6700.0,2023-01-20,2022-12-06 09:32:50.9,193.2,15,197.2,6,196.8,0,150,TRADING
MO2301-P-6800,P,6800.0,2023-01-20,2022-12-06 09:32:50.9,249.6,6,254.0,6,254.2,4,91,TRADING
MO2301-P-6900,P,6900.0,2023-01-20,2022-12-06 09:32:50.9,312.4,12,320.6,8,319.8,0,48,TRADING
MO2301-P-7000,P,7000.0,2023-01-20,2022-12-06 09:32:50.9,383.2,6,393.2,18,389.6,0,39,TRADING
MO2301-P-7100,P,7100.0,2023-01-20,2022-12-06 09:32:50.9,462.2,6,471.4,6,478.2,0,15,TRADING
MO2301-C-7200,C,7200.0,2023-01-20,2022-12-06 09:32:50.9,39.4,6,41.0,12,41.6,1,255,TRADING
MO2301-P-7200,P,7200.0,2023-01-20,2022-12-06 09:32:50.9,545.6,6,555.0,6,562.2,0,44,TRADING
MO2212-C-7300,C,7300.0,2022-12-16,2022-12-06 09:32:50.9,3.0,30,3.4,37,3.2,3,783,TRADING
MO2212-P-7300,P,7300.0,2022-12-16,2022-12-06 09:32:50.9,590.6,9,597.6,6,586.4,0,24,TRADING
MO2301-C-7300,C,7300.0,2023-01-20,2022-12-06 09:32:50.9,27.0,16,28.8,12,28.0,0,140,TRADING
MO2301-P-7300,P,7300.0,2023-01-20,2022-12-06 09:32:50.9,633.6,6,642.8,6,642.2,0,10,TRADING
MO2309-C-7400,C,7400.0,2023-09-15,2022-12-06 09:32:50.9,175.4,1,180.8,1,180.8,0,99,TRADING
MO2309-P-7400,P,7400.0,2023-09-15,2022-12-06 09:32:50.9,1101.4,8,1125.6,7,1132.4,0,44,TRADING
MO2301-P-7400,P,7400.0,2023-01-20,2022-12-06 09:32:50.9,725.8,6,735.0,6,742.2,0,29,TRADING
MO2302-C-5900,C,5900.0,2023-02-17,2022-12-06 09:32:50.9,791.0,6,802.6,6,776.6,0,4,TRADING
MO2302-C-6000,C,6000.0,2023-02-17,2022-12-06 09:32:50.9,702.2,6,715.4,16,475.4,0,9,TRADING
MO2302-C-6100,C,6100.0,2023-02-17,2022-12-06 09:32:50.9,618.2,6,631.2,12,500.0,0,2,TRADING
MO2302-C-6200,C,6200.0,2023-02-17,2022-12-06 09:32:50.9,537.2,12,551.2,18,479.6,0,4,TRADING
MO2302-C-6300,C,6300.0,2023-02-17,2022-12-06 09:32:50.9,462.8,6,476.4,6,471.0,0,7,TRADING
MO2302-C-6400,C,6400.0,2023-02-17,2022-12-06 09:32:50.9,393.4,6,404.4,1,327.8,0,30,TRADING
MO2302-C-6500,C,6500.0,2023-02-17,2022-12-06 09:32:50.9,330.6,19,342.4,5,334.4,0,116,TRADING
MO2302-C-6600,C,6600.0,2023-02-17,2022-12-06 09:32:50.9,275.2,6,285.2,1,268.2,0,102,TRADING
MO2302-C-6700,C,6700.0,2023-02-17,2022-12-06 09:32:50.9,225.6,1,234.8,10,219.2,0,118,TRADING
MO2302-C-6800,C,6800.0,2023-02-17,2022-12-06 09:32:50.9,181.8,6,190.6,16,177.0,0,40,TRADING
MO2302-C-6900,C,6900.0,2023-02-17,2022-12-06 09:32:50.9,144.0,1,153.6,17,151.2,0,12,TRADING
MO2302-C-7000,C,7000.0,2023-02-17,2022-12-06 09:32:50.9,114.0,1,121.6,6,115.0,0,140,TRADING
MO2302-C-7100,C,7100.0,2023-02-17,2022-12-06 09:32:50.9,87.8,12,93.8,6,93.0,0,76,TRADING
MO2302-C-7200,C,7200.0,2023-02-17,2022-12-06 09:32:50.9,66.8,6,72.6,6,68.6,0,26,TRADING
MO2302-C-7300,C,7300.0,2023-02-17,2022-12-06 09:32:50.9,51.0,6,54.4,6,52.2,0,37,TRADING
MO2302-C-7400,C,7400.0,2023-02-17,2022-12-06 09:32:50.9,38.0,18,41.2,12,40.2,0,59,TRADING
MO2302-P-5900,P,5900.0,2023-02-17,2022-12-06 09:32:50.9,29.2,12,32.4,18,31.6,0,56,TRADING
MO2302-P-6000,P,6000.0,2023-02-17,2022-12-06 09:32:50.9,40.6,10,43.8,18,41.4,0,84,TRADING
MO2302-P-6100,P,6100.0,2023-02-17,2022-12-06 09:32:50.9,55.2,6,60.0,7,57.2,0,48,TRADING
MO2302-P-6200,P,6200.0,2023-02-17,2022-12-06 09:32:50.9,75.8,7,80.2,6,77.4,0,98,TRADING
MO2302-P-6300,P,6300.0,2023-02-17,2022-12-06 09:32:50.9,98.8,6,104.0,1,99.6,0,68,TRADING
MO2302-P-6400,P,6400.0,2023-02-17,2022-12-06 09:32:50.9,127.2,6,134.0,1,132.6,0,102,TRADING
MO2302-P-6500,P,6500.0,2023-02-17,2022-12-06 09:32:50.9,164.8,10,172.8,7,175.4,0,119,TRADING
MO2302-P-6600,P,6600.0,2023-02-17,2022-12-06 09:32:50.9,208.0,6,215.6,6,218.2,0,52,TRADING
MO2302-P-6700,P,6700.0,2023-02-17,2022-12-06 09:32:50.9,256.0,16,265.6,6,263.8,0,47,TRADING
MO2302-P-6800,P,6800.0,2023-02-17,2022-12-06 09:32:50.9,312.0,12,321.2,6,314.0,0,8,TRADING
MO2302-P-6900,P,6900.0,2023-02-17,2022-12-06 09:32:50.9,371.4,6,383.4,6,386.4,0,2,TRADING
MO2302-P-7000,P,7000.0,2023-02-17,2022-12-06 09:32:50.9,440.0,17,452.2,6,500.0,0,14,TRADING
MO2302-P-7100,P,7100.0,2023-02-17,2022-12-06 09:32:50.9,512.2,16,526.4,6,535.8,0,4,TRADING
MO2302-P-7200,P,7200.0,2023-02-17,2022-12-06 09:32:50.9,591.0,6,604.2,6,730.2,0,15,TRADING
MO2302-P-7300,P,7300.0,2023-02-17,2022-12-06 09:32:50.9,673.8,6,687.0,6,1000.0,0,2,TRADING
MO2302-P-7400,P,7400.0,2023-02-17,2022-12-06 09:32:50.9,760.8,4,774.4,12,941.6,0,2,TRADING
MO2302-C-5800,C,5800.0,2023-02-17,2022-12-06 09:32:50.9,881.8,6,894.2,16,867.4,0,2,TRADING
MO2212-C-8200,C,8200.0,2022-12-16,2022-12-06 09:32:50.9,0.6,10,0.8,50,0.6,0,321,TRADING
MO2212-P-8200,P,8200.0,2022-12-16,2022-12-06 09:32:50.9,1486.4,4,1496.2,6,1518.8,0,55,TRADING
MO2212-C-6200,C,6200.0,2022-12-16,2022-12-06 09:32:50.9,508.2,6,514.2,9,491.0,0,219,TRADING
MO2212-C-6400,C,6400.0,2022-12-16,2022-12-06 09:32:50.9,317.6,6,323.0,6,312.6,1,521,TRADING
MO2212-C-6600,C,6600.0,2022-12-16,2022-12-06 09:32:50.9,158.0,6,160.0,1,158.4,71,1243,TRADING
MO2212-C-6800,C,6800.0,2022-12-16,2022-12-06 09:32:50.9,58.0,8,59.8,6,58.8,288,3652,TRADING
MO2212-C-7000,C,7000.0,2022-12-16,2022-12-06 09:32:50.9,18.2,17,18.6,6,18.4,97,2756,TRADING
MO2212-C-7200,C,7200.0,2022-12-16,2022-12-06 09:32:50.9,5.6,15,5.8,18,5.4,22,1881,TRADING
MO2212-C-7600,C,7600.0,2022-12-16,2022-12-06 09:32:50.9,1.0,23,1.2,10,1.2,0,589,TRADING
MO2212-C-7800,C,7800.0,2022-12-16,2022-12-06 09:32:50.9,0.8,10,1.0,30,0.8,0,227,TRADING
MO2212-P-6200,P,6200.0,2022-12-16,2022-12-06 09:32:50.9,2.6,69,3.0,19,3.0,21,2036,TRADING
MO2212-P-6400,P,6400.0,2022-12-16,2022-12-06 09:32:50.9,12.2,9,12.4,6,12.6,63,2551,TRADING
MO2212-P-6600,P,6600.0,2022-12-16,2022-12-06 09:32:50.9,49.6,1,50.0,1,50.0,153,2261,TRADING
MO2212-P-6800,P,6800.0,2022-12-16,2022-12-06 09:32:50.9,147.0,12,151.2,3,150.2,1,511,TRADING
MO2212-P-7000,P,7000.0,2022-12-16,2022-12-06 09:32:50.9,306.4,6,312.2,6,314.0,0,127,TRADING
MO2212-P-7200,P,7200.0,2022-12-16,2022-12-06 09:32:50.9,493.6,9,499.8,6,493.8,0,111,TRADING
MO2212-P-7400,P,7400.0,2022-12-16,2022-12-06 09:32:50.9,688.4,4,696.4,6,691.6,0,60,TRADING
MO2212-P-7600,P,7600.0,2022-12-16,2022-12-06 09:32:50.9,887.8,9,895.4,6,919.0,0,44,TRADING
MO2212-P-7800,P,7800.0,2022-12-16,2022-12-06 09:32:50.9,1088.2,9,1095.6,6,1297.4,0,81,TRADING
MO2303-C-6200,C,6200.0,2023-03-17,2022-12-06 09:32:50.9,546.2,6,557.2,12,476.2,0,219,TRADING
MO2303-C-6400,C,6400.0,2023-03-17,2022-12-06 09:32:50.9,413.4,6,424.4,10,413.0,0,167,TRADING
MO2303-C-6600,C,6600.0,2023-03-17,2022-12-06 09:32:50.9,305.6,7,315.2,6,310.0,0,138,TRADING
MO2303-C-6800,C,6800.0,2023-03-17,2022-12-06 09:32:50.9,217.8,1,227.4,6,224.2,0,217,TRADING
MO2303-C-7000,C,7000.0,2023-03-17,2022-12-06 09:32:50.9,151.0,1,159.6,22,153.8,0,366,TRADING
MO2303-C-7200,C,7200.0,2023-03-17,2022-12-06 09:32:50.9,103.2,6,108.8,4,107.4,0,190,TRADING
MO2303-C-7400,C,7400.0,2023-03-17,2022-12-06 09:32:50.9,67.6,10,73.6,22,70.6,0,254,TRADING
MO2303-C-7600,C,7600.0,2023-03-17,2022-12-06 09:32:50.9,45.6,6,48.4,6,48.2,0,405,TRADING
MO2303-C-7800,C,7800.0,2023-03-17,2022-12-06 09:32:50.9,30.8,4,33.8,6,33.2,0,497,TRADING
MO2303-P-6200,P,6200.0,2023-03-17,2022-12-06 09:32:50.9,121.6,1,126.6,6,128.8,0,122,TRADING
MO2303-P-6400,P,6400.0,2023-03-17,2022-12-06 09:32:50.9,187.0,1,194.8,12,197.2,0,137,TRADING
MO2303-P-6600,P,6600.0,2023-03-17,2022-12-06 09:32:50.9,274.0,12,285.4,1,290.8,0,141,TRADING
MO2303-P-6800,P,6800.0,2023-03-17,2022-12-06 09:32:50.9,383.8,4,396.8,1,407.2,0,97,TRADING
MO2303-P-7000,P,7000.0,2023-03-17,2022-12-06 09:32:50.9,514.6,6,529.2,7,518.0,0,223,TRADING
MO2303-P-7200,P,7200.0,2023-03-17,2022-12-06 09:32:50.9,664.0,10,677.8,6,666.4,0,55,TRADING
MO2303-P-7400,P,7400.0,2023-03-17,2022-12-06 09:32:50.9,828.4,6,841.6,6,998.0,0,52,TRADING
MO2303-P-7600,P,7600.0,2023-03-17,2022-12-06 09:32:50.9,1001.8,6,1017.6,6,1053.0,0,31,TRADING
MO2303-P-7800,P,7800.0,2023-03-17,2022-12-06 09:32:50.9,1186.0,12,1199.6,6,1251.0,0,54,TRADING
MO2306-C-6200,C,6200.0,2023-06-16,2022-12-06 09:32:50.9,576.4,1,587.8,12,582.6,0,108,TRADING
MO2306-C-6400,C,6400.0,2023-06-16,2022-12-06 09:32:50.9,461.0,1,475.4,6,468.6,0,67,TRADING
MO2306-C-6600,C,6600.0,2023-06-16,2022-12-06 09:32:50.9,375.6,1,379.0,16,375.6,1,119,TRADING
MO2306-C-6800,C,6800.0,2023-06-16,2022-12-06 09:32:50.9,286.0,6,298.2,6,294.2,0,208,TRADING
MO2306-C-7200,C,7200.0,2023-06-16,2022-12-06 09:32:50.9,168.4,1,177.2,1,183.2,0,210,TRADING
MO2306-C-7400,C,7400.0,2023-06-16,2022-12-06 09:32:50.9,126.6,1,132.2,1,129.2,0,419,TRADING
MO2306-C-7600,C,7600.0,2023-06-16,2022-12-06 09:32:50.9,98.2,6,104.2,27,101.2,0,357,TRADING
MO2306-C-7800,C,7800.0,2023-06-16,2022-12-06 09:32:50.9,74.4,6,79.8,1,72.4,0,489,TRADING
MO2306-P-6200,P,6200.0,2023-06-16,2022-12-06 09:32:50.9,259.2,1,269.0,1,263.0,0,264,TRADING
MO2306-P-6400,P,6400.0,2023-06-16,2022-12-06 09:32:50.9,342.8,1,353.6,1,353.6,0,243,TRADING
MO2306-P-6600,P,6600.0,2023-06-16,2022-12-06 09:32:50.9,443.0,6,455.2,1,454.0,0,107,TRADING
MO2306-P-6800,P,6800.0,2023-06-16,2022-12-06 09:32:50.9,558.4,12,571.4,1,564.4,0,73,TRADING
MO2306-P-7000,P,7000.0,2023-06-16,2022-12-06 09:32:50.9,689.0,12,703.6,1,720.2,0,55,TRADING
MO2306-P-7200,P,7200.0,2023-06-16,2022-12-06 09:32:50.9,834.8,4,852.6,6,1000.0,0,44,TRADING
MO2306-P-7400,P,7400.0,2023-06-16,2022-12-06 09:32:50.9,990.8,18,1008.8,1,1011.6,0,34,TRADING
MO2306-P-7600,P,7600.0,2023-06-16,2022-12-06 09:32:50.9,1156.2,10,1174.8,6,1346.6,0,35,TRADING
MO2306-P-7800,P,7800.0,2023-06-16,2022-12-06 09:32:50.9,1331.0,6,1348.8,6,1394.4,0,53,TRADING
MO2212-P-8000,P,8000.0,2022-12-16,2022-12-06 09:32:51.4,1286.6,3,1295.8,6,1547.4,0,128,TRADING
MO2303-C-8000,C,8000.0,2023-03-17,2022-12-06 09:32:51.4,20.4,12,22.0,6,21.4,0,290,TRADING
MO2303-P-8000,P,8000.0,2023-03-17,2022-12-06 09:32:51.4,1374.4,12,1386.8,6,1536.0,0,90,TRADING
