contract_code,option_type,strike,expiry,timestamp,bid1,bid1_size,ask1,ask1_size,last_price,volume,open_interest,trading_status
MO2303-C-7200,C,7200.0,2023-03-17,2022-12-06 09:32:49.9,103.2,6,108.0,6,107.4,0,190,TRADING
MO2303-C-7400,C,7400.0,2023-03-17,2022-12-06 09:32:49.9,67.6,6,73.6,22,70.6,0,254,TRADING
MO2303-C-7600,C,7600.0,2023-03-17,2022-12-06 09:32:49.9,45.0,36,48.4,16,48.2,0,405,TRADING
MO2303-C-7800,C,7800.0,2023-03-17,2022-12-06 09:32:49.9,30.8,4,33.2,6,33.2,0,497,TRADING
MO2303-P-6400,P,6400.0,2023-03-17,2022-12-06 09:32:49.9,187.0,1,194.8,12,197.2,0,137,TRADING
MO2303-P-6800,P,6800.0,2023-03-17,2022-12-06 09:32:49.9,385.6,1,396.8,1,407.2,0,97,TRADING
MO2303-P-7000,P,7000.0,2023-03-17,2022-12-06 09:32:49.9,516.0,6,529.2,7,518.0,0,223,TRADING
MO2303-P-7200,P,7200.0,2023-03-17,2022-12-06 09:32:49.9,665.2,12,678.0,1,666.4,0,55,TRADING
MO2303-P-7400,P,7400.0,2023-03-17,2022-12-06 09:32:49.9,829.4,16,844.0,6,998.0,0,52,TRADING
MO2303-P-7600,P,7600.0,2023-03-17,2022-12-06 09:32:49.9,1004.8,6,1017.6,6,1053.0,0,31,TRADING
MO2306-C-6200,C,6200.0,2023-06-16,2022-12-06 09:32:49.9,576.4,1,586.8,5,582.6,0,108,TRADING
MO2306-C-6400,C,6400.0,2023-06-16,2022-12-06 09:32:49.9,461.0,1,473.8,1,468.6,0,67,TRADING
MO2306-C-6600,C,6600.0,2023-06-16,2022-12-06 09:32:49.9,375.6,1,378.8,17,375.6,1,119,TRADING
MO2306-C-6800,C,6800.0,2023-06-16,2022-12-06 09:32:49.9,285.8,1,298.0,6,294.2,0,208,TRADING
MO2306-C-7000,C,7000.0,2023-06-16,2022-12-06 09:32:49.9,221.0,18,228.6,1,229.2,0,533,TRADING
MO2306-C-7600,C,7600.0,2023-06-16,2022-12-06 09:32:49.9,98.2,6,103.4,5,101.2,0,357,TRADING
MO2306-C-7800,C,7800.0,2023-06-16,2022-12-06 09:32:49.9,73.6,6,79.8,7,72.4,0,489,TRADING
MO2306-P-6200,P,6200.0,2023-06-16,2022-12-06 09:32:49.9,259.2,1,269.0,1,263.0,0,264,TRADING
MO2306-P-6400,P,6400.0,2023-06-16,2022-12-06 09:32:49.9,342.8,1,353.6,1,353.6,0,243,TRADING
MO2306-P-6600,P,6600.0,2023-06-16,2022-12-06 09:32:49.9,443.2,12,455.2,1,454.0,0,107,TRADING
MO2306-P-6800,P,6800.0,2023-06-16,2022-12-06 09:32:49.9,560.8,1,571.4,1,564.4,0,73,TRADING
MO2306-P-7000,P,7000.0,2023-06-16,2022-12-06 09:32:49.9,689.8,6,703.6,1,720.2,0,55,TRADING
MO2306-P-7200,P,7200.0,2023-06-16,2022-12-06 09:32:49.9,836.6,4,852.8,1,1000.0,0,44,TRADING
MO2306-P-7400,P,7400.0,2023-06-16,2022-12-06 09:32:49.9,993.6,4,1008.8,1,1011.6,0,34,TRADING
MO2306-P-7600,P,7600.0,2023-06-16,2022-12-06 09:32:49.9,1159.4,10,1175.0,7,1346.6,0,35,TRADING
MO2306-P-7800,P,7800.0,2023-06-16,2022-12-06 09:32:49.9,1334.6,4,1349.0,6,1394.4,0,53,TRADING
MO2212-P-8000,P,8000.0,2022-12-16,2022-12-06 09:32:50.4,1288.2,4,1298.2,6,1547.4,0,128,TRADING
MO2303-C-8000,C,8000.0,2023-03-17,2022-12-06 09:32:50.4,20.4,6,22.0,10,21.4,0,290,TRADING
MO2303-P-8000,P,8000.0,2023-03-17,2022-12-06 09:32:50.4,1375.4,12,1388.8,6,1536.0,0,90,TRADING
MO2306-P-8000,P,8000.0,2023-06-16,2022-12-06 09:32:50.4,1514.0,4,1529.0,6,1764.6,0,49,TRADING
MO2212-C-6500,C,6500.0,2022-12-16,2022-12-06 09:32:50.4,230.8,6,235.6,3,234.0,19,1038,TRADING
MO2212-C-6700,C,6700.0,2022-12-16,2022-12-06 09:32:50.4,97.8,6,100.6,4,98.2,161,2877,TRADING
MO2212-C-6900,C,6900.0,2022-12-16,2022-12-06 09:32:50.4,32.6,5,32.8,1,32.8,178,2873,TRADING
MO2212-C-7100,C,7100.0,2022-12-16,2022-12-06 09:32:50.4,9.8,17,10.0,6,10.0,102,1303,TRADING
MO2212-P-5900,P,5900.0,2022-12-16,2022-12-06 09:32:50.4,1.0,7,1.2,32,1.0,3,1023,TRADING
MO2212-P-6100,P,6100.0,2022-12-16,2022-12-06 09:32:50.4,1.6,6,1.8,19,1.4,2,1560,TRADING
MO2212-P-6300,P,6300.0,2022-12-16,2022-12-06 09:32:50.4,5.8,18,6.2,51,5.6,48,2206,TRADING
MO2212-P-6500,P,6500.0,2022-12-16,2022-12-06 09:32:50.4,25.0,5,25.4,1,25.8,141,1722,TRADING
MO2212-P-6700,P,6700.0,2022-12-16,2022-12-06 09:32:50.4,90.0,10,92.2,6,90.6,126,3596,TRADING
MO2212-P-6900,P,6900.0,2022-12-16,2022-12-06 09:32:50.4,222.0,6,227.0,6,228.8,1,196,TRADING
MO2212-P-7100,P,7100.0,2022-12-16,2022-12-06 09:32:50.4,398.6,6,406.2,14,415.6,0,61,TRADING
MO2309-C-5800,C,5800.0,2023-09-15,2022-12-06 09:32:50.4,855.8,1,871.6,2,871.8,0,129,TRADING
MO2309-C-6000,C,6000.0,2023-09-15,2022-12-06 09:32:50.4,728.6,2,745.8,8,740.8,0,132,TRADING
MO2309-C-6200,C,6200.0,2023-09-15,2022-12-06 09:32:50.4,614.4,1,628.0,8,609.0,0,149,TRADING
MO2309-C-6400,C,6400.0,2023-09-15,2022-12-06 09:32:50.4,510.6,1,523.2,2,549.0,0,157,TRADING
MO2309-C-6600,C,6600.0,2023-09-15,2022-12-06 09:32:50.4,422.4,1,431.8,13,427.0,0,170,TRADING
MO2309-C-6800,C,6800.0,2023-09-15,2022-12-06 09:32:50.4,342.2,1,352.8,8,346.0,0,139,TRADING
MO2309-C-7000,C,7000.0,2023-09-15,2022-12-06 09:32:50.4,273.6,1,284.2,1,279.0,0,200,TRADING
MO2309-C-7200,C,7200.0,2023-09-15,2022-12-06 09:32:50.4,219.6,6,227.8,1,218.4,0,324,TRADING
MO2309-P-5800,P,5800.0,2023-09-15,2022-12-06 09:32:50.4,229.8,9,238.4,6,226.0,0,79,TRADING
MO2309-P-6200,P,6200.0,2023-09-15,2022-12-06 09:32:50.4,373.4,8,384.8,1,375.0,0,123,TRADING
MO2309-P-6600,P,6600.0,2023-09-15,2022-12-06 09:32:50.4,569.4,6,581.8,1,578.4,0,46,TRADING
MO2309-P-6800,P,6800.0,2023-09-15,2022-12-06 09:32:50.4,686.2,8,700.0,1,675.8,0,36,TRADING
MO2309-P-7000,P,7000.0,2023-09-15,2022-12-06 09:32:50.4,815.4,14,828.8,1,818.6,0,47,TRADING
MO2309-P-7200,P,7200.0,2023-09-15,2022-12-06 09:32:50.4,954.6,19,969.8,1,1000.0,0,58,TRADING
MO2212-C-5700,C,5700.0,2022-12-16,2022-12-06 09:32:50.4,1002.6,12,1011.0,6,1015.2,0,53,TRADING
MO2212-P-5700,P,5700.0,2022-12-16,2022-12-06 09:32:50.4,0.6,52,1.0,34,0.8,0,305,TRADING
MO2303-C-5600,C,5600.0,2023-03-17,2022-12-06 09:32:50.4,1042.2,6,1055.6,12,1052.0,0,66,TRADING
MO2303-P-5600,P,5600.0,2023-03-17,2022-12-06 09:32:50.4,25.6,10,28.4,28,31.2,0,134,TRADING
MO2306-C-5600,C,5600.0,2023-06-16,2022-12-06 09:32:50.4,1000.4,12,1019.8,12,999.6,0,32,TRADING
MO2309-C-5600,C,5600.0,2023-09-15,2022-12-06 09:32:50.4,1001.0,1,1019.4,6,934.4,0,116,TRADING
MO2212-C-5600,C,5600.0,2022-12-16,2022-12-06 09:32:50.4,1102.2,6,1110.6,6,1116.8,0,48,TRADING
MO2303-C-8200,C,8200.0,2023-03-17,2022-12-06 09:32:50.4,14.4,10,15.6,10,15.0,0,580,TRADING
MO2303-P-8200,P,8200.0,2023-03-17,2022-12-06 09:32:50.4,1567.0,6,1580.4,6,1571.8,0,103,TRADING
MO2306-P-8200,P,8200.0,2023-06-16,2022-12-06 09:32:50.4,1695.2,10,1713.2,6,1802.8,0,42,TRADING
MO2212-C-5800,C,5800.0,2022-12-16,2022-12-06 09:32:50.4,903.2,6,911.0,6,917.6,0,34,TRADING
MO2212-P-5800,P,5800.0,2022-12-16,2022-12-06 09:32:50.4,0.8,1,1.0,21,1.0,0,516,TRADING
MO2303-C-5800,C,5800.0,2023-03-17,2022-12-06 09:32:50.4,862.8,6,876.2,12,876.0,0,101,TRADING
MO2306-C-5800,C,5800.0,2023-06-16,2022-12-06 09:32:50.4,844.2,1,864.0,6,898.0,0,100,TRADING
MO2212-C-8000,C,8000.0,2022-12-16,2022-12-06 09:32:50.4,0.8,12,1.0,49,0.8,0,940,TRADING
MO2212-C-6000,C,6000.0,2022-12-16,2022-12-06 09:32:50.4,704.4,2,711.8,3,708.6,0,58,TRADING
MO2212-P-6000,P,6000.0,2022-12-16,2022-12-06 09:32:50.4,1.2,6,1.4,7,1.4,0,1401,TRADING
MO2303-C-6000,C,6000.0,2023-03-17,2022-12-06 09:32:50.4,695.2,12,709.4,6,703.0,0,120,TRADING
MO2303-P-6000,P,6000.0,2023-03-17,2022-12-06 09:32:50.4,75.0,1,79.2,18,77.2,0,181,TRADING
MO2306-C-6000,C,6000.0,2023-06-16,2022-12-06 09:32:50.4,702.8,1,718.0,10,708.0,0,123,TRADING
MO2306-P-6000,P,6000.0,2023-06-16,2022-12-06 09:32:50.4,192.2,1,201.0,7,194.6,0,112,TRADING
MO2212-C-5900,C,5900.0,2022-12-16,2022-12-06 09:32:50.4,803.6,2,811.2,15,796.2,0,45,TRADING
MO2212-C-6100,C,6100.0,2022-12-16,2022-12-06 09:32:50.4,605.4,2,612.2,6,594.0,0,107,TRADING
MO2212-C-6300,C,6300.0,2022-12-16,2022-12-06 09:32:50.4,409.6,2,416.4,3,401.0,0,204,TRADING
MO2212-C-5500,C,5500.0,2022-12-16,2022-12-06 09:32:50.4,1201.8,6,1210.2,6,1196.0,0,42,TRADING
MO2212-P-5500,P,5500.0,2022-12-16,2022-12-06 09:32:50.4,0.6,31,0.8,10,0.8,0,502,TRADING
MO2303-C-5400,C,5400.0,2023-03-17,2022-12-06 09:32:50.4,1230.6,6,1242.4,12,1236.0,0,37,TRADING
MO2306-C-5400,C,5400.0,2023-06-16,2022-12-06 09:32:50.4,1170.0,6,1186.6,16,1115.0,0,46,TRADING
MO2309-C-5400,C,5400.0,2023-09-15,2022-12-06 09:32:50.4,1149.2,6,1173.0,8,1161.0,0,92,TRADING
MO2212-C-7500,C,7500.0,2022-12-16,2022-12-06 09:32:50.4,1.2,56,1.6,39,1.2,0,211,TRADING
MO2212-P-7500,P,7500.0,2022-12-16,2022-12-06 09:32:50.4,789.6,4,797.4,12,913.0,0,13,TRADING
MO2301-C-7500,C,7500.0,2023-01-20,2022-12-06 09:32:50.4,13.4,6,14.6,10,13.6,4,275,TRADING
MO2301-P-7500,P,7500.0,2023-01-20,2022-12-06 09:32:50.4,819.2,4,829.8,6,837.2,0,13,TRADING
MO2309-C-7600,C,7600.0,2023-09-15,2022-12-06 09:32:50.4,137.8,1,143.0,1,139.2,1,195,TRADING
MO2212-C-5300,C,5300.0,2022-12-16,2022-12-06 09:32:50.4,1400.8,6,1410.2,6,1367.0,0,39,TRADING
MO2212-C-5400,C,5400.0,2022-12-16,2022-12-06 09:32:50.4,1301.6,6,1310.8,6,1266.2,0,41,TRADING
MO2212-P-5300,P,5300.0,2022-12-16,2022-12-06 09:32:50.4,0.6,13,0.8,18,0.6,0,483,TRADING
MO2212-P-5400,P,5400.0,2022-12-16,2022-12-06 09:32:50.4,0.6,31,0.8,16,0.8,0,296,TRADING
MO2303-C-5200,C,5200.0,2023-03-17,2022-12-06 09:32:50.4,1422.4,6,1434.6,12,1452.4,0,32,TRADING
MO2303-P-5200,P,5200.0,2023-03-17,2022-12-06 09:32:50.4,9.0,24,9.6,12,9.2,5,277,TRADING
MO2306-C-5200,C,5200.0,2023-06-16,2022-12-06 09:32:50.4,1344.8,6,1363.4,6,1236.6,0,34,TRADING
MO2309-C-5200,C,5200.0,2023-09-15,2022-12-06 09:32:50.4,1312.4,6,1329.8,8,1330.2,0,99,TRADING
MO2309-P-5200,P,5200.0,2023-09-15,2022-12-06 09:32:50.4,99.8,1,104.0,5,104.2,0,132,TRADING
MO2301-C-5600,C,5600.0,2023-01-20,2022-12-06 09:32:50.4,1083.0,12,1093.6,10,903.0,0,38,TRADING
MO2301-P-5600,P,5600.0,2023-01-20,2022-12-06 09:32:50.4,5.4,6,5.8,16,5.8,5,208,TRADING
MO2301-C-7400,C,7400.0,2023-01-20,2022-12-06 09:32:50.4,19.0,12,20.4,10,18.8,1,232,TRADING
MO2212-P-5600,P,5600.0,2022-12-16,2022-12-06 09:32:50.4,0.6,3,0.8,16,0.8,0,324,TRADING
MO2301-C-5700,C,5700.0,2023-01-20,2022-12-06 09:32:50.4,985.4,12,996.6,16,968.2,0,8,TRADING
MO2301-C-5800,C,5800.0,2023-01-20,2022-12-06 09:32:50.4,888.6,6,899.4,10,918.0,0,23,TRADING
MO2301-C-5900,C,5900.0,2023-01-20,2022-12-06 09:32:50.4,793.8,6,802.8,10,805.4,0,29,TRADING
MO2301-C-6000,C,6000.0,2023-01-20,2022-12-06 09:32:50.4,700.0,6,709.0,4,718.8,0,36,TRADING
MO2301-C-6100,C,6100.0,2023-01-20,2022-12-06 09:32:50.4,608.2,6,618.6,10,626.8,0,21,TRADING
MO2301-C-6200,C,6200.0,2023-01-20,2022-12-06 09:32:50.4,521.0,6,530.0,10,520.0,0,47,TRADING
MO2301-C-6300,C,6300.0,2023-01-20,2022-12-06 09:32:50.4,438.8,6,446.4,10,439.0,0,94,TRADING
MO2301-C-6400,C,6400.0,2023-01-20,2022-12-06 09:32:50.4,363.8,1,367.4,6,366.8,1,82,TRADING
MO2301-C-6500,C,6500.0,2023-01-20,2022-12-06 09:32:50.4,295.8,6,298.4,6,297.6,2,192,TRADING
MO2301-C-6600,C,6600.0,2023-01-20,2022-12-06 09:32:50.4,235.2,6,237.6,12,237.0,3,254,TRADING
MO2301-C-6700,C,6700.0,2023-01-20,2022-12-06 09:32:50.4,181.8,6,185.4,15,180.0,5,446,TRADING
MO2301-C-6800,C,6800.0,2023-01-20,2022-12-06 09:32:50.4,139.4,6,141.6,6,140.6,0,277,TRADING
MO2301-C-6900,C,6900.0,2023-01-20,2022-12-06 09:32:50.4,102.8,6,106.0,10,106.6,0,193,TRADING
MO2301-C-7000,C,7000.0,2023-01-20,2022-12-06 09:32:50.4,76.2,6,78.0,6,78.0,0,274,TRADING
MO2301-C-7100,C,7100.0,2023-01-20,2022-12-06 09:32:50.4,54.4,1,56.2,4,56.4,0,345,TRADING
MO2301-P-5700,P,5700.0,2023-01-20,2022-12-06 09:32:50.4,7.0,12,7.6,12,7.6,1,146,TRADING
MO2301-P-5800,P,5800.0,2023-01-20,2022-12-06 09:32:50.4,9.8,6,10.4,24,11.6,6,282,TRADING
MO2301-P-6000,P,6000.0,2023-01-20,2022-12-06 09:32:50.4,19.4,12,20.6,6,20.8,23,514,TRADING
MO2301-P-6100,P,6100.0,2023-01-20,2022-12-06 09:32:50.4,27.8,6,29.4,6,29.2,0,590,TRADING
MO2301-P-6200,P,6200.0,2023-01-20,2022-12-06 09:32:50.4,38.8,9,41.2,16,39.4,3,433,TRADING
MO2301-P-6300,P,6300.0,2023-01-20,2022-12-06 09:32:50.4,55.8,4,58.0,6,57.6,0,398,TRADING
MO2301-P-6400,P,6400.0,2023-01-20,2022-12-06 09:32:50.4,77.2,12,79.8,6,76.0,5,839,TRADING
MO2301-P-6500,P,6500.0,2023-01-20,2022-12-06 09:32:50.4,108.6,6,111.6,6,110.0,0,540,TRADING
MO2301-P-6600,P,6600.0,2023-01-20,2022-12-06 09:32:50.4,147.2,6,150.4,6,147.8,0,311,TRADING
MO2301-P-6700,P,6700.0,2023-01-20,2022-12-06 09:32:50.4,194.2,6,197.8,6,196.8,0,150,TRADING
MO2301-P-6800,P,6800.0,2023-01-20,2022-12-06 09:32:50.4,250.2,6,254.8,6,254.2,4,91,TRADING
MO2301-P-6900,P,6900.0,2023-01-20,2022-12-06 09:32:50.4,312.6,4,320.8,12,319.8,0,48,TRADING
MO2301-P-7000,P,7000.0,2023-01-20,2022-12-06 09:32:50.4,383.4,4,393.2,18,389.6,0,39,TRADING
MO2301-P-7100,P,7100.0,2023-01-20,2022-12-06 09:32:50.4,462.2,10,472.6,6,478.2,0,15,TRADING
MO2301-C-7200,C,7200.0,2023-01-20,2022-12-06 09:32:50.4,39.0,6,41.0,16,41.6,1,255,TRADING
MO2301-P-7200,P,7200.0,2023-01-20,2022-12-06 09:32:50.4,545.6,16,556.2,12,562.2,0,44,TRADING
MO2212-C-7300,C,7300.0,2022-12-16,2022-12-06 09:32:50.4,3.0,28,3.4,45,3.2,3,783,TRADING
MO2212-P-7300,P,7300.0,2022-12-16,2022-12-06 09:32:50.4,591.8,6,599.2,6,586.4,0,24,TRADING
MO2301-C-7300,C,7300.0,2023-01-20,2022-12-06 09:32:50.4,27.0,6,28.8,16,28.0,0,140,TRADING
MO2301-P-7300,P,7300.0,2023-01-20,2022-12-06 09:32:50.4,633.6,10,644.6,6,642.2,0,10,TRADING
MO2309-C-7400,C,7400.0,2023-09-15,2022-12-06 09:32:50.4,175.2,1,180.8,1,180.8,0,99,TRADING
MO2309-P-7400,P,7400.0,2023-09-15,2022-12-06 09:32:50.4,1101.4,6,1125.6,1,1132.4,0,44,TRADING
MO2301-P-7400,P,7400.0,2023-01-20,2022-12-06 09:32:50.4,725.8,4,735.2,8,742.2,0,29,TRADING
MO2302-C-5900,C,5900.0,2023-02-17,2022-12-06 09:32:50.4,789.2,6,802.6,16,776.6,0,4,TRADING
MO2302-C-6000,C,6000.0,2023-02-17,2022-12-06 09:32:50.4,702.2,6,715.2,10,475.4,0,9,TRADING
MO2302-C-6100,C,6100.0,2023-02-17,2022-12-06 09:32:50.4,618.0,6,631.2,22,500.0,0,2,TRADING
MO2302-C-6200,C,6200.0,2023-02-17,2022-12-06 09:32:50.4,537.2,12,551.2,22,479.6,0,4,TRADING
MO2302-C-6300,C,6300.0,2023-02-17,2022-12-06 09:32:50.4,462.8,6,476.4,6,471.0,0,7,TRADING
MO2302-C-6400,C,6400.0,2023-02-17,2022-12-06 09:32:50.4,393.2,6,404.4,7,327.8,0,30,TRADING
MO2302-C-6500,C,6500.0,2023-02-17,2022-12-06 09:32:50.4,330.6,13,342.0,6,334.4,0,116,TRADING
MO2302-C-6600,C,6600.0,2023-02-17,2022-12-06 09:32:50.4,275.0,1,285.2,1,268.2,0,102,TRADING
MO2302-C-6700,C,6700.0,2023-02-17,2022-12-06 09:32:50.4,225.6,1,234.2,10,219.2,0,118,TRADING
MO2302-C-6800,C,6800.0,2023-02-17,2022-12-06 09:32:50.4,181.8,6,189.8,6,177.0,0,40,TRADING
MO2302-C-6900,C,6900.0,2023-02-17,2022-12-06 09:32:50.4,144.0,1,153.4,6,151.2,0,12,TRADING
MO2302-C-7000,C,7000.0,2023-02-17,2022-12-06 09:32:50.4,114.0,1,121.6,6,115.0,0,140,TRADING
MO2302-C-7100,C,7100.0,2023-02-17,2022-12-06 09:32:50.4,87.8,6,93.4,4,93.0,0,76,TRADING
MO2302-C-7200,C,7200.0,2023-02-17,2022-12-06 09:32:50.4,66.8,6,72.6,6,68.6,0,26,TRADING
MO2302-C-7300,C,7300.0,2023-02-17,2022-12-06 09:32:50.4,50.8,27,54.4,6,52.2,0,37,TRADING
MO2302-C-7400,C,7400.0,2023-02-17,2022-12-06 09:32:50.4,38.0,18,41.2,24,40.2,0,59,TRADING
MO2302-P-6200,P,6200.0,2023-02-17,2022-12-06 09:32:50.4,75.8,7,80.2,6,77.4,0,98,TRADING
MO2302-P-6300,P,6300.0,2023-02-17,2022-12-06 09:32:50.4,98.8,6,104.0,1,99.6,0,68,TRADING
MO2302-P-6400,P,6400.0,2023-02-17,2022-12-06 09:32:50.4,127.2,6,134.0,1,132.6,0,102,TRADING
MO2302-P-6500,P,6500.0,2023-02-17,2022-12-06 09:32:50.4,165.0,6,172.8,7,175.4,0,119,TRADING
MO2302-P-6600,P,6600.0,2023-02-17,2022-12-06 09:32:50.4,208.8,4,216.4,7,218.2,0,52,TRADING
MO2302-P-6700,P,6700.0,2023-02-17,2022-12-06 09:32:50.4,256.2,6,266.0,14,263.8,0,47,TRADING
MO2302-P-6800,P,6800.0,2023-02-17,2022-12-06 09:32:50.4,312.2,4,322.0,7,314.0,0,8,TRADING
MO2302-P-6900,P,6900.0,2023-02-17,2022-12-06 09:32:50.4,371.4,6,384.0,1,386.4,0,2,TRADING
MO2302-P-7000,P,7000.0,2023-02-17,2022-12-06 09:32:50.4,440.2,6,452.4,7,500.0,0,14,TRADING
MO2302-P-7100,P,7100.0,2023-02-17,2022-12-06 09:32:50.4,512.4,6,526.6,19,535.8,0,4,TRADING
MO2302-P-7200,P,7200.0,2023-02-17,2022-12-06 09:32:50.4,591.0,16,604.2,6,730.2,0,15,TRADING
MO2302-P-7300,P,7300.0,2023-02-17,2022-12-06 09:32:50.4,674.0,6,687.2,6,1000.0,0,2,TRADING
MO2302-P-7400,P,7400.0,2023-02-17,2022-12-06 09:32:50.4,760.8,10,774.4,12,941.6,0,2,TRADING
MO2302-C-5800,C,5800.0,2023-02-17,2022-12-06 09:32:50.4,879.8,6,893.0,10,867.4,0,2,TRADING
MO2302-P-5800,P,5800.0,2023-02-17,2022-12-06 09:32:50.4,20.8,19,23.6,12,20.8,2,16,TRADING
MO2212-C-8200,C,8200.0,2022-12-16,2022-12-06 09:32:50.4,0.6,10,0.8,50,0.6,0,321,TRADING
MO2212-P-8200,P,8200.0,2022-12-16,2022-12-06 09:32:50.4,1488.4,7,1497.2,6,1518.8,0,55,TRADING
MO2212-C-6200,C,6200.0,2022-12-16,2022-12-06 09:32:50.4,506.6,1,512.8,3,491.0,0,219,TRADING
MO2212-C-6400,C,6400.0,2022-12-16,2022-12-06 09:32:50.4,316.4,1,322.8,6,312.6,1,521,TRADING
MO2212-C-6600,C,6600.0,2022-12-16,2022-12-06 09:32:50.4,158.4,1,159.8,6,158.4,71,1243,TRADING
MO2212-C-6800,C,6800.0,2022-12-16,2022-12-06 09:32:50.4,57.8,15,59.8,10,58.8,288,3652,TRADING
MO2212-C-7000,C,7000.0,2022-12-16,2022-12-06 09:32:50.4,18.0,29,18.4,3,17.8,94,2756,TRADING
MO2212-C-7200,C,7200.0,2022-12-16,2022-12-06 09:32:50.4,5.6,15,5.8,26,5.4,22,1881,TRADING
MO2212-C-7400,C,7400.0,2022-12-16,2022-12-06 09:32:50.4,2.0,6,2.2,11,1.8,0,905,TRADING
MO2212-C-7600,C,7600.0,2022-12-16,2022-12-06 09:32:50.4,1.0,23,1.2,10,1.2,0,589,TRADING
MO2212-C-7800,C,7800.0,2022-12-16,2022-12-06 09:32:50.4,0.8,10,1.0,36,0.8,0,227,TRADING
MO2212-P-6200,P,6200.0,2022-12-16,2022-12-06 09:32:50.4,2.8,6,3.0,19,3.0,21,2036,TRADING
MO2212-P-6400,P,6400.0,2022-12-16,2022-12-06 09:32:50.4,12.2,30,12.6,6,12.6,63,2551,TRADING
MO2212-P-6600,P,6600.0,2022-12-16,2022-12-06 09:32:50.4,50.0,2,50.4,1,50.4,151,2259,TRADING
MO2212-P-6800,P,6800.0,2022-12-16,2022-12-06 09:32:50.4,148.4,3,153.2,10,150.2,1,511,TRADING
MO2212-P-7000,P,7000.0,2022-12-16,2022-12-06 09:32:50.4,307.4,3,313.8,2,314.0,0,127,TRADING
MO2212-P-7200,P,7200.0,2022-12-16,2022-12-06 09:32:50.4,494.2,6,502.0,14,493.8,0,111,TRADING
MO2212-P-7400,P,7400.0,2022-12-16,2022-12-06 09:32:50.4,690.2,10,698.0,6,691.6,0,60,TRADING
MO2212-P-7600,P,7600.0,2022-12-16,2022-12-06 09:32:50.4,889.0,4,896.8,6,919.0,0,44,TRADING
MO2212-P-7800,P,7800.0,2022-12-16,2022-12-06 09:32:50.4,1089.2,6,1097.0,6,1297.4,0,81,TRADING
MO2303-C-6200,C,6200.0,2023-03-17,2022-12-06 09:32:50.4,545.0,6,556.2,12,476.2,0,219,TRADING
MO2303-C-6400,C,6400.0,2023-03-17,2022-12-06 09:32:50.4,411.8,2,424.4,16,413.0,0,167,TRADING
MO2303-C-6600,C,6600.0,2023-03-17,2022-12-06 09:32:50.4,305.6,7,314.6,6,310.0,0,138,TRADING
MO2303-C-6800,C,6800.0,2023-03-17,2022-12-06 09:32:50.4,217.8,1,227.0,12,224.2,0,217,TRADING
MO2303-C-7000,C,7000.0,2023-03-17,2022-12-06 09:32:50.4,151.0,1,157.6,1,153.8,0,366,TRADING
MO2303-C-7200,C,7200.0,2023-03-17,2022-12-06 09:32:50.4,103.2,6,108.8,10,107.4,0,190,TRADING
MO2303-C-7400,C,7400.0,2023-03-17,2022-12-06 09:32:50.4,67.6,6,73.6,22,70.6,0,254,TRADING
MO2303-C-7600,C,7600.0,2023-03-17,2022-12-06 09:32:50.4,45.0,36,48.4,12,48.2,0,405,TRADING
MO2303-C-7800,C,7800.0,2023-03-17,2022-12-06 09:32:50.4,30.8,4,33.8,6,33.2,0,497,TRADING
MO2303-P-6200,P,6200.0,2023-03-17,2022-12-06 09:32:50.4,121.6,1,126.6,6,128.8,0,122,TRADING
MO2303-P-6400,P,6400.0,2023-03-17,2022-12-06 09:32:50.4,187.0,1,194.8,12,197.2,0,137,TRADING
MO2303-P-6600,P,6600.0,2023-03-17,2022-12-06 09:32:50.4,274.8,1,285.4,1,290.8,0,141,TRADING
MO2303-P-6800,P,6800.0,2023-03-17,2022-12-06 09:32:50.4,384.4,12,396.8,1,407.2,0,97,TRADING
MO2303-P-7000,P,7000.0,2023-03-17,2022-12-06 09:32:50.4,514.6,16,529.2,7,518.0,0,223,TRADING
MO2303-P-7200,P,7200.0,2023-03-17,2022-12-06 09:32:50.4,664.0,16,678.0,1,666.4,0,55,TRADING
MO2303-P-7400,P,7400.0,2023-03-17,2022-12-06 09:32:50.4,829.4,6,843.6,2,998.0,0,52,TRADING
MO2303-P-7600,P,7600.0,2023-03-17,2022-12-06 09:32:50.4,1004.2,6,1017.6,6,1053.0,0,31,TRADING
MO2303-P-7800,P,7800.0,2023-03-17,2022-12-06 09:32:50.4,1187.2,6,1199.6,6,1251.0,0,54,TRADING
MO2306-C-6200,C,6200.0,2023-06-16,2022-12-06 09:32:50.4,576.4,1,587.6,12,582.6,0,108,TRADING
MO2306-C-6400,C,6400.0,2023-06-16,2022-12-06 09:32:50.4,461.0,1,475.4,18,468.6,0,67,TRADING
MO2306-C-6600,C,6600.0,2023-06-16,2022-12-06 09:32:50.4,375.6,1,378.8,11,375.6,1,119,TRADING
MO2306-C-6800,C,6800.0,2023-06-16,2022-12-06 09:32:50.4,285.8,1,298.0,6,294.2,0,208,TRADING
MO2306-C-7000,C,7000.0,2023-06-16,2022-12-06 09:32:50.4,221.0,18,228.6,1,229.2,0,533,TRADING
MO2306-C-7400,C,7400.0,2023-06-16,2022-12-06 09:32:50.4,126.6,1,132.2,1,129.2,0,419,TRADING
MO2306-C-7600,C,7600.0,2023-06-16,2022-12-06 09:32:50.4,98.2,6,104.0,6,101.2,0,357,TRADING
