symbol,trading_day,market_time_shanghai,recognition_eligible,v2_score_eligible,eligible_ordinal_day,online_state,online_decoded_state,oracle_state,oracle_confirmed_center_state,oracle_available_state
000852.SH,2015-01-05,2015-01-05 09:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 09:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 09:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 09:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 09:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 10:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 11:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 11:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 11:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 11:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 11:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 11:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 11:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 13:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 14:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-05,2015-01-05 15:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 09:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 09:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 09:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 09:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 09:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 10:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 11:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 11:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 11:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 11:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 11:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 11:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 11:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 13:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 14:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-06,2015-01-06 15:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 09:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 09:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 09:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 09:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 09:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 10:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 11:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 11:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 11:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 11:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 11:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 11:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 11:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 13:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 14:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-07,2015-01-07 15:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 09:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 09:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 09:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 09:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 09:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 10:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 11:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 11:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 11:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 11:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 11:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 11:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 11:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 13:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 14:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-08,2015-01-08 15:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 09:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 09:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 09:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 09:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 09:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 10:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 11:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 11:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 11:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 11:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 11:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 11:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 11:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 13:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 14:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 14:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 14:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2015-01-09,2015-01-09 14:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
