symbol,trading_day,market_time_shanghai,recognition_eligible,v2_score_eligible,eligible_ordinal_day,online_state,online_decoded_state,oracle_state,oracle_confirmed_center_state,oracle_available_state
000852.SH,2018-01-10,2018-01-10 10:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-10,2018-01-10 10:10:00+08:00,False,False,,Uncertain,Uncertain,Range,Uncertain,
000852.SH,2018-01-10,2018-01-10 10:15:00+08:00,False,False,,Uncertain,Uncertain,Range,Uncertain,
000852.SH,2018-01-10,2018-01-10 10:20:00+08:00,False,False,,Uncertain,Uncertain,Range,Uncertain,
000852.SH,2018-01-10,2018-01-10 10:25:00+08:00,False,False,,Uncertain,Uncertain,Range,Uncertain,
000852.SH,2018-01-10,2018-01-10 10:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-10,2018-01-10 10:35:00+08:00,True,False,0,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-10,2018-01-10 10:40:00+08:00,True,False,1,Range,Uncertain,DownTrend,Uncertain,
000852.SH,2018-01-10,2018-01-10 10:45:00+08:00,True,False,2,Range,Range,DownTrend,DownTrend,
000852.SH,2018-01-10,2018-01-10 10:50:00+08:00,True,False,3,Range,Range,DownTrend,DownTrend,
000852.SH,2018-01-10,2018-01-10 10:55:00+08:00,True,False,4,Range,Range,Uncertain,DownTrend,
000852.SH,2018-01-10,2018-01-10 11:00:00+08:00,True,False,5,Uncertain,Range,DownTrend,DownTrend,
000852.SH,2018-01-10,2018-01-10 11:05:00+08:00,True,True,6,Uncertain,Range,DownTrend,DownTrend,Uncertain
000852.SH,2018-01-10,2018-01-10 11:10:00+08:00,True,True,7,DownTrend,Range,DownTrend,DownTrend,Uncertain
000852.SH,2018-01-10,2018-01-10 11:15:00+08:00,True,True,8,DownTrend,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-10,2018-01-10 11:20:00+08:00,True,True,9,DownTrend,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-10,2018-01-10 11:25:00+08:00,True,True,10,Uncertain,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-10,2018-01-10 11:30:00+08:00,True,True,11,DownTrend,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-10,2018-01-10 13:05:00+08:00,True,True,12,DownTrend,DownTrend,Shock,DownTrend,DownTrend
000852.SH,2018-01-10,2018-01-10 13:10:00+08:00,True,True,13,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-10,2018-01-10 13:15:00+08:00,True,True,14,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-10,2018-01-10 13:20:00+08:00,True,True,15,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-10,2018-01-10 13:25:00+08:00,True,True,16,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-10,2018-01-10 13:30:00+08:00,True,True,17,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-10,2018-01-10 13:35:00+08:00,True,True,18,Shock,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-10,2018-01-10 13:40:00+08:00,True,True,19,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 13:45:00+08:00,True,True,20,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 13:50:00+08:00,True,True,21,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 13:55:00+08:00,True,True,22,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 14:00:00+08:00,True,True,23,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 14:05:00+08:00,True,True,24,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 14:10:00+08:00,True,True,25,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 14:15:00+08:00,True,True,26,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 14:20:00+08:00,True,True,27,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 14:25:00+08:00,True,True,28,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-10,2018-01-10 14:30:00+08:00,True,True,29,Shock,Shock,UpTrend,Shock,Shock
000852.SH,2018-01-10,2018-01-10 14:35:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-10,2018-01-10 14:40:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-10,2018-01-10 14:45:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-10,2018-01-10 14:50:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-10,2018-01-10 14:55:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-10,2018-01-10 15:00:00+08:00,False,False,,UpTrend,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 09:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 09:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 09:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 09:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 09:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 10:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 10:05:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-11,2018-01-11 10:10:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-11,2018-01-11 10:15:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-11,2018-01-11 10:20:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-11,2018-01-11 10:25:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-11,2018-01-11 10:30:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-11,2018-01-11 10:35:00+08:00,True,False,0,Shock,Uncertain,UpTrend,Uncertain,
000852.SH,2018-01-11,2018-01-11 10:40:00+08:00,True,False,1,Shock,Shock,UpTrend,UpTrend,
000852.SH,2018-01-11,2018-01-11 10:45:00+08:00,True,False,2,Shock,Shock,Uncertain,UpTrend,
000852.SH,2018-01-11,2018-01-11 10:50:00+08:00,True,False,3,Shock,Shock,Uncertain,UpTrend,
000852.SH,2018-01-11,2018-01-11 10:55:00+08:00,True,False,4,Shock,Shock,Uncertain,UpTrend,
000852.SH,2018-01-11,2018-01-11 11:00:00+08:00,True,False,5,Shock,Shock,UpTrend,UpTrend,
000852.SH,2018-01-11,2018-01-11 11:05:00+08:00,True,True,6,UpTrend,Shock,UpTrend,UpTrend,Uncertain
000852.SH,2018-01-11,2018-01-11 11:10:00+08:00,True,True,7,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 11:15:00+08:00,True,True,8,Uncertain,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 11:20:00+08:00,True,True,9,Uncertain,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 11:25:00+08:00,True,True,10,Uncertain,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 11:30:00+08:00,True,True,11,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:05:00+08:00,True,True,12,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:10:00+08:00,True,True,13,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:15:00+08:00,True,True,14,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:20:00+08:00,True,True,15,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:25:00+08:00,True,True,16,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:30:00+08:00,True,True,17,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:35:00+08:00,True,True,18,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:40:00+08:00,True,True,19,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:45:00+08:00,True,True,20,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:50:00+08:00,True,True,21,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 13:55:00+08:00,True,True,22,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 14:00:00+08:00,True,True,23,UpTrend,UpTrend,UpTrend,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 14:05:00+08:00,True,True,24,UpTrend,UpTrend,Uncertain,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 14:10:00+08:00,True,True,25,UpTrend,UpTrend,Uncertain,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 14:15:00+08:00,True,True,26,UpTrend,UpTrend,Uncertain,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 14:20:00+08:00,True,True,27,UpTrend,UpTrend,Uncertain,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 14:25:00+08:00,True,True,28,UpTrend,UpTrend,Uncertain,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 14:30:00+08:00,True,True,29,UpTrend,UpTrend,Uncertain,UpTrend,UpTrend
000852.SH,2018-01-11,2018-01-11 14:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 14:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 14:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 14:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 14:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-11,2018-01-11 15:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 09:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 09:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 09:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 09:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 09:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:10:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:15:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:35:00+08:00,True,False,0,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:40:00+08:00,True,False,1,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:45:00+08:00,True,False,2,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:50:00+08:00,True,False,3,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 10:55:00+08:00,True,False,4,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 11:00:00+08:00,True,False,5,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 11:05:00+08:00,True,True,6,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-12,2018-01-12 11:10:00+08:00,True,True,7,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-12,2018-01-12 11:15:00+08:00,True,True,8,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-12,2018-01-12 11:20:00+08:00,True,True,9,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-12,2018-01-12 11:25:00+08:00,True,True,10,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-12,2018-01-12 11:30:00+08:00,True,True,11,Uncertain,Uncertain,DownTrend,Uncertain,Uncertain
000852.SH,2018-01-12,2018-01-12 13:05:00+08:00,True,True,12,Uncertain,Uncertain,DownTrend,DownTrend,Uncertain
000852.SH,2018-01-12,2018-01-12 13:10:00+08:00,True,True,13,Uncertain,Uncertain,DownTrend,DownTrend,Uncertain
000852.SH,2018-01-12,2018-01-12 13:15:00+08:00,True,True,14,Uncertain,Uncertain,Uncertain,DownTrend,Uncertain
000852.SH,2018-01-12,2018-01-12 13:20:00+08:00,True,True,15,Uncertain,Uncertain,DownTrend,DownTrend,Uncertain
000852.SH,2018-01-12,2018-01-12 13:25:00+08:00,True,True,16,Uncertain,Uncertain,DownTrend,DownTrend,Uncertain
000852.SH,2018-01-12,2018-01-12 13:30:00+08:00,True,True,17,DownTrend,Uncertain,DownTrend,DownTrend,Uncertain
000852.SH,2018-01-12,2018-01-12 13:35:00+08:00,True,True,18,Shock,Uncertain,Shock,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 13:40:00+08:00,True,True,19,DownTrend,Uncertain,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 13:45:00+08:00,True,True,20,Uncertain,Uncertain,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 13:50:00+08:00,True,True,21,DownTrend,Uncertain,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 13:55:00+08:00,True,True,22,DownTrend,DownTrend,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 14:00:00+08:00,True,True,23,DownTrend,DownTrend,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 14:05:00+08:00,True,True,24,DownTrend,DownTrend,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 14:10:00+08:00,True,True,25,Uncertain,DownTrend,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 14:15:00+08:00,True,True,26,Uncertain,DownTrend,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 14:20:00+08:00,True,True,27,Uncertain,DownTrend,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 14:25:00+08:00,True,True,28,Uncertain,DownTrend,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 14:30:00+08:00,True,True,29,Uncertain,DownTrend,Uncertain,DownTrend,DownTrend
000852.SH,2018-01-12,2018-01-12 14:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 14:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 14:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 14:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 14:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-12,2018-01-12 15:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 09:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 09:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 09:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 09:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 09:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 10:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 10:05:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-15,2018-01-15 10:10:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-15,2018-01-15 10:15:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-15,2018-01-15 10:20:00+08:00,False,False,,Uncertain,Uncertain,Shock,Uncertain,
000852.SH,2018-01-15,2018-01-15 10:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 10:30:00+08:00,False,False,,Uncertain,Uncertain,DownTrend,Uncertain,
000852.SH,2018-01-15,2018-01-15 10:35:00+08:00,True,False,0,Shock,Uncertain,DownTrend,Uncertain,
000852.SH,2018-01-15,2018-01-15 10:40:00+08:00,True,False,1,Shock,Shock,DownTrend,DownTrend,
000852.SH,2018-01-15,2018-01-15 10:45:00+08:00,True,False,2,Shock,Shock,DownTrend,DownTrend,
000852.SH,2018-01-15,2018-01-15 10:50:00+08:00,True,False,3,Shock,Shock,DownTrend,DownTrend,
000852.SH,2018-01-15,2018-01-15 10:55:00+08:00,True,False,4,Uncertain,Shock,DownTrend,DownTrend,
000852.SH,2018-01-15,2018-01-15 11:00:00+08:00,True,False,5,DownTrend,Shock,DownTrend,DownTrend,
000852.SH,2018-01-15,2018-01-15 11:05:00+08:00,True,True,6,DownTrend,DownTrend,Uncertain,DownTrend,Uncertain
000852.SH,2018-01-15,2018-01-15 11:10:00+08:00,True,True,7,DownTrend,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-15,2018-01-15 11:15:00+08:00,True,True,8,DownTrend,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-15,2018-01-15 11:20:00+08:00,True,True,9,DownTrend,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-15,2018-01-15 11:25:00+08:00,True,True,10,DownTrend,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-15,2018-01-15 11:30:00+08:00,True,True,11,DownTrend,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-15,2018-01-15 13:05:00+08:00,True,True,12,Uncertain,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-15,2018-01-15 13:10:00+08:00,True,True,13,DownTrend,DownTrend,DownTrend,DownTrend,DownTrend
000852.SH,2018-01-15,2018-01-15 13:15:00+08:00,True,True,14,DownTrend,DownTrend,Shock,DownTrend,DownTrend
000852.SH,2018-01-15,2018-01-15 13:20:00+08:00,True,True,15,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-15,2018-01-15 13:25:00+08:00,True,True,16,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-15,2018-01-15 13:30:00+08:00,True,True,17,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-15,2018-01-15 13:35:00+08:00,True,True,18,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-15,2018-01-15 13:40:00+08:00,True,True,19,DownTrend,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-15,2018-01-15 13:45:00+08:00,True,True,20,Shock,DownTrend,Shock,Shock,DownTrend
000852.SH,2018-01-15,2018-01-15 13:50:00+08:00,True,True,21,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-15,2018-01-15 13:55:00+08:00,True,True,22,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-15,2018-01-15 14:00:00+08:00,True,True,23,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-15,2018-01-15 14:05:00+08:00,True,True,24,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-15,2018-01-15 14:10:00+08:00,True,True,25,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-15,2018-01-15 14:15:00+08:00,True,True,26,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-15,2018-01-15 14:20:00+08:00,True,True,27,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-15,2018-01-15 14:25:00+08:00,True,True,28,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-15,2018-01-15 14:30:00+08:00,True,True,29,Shock,Shock,Shock,Shock,Shock
000852.SH,2018-01-15,2018-01-15 14:35:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 14:40:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 14:45:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 14:50:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 14:55:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-15,2018-01-15 15:00:00+08:00,False,False,,Shock,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 09:35:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 09:40:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 09:45:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 09:50:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 09:55:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:00:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:05:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:10:00+08:00,False,False,,Uncertain,Uncertain,Range,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:15:00+08:00,False,False,,Uncertain,Uncertain,Range,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:20:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:25:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:30:00+08:00,False,False,,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:35:00+08:00,True,False,0,Uncertain,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:40:00+08:00,True,False,1,Range,Uncertain,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:45:00+08:00,True,False,2,Range,Range,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:50:00+08:00,True,False,3,Uncertain,Range,Range,Uncertain,
000852.SH,2018-01-16,2018-01-16 10:55:00+08:00,True,False,4,Uncertain,Range,Uncertain,Uncertain,
000852.SH,2018-01-16,2018-01-16 11:00:00+08:00,True,False,5,Uncertain,Range,Range,Uncertain,
000852.SH,2018-01-16,2018-01-16 11:05:00+08:00,True,True,6,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 11:10:00+08:00,True,True,7,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 11:15:00+08:00,True,True,8,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 11:20:00+08:00,True,True,9,Range,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 11:25:00+08:00,True,True,10,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 11:30:00+08:00,True,True,11,Range,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:05:00+08:00,True,True,12,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:10:00+08:00,True,True,13,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:15:00+08:00,True,True,14,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:20:00+08:00,True,True,15,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:25:00+08:00,True,True,16,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:30:00+08:00,True,True,17,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:35:00+08:00,True,True,18,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:40:00+08:00,True,True,19,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:45:00+08:00,True,True,20,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:50:00+08:00,True,True,21,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 13:55:00+08:00,True,True,22,Uncertain,Range,Range,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 14:00:00+08:00,True,True,23,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 14:05:00+08:00,True,True,24,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 14:10:00+08:00,True,True,25,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 14:15:00+08:00,True,True,26,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 14:20:00+08:00,True,True,27,Uncertain,Range,Uncertain,Uncertain,Uncertain
000852.SH,2018-01-16,2018-01-16 14:25:00+08:00,True,True,28,Range,Range,Uncertain,Uncertain,Uncertain
