entry_idx,info_idx,info_day,info_year,parent_direction,horizon,target_bp,parent_prediction_bp,enhanced_prediction_bp,parent_residual_bp,prediction_adjustment_bp,alignment_bp2,adjustment_square_bp2,loss_gain_bp2
114340,114339,2016-12-16,2016,1,120,-4.20817859509981,19.9408692116423,27.614321107754,-24.1490478067421,7.6734518961117,-370.613113363875,58.8818640019403,-429.494977365815
114424,114423,2016-12-19,2016,1,120,1.8002305230258,18.7490417342655,26.2456872594056,-16.9488112112397,7.4966455251401,-254.118459446369,56.1996941296031,-310.318153575972
115117,115116,2016-12-21,2016,1,120,-31.3659225927609,46.9809796122314,55.3961898339954,-78.3469022049923,8.415210221764,-1318.61130455799,70.8157630764813,-1389.42706763447
115281,115280,2016-12-22,2016,1,120,-23.7173377462951,20.9325822104509,29.2147737985292,-44.649919956746,8.2821915880783,-739.598382948262,68.594697501635,-808.193080449897
115579,115578,2016-12-23,2016,1,120,-118.723879399127,19.3950106743149,27.3544684576737,-138.118890073442,7.9594577833588,-2198.70294924787,63.352968205071,-2262.05591745294
115696,115695,2016-12-26,2016,1,120,120.220744841792,24.7665810894168,32.9750464693595,95.4541637523752,8.2084653799427,1567.06439706551,67.3789038937178,1499.68549317179
115890,115889,2016-12-27,2016,-1,120,-38.8664176341291,-18.4505347805319,-10.4690914118776,-20.4158828535972,7.9814433686543,-325.896425634133,63.7034382470357,-389.599863881169
117833,117832,2017-01-09,2017,1,120,20.7181839496151,-11.3753783303041,7.26185527022936,32.0935622799192,18.6372336005335,1196.27043456825,347.346476280853,848.923958287393
118726,118725,2017-01-13,2017,-1,120,33.7586976686821,-2.17845305862606,16.7306980961244,35.9371507273082,18.9091511547505,1359.08203034744,357.555997393201,1001.52603295424
118859,118858,2017-01-13,2017,-1,120,282.673214221861,-30.8942175440601,-12.8603921119537,313.567431765921,18.0338254321064,11309.6406513211,325.218859715688,10984.4217916054
119018,119017,2017-01-16,2017,-1,120,116.731279580281,15.2095400536177,31.1234228491794,101.521739526663,15.9138827955617,3231.21012805773,253.251665630875,2977.95846242685
119144,119143,2017-01-16,2017,-1,120,137.206564178404,6.88871770487969,23.3024110435375,130.317846473524,16.4136933386578,4277.99433714143,269.4093290155,4008.58500812593
119202,119201,2017-01-17,2017,-1,120,-0.812133271070881,11.7023140193783,26.8634896771164,-12.5144472904492,15.1611756577381,-379.467467260009,229.86124732479,-609.3287145848
120559,120558,2017-01-24,2017,1,120,-17.0083064393334,-19.9203238117228,-1.92657266538503,2.9120173723894,17.9937511463378,104.796231865175,323.775080316332,-218.978848451157
121268,121267,2017-02-03,2017,1,120,-10.3570368615258,-3.09226121870805,15.1671088441086,-7.26477564281775,18.2593700628167,-265.300453771092,333.404595090885,-598.705048861977
121785,121784,2017-02-07,2017,1,120,-6.26987325899053,-7.30730058147282,10.3954398494968,1.03742732248229,17.7027404309696,36.7306132117996,313.387018766286,-276.656405554487
