horizon,n,total_gain_bp2,weighted_within_year_bias_square_reduction_bp2,weighted_within_year_centered_error_variance_reduction_bp2,pooled_bias_square_reduction_bp2,pooled_centered_error_variance_reduction_bp2,between_year_centered_error_variance_reduction_bp2,meaning
1,1107,0.249962912628566,0.271947242524166,-0.0219843298955929,0.103476214728617,0.146486697899959,0.168471027795552,ex_post_finite_sample_accounting_not_attainable_bias_correction
5,1107,-14.5272115893741,-11.0760499779642,-3.45116161140997,-17.7154005820301,3.1881889926558,6.63935060406577,ex_post_finite_sample_accounting_not_attainable_bias_correction
15,1107,8.23094449676848,8.30678017514672,-0.0758356783783531,0.512432015897675,7.71851248087114,7.79434815924949,ex_post_finite_sample_accounting_not_attainable_bias_correction
30,1107,18.6595850976956,20.9373848497143,-2.27779975201783,-9.94801475832948,28.6075998560254,30.8853996080433,ex_post_finite_sample_accounting_not_attainable_bias_correction
60,1107,59.4780571063041,61.1257481921205,-1.64769108581647,31.4998819497464,27.9781751565588,29.6258662423753,ex_post_finite_sample_accounting_not_attainable_bias_correction
120,1107,114.845208231295,125.163077377656,-10.3178691463592,141.175012723065,-26.3298044917719,-16.0119353454127,ex_post_finite_sample_accounting_not_attainable_bias_correction
240,1107,-111.765099049052,-108.4239378263,-3.34116122275406,-96.0145334218948,-15.7505656271533,-12.4094044043992,ex_post_finite_sample_accounting_not_attainable_bias_correction
