horizon,group,field,absolute_error
15,YEAR_2017_LONG,enhanced_rmse_bp,1.24344978758018e-14
15,YEAR_2017_LONG,mean_loss_improvement_bp2,1.64313007644523e-14
15,YEAR_2017_LONG,median_loss_improvement_bp2,4.44089209850063e-16
15,YEAR_2017_LONG,parent_mae_bp,3.5527136788005e-15
15,YEAR_2017_LONG,parent_mean_error_bp,1.11022302462516e-15
15,YEAR_2017_LONG,parent_mean_prediction_bp,3.5527136788005e-15
15,YEAR_2017_LONG,parent_mse_bp2,5.6843418860808e-14
15,YEAR_2017_LONG,parent_rmse_bp,5.32907051820075e-14
15,YEAR_2017_LONG,past_mean_forecast_mse_bp2,2.27373675443232e-13
15,YEAR_2017_LONG,positive_loss_improvement_fraction,4.9960036108132e-16
15,YEAR_2017_LONG,relative_mse_reduction,3.46944695195361e-18
15,YEAR_2017_LONG,target_mean_bp,6.66133814775094e-16
15,YEAR_2017_LONG,target_median_bp,0
15,YEAR_2017_LONG,zero_forecast_mse_bp2,8.5265128291212e-14
15,YEAR_2017_SHORT,enhanced_mae_bp,1.4210854715202e-14
15,YEAR_2017_SHORT,enhanced_mean_error_bp,1.13242748511766e-14
15,YEAR_2017_SHORT,enhanced_mean_prediction_bp,4.44089209850063e-15
15,YEAR_2017_SHORT,enhanced_mse_bp2,1.70530256582424e-12
15,YEAR_2017_SHORT,enhanced_rmse_bp,3.90798504668055e-14
15,YEAR_2017_SHORT,mean_loss_improvement_bp2,4.413136522885e-15
15,YEAR_2017_SHORT,median_loss_improvement_bp2,2.66453525910038e-14
15,YEAR_2017_SHORT,parent_mae_bp,3.90798504668055e-14
15,YEAR_2017_SHORT,parent_mean_error_bp,1.22124532708767e-14
15,YEAR_2017_SHORT,parent_mean_prediction_bp,6.10622663543836e-16
15,YEAR_2017_SHORT,parent_mse_bp2,9.09494701772928e-13
15,YEAR_2017_SHORT,parent_rmse_bp,3.5527136788005e-15
15,YEAR_2017_SHORT,past_mean_forecast_mse_bp2,1.47792889038101e-12
15,YEAR_2017_SHORT,positive_loss_improvement_fraction,4.44089209850063e-16
15,YEAR_2017_SHORT,relative_mse_reduction,1.86211723124385e-16
15,YEAR_2017_SHORT,target_mean_bp,1.18793863634892e-14
15,YEAR_2017_SHORT,target_median_bp,0
15,YEAR_2017_SHORT,zero_forecast_mse_bp2,1.25055521493778e-12
15,YEAR_2018_LONG,enhanced_mae_bp,1.06581410364015e-14
15,YEAR_2018_LONG,enhanced_mean_error_bp,2.22044604925031e-15
15,YEAR_2018_LONG,enhanced_mean_prediction_bp,8.88178419700125e-16
15,YEAR_2018_LONG,enhanced_mse_bp2,1.13686837721616e-13
15,YEAR_2018_LONG,enhanced_rmse_bp,3.5527136788005e-14
15,YEAR_2018_LONG,mean_loss_improvement_bp2,9.76996261670138e-15
15,YEAR_2018_LONG,median_loss_improvement_bp2,1.11022302462516e-14
15,YEAR_2018_LONG,parent_mae_bp,3.90798504668055e-14
15,YEAR_2018_LONG,parent_mean_error_bp,8.88178419700125e-16
15,YEAR_2018_LONG,parent_mean_prediction_bp,1.66533453693773e-16
15,YEAR_2018_LONG,parent_mse_bp2,4.54747350886464e-13
15,YEAR_2018_LONG,parent_rmse_bp,3.90798504668055e-14
15,YEAR_2018_LONG,past_mean_forecast_mse_bp2,3.41060513164848e-13
15,YEAR_2018_LONG,positive_loss_improvement_fraction,4.44089209850063e-16
15,YEAR_2018_LONG,relative_mse_reduction,2.58473797920544e-16
15,YEAR_2018_LONG,target_mean_bp,3.10862446895044e-15
15,YEAR_2018_LONG,target_median_bp,0
15,YEAR_2018_LONG,zero_forecast_mse_bp2,5.6843418860808e-13
15,YEAR_2018_SHORT,enhanced_mae_bp,7.105427357601e-15
15,YEAR_2018_SHORT,enhanced_mean_error_bp,3.5527136788005e-15
15,YEAR_2018_SHORT,enhanced_mean_prediction_bp,1.11022302462516e-16
15,YEAR_2018_SHORT,enhanced_mse_bp2,4.32009983342141e-12
15,YEAR_2018_SHORT,enhanced_rmse_bp,3.5527136788005e-14
15,YEAR_2018_SHORT,mean_loss_improvement_bp2,8.70414851306123e-14
15,YEAR_2018_SHORT,median_loss_improvement_bp2,1.77635683940025e-14
15,YEAR_2018_SHORT,parent_mae_bp,3.90798504668055e-14
15,YEAR_2018_SHORT,parent_mean_error_bp,4.88498130835069e-15
15,YEAR_2018_SHORT,parent_mean_prediction_bp,1.11022302462516e-16
15,YEAR_2018_SHORT,parent_mse_bp2,2.95585778076202e-12
15,YEAR_2018_SHORT,parent_rmse_bp,2.8421709430404e-14
15,YEAR_2018_SHORT,past_mean_forecast_mse_bp2,3.41060513164848e-12
15,YEAR_2018_SHORT,positive_loss_improvement_fraction,0
15,YEAR_2018_SHORT,relative_mse_reduction,1.92554305833426e-16
15,YEAR_2018_SHORT,target_mean_bp,6.21724893790088e-15
15,YEAR_2018_SHORT,target_median_bp,0
15,YEAR_2018_SHORT,zero_forecast_mse_bp2,2.04636307898909e-12
15,YEAR_2019_LONG,enhanced_mae_bp,1.06581410364015e-14
15,YEAR_2019_LONG,enhanced_mean_error_bp,2.66453525910038e-15
15,YEAR_2019_LONG,enhanced_mean_prediction_bp,3.88578058618805e-16
15,YEAR_2019_LONG,enhanced_mse_bp2,4.54747350886464e-13
15,YEAR_2019_LONG,enhanced_rmse_bp,4.2632564145606e-14
15,YEAR_2019_LONG,mean_loss_improvement_bp2,2.1538326677728e-14
15,YEAR_2019_LONG,median_loss_improvement_bp2,1.11022302462516e-16
15,YEAR_2019_LONG,parent_mae_bp,4.9737991503207e-14
15,YEAR_2019_LONG,parent_mean_error_bp,2.66453525910038e-15
15,YEAR_2019_LONG,parent_mean_prediction_bp,1.94289029309402e-16
15,YEAR_2019_LONG,parent_mse_bp2,4.09272615797818e-12
15,YEAR_2019_LONG,parent_rmse_bp,2.8421709430404e-14
15,YEAR_2019_LONG,past_mean_forecast_mse_bp2,2.95585778076202e-12
15,YEAR_2019_LONG,positive_loss_improvement_fraction,0
15,YEAR_2019_LONG,relative_mse_reduction,1.48969378499508e-16
15,YEAR_2019_LONG,target_mean_bp,3.5527136788005e-15
15,YEAR_2019_LONG,target_median_bp,0
15,YEAR_2019_LONG,zero_forecast_mse_bp2,2.27373675443232e-13
15,YEAR_2019_SHORT,enhanced_mae_bp,3.5527136788005e-14
15,YEAR_2019_SHORT,enhanced_mean_error_bp,5.32907051820075e-15
15,YEAR_2019_SHORT,enhanced_mean_prediction_bp,1.11022302462516e-16
15,YEAR_2019_SHORT,enhanced_mse_bp2,3.41060513164848e-12
15,YEAR_2019_SHORT,enhanced_rmse_bp,1.4210854715202e-14
15,YEAR_2019_SHORT,mean_loss_improvement_bp2,1.19015908239817e-13
15,YEAR_2019_SHORT,median_loss_improvement_bp2,5.05151476204446e-15
15,YEAR_2019_SHORT,parent_mae_bp,3.19744231092045e-14
15,YEAR_2019_SHORT,parent_mean_error_bp,3.5527136788005e-15
15,YEAR_2019_SHORT,parent_mean_prediction_bp,2.22044604925031e-16
15,YEAR_2019_SHORT,parent_mse_bp2,5.22959453519434e-12
15,YEAR_2019_SHORT,parent_rmse_bp,7.105427357601e-15
15,YEAR_2019_SHORT,past_mean_forecast_mse_bp2,3.18323145620525e-12
15,YEAR_2019_SHORT,positive_loss_improvement_fraction,0
15,YEAR_2019_SHORT,relative_mse_reduction,1.6154612370034e-17
15,YEAR_2019_SHORT,target_mean_bp,5.32907051820075e-15
15,YEAR_2019_SHORT,target_median_bp,4.88498130835069e-15
15,YEAR_2019_SHORT,zero_forecast_mse_bp2,3.86535248253495e-12
15,YEAR_2020_LONG,enhanced_mae_bp,7.105427357601e-15
15,YEAR_2020_LONG,enhanced_mean_error_bp,5.77315972805081e-15
15,YEAR_2020_LONG,enhanced_mean_prediction_bp,2.22044604925031e-16
15,YEAR_2020_LONG,enhanced_mse_bp2,4.77484718430787e-12
15,YEAR_2020_LONG,enhanced_rmse_bp,4.9737991503207e-14
15,YEAR_2020_LONG,mean_loss_improvement_bp2,1.68753899743024e-14
15,YEAR_2020_LONG,median_loss_improvement_bp2,1.86517468137026e-14
15,YEAR_2020_LONG,parent_mae_bp,2.8421709430404e-14
15,YEAR_2020_LONG,parent_mean_error_bp,5.77315972805081e-15
15,YEAR_2020_LONG,parent_mean_prediction_bp,2.22044604925031e-16
15,YEAR_2020_LONG,parent_mse_bp2,1.36424205265939e-12
15,YEAR_2020_LONG,parent_rmse_bp,4.2632564145606e-14
15,YEAR_2020_LONG,past_mean_forecast_mse_bp2,2.95585778076202e-12
15,YEAR_2020_LONG,positive_loss_improvement_fraction,1.11022302462516e-16
15,YEAR_2020_LONG,relative_mse_reduction,2.60208521396521e-18
15,YEAR_2020_LONG,target_mean_bp,7.105427357601e-15
15,YEAR_2020_LONG,target_median_bp,8.88178419700125e-16
15,YEAR_2020_LONG,zero_forecast_mse_bp2,2.50111042987555e-12
15,YEAR_2020_SHORT,enhanced_mae_bp,4.2632564145606e-14
15,YEAR_2020_SHORT,enhanced_mean_error_bp,5.55111512312578e-15
15,YEAR_2020_SHORT,enhanced_mean_prediction_bp,3.33066907387547e-16
15,YEAR_2020_SHORT,enhanced_mse_bp2,7.73070496506989e-12
15,YEAR_2020_SHORT,enhanced_rmse_bp,5.6843418860808e-14
15,YEAR_2020_SHORT,mean_loss_improvement_bp2,1.60760293965723e-13
15,YEAR_2020_SHORT,median_loss_improvement_bp2,5.77315972805081e-15
15,YEAR_2020_SHORT,parent_mae_bp,4.2632564145606e-14
15,YEAR_2020_SHORT,parent_mean_error_bp,7.54951656745106e-15
15,YEAR_2020_SHORT,parent_mean_prediction_bp,6.93889390390723e-17
15,YEAR_2020_SHORT,parent_mse_bp2,4.54747350886464e-13
15,YEAR_2020_SHORT,parent_rmse_bp,4.9737991503207e-14
15,YEAR_2020_SHORT,past_mean_forecast_mse_bp2,0
15,YEAR_2020_SHORT,positive_loss_improvement_fraction,4.44089209850063e-16
15,YEAR_2020_SHORT,relative_mse_reduction,7.02563007770607e-17
15,YEAR_2020_SHORT,target_mean_bp,1.02140518265514e-14
15,YEAR_2020_SHORT,target_median_bp,0
15,YEAR_2020_SHORT,zero_forecast_mse_bp2,9.09494701772928e-13
30,POOLED,enhanced_mae_bp,1.4210854715202e-14
30,POOLED,enhanced_mean_error_bp,3.5527136788005e-15
30,POOLED,enhanced_mean_prediction_bp,3.33066907387547e-15
30,POOLED,enhanced_mse_bp2,9.09494701772928e-13
30,POOLED,enhanced_rmse_bp,7.105427357601e-14
30,POOLED,mean_loss_improvement_bp2,7.46069872548105e-14
30,POOLED,median_loss_improvement_bp2,1.33226762955019e-14
30,POOLED,parent_mae_bp,7.105427357601e-15
30,POOLED,parent_mean_error_bp,3.2612801348364e-15
30,POOLED,parent_mean_prediction_bp,3.33066907387547e-15
30,POOLED,parent_mse_bp2,2.72848410531878e-12
30,POOLED,parent_rmse_bp,1.4210854715202e-14
30,POOLED,past_mean_forecast_mse_bp2,1.81898940354586e-12
30,POOLED,positive_loss_improvement_fraction,4.44089209850063e-16
30,POOLED,relative_mse_reduction,1.82145964977565e-16
30,POOLED,target_mean_bp,2.22044604925031e-16
30,POOLED,target_median_bp,0
30,POOLED,zero_forecast_mse_bp2,9.09494701772928e-13
30,YEAR_2016,enhanced_mae_bp,2.8421709430404e-14
30,YEAR_2016,enhanced_mean_error_bp,1.33226762955019e-14
30,YEAR_2016,enhanced_mean_prediction_bp,1.99840144432528e-15
30,YEAR_2016,enhanced_mse_bp2,7.27595761418343e-12
30,YEAR_2016,enhanced_rmse_bp,3.12638803734444e-13
30,YEAR_2016,mean_loss_improvement_bp2,5.6843418860808e-14
30,YEAR_2016,median_loss_improvement_bp2,4.54747350886464e-13
30,YEAR_2016,parent_mae_bp,1.4210854715202e-14
30,YEAR_2016,parent_mean_error_bp,2.48689957516035e-14
30,YEAR_2016,parent_mean_prediction_bp,4.44089209850063e-15
30,YEAR_2016,parent_mse_bp2,1.09139364212751e-11
30,YEAR_2016,parent_rmse_bp,3.5527136788005e-13
30,YEAR_2016,past_mean_forecast_mse_bp2,3.63797880709171e-12
30,YEAR_2016,positive_loss_improvement_fraction,2.22044604925031e-16
30,YEAR_2016,relative_mse_reduction,5.72458747072346e-17
30,YEAR_2016,target_mean_bp,1.33226762955019e-14
30,YEAR_2016,target_median_bp,4.88498130835069e-15
30,YEAR_2016,zero_forecast_mse_bp2,1.81898940354586e-11
30,YEAR_2017,enhanced_mae_bp,0
30,YEAR_2017,enhanced_mean_error_bp,1.4210854715202e-14
30,YEAR_2017,enhanced_mean_prediction_bp,8.88178419700125e-16
30,YEAR_2017,enhanced_mse_bp2,9.09494701772928e-13
30,YEAR_2017,enhanced_rmse_bp,0
30,YEAR_2017,mean_loss_improvement_bp2,5.40012479177676e-13
30,YEAR_2017,median_loss_improvement_bp2,1.57651669496772e-14
30,YEAR_2017,parent_mae_bp,1.06581410364015e-14
30,YEAR_2017,parent_mean_error_bp,1.15463194561016e-14
30,YEAR_2017,parent_mean_prediction_bp,3.10862446895044e-15
30,YEAR_2017,parent_mse_bp2,4.54747350886464e-12
30,YEAR_2017,parent_rmse_bp,4.2632564145606e-14
30,YEAR_2017,past_mean_forecast_mse_bp2,5.91171556152403e-12
30,YEAR_2017,positive_loss_improvement_fraction,3.33066907387547e-16
30,YEAR_2017,relative_mse_reduction,1.83880688453542e-16
30,YEAR_2017,target_mean_bp,3.5527136788005e-15
30,YEAR_2017,target_median_bp,4.44089209850063e-15
30,YEAR_2017,zero_forecast_mse_bp2,9.09494701772928e-13
30,YEAR_2018,enhanced_mae_bp,7.105427357601e-15
30,YEAR_2018,enhanced_mean_error_bp,4.44089209850063e-14
30,YEAR_2018,enhanced_mean_prediction_bp,4.88498130835069e-15
30,YEAR_2018,enhanced_mse_bp2,4.54747350886464e-13
30,YEAR_2018,enhanced_rmse_bp,4.2632564145606e-14
30,YEAR_2018,mean_loss_improvement_bp2,1.98951966012828e-13
30,YEAR_2018,median_loss_improvement_bp2,1.4210854715202e-13
30,YEAR_2018,parent_mae_bp,2.8421709430404e-14
30,YEAR_2018,parent_mean_error_bp,8.88178419700125e-15
30,YEAR_2018,parent_mean_prediction_bp,3.33066907387547e-16
30,YEAR_2018,parent_mse_bp2,4.54747350886464e-13
30,YEAR_2018,parent_rmse_bp,2.1316282072803e-14
30,YEAR_2018,past_mean_forecast_mse_bp2,1.81898940354586e-12
30,YEAR_2018,positive_loss_improvement_fraction,1.66533453693773e-16
30,YEAR_2018,relative_mse_reduction,3.46944695195361e-17
30,YEAR_2018,target_mean_bp,1.77635683940025e-15
30,YEAR_2018,target_median_bp,0
30,YEAR_2018,zero_forecast_mse_bp2,3.63797880709171e-12
30,YEAR_2019,enhanced_mae_bp,4.2632564145606e-14
30,YEAR_2019,enhanced_mean_error_bp,8.88178419700125e-15
30,YEAR_2019,enhanced_mean_prediction_bp,5.55111512312578e-17
30,YEAR_2019,enhanced_mse_bp2,3.18323145620525e-12
30,YEAR_2019,enhanced_rmse_bp,7.105427357601e-15
30,YEAR_2019,mean_loss_improvement_bp2,1.49213974509621e-13
30,YEAR_2019,median_loss_improvement_bp2,1.06581410364015e-13
30,YEAR_2019,parent_mae_bp,7.105427357601e-15
30,YEAR_2019,parent_mean_error_bp,1.59872115546023e-14
30,YEAR_2019,parent_mean_prediction_bp,3.33066907387547e-16
30,YEAR_2019,parent_mse_bp2,9.09494701772928e-13
30,YEAR_2019,parent_rmse_bp,2.8421709430404e-14
30,YEAR_2019,past_mean_forecast_mse_bp2,2.27373675443232e-12
30,YEAR_2019,positive_loss_improvement_fraction,4.9960036108132e-16
30,YEAR_2019,relative_mse_reduction,7.04731412115578e-17
30,YEAR_2019,target_mean_bp,8.43769498715119e-15
30,YEAR_2019,target_median_bp,0
30,YEAR_2019,zero_forecast_mse_bp2,3.18323145620525e-12
30,YEAR_2020,enhanced_mae_bp,4.2632564145606e-14
30,YEAR_2020,enhanced_mean_error_bp,1.77635683940025e-15
30,YEAR_2020,enhanced_mean_prediction_bp,2.22044604925031e-16
30,YEAR_2020,enhanced_mse_bp2,2.72848410531878e-12
30,YEAR_2020,enhanced_rmse_bp,2.8421709430404e-14
30,YEAR_2020,mean_loss_improvement_bp2,1.04805053524615e-13
30,YEAR_2020,median_loss_improvement_bp2,7.63833440942108e-14
30,YEAR_2020,parent_mae_bp,2.1316282072803e-14
30,YEAR_2020,parent_mean_error_bp,5.77315972805081e-15
30,YEAR_2020,parent_mean_prediction_bp,3.33066907387547e-16
30,YEAR_2020,parent_mse_bp2,2.72848410531878e-12
30,YEAR_2020,parent_rmse_bp,2.8421709430404e-14
30,YEAR_2020,past_mean_forecast_mse_bp2,3.63797880709171e-12
30,YEAR_2020,positive_loss_improvement_fraction,4.44089209850063e-16
30,YEAR_2020,relative_mse_reduction,1.23599047663348e-17
30,YEAR_2020,target_mean_bp,7.99360577730113e-15
30,YEAR_2020,target_median_bp,0
30,YEAR_2020,zero_forecast_mse_bp2,3.63797880709171e-12
30,LONG,enhanced_mae_bp,5.6843418860808e-14
30,LONG,enhanced_mean_error_bp,2.19269047363468e-15
30,LONG,enhanced_mean_prediction_bp,4.21884749357559e-15
30,LONG,enhanced_mse_bp2,7.27595761418343e-12
30,LONG,enhanced_rmse_bp,4.2632564145606e-14
30,LONG,mean_loss_improvement_bp2,2.27373675443232e-13
30,LONG,median_loss_improvement_bp2,6.92779167366098e-14
30,LONG,parent_mae_bp,0
30,LONG,parent_mean_error_bp,5.77315972805081e-15
30,LONG,parent_mean_prediction_bp,3.33066907387547e-15
30,LONG,parent_mse_bp2,1.18234311230481e-11
30,LONG,parent_rmse_bp,8.5265128291212e-14
30,LONG,past_mean_forecast_mse_bp2,1.36424205265939e-11
30,LONG,positive_loss_improvement_fraction,4.9960036108132e-16
30,LONG,relative_mse_reduction,2.37657116208823e-16
30,LONG,target_mean_bp,2.44249065417534e-15
30,LONG,target_median_bp,0
30,LONG,zero_forecast_mse_bp2,1.2732925824821e-11
30,SHORT,enhanced_mae_bp,1.4210854715202e-14
30,SHORT,enhanced_mean_error_bp,2.66453525910038e-15
30,SHORT,enhanced_mean_prediction_bp,2.22044604925031e-16
30,SHORT,enhanced_mse_bp2,9.09494701772928e-13
30,SHORT,enhanced_rmse_bp,2.8421709430404e-14
30,SHORT,mean_loss_improvement_bp2,3.19744231092045e-13
30,SHORT,median_loss_improvement_bp2,1.15463194561016e-14
30,SHORT,parent_mae_bp,2.8421709430404e-14
30,SHORT,parent_mean_error_bp,8.88178419700125e-16
30,SHORT,parent_mean_prediction_bp,2.44249065417534e-15
30,SHORT,parent_mse_bp2,2.72848410531878e-12
30,SHORT,parent_rmse_bp,1.4210854715202e-14
30,SHORT,past_mean_forecast_mse_bp2,5.45696821063757e-12
30,SHORT,positive_loss_improvement_fraction,0
30,SHORT,relative_mse_reduction,6.15826833971767e-17
30,SHORT,target_mean_bp,1.77635683940025e-15
30,SHORT,target_median_bp,5.32907051820075e-15
30,SHORT,zero_forecast_mse_bp2,3.63797880709171e-12
30,YEAR_2016_LONG,enhanced_mae_bp,2.1316282072803e-14
30,YEAR_2016_LONG,enhanced_mean_error_bp,1.95399252334028e-14
30,YEAR_2016_LONG,enhanced_mean_prediction_bp,5.55111512312578e-16
30,YEAR_2016_LONG,enhanced_mse_bp2,1.2732925824821e-11
30,YEAR_2016_LONG,enhanced_rmse_bp,2.70006239588838e-13
30,YEAR_2016_LONG,mean_loss_improvement_bp2,3.97903932025656e-13
30,YEAR_2016_LONG,median_loss_improvement_bp2,9.9475983006414e-14
30,YEAR_2016_LONG,parent_mae_bp,5.6843418860808e-14
30,YEAR_2016_LONG,parent_mean_error_bp,3.5527136788005e-15
30,YEAR_2016_LONG,parent_mean_prediction_bp,1.77635683940025e-15
30,YEAR_2016_LONG,parent_mse_bp2,3.63797880709171e-12
30,YEAR_2016_LONG,parent_rmse_bp,4.2632564145606e-14
30,YEAR_2016_LONG,past_mean_forecast_mse_bp2,1.2732925824821e-11
30,YEAR_2016_LONG,positive_loss_improvement_fraction,4.44089209850063e-16
30,YEAR_2016_LONG,relative_mse_reduction,5.55111512312578e-17
30,YEAR_2016_LONG,target_mean_bp,1.59872115546023e-14
30,YEAR_2016_LONG,target_median_bp,4.85722573273506e-17
30,YEAR_2016_LONG,zero_forecast_mse_bp2,5.45696821063757e-12
30,YEAR_2016_SHORT,enhanced_mae_bp,0
30,YEAR_2016_SHORT,enhanced_mean_error_bp,1.15463194561016e-14
30,YEAR_2016_SHORT,enhanced_mean_prediction_bp,3.99680288865056e-15
30,YEAR_2016_SHORT,enhanced_mse_bp2,3.8198777474463e-11
30,YEAR_2016_SHORT,enhanced_rmse_bp,1.4210854715202e-13
30,YEAR_2016_SHORT,mean_loss_improvement_bp2,8.10018718766514e-13
30,YEAR_2016_SHORT,median_loss_improvement_bp2,1.13686837721616e-13
30,YEAR_2016_SHORT,parent_mae_bp,2.8421709430404e-14
30,YEAR_2016_SHORT,parent_mean_error_bp,1.82076576038526e-14
30,YEAR_2016_SHORT,parent_mean_prediction_bp,3.5527136788005e-15
30,YEAR_2016_SHORT,parent_mse_bp2,5.45696821063757e-12
30,YEAR_2016_SHORT,parent_rmse_bp,2.1316282072803e-13
30,YEAR_2016_SHORT,past_mean_forecast_mse_bp2,7.27595761418343e-12
30,YEAR_2016_SHORT,positive_loss_improvement_fraction,3.33066907387547e-16
30,YEAR_2016_SHORT,relative_mse_reduction,7.84962372879505e-17
30,YEAR_2016_SHORT,target_mean_bp,1.68753899743024e-14
30,YEAR_2016_SHORT,target_median_bp,0
30,YEAR_2016_SHORT,zero_forecast_mse_bp2,2.18278728425503e-11
30,YEAR_2017_LONG,enhanced_mae_bp,4.61852778244065e-14
30,YEAR_2017_LONG,enhanced_mean_error_bp,1.77635683940025e-14
30,YEAR_2017_LONG,enhanced_mean_prediction_bp,1.06581410364015e-14
30,YEAR_2017_LONG,enhanced_mse_bp2,1.70530256582424e-13
30,YEAR_2017_LONG,enhanced_rmse_bp,3.5527136788005e-15
30,YEAR_2017_LONG,mean_loss_improvement_bp2,1.56319401867222e-13
30,YEAR_2017_LONG,median_loss_improvement_bp2,3.19744231092045e-14
30,YEAR_2017_LONG,parent_mae_bp,2.48689957516035e-14
30,YEAR_2017_LONG,parent_mean_error_bp,7.54951656745106e-15
30,YEAR_2017_LONG,parent_mean_prediction_bp,8.88178419700125e-16
30,YEAR_2017_LONG,parent_mse_bp2,2.8421709430404e-13
30,YEAR_2017_LONG,parent_rmse_bp,2.48689957516035e-14
30,YEAR_2017_LONG,past_mean_forecast_mse_bp2,1.13686837721616e-13
30,YEAR_2017_LONG,positive_loss_improvement_fraction,4.44089209850063e-16
30,YEAR_2017_LONG,relative_mse_reduction,1.38777878078145e-16
30,YEAR_2017_LONG,target_mean_bp,7.105427357601e-15
30,YEAR_2017_LONG,target_median_bp,0
30,YEAR_2017_LONG,zero_forecast_mse_bp2,2.8421709430404e-13
30,YEAR_2017_SHORT,enhanced_mae_bp,2.8421709430404e-14
30,YEAR_2017_SHORT,enhanced_mean_error_bp,2.48689957516035e-14
30,YEAR_2017_SHORT,enhanced_mean_prediction_bp,3.5527136788005e-15
30,YEAR_2017_SHORT,enhanced_mse_bp2,0
30,YEAR_2017_SHORT,enhanced_rmse_bp,0
30,YEAR_2017_SHORT,mean_loss_improvement_bp2,7.38964445190504e-13
30,YEAR_2017_SHORT,median_loss_improvement_bp2,5.54223333892878e-13
30,YEAR_2017_SHORT,parent_mae_bp,3.5527136788005e-14
30,YEAR_2017_SHORT,parent_mean_error_bp,8.88178419700125e-15
30,YEAR_2017_SHORT,parent_mean_prediction_bp,4.88498130835069e-15
30,YEAR_2017_SHORT,parent_mse_bp2,2.72848410531878e-12
30,YEAR_2017_SHORT,parent_rmse_bp,4.2632564145606e-14
30,YEAR_2017_SHORT,past_mean_forecast_mse_bp2,1.81898940354586e-12
30,YEAR_2017_SHORT,positive_loss_improvement_fraction,4.44089209850063e-16
30,YEAR_2017_SHORT,relative_mse_reduction,8.67361737988404e-17
30,YEAR_2017_SHORT,target_mean_bp,6.21724893790088e-15
30,YEAR_2017_SHORT,target_median_bp,0
30,YEAR_2017_SHORT,zero_forecast_mse_bp2,1.81898940354586e-12
30,YEAR_2018_LONG,enhanced_mae_bp,4.9737991503207e-14
30,YEAR_2018_LONG,enhanced_mean_error_bp,8.88178419700125e-15
30,YEAR_2018_LONG,enhanced_mean_prediction_bp,8.88178419700125e-16
30,YEAR_2018_LONG,enhanced_mse_bp2,9.09494701772928e-13
30,YEAR_2018_LONG,enhanced_rmse_bp,2.1316282072803e-14
30,YEAR_2018_LONG,mean_loss_improvement_bp2,2.06057393370429e-13
30,YEAR_2018_LONG,median_loss_improvement_bp2,7.105427357601e-15
30,YEAR_2018_LONG,parent_mae_bp,2.8421709430404e-14
30,YEAR_2018_LONG,parent_mean_error_bp,7.105427357601e-15
30,YEAR_2018_LONG,parent_mean_prediction_bp,2.44249065417534e-15
30,YEAR_2018_LONG,parent_mse_bp2,3.63797880709171e-12
30,YEAR_2018_LONG,parent_rmse_bp,5.6843418860808e-14
30,YEAR_2018_LONG,past_mean_forecast_mse_bp2,4.54747350886464e-12
30,YEAR_2018_LONG,positive_loss_improvement_fraction,4.44089209850063e-16
30,YEAR_2018_LONG,relative_mse_reduction,3.2612801348364e-16
30,YEAR_2018_LONG,target_mean_bp,8.43769498715119e-15
30,YEAR_2018_LONG,target_median_bp,0
30,YEAR_2018_LONG,zero_forecast_mse_bp2,3.41060513164848e-12
30,YEAR_2018_SHORT,enhanced_mae_bp,1.4210854715202e-14
30,YEAR_2018_SHORT,enhanced_mean_error_bp,0
30,YEAR_2018_SHORT,enhanced_mean_prediction_bp,4.44089209850063e-16
30,YEAR_2018_SHORT,enhanced_mse_bp2,2.27373675443232e-12
30,YEAR_2018_SHORT,enhanced_rmse_bp,2.8421709430404e-14
30,YEAR_2018_SHORT,mean_loss_improvement_bp2,4.54747350886464e-13
30,YEAR_2018_SHORT,median_loss_improvement_bp2,2.8421709430404e-13
30,YEAR_2018_SHORT,parent_mae_bp,2.1316282072803e-14
30,YEAR_2018_SHORT,parent_mean_error_bp,1.77635683940025e-14
30,YEAR_2018_SHORT,parent_mean_prediction_bp,4.44089209850063e-16
30,YEAR_2018_SHORT,parent_mse_bp2,5.00222085975111e-12
30,YEAR_2018_SHORT,parent_rmse_bp,2.8421709430404e-14
30,YEAR_2018_SHORT,past_mean_forecast_mse_bp2,9.09494701772928e-13
30,YEAR_2018_SHORT,positive_loss_improvement_fraction,0
30,YEAR_2018_SHORT,relative_mse_reduction,1.52655665885959e-16
30,YEAR_2018_SHORT,target_mean_bp,5.32907051820075e-14
30,YEAR_2018_SHORT,target_median_bp,4.9737991503207e-14
30,YEAR_2018_SHORT,zero_forecast_mse_bp2,5.00222085975111e-12
30,YEAR_2019_LONG,enhanced_mae_bp,2.1316282072803e-14
30,YEAR_2019_LONG,enhanced_mean_error_bp,1.77635683940025e-14
30,YEAR_2019_LONG,enhanced_mean_prediction_bp,2.66453525910038e-15
30,YEAR_2019_LONG,enhanced_mse_bp2,6.82121026329696e-12
30,YEAR_2019_LONG,enhanced_rmse_bp,7.105427357601e-15
30,YEAR_2019_LONG,mean_loss_improvement_bp2,4.9737991503207e-14
30,YEAR_2019_LONG,median_loss_improvement_bp2,1.77635683940025e-13
30,YEAR_2019_LONG,parent_mae_bp,0
30,YEAR_2019_LONG,parent_mean_error_bp,2.1316282072803e-14
30,YEAR_2019_LONG,parent_mean_prediction_bp,0
30,YEAR_2019_LONG,parent_mse_bp2,2.27373675443232e-12
30,YEAR_2019_LONG,parent_rmse_bp,3.5527136788005e-14
30,YEAR_2019_LONG,past_mean_forecast_mse_bp2,9.09494701772928e-13
