horizon,group,field,absolute_error
5,YEAR_2020,enhanced_rmse_bp,3.5527136788005e-14
5,YEAR_2020,mean_loss_improvement_bp2,8.5265128291212e-14
5,YEAR_2020,median_loss_improvement_bp2,4.9737991503207e-14
5,YEAR_2020,parent_mae_bp,3.5527136788005e-14
5,YEAR_2020,parent_mean_error_bp,1.77635683940025e-15
5,YEAR_2020,parent_mean_prediction_bp,3.33066907387547e-16
5,YEAR_2020,parent_mse_bp2,1.81898940354586e-12
5,YEAR_2020,parent_rmse_bp,4.9737991503207e-14
5,YEAR_2020,past_mean_forecast_mse_bp2,3.18323145620525e-12
5,YEAR_2020,positive_loss_improvement_fraction,1.66533453693773e-16
5,YEAR_2020,relative_mse_reduction,5.55111512312578e-17
5,YEAR_2020,target_mean_bp,3.10862446895044e-15
5,YEAR_2020,target_median_bp,0
5,YEAR_2020,zero_forecast_mse_bp2,2.04636307898909e-12
5,LONG,enhanced_mae_bp,5.32907051820075e-15
5,LONG,enhanced_mean_error_bp,2.66453525910038e-15
5,LONG,enhanced_mean_prediction_bp,3.5527136788005e-15
5,LONG,enhanced_mse_bp2,4.54747350886464e-13
5,LONG,enhanced_rmse_bp,3.90798504668055e-14
5,LONG,mean_loss_improvement_bp2,1.4210854715202e-14
5,LONG,median_loss_improvement_bp2,2.1316282072803e-14
5,LONG,parent_mae_bp,1.24344978758018e-14
5,LONG,parent_mean_error_bp,2.4980018054066e-16
5,LONG,parent_mean_prediction_bp,1.11022302462516e-16
5,LONG,parent_mse_bp2,0
5,LONG,parent_rmse_bp,1.06581410364015e-14
5,LONG,past_mean_forecast_mse_bp2,1.13686837721616e-13
5,LONG,positive_loss_improvement_fraction,1.66533453693773e-16
5,LONG,relative_mse_reduction,2.63677968348475e-16
5,LONG,target_mean_bp,1.94289029309402e-16
5,LONG,target_median_bp,0
5,LONG,zero_forecast_mse_bp2,4.54747350886464e-13
5,SHORT,enhanced_mae_bp,0
5,SHORT,enhanced_mean_error_bp,8.88178419700125e-16
5,SHORT,enhanced_mean_prediction_bp,2.66453525910038e-15
5,SHORT,enhanced_mse_bp2,2.27373675443232e-12
5,SHORT,enhanced_rmse_bp,1.4210854715202e-14
5,SHORT,mean_loss_improvement_bp2,4.88498130835069e-15
5,SHORT,median_loss_improvement_bp2,2.8421709430404e-14
5,SHORT,parent_mae_bp,2.8421709430404e-14
5,SHORT,parent_mean_error_bp,4.44089209850063e-16
5,SHORT,parent_mean_prediction_bp,8.32667268468867e-17
5,SHORT,parent_mse_bp2,6.82121026329696e-13
5,SHORT,parent_rmse_bp,4.9737991503207e-14
5,SHORT,past_mean_forecast_mse_bp2,1.81898940354586e-12
5,SHORT,positive_loss_improvement_fraction,5.55111512312578e-17
5,SHORT,relative_mse_reduction,3.68628738645072e-17
5,SHORT,target_mean_bp,6.21724893790088e-15
5,SHORT,target_median_bp,5.32907051820075e-15
5,SHORT,zero_forecast_mse_bp2,1.59161572810262e-12
5,YEAR_2016_LONG,enhanced_mae_bp,3.5527136788005e-15
5,YEAR_2016_LONG,enhanced_mean_error_bp,8.88178419700125e-16
5,YEAR_2016_LONG,enhanced_mean_prediction_bp,2.66453525910038e-15
5,YEAR_2016_LONG,enhanced_mse_bp2,4.54747350886464e-12
5,YEAR_2016_LONG,enhanced_rmse_bp,4.2632564145606e-14
5,YEAR_2016_LONG,mean_loss_improvement_bp2,1.77635683940025e-15
5,YEAR_2016_LONG,median_loss_improvement_bp2,2.1316282072803e-14
5,YEAR_2016_LONG,parent_mae_bp,2.8421709430404e-14
5,YEAR_2016_LONG,parent_mean_error_bp,0
5,YEAR_2016_LONG,parent_mean_prediction_bp,1.11022302462516e-16
5,YEAR_2016_LONG,parent_mse_bp2,2.27373675443232e-13
5,YEAR_2016_LONG,parent_rmse_bp,7.105427357601e-15
5,YEAR_2016_LONG,past_mean_forecast_mse_bp2,2.50111042987555e-12
5,YEAR_2016_LONG,positive_loss_improvement_fraction,1.66533453693773e-16
5,YEAR_2016_LONG,relative_mse_reduction,1.16226472890446e-16
5,YEAR_2016_LONG,target_mean_bp,2.66453525910038e-15
5,YEAR_2016_LONG,target_median_bp,2.22044604925031e-16
5,YEAR_2016_LONG,zero_forecast_mse_bp2,4.54747350886464e-13
5,YEAR_2016_SHORT,enhanced_mae_bp,4.2632564145606e-14
5,YEAR_2016_SHORT,enhanced_mean_error_bp,4.21884749357559e-15
5,YEAR_2016_SHORT,enhanced_mean_prediction_bp,4.44089209850063e-15
5,YEAR_2016_SHORT,enhanced_mse_bp2,3.18323145620525e-12
5,YEAR_2016_SHORT,enhanced_rmse_bp,0
5,YEAR_2016_SHORT,mean_loss_improvement_bp2,9.9475983006414e-14
5,YEAR_2016_SHORT,median_loss_improvement_bp2,1.4210854715202e-14
5,YEAR_2016_SHORT,parent_mae_bp,2.1316282072803e-14
5,YEAR_2016_SHORT,parent_mean_error_bp,7.105427357601e-15
5,YEAR_2016_SHORT,parent_mean_prediction_bp,1.66533453693773e-16
5,YEAR_2016_SHORT,parent_mse_bp2,3.18323145620525e-12
5,YEAR_2016_SHORT,parent_rmse_bp,4.9737991503207e-14
5,YEAR_2016_SHORT,past_mean_forecast_mse_bp2,2.27373675443232e-12
5,YEAR_2016_SHORT,positive_loss_improvement_fraction,3.33066907387547e-16
5,YEAR_2016_SHORT,relative_mse_reduction,1.61329283265843e-16
5,YEAR_2016_SHORT,target_mean_bp,3.5527136788005e-15
5,YEAR_2016_SHORT,target_median_bp,1.77635683940025e-15
5,YEAR_2016_SHORT,zero_forecast_mse_bp2,9.09494701772928e-13
5,YEAR_2017_LONG,enhanced_mae_bp,5.32907051820075e-15
5,YEAR_2017_LONG,enhanced_mean_error_bp,6.21724893790088e-15
5,YEAR_2017_LONG,enhanced_mean_prediction_bp,5.32907051820075e-15
5,YEAR_2017_LONG,enhanced_mse_bp2,9.9475983006414e-14
5,YEAR_2017_LONG,enhanced_rmse_bp,1.4210854715202e-14
5,YEAR_2017_LONG,mean_loss_improvement_bp2,1.35003119794419e-13
5,YEAR_2017_LONG,median_loss_improvement_bp2,7.105427357601e-15
5,YEAR_2017_LONG,parent_mae_bp,2.66453525910038e-15
5,YEAR_2017_LONG,parent_mean_error_bp,1.99840144432528e-15
5,YEAR_2017_LONG,parent_mean_prediction_bp,2.44249065417534e-15
5,YEAR_2017_LONG,parent_mse_bp2,7.105427357601e-14
5,YEAR_2017_LONG,parent_rmse_bp,1.77635683940025e-15
5,YEAR_2017_LONG,past_mean_forecast_mse_bp2,5.6843418860808e-14
5,YEAR_2017_LONG,positive_loss_improvement_fraction,2.4980018054066e-16
5,YEAR_2017_LONG,relative_mse_reduction,1.55431223447522e-15
5,YEAR_2017_LONG,target_mean_bp,3.38618022510673e-15
5,YEAR_2017_LONG,target_median_bp,0
5,YEAR_2017_LONG,zero_forecast_mse_bp2,2.1316282072803e-14
5,YEAR_2017_SHORT,enhanced_mae_bp,1.77635683940025e-14
5,YEAR_2017_SHORT,enhanced_mean_error_bp,2.22044604925031e-15
5,YEAR_2017_SHORT,enhanced_mean_prediction_bp,8.88178419700125e-16
5,YEAR_2017_SHORT,enhanced_mse_bp2,5.6843418860808e-14
5,YEAR_2017_SHORT,enhanced_rmse_bp,7.105427357601e-15
5,YEAR_2017_SHORT,mean_loss_improvement_bp2,3.37507799486048e-14
5,YEAR_2017_SHORT,median_loss_improvement_bp2,5.15143483426073e-14
5,YEAR_2017_SHORT,parent_mae_bp,1.06581410364015e-14
5,YEAR_2017_SHORT,parent_mean_error_bp,1.33226762955019e-15
5,YEAR_2017_SHORT,parent_mean_prediction_bp,2.77555756156289e-17
5,YEAR_2017_SHORT,parent_mse_bp2,5.11590769747272e-13
5,YEAR_2017_SHORT,parent_rmse_bp,1.4210854715202e-14
5,YEAR_2017_SHORT,past_mean_forecast_mse_bp2,1.70530256582424e-13
5,YEAR_2017_SHORT,positive_loss_improvement_fraction,3.33066907387547e-16
5,YEAR_2017_SHORT,relative_mse_reduction,1.80411241501588e-16
5,YEAR_2017_SHORT,target_mean_bp,4.44089209850063e-16
5,YEAR_2017_SHORT,target_median_bp,0
5,YEAR_2017_SHORT,zero_forecast_mse_bp2,2.27373675443232e-13
5,YEAR_2018_LONG,enhanced_mae_bp,1.77635683940025e-14
5,YEAR_2018_LONG,enhanced_mean_error_bp,3.5527136788005e-15
5,YEAR_2018_LONG,enhanced_mean_prediction_bp,4.44089209850063e-15
5,YEAR_2018_LONG,enhanced_mse_bp2,0
5,YEAR_2018_LONG,enhanced_rmse_bp,1.4210854715202e-14
5,YEAR_2018_LONG,mean_loss_improvement_bp2,7.105427357601e-15
5,YEAR_2018_LONG,median_loss_improvement_bp2,1.4210854715202e-14
5,YEAR_2018_LONG,parent_mae_bp,3.90798504668055e-14
5,YEAR_2018_LONG,parent_mean_error_bp,4.44089209850063e-15
5,YEAR_2018_LONG,parent_mean_prediction_bp,1.66533453693773e-16
5,YEAR_2018_LONG,parent_mse_bp2,1.13686837721616e-13
5,YEAR_2018_LONG,parent_rmse_bp,2.1316282072803e-14
5,YEAR_2018_LONG,past_mean_forecast_mse_bp2,3.97903932025656e-13
5,YEAR_2018_LONG,positive_loss_improvement_fraction,5.55111512312578e-17
5,YEAR_2018_LONG,relative_mse_reduction,2.77555756156289e-17
5,YEAR_2018_LONG,target_mean_bp,6.43929354282591e-15
5,YEAR_2018_LONG,target_median_bp,0
5,YEAR_2018_LONG,zero_forecast_mse_bp2,4.54747350886464e-13
5,YEAR_2018_SHORT,enhanced_mae_bp,1.77635683940025e-15
5,YEAR_2018_SHORT,enhanced_mean_error_bp,1.33226762955019e-15
5,YEAR_2018_SHORT,enhanced_mean_prediction_bp,1.77635683940025e-15
5,YEAR_2018_SHORT,enhanced_mse_bp2,1.13686837721616e-13
5,YEAR_2018_SHORT,enhanced_rmse_bp,3.5527136788005e-15
5,YEAR_2018_SHORT,mean_loss_improvement_bp2,5.32907051820075e-15
5,YEAR_2018_SHORT,median_loss_improvement_bp2,3.5527136788005e-14
5,YEAR_2018_SHORT,parent_mae_bp,3.90798504668055e-14
5,YEAR_2018_SHORT,parent_mean_error_bp,6.21724893790088e-15
5,YEAR_2018_SHORT,parent_mean_prediction_bp,3.60822483003176e-16
5,YEAR_2018_SHORT,parent_mse_bp2,2.27373675443232e-13
5,YEAR_2018_SHORT,parent_rmse_bp,3.19744231092045e-14
5,YEAR_2018_SHORT,past_mean_forecast_mse_bp2,5.6843418860808e-14
5,YEAR_2018_SHORT,positive_loss_improvement_fraction,0
5,YEAR_2018_SHORT,relative_mse_reduction,5.89805981832114e-17
5,YEAR_2018_SHORT,target_mean_bp,2.22044604925031e-15
5,YEAR_2018_SHORT,target_median_bp,0
5,YEAR_2018_SHORT,zero_forecast_mse_bp2,5.6843418860808e-14
5,YEAR_2019_LONG,enhanced_mae_bp,1.77635683940025e-14
5,YEAR_2019_LONG,enhanced_mean_error_bp,1.77635683940025e-15
5,YEAR_2019_LONG,enhanced_mean_prediction_bp,5.32907051820075e-15
5,YEAR_2019_LONG,enhanced_mse_bp2,1.70530256582424e-13
5,YEAR_2019_LONG,enhanced_rmse_bp,1.06581410364015e-14
5,YEAR_2019_LONG,mean_loss_improvement_bp2,7.105427357601e-14
5,YEAR_2019_LONG,median_loss_improvement_bp2,2.8421709430404e-14
5,YEAR_2019_LONG,parent_mae_bp,2.66453525910038e-14
5,YEAR_2019_LONG,parent_mean_error_bp,4.88498130835069e-15
5,YEAR_2019_LONG,parent_mean_prediction_bp,2.77555756156289e-16
5,YEAR_2019_LONG,parent_mse_bp2,4.54747350886464e-13
5,YEAR_2019_LONG,parent_rmse_bp,1.06581410364015e-14
5,YEAR_2019_LONG,past_mean_forecast_mse_bp2,1.70530256582424e-13
5,YEAR_2019_LONG,positive_loss_improvement_fraction,2.77555756156289e-16
5,YEAR_2019_LONG,relative_mse_reduction,4.71844785465692e-16
5,YEAR_2019_LONG,target_mean_bp,4.44089209850063e-15
5,YEAR_2019_LONG,target_median_bp,0
5,YEAR_2019_LONG,zero_forecast_mse_bp2,1.13686837721616e-13
5,YEAR_2019_SHORT,enhanced_mae_bp,8.88178419700125e-15
5,YEAR_2019_SHORT,enhanced_mean_error_bp,2.66453525910038e-15
5,YEAR_2019_SHORT,enhanced_mean_prediction_bp,2.66453525910038e-15
5,YEAR_2019_SHORT,enhanced_mse_bp2,4.54747350886464e-13
5,YEAR_2019_SHORT,enhanced_rmse_bp,4.2632564145606e-14
5,YEAR_2019_SHORT,mean_loss_improvement_bp2,1.11022302462516e-16
5,YEAR_2019_SHORT,median_loss_improvement_bp2,1.28785870856518e-14
5,YEAR_2019_SHORT,parent_mae_bp,4.61852778244065e-14
5,YEAR_2019_SHORT,parent_mean_error_bp,4.44089209850063e-15
5,YEAR_2019_SHORT,parent_mean_prediction_bp,2.77555756156289e-16
5,YEAR_2019_SHORT,parent_mse_bp2,3.41060513164848e-13
5,YEAR_2019_SHORT,parent_rmse_bp,2.8421709430404e-14
5,YEAR_2019_SHORT,past_mean_forecast_mse_bp2,5.6843418860808e-14
5,YEAR_2019_SHORT,positive_loss_improvement_fraction,3.33066907387547e-16
5,YEAR_2019_SHORT,relative_mse_reduction,5.20417042793042e-17
5,YEAR_2019_SHORT,target_mean_bp,4.88498130835069e-15
5,YEAR_2019_SHORT,target_median_bp,0
5,YEAR_2019_SHORT,zero_forecast_mse_bp2,2.8421709430404e-13
5,YEAR_2020_LONG,enhanced_mae_bp,4.61852778244065e-14
5,YEAR_2020_LONG,enhanced_mean_error_bp,4.44089209850063e-15
5,YEAR_2020_LONG,enhanced_mean_prediction_bp,3.5527136788005e-15
5,YEAR_2020_LONG,enhanced_mse_bp2,9.09494701772928e-13
5,YEAR_2020_LONG,enhanced_rmse_bp,3.90798504668055e-14
5,YEAR_2020_LONG,mean_loss_improvement_bp2,2.48689957516035e-14
5,YEAR_2020_LONG,median_loss_improvement_bp2,2.8421709430404e-14
5,YEAR_2020_LONG,parent_mae_bp,2.30926389122033e-14
5,YEAR_2020_LONG,parent_mean_error_bp,0
5,YEAR_2020_LONG,parent_mean_prediction_bp,2.22044604925031e-16
5,YEAR_2020_LONG,parent_mse_bp2,4.54747350886464e-13
5,YEAR_2020_LONG,parent_rmse_bp,1.77635683940025e-14
5,YEAR_2020_LONG,past_mean_forecast_mse_bp2,0
5,YEAR_2020_LONG,positive_loss_improvement_fraction,0
5,YEAR_2020_LONG,relative_mse_reduction,4.16333634234434e-16
5,YEAR_2020_LONG,target_mean_bp,3.33066907387547e-15
5,YEAR_2020_LONG,target_median_bp,4.88498130835069e-15
5,YEAR_2020_LONG,zero_forecast_mse_bp2,1.13686837721616e-13
5,YEAR_2020_SHORT,enhanced_mae_bp,1.77635683940025e-14
5,YEAR_2020_SHORT,enhanced_mean_error_bp,1.77635683940025e-15
5,YEAR_2020_SHORT,enhanced_mean_prediction_bp,2.66453525910038e-15
5,YEAR_2020_SHORT,enhanced_mse_bp2,9.09494701772928e-13
5,YEAR_2020_SHORT,enhanced_rmse_bp,2.1316282072803e-14
5,YEAR_2020_SHORT,mean_loss_improvement_bp2,1.35003119794419e-13
5,YEAR_2020_SHORT,median_loss_improvement_bp2,4.9737991503207e-14
5,YEAR_2020_SHORT,parent_mae_bp,4.9737991503207e-14
5,YEAR_2020_SHORT,parent_mean_error_bp,3.5527136788005e-15
5,YEAR_2020_SHORT,parent_mean_prediction_bp,1.38777878078145e-17
5,YEAR_2020_SHORT,parent_mse_bp2,4.77484718430787e-12
5,YEAR_2020_SHORT,parent_rmse_bp,2.8421709430404e-14
5,YEAR_2020_SHORT,past_mean_forecast_mse_bp2,3.18323145620525e-12
5,YEAR_2020_SHORT,positive_loss_improvement_fraction,4.9960036108132e-16
5,YEAR_2020_SHORT,relative_mse_reduction,5.55111512312578e-17
5,YEAR_2020_SHORT,target_mean_bp,3.5527136788005e-15
5,YEAR_2020_SHORT,target_median_bp,0
5,YEAR_2020_SHORT,zero_forecast_mse_bp2,2.27373675443232e-12
15,POOLED,enhanced_mae_bp,2.1316282072803e-14
15,POOLED,enhanced_mean_error_bp,5.55111512312578e-17
15,POOLED,enhanced_mean_prediction_bp,1.73472347597681e-17
15,POOLED,enhanced_mse_bp2,4.09272615797818e-12
15,POOLED,enhanced_rmse_bp,7.105427357601e-15
15,POOLED,mean_loss_improvement_bp2,1.29674049276218e-13
15,POOLED,median_loss_improvement_bp2,2.22044604925031e-15
15,POOLED,parent_mae_bp,3.5527136788005e-14
15,POOLED,parent_mean_error_bp,1.11022302462516e-16
15,POOLED,parent_mean_prediction_bp,2.44249065417534e-15
15,POOLED,parent_mse_bp2,2.72848410531878e-12
15,POOLED,parent_rmse_bp,2.1316282072803e-14
15,POOLED,past_mean_forecast_mse_bp2,0
15,POOLED,positive_loss_improvement_fraction,4.44089209850063e-16
15,POOLED,relative_mse_reduction,3.20923843055709e-17
15,POOLED,target_mean_bp,6.10622663543836e-16
15,POOLED,target_median_bp,0
15,POOLED,zero_forecast_mse_bp2,9.09494701772928e-13
15,YEAR_2016,enhanced_mae_bp,3.5527136788005e-14
15,YEAR_2016,enhanced_mean_error_bp,2.22044604925031e-15
15,YEAR_2016,enhanced_mean_prediction_bp,5.55111512312578e-17
15,YEAR_2016,enhanced_mse_bp2,1.81898940354586e-12
15,YEAR_2016,enhanced_rmse_bp,2.8421709430404e-14
15,YEAR_2016,mean_loss_improvement_bp2,5.18696197104873e-13
15,YEAR_2016,median_loss_improvement_bp2,3.12638803734444e-13
15,YEAR_2016,parent_mae_bp,3.5527136788005e-14
15,YEAR_2016,parent_mean_error_bp,2.66453525910038e-15
15,YEAR_2016,parent_mean_prediction_bp,3.5527136788005e-15
15,YEAR_2016,parent_mse_bp2,1.81898940354586e-12
15,YEAR_2016,parent_rmse_bp,1.4210854715202e-14
15,YEAR_2016,past_mean_forecast_mse_bp2,9.09494701772928e-13
15,YEAR_2016,positive_loss_improvement_fraction,0
15,YEAR_2016,relative_mse_reduction,8.5868812060852e-17
15,YEAR_2016,target_mean_bp,7.54951656745106e-15
15,YEAR_2016,target_median_bp,5.32907051820075e-15
15,YEAR_2016,zero_forecast_mse_bp2,1.81898940354586e-12
15,YEAR_2017,enhanced_mae_bp,4.61852778244065e-14
15,YEAR_2017,enhanced_mean_error_bp,1.99840144432528e-15
15,YEAR_2017,enhanced_mean_prediction_bp,1.77635683940025e-15
15,YEAR_2017,enhanced_mse_bp2,5.6843418860808e-13
15,YEAR_2017,enhanced_rmse_bp,3.5527136788005e-15
15,YEAR_2017,mean_loss_improvement_bp2,6.66133814775094e-16
15,YEAR_2017,median_loss_improvement_bp2,6.66133814775094e-15
15,YEAR_2017,parent_mae_bp,3.19744231092045e-14
15,YEAR_2017,parent_mean_error_bp,6.88338275267597e-15
15,YEAR_2017,parent_mean_prediction_bp,2.22044604925031e-16
15,YEAR_2017,parent_mse_bp2,4.54747350886464e-13
15,YEAR_2017,parent_rmse_bp,1.06581410364015e-14
15,YEAR_2017,past_mean_forecast_mse_bp2,7.95807864051312e-13
15,YEAR_2017,positive_loss_improvement_fraction,3.33066907387547e-16
15,YEAR_2017,relative_mse_reduction,6.07153216591882e-18
15,YEAR_2017,target_mean_bp,6.77236045021345e-15
15,YEAR_2017,target_median_bp,4.88498130835069e-15
15,YEAR_2017,zero_forecast_mse_bp2,1.25055521493778e-12
15,YEAR_2018,enhanced_mae_bp,2.8421709430404e-14
15,YEAR_2018,enhanced_mean_error_bp,4.44089209850063e-15
15,YEAR_2018,enhanced_mean_prediction_bp,2.22044604925031e-16
15,YEAR_2018,enhanced_mse_bp2,1.13686837721616e-12
15,YEAR_2018,enhanced_rmse_bp,4.9737991503207e-14
15,YEAR_2018,mean_loss_improvement_bp2,3.19744231092045e-14
15,YEAR_2018,median_loss_improvement_bp2,1.24344978758018e-14
15,YEAR_2018,parent_mae_bp,4.9737991503207e-14
15,YEAR_2018,parent_mean_error_bp,8.88178419700125e-16
15,YEAR_2018,parent_mean_prediction_bp,3.88578058618805e-16
15,YEAR_2018,parent_mse_bp2,2.72848410531878e-12
15,YEAR_2018,parent_rmse_bp,2.8421709430404e-14
15,YEAR_2018,past_mean_forecast_mse_bp2,2.50111042987555e-12
15,YEAR_2018,positive_loss_improvement_fraction,1.66533453693773e-16
15,YEAR_2018,relative_mse_reduction,1.90819582357449e-17
15,YEAR_2018,target_mean_bp,3.5527136788005e-15
15,YEAR_2018,target_median_bp,0
15,YEAR_2018,zero_forecast_mse_bp2,5.45696821063757e-12
15,YEAR_2019,enhanced_mae_bp,4.9737991503207e-14
15,YEAR_2019,enhanced_mean_error_bp,3.33066907387547e-15
15,YEAR_2019,enhanced_mean_prediction_bp,1.38777878078145e-16
15,YEAR_2019,enhanced_mse_bp2,6.82121026329696e-13
15,YEAR_2019,enhanced_rmse_bp,3.5527136788005e-14
15,YEAR_2019,mean_loss_improvement_bp2,4.56301663120939e-14
15,YEAR_2019,median_loss_improvement_bp2,6.88338275267597e-15
15,YEAR_2019,parent_mae_bp,3.90798504668055e-14
15,YEAR_2019,parent_mean_error_bp,3.5527136788005e-15
15,YEAR_2019,parent_mean_prediction_bp,6.10622663543836e-16
15,YEAR_2019,parent_mse_bp2,3.63797880709171e-12
15,YEAR_2019,parent_rmse_bp,7.105427357601e-15
15,YEAR_2019,past_mean_forecast_mse_bp2,4.32009983342141e-12
15,YEAR_2019,positive_loss_improvement_fraction,1.11022302462516e-16
15,YEAR_2019,relative_mse_reduction,1.08013641433868e-17
15,YEAR_2019,target_mean_bp,1.88737914186277e-15
15,YEAR_2019,target_median_bp,0
15,YEAR_2019,zero_forecast_mse_bp2,3.86535248253495e-12
15,YEAR_2020,enhanced_mae_bp,4.2632564145606e-14
15,YEAR_2020,enhanced_mean_error_bp,1.33226762955019e-15
15,YEAR_2020,enhanced_mean_prediction_bp,3.33066907387547e-16
15,YEAR_2020,enhanced_mse_bp2,3.63797880709171e-12
15,YEAR_2020,enhanced_rmse_bp,4.9737991503207e-14
15,YEAR_2020,mean_loss_improvement_bp2,6.21724893790088e-14
15,YEAR_2020,median_loss_improvement_bp2,3.19744231092045e-14
15,YEAR_2020,parent_mae_bp,3.19744231092045e-14
15,YEAR_2020,parent_mean_error_bp,8.88178419700125e-15
15,YEAR_2020,parent_mean_prediction_bp,4.16333634234434e-17
15,YEAR_2020,parent_mse_bp2,3.18323145620525e-12
15,YEAR_2020,parent_rmse_bp,0
15,YEAR_2020,past_mean_forecast_mse_bp2,4.09272615797818e-12
15,YEAR_2020,positive_loss_improvement_fraction,2.22044604925031e-16
15,YEAR_2020,relative_mse_reduction,1.0842021724855e-18
15,YEAR_2020,target_mean_bp,6.21724893790088e-15
15,YEAR_2020,target_median_bp,0
15,YEAR_2020,zero_forecast_mse_bp2,2.27373675443232e-12
15,LONG,enhanced_mae_bp,2.48689957516035e-14
15,LONG,enhanced_mean_error_bp,8.88178419700125e-16
15,LONG,enhanced_mean_prediction_bp,8.32667268468867e-17
15,LONG,enhanced_mse_bp2,3.41060513164848e-12
15,LONG,enhanced_rmse_bp,4.9737991503207e-14
15,LONG,mean_loss_improvement_bp2,9.2370555648813e-14
15,LONG,median_loss_improvement_bp2,4.6296300126869e-14
15,LONG,parent_mae_bp,7.105427357601e-15
15,LONG,parent_mean_error_bp,1.27675647831893e-15
15,LONG,parent_mean_prediction_bp,4.66293670342566e-15
15,LONG,parent_mse_bp2,2.72848410531878e-12
15,LONG,parent_rmse_bp,2.8421709430404e-14
15,LONG,past_mean_forecast_mse_bp2,3.86535248253495e-12
15,LONG,positive_loss_improvement_fraction,4.44089209850063e-16
15,LONG,relative_mse_reduction,1.50053580671994e-16
15,LONG,target_mean_bp,1.33226762955019e-15
15,LONG,target_median_bp,0
15,LONG,zero_forecast_mse_bp2,1.36424205265939e-12
15,SHORT,enhanced_mae_bp,2.8421709430404e-14
15,SHORT,enhanced_mean_error_bp,2.55351295663786e-15
15,SHORT,enhanced_mean_prediction_bp,2.77555756156289e-17
15,SHORT,enhanced_mse_bp2,9.09494701772928e-13
15,SHORT,enhanced_rmse_bp,0
15,SHORT,mean_loss_improvement_bp2,2.21156426505331e-13
15,SHORT,median_loss_improvement_bp2,8.08242361927114e-14
15,SHORT,parent_mae_bp,2.8421709430404e-14
15,SHORT,parent_mean_error_bp,5.10702591327572e-15
15,SHORT,parent_mean_prediction_bp,2.88657986402541e-15
15,SHORT,parent_mse_bp2,1.81898940354586e-12
15,SHORT,parent_rmse_bp,1.4210854715202e-14
15,SHORT,past_mean_forecast_mse_bp2,2.72848410531878e-12
15,SHORT,positive_loss_improvement_fraction,1.11022302462516e-16
15,SHORT,relative_mse_reduction,1.00830802041152e-16
15,SHORT,target_mean_bp,3.33066907387547e-15
15,SHORT,target_median_bp,4.44089209850063e-16
15,SHORT,zero_forecast_mse_bp2,9.09494701772928e-13
15,YEAR_2016_LONG,enhanced_mae_bp,6.3948846218409e-14
15,YEAR_2016_LONG,enhanced_mean_error_bp,2.22044604925031e-15
15,YEAR_2016_LONG,enhanced_mean_prediction_bp,6.66133814775094e-16
15,YEAR_2016_LONG,enhanced_mse_bp2,2.27373675443232e-12
15,YEAR_2016_LONG,enhanced_rmse_bp,2.1316282072803e-14
15,YEAR_2016_LONG,mean_loss_improvement_bp2,1.27897692436818e-13
15,YEAR_2016_LONG,median_loss_improvement_bp2,3.5527136788005e-14
15,YEAR_2016_LONG,parent_mae_bp,7.105427357601e-15
15,YEAR_2016_LONG,parent_mean_error_bp,4.44089209850063e-15
15,YEAR_2016_LONG,parent_mean_prediction_bp,4.44089209850063e-15
15,YEAR_2016_LONG,parent_mse_bp2,3.18323145620525e-12
15,YEAR_2016_LONG,parent_rmse_bp,1.4210854715202e-14
15,YEAR_2016_LONG,past_mean_forecast_mse_bp2,3.63797880709171e-12
15,YEAR_2016_LONG,positive_loss_improvement_fraction,2.22044604925031e-16
15,YEAR_2016_LONG,relative_mse_reduction,1.96023752785379e-16
15,YEAR_2016_LONG,target_mean_bp,1.77635683940025e-15
15,YEAR_2016_LONG,target_median_bp,5.55111512312578e-16
15,YEAR_2016_LONG,zero_forecast_mse_bp2,2.72848410531878e-12
15,YEAR_2016_SHORT,enhanced_mae_bp,2.8421709430404e-14
15,YEAR_2016_SHORT,enhanced_mean_error_bp,1.11022302462516e-14
15,YEAR_2016_SHORT,enhanced_mean_prediction_bp,1.66533453693773e-15
15,YEAR_2016_SHORT,enhanced_mse_bp2,1.09139364212751e-11
15,YEAR_2016_SHORT,enhanced_rmse_bp,2.8421709430404e-14
15,YEAR_2016_SHORT,mean_loss_improvement_bp2,9.59232693276135e-13
15,YEAR_2016_SHORT,median_loss_improvement_bp2,1.13686837721616e-13
15,YEAR_2016_SHORT,parent_mae_bp,0
15,YEAR_2016_SHORT,parent_mean_error_bp,1.50990331349021e-14
15,YEAR_2016_SHORT,parent_mean_prediction_bp,3.10862446895044e-15
15,YEAR_2016_SHORT,parent_mse_bp2,3.63797880709171e-12
15,YEAR_2016_SHORT,parent_rmse_bp,1.4210854715202e-14
15,YEAR_2016_SHORT,past_mean_forecast_mse_bp2,5.45696821063757e-12
15,YEAR_2016_SHORT,positive_loss_improvement_fraction,0
15,YEAR_2016_SHORT,relative_mse_reduction,3.30898503042576e-16
15,YEAR_2016_SHORT,target_mean_bp,1.4210854715202e-14
15,YEAR_2016_SHORT,target_median_bp,1.77635683940025e-15
15,YEAR_2016_SHORT,zero_forecast_mse_bp2,1.09139364212751e-11
15,YEAR_2017_LONG,enhanced_mae_bp,5.32907051820075e-15
15,YEAR_2017_LONG,enhanced_mean_error_bp,8.88178419700125e-16
15,YEAR_2017_LONG,enhanced_mean_prediction_bp,5.32907051820075e-15
15,YEAR_2017_LONG,enhanced_mse_bp2,3.41060513164848e-13
