pair_id,index_symbol,event_day,control_day,side,horizon,event_entry_timestamp,event_entry_status,event_exit_timestamp,event_exit_status,event_action_crossing,control_entry_timestamp,control_entry_status,control_exit_timestamp,control_exit_status,control_action_crossing,old_eligible,old_reason,new_eligible,new_reason,membership_changed,reason_changed,new_action_crossing,unit_bridge_crossing,on_new_halt_endpoint,carrier
000852.SH:R1_A:487215:487213,000852.SH,2023-05-12,2023-05-12,LONG,60,2023-05-12T11:05:00+08:00,valid,2023-05-12T13:35:00+08:00,valid,False,2023-05-12T11:03:00+08:00,valid,2023-05-12T13:33:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:487215:487213,000852.SH,2023-05-12,2023-05-12,LONG,120,2023-05-12T11:05:00+08:00,valid,2023-05-12T14:35:00+08:00,valid,False,2023-05-12T11:03:00+08:00,valid,2023-05-12T14:33:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:487215:487213,000852.SH,2023-05-12,2023-05-12,LONG,240,2023-05-12T11:05:00+08:00,valid,2023-05-15T11:05:00+08:00,valid,False,2023-05-12T11:03:00+08:00,valid,2023-05-15T11:03:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:487604:487603,000852.SH,2023-05-16,2023-05-16,SHORT,1,2023-05-16T09:34:00+08:00,valid,2023-05-16T09:35:00+08:00,valid,False,2023-05-16T09:33:00+08:00,valid,2023-05-16T09:34:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:487604:487603,000852.SH,2023-05-16,2023-05-16,SHORT,5,2023-05-16T09:34:00+08:00,valid,2023-05-16T09:39:00+08:00,valid,False,2023-05-16T09:33:00+08:00,valid,2023-05-16T09:38:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:487604:487603,000852.SH,2023-05-16,2023-05-16,SHORT,15,2023-05-16T09:34:00+08:00,valid,2023-05-16T09:49:00+08:00,valid,False,2023-05-16T09:33:00+08:00,valid,2023-05-16T09:48:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:487604:487603,000852.SH,2023-05-16,2023-05-16,SHORT,30,2023-05-16T09:34:00+08:00,valid,2023-05-16T10:04:00+08:00,valid,False,2023-05-16T09:33:00+08:00,valid,2023-05-16T10:03:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:487604:487603,000852.SH,2023-05-16,2023-05-16,SHORT,60,2023-05-16T09:34:00+08:00,valid,2023-05-16T10:34:00+08:00,valid,False,2023-05-16T09:33:00+08:00,valid,2023-05-16T10:33:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:487604:487603,000852.SH,2023-05-16,2023-05-16,SHORT,120,2023-05-16T09:34:00+08:00,valid,2023-05-16T13:04:00+08:00,valid,False,2023-05-16T09:33:00+08:00,valid,2023-05-16T13:03:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:487604:487603,000852.SH,2023-05-16,2023-05-16,SHORT,240,2023-05-16T09:34:00+08:00,valid,2023-05-17T09:34:00+08:00,valid,False,2023-05-16T09:33:00+08:00,valid,2023-05-17T09:33:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:488840:488835,000852.SH,2023-05-23,2023-05-23,LONG,1,2023-05-23T10:10:00+08:00,valid,2023-05-23T10:11:00+08:00,valid,False,2023-05-23T10:05:00+08:00,valid,2023-05-23T10:06:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:488840:488835,000852.SH,2023-05-23,2023-05-23,LONG,5,2023-05-23T10:10:00+08:00,valid,2023-05-23T10:15:00+08:00,valid,False,2023-05-23T10:05:00+08:00,valid,2023-05-23T10:10:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:488840:488835,000852.SH,2023-05-23,2023-05-23,LONG,15,2023-05-23T10:10:00+08:00,valid,2023-05-23T10:25:00+08:00,valid,False,2023-05-23T10:05:00+08:00,valid,2023-05-23T10:20:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:488840:488835,000852.SH,2023-05-23,2023-05-23,LONG,30,2023-05-23T10:10:00+08:00,valid,2023-05-23T10:40:00+08:00,valid,False,2023-05-23T10:05:00+08:00,valid,2023-05-23T10:35:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:488840:488835,000852.SH,2023-05-23,2023-05-23,LONG,60,2023-05-23T10:10:00+08:00,valid,2023-05-23T11:10:00+08:00,valid,False,2023-05-23T10:05:00+08:00,valid,2023-05-23T11:05:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:488840:488835,000852.SH,2023-05-23,2023-05-23,LONG,120,2023-05-23T10:10:00+08:00,valid,2023-05-23T13:40:00+08:00,valid,False,2023-05-23T10:05:00+08:00,valid,2023-05-23T13:35:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:488840:488835,000852.SH,2023-05-23,2023-05-23,LONG,240,2023-05-23T10:10:00+08:00,valid,2023-05-24T10:10:00+08:00,valid,False,2023-05-23T10:05:00+08:00,valid,2023-05-24T10:05:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489181:489178,000852.SH,2023-05-24,2023-05-24,SHORT,1,2023-05-24T13:21:00+08:00,valid,2023-05-24T13:22:00+08:00,valid,False,2023-05-24T13:18:00+08:00,valid,2023-05-24T13:19:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489181:489178,000852.SH,2023-05-24,2023-05-24,SHORT,5,2023-05-24T13:21:00+08:00,valid,2023-05-24T13:26:00+08:00,valid,False,2023-05-24T13:18:00+08:00,valid,2023-05-24T13:23:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489181:489178,000852.SH,2023-05-24,2023-05-24,SHORT,15,2023-05-24T13:21:00+08:00,valid,2023-05-24T13:36:00+08:00,valid,False,2023-05-24T13:18:00+08:00,valid,2023-05-24T13:33:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489181:489178,000852.SH,2023-05-24,2023-05-24,SHORT,30,2023-05-24T13:21:00+08:00,valid,2023-05-24T13:51:00+08:00,valid,False,2023-05-24T13:18:00+08:00,valid,2023-05-24T13:48:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489181:489178,000852.SH,2023-05-24,2023-05-24,SHORT,60,2023-05-24T13:21:00+08:00,valid,2023-05-24T14:21:00+08:00,valid,False,2023-05-24T13:18:00+08:00,valid,2023-05-24T14:18:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489181:489178,000852.SH,2023-05-24,2023-05-24,SHORT,120,2023-05-24T13:21:00+08:00,valid,2023-05-25T09:51:00+08:00,valid,False,2023-05-24T13:18:00+08:00,valid,2023-05-25T09:48:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489181:489178,000852.SH,2023-05-24,2023-05-24,SHORT,240,2023-05-24T13:21:00+08:00,valid,2023-05-25T13:21:00+08:00,valid,False,2023-05-24T13:18:00+08:00,valid,2023-05-25T13:18:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489393:480730,000852.SH,2023-05-25,2023-03-30,SHORT,1,2023-05-25T11:23:00+08:00,valid,2023-05-25T11:24:00+08:00,valid,False,2023-03-30T11:00:00+08:00,valid,2023-03-30T11:01:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489393:480730,000852.SH,2023-05-25,2023-03-30,SHORT,5,2023-05-25T11:23:00+08:00,valid,2023-05-25T11:28:00+08:00,valid,False,2023-03-30T11:00:00+08:00,valid,2023-03-30T11:05:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489393:480730,000852.SH,2023-05-25,2023-03-30,SHORT,15,2023-05-25T11:23:00+08:00,valid,2023-05-25T13:08:00+08:00,valid,False,2023-03-30T11:00:00+08:00,valid,2023-03-30T11:15:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489393:480730,000852.SH,2023-05-25,2023-03-30,SHORT,30,2023-05-25T11:23:00+08:00,valid,2023-05-25T13:23:00+08:00,valid,False,2023-03-30T11:00:00+08:00,valid,2023-03-30T11:30:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489393:480730,000852.SH,2023-05-25,2023-03-30,SHORT,60,2023-05-25T11:23:00+08:00,valid,2023-05-25T13:53:00+08:00,valid,False,2023-03-30T11:00:00+08:00,valid,2023-03-30T13:30:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489393:480730,000852.SH,2023-05-25,2023-03-30,SHORT,120,2023-05-25T11:23:00+08:00,valid,2023-05-25T14:53:00+08:00,valid,False,2023-03-30T11:00:00+08:00,valid,2023-03-30T14:30:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489393:480730,000852.SH,2023-05-25,2023-03-30,SHORT,240,2023-05-25T11:23:00+08:00,valid,2023-05-26T11:23:00+08:00,valid,False,2023-03-30T11:00:00+08:00,valid,2023-03-31T11:00:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489420:498281,000852.SH,2023-05-25,2023-07-19,SHORT,1,2023-05-25T13:20:00+08:00,valid,2023-05-25T13:21:00+08:00,valid,False,2023-07-19T13:01:00+08:00,valid,2023-07-19T13:02:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489420:498281,000852.SH,2023-05-25,2023-07-19,SHORT,5,2023-05-25T13:20:00+08:00,valid,2023-05-25T13:25:00+08:00,valid,False,2023-07-19T13:01:00+08:00,valid,2023-07-19T13:06:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489420:498281,000852.SH,2023-05-25,2023-07-19,SHORT,15,2023-05-25T13:20:00+08:00,valid,2023-05-25T13:35:00+08:00,valid,False,2023-07-19T13:01:00+08:00,valid,2023-07-19T13:16:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489420:498281,000852.SH,2023-05-25,2023-07-19,SHORT,30,2023-05-25T13:20:00+08:00,valid,2023-05-25T13:50:00+08:00,valid,False,2023-07-19T13:01:00+08:00,valid,2023-07-19T13:31:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489420:498281,000852.SH,2023-05-25,2023-07-19,SHORT,60,2023-05-25T13:20:00+08:00,valid,2023-05-25T14:20:00+08:00,valid,False,2023-07-19T13:01:00+08:00,valid,2023-07-19T14:01:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489420:498281,000852.SH,2023-05-25,2023-07-19,SHORT,120,2023-05-25T13:20:00+08:00,valid,2023-05-26T09:50:00+08:00,valid,False,2023-07-19T13:01:00+08:00,valid,2023-07-20T09:31:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489420:498281,000852.SH,2023-05-25,2023-07-19,SHORT,240,2023-05-25T13:20:00+08:00,valid,2023-05-26T13:20:00+08:00,valid,False,2023-07-19T13:01:00+08:00,valid,2023-07-20T13:01:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489526:496723,000852.SH,2023-05-26,2023-07-11,SHORT,1,2023-05-26T09:36:00+08:00,valid,2023-05-26T09:37:00+08:00,valid,False,2023-07-11T09:33:00+08:00,valid,2023-07-11T09:34:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489526:496723,000852.SH,2023-05-26,2023-07-11,SHORT,5,2023-05-26T09:36:00+08:00,valid,2023-05-26T09:41:00+08:00,valid,False,2023-07-11T09:33:00+08:00,valid,2023-07-11T09:38:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489526:496723,000852.SH,2023-05-26,2023-07-11,SHORT,15,2023-05-26T09:36:00+08:00,valid,2023-05-26T09:51:00+08:00,valid,False,2023-07-11T09:33:00+08:00,valid,2023-07-11T09:48:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489526:496723,000852.SH,2023-05-26,2023-07-11,SHORT,30,2023-05-26T09:36:00+08:00,valid,2023-05-26T10:06:00+08:00,valid,False,2023-07-11T09:33:00+08:00,valid,2023-07-11T10:03:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489526:496723,000852.SH,2023-05-26,2023-07-11,SHORT,60,2023-05-26T09:36:00+08:00,valid,2023-05-26T10:36:00+08:00,valid,False,2023-07-11T09:33:00+08:00,valid,2023-07-11T10:33:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489526:496723,000852.SH,2023-05-26,2023-07-11,SHORT,120,2023-05-26T09:36:00+08:00,valid,2023-05-26T13:06:00+08:00,valid,False,2023-07-11T09:33:00+08:00,valid,2023-07-11T13:03:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489526:496723,000852.SH,2023-05-26,2023-07-11,SHORT,240,2023-05-26T09:36:00+08:00,valid,2023-05-29T09:36:00+08:00,valid,False,2023-07-11T09:33:00+08:00,valid,2023-07-12T09:33:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489636:517452,000852.SH,2023-05-26,2023-11-16,LONG,1,2023-05-26T11:26:00+08:00,valid,2023-05-26T11:27:00+08:00,valid,False,2023-11-16T11:02:00+08:00,valid,2023-11-16T11:03:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489636:517452,000852.SH,2023-05-26,2023-11-16,LONG,5,2023-05-26T11:26:00+08:00,valid,2023-05-26T13:01:00+08:00,valid,False,2023-11-16T11:02:00+08:00,valid,2023-11-16T11:07:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489636:517452,000852.SH,2023-05-26,2023-11-16,LONG,15,2023-05-26T11:26:00+08:00,valid,2023-05-26T13:11:00+08:00,valid,False,2023-11-16T11:02:00+08:00,valid,2023-11-16T11:17:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489636:517452,000852.SH,2023-05-26,2023-11-16,LONG,30,2023-05-26T11:26:00+08:00,valid,2023-05-26T13:26:00+08:00,valid,False,2023-11-16T11:02:00+08:00,valid,2023-11-16T13:02:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489636:517452,000852.SH,2023-05-26,2023-11-16,LONG,60,2023-05-26T11:26:00+08:00,valid,2023-05-26T13:56:00+08:00,valid,False,2023-11-16T11:02:00+08:00,valid,2023-11-16T13:32:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489636:517452,000852.SH,2023-05-26,2023-11-16,LONG,120,2023-05-26T11:26:00+08:00,valid,2023-05-26T14:56:00+08:00,valid,False,2023-11-16T11:02:00+08:00,valid,2023-11-16T14:32:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489636:517452,000852.SH,2023-05-26,2023-11-16,LONG,240,2023-05-26T11:26:00+08:00,valid,2023-05-29T11:26:00+08:00,valid,False,2023-11-16T11:02:00+08:00,valid,2023-11-17T11:02:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489892:489885,000852.SH,2023-05-29,2023-05-29,LONG,1,2023-05-29T13:12:00+08:00,valid,2023-05-29T13:13:00+08:00,valid,False,2023-05-29T13:05:00+08:00,valid,2023-05-29T13:06:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489892:489885,000852.SH,2023-05-29,2023-05-29,LONG,5,2023-05-29T13:12:00+08:00,valid,2023-05-29T13:17:00+08:00,valid,False,2023-05-29T13:05:00+08:00,valid,2023-05-29T13:10:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489892:489885,000852.SH,2023-05-29,2023-05-29,LONG,15,2023-05-29T13:12:00+08:00,valid,2023-05-29T13:27:00+08:00,valid,False,2023-05-29T13:05:00+08:00,valid,2023-05-29T13:20:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489892:489885,000852.SH,2023-05-29,2023-05-29,LONG,30,2023-05-29T13:12:00+08:00,valid,2023-05-29T13:42:00+08:00,valid,False,2023-05-29T13:05:00+08:00,valid,2023-05-29T13:35:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489892:489885,000852.SH,2023-05-29,2023-05-29,LONG,60,2023-05-29T13:12:00+08:00,valid,2023-05-29T14:12:00+08:00,valid,False,2023-05-29T13:05:00+08:00,valid,2023-05-29T14:05:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489892:489885,000852.SH,2023-05-29,2023-05-29,LONG,120,2023-05-29T13:12:00+08:00,valid,2023-05-30T09:42:00+08:00,valid,False,2023-05-29T13:05:00+08:00,valid,2023-05-30T09:35:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:489892:489885,000852.SH,2023-05-29,2023-05-29,LONG,240,2023-05-29T13:12:00+08:00,valid,2023-05-30T13:12:00+08:00,valid,False,2023-05-29T13:05:00+08:00,valid,2023-05-30T13:05:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490416:490415,000852.SH,2023-05-31,2023-05-31,LONG,1,2023-05-31T13:56:00+08:00,valid,2023-05-31T13:57:00+08:00,valid,False,2023-05-31T13:55:00+08:00,valid,2023-05-31T13:56:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490416:490415,000852.SH,2023-05-31,2023-05-31,LONG,5,2023-05-31T13:56:00+08:00,valid,2023-05-31T14:01:00+08:00,valid,False,2023-05-31T13:55:00+08:00,valid,2023-05-31T14:00:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490416:490415,000852.SH,2023-05-31,2023-05-31,LONG,15,2023-05-31T13:56:00+08:00,valid,2023-05-31T14:11:00+08:00,valid,False,2023-05-31T13:55:00+08:00,valid,2023-05-31T14:10:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490416:490415,000852.SH,2023-05-31,2023-05-31,LONG,30,2023-05-31T13:56:00+08:00,valid,2023-05-31T14:26:00+08:00,valid,False,2023-05-31T13:55:00+08:00,valid,2023-05-31T14:25:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490416:490415,000852.SH,2023-05-31,2023-05-31,LONG,60,2023-05-31T13:56:00+08:00,valid,2023-05-31T14:56:00+08:00,valid,False,2023-05-31T13:55:00+08:00,valid,2023-05-31T14:55:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490416:490415,000852.SH,2023-05-31,2023-05-31,LONG,120,2023-05-31T13:56:00+08:00,valid,2023-06-01T10:26:00+08:00,valid,False,2023-05-31T13:55:00+08:00,valid,2023-06-01T10:25:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490416:490415,000852.SH,2023-05-31,2023-05-31,LONG,240,2023-05-31T13:56:00+08:00,valid,2023-06-01T13:56:00+08:00,valid,False,2023-05-31T13:55:00+08:00,valid,2023-06-01T13:55:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490722:476341,000852.SH,2023-06-02,2023-03-06,LONG,1,2023-06-02T09:32:00+08:00,valid,2023-06-02T09:33:00+08:00,valid,False,2023-03-06T09:51:00+08:00,valid,2023-03-06T09:52:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490722:476341,000852.SH,2023-06-02,2023-03-06,LONG,5,2023-06-02T09:32:00+08:00,valid,2023-06-02T09:37:00+08:00,valid,False,2023-03-06T09:51:00+08:00,valid,2023-03-06T09:56:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490722:476341,000852.SH,2023-06-02,2023-03-06,LONG,15,2023-06-02T09:32:00+08:00,valid,2023-06-02T09:47:00+08:00,valid,False,2023-03-06T09:51:00+08:00,valid,2023-03-06T10:06:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490722:476341,000852.SH,2023-06-02,2023-03-06,LONG,30,2023-06-02T09:32:00+08:00,valid,2023-06-02T10:02:00+08:00,valid,False,2023-03-06T09:51:00+08:00,valid,2023-03-06T10:21:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490722:476341,000852.SH,2023-06-02,2023-03-06,LONG,60,2023-06-02T09:32:00+08:00,valid,2023-06-02T10:32:00+08:00,valid,False,2023-03-06T09:51:00+08:00,valid,2023-03-06T10:51:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490722:476341,000852.SH,2023-06-02,2023-03-06,LONG,120,2023-06-02T09:32:00+08:00,valid,2023-06-02T13:02:00+08:00,valid,False,2023-03-06T09:51:00+08:00,valid,2023-03-06T13:21:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:490722:476341,000852.SH,2023-06-02,2023-03-06,LONG,240,2023-06-02T09:32:00+08:00,valid,2023-06-05T09:32:00+08:00,valid,False,2023-03-06T09:51:00+08:00,valid,2023-03-07T09:51:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:491147:491140,000852.SH,2023-06-05,2023-06-05,LONG,1,2023-06-05T14:07:00+08:00,valid,2023-06-05T14:08:00+08:00,valid,False,2023-06-05T14:00:00+08:00,valid,2023-06-05T14:01:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:491147:491140,000852.SH,2023-06-05,2023-06-05,LONG,5,2023-06-05T14:07:00+08:00,valid,2023-06-05T14:12:00+08:00,valid,False,2023-06-05T14:00:00+08:00,valid,2023-06-05T14:05:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:491147:491140,000852.SH,2023-06-05,2023-06-05,LONG,15,2023-06-05T14:07:00+08:00,valid,2023-06-05T14:22:00+08:00,valid,False,2023-06-05T14:00:00+08:00,valid,2023-06-05T14:15:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:491147:491140,000852.SH,2023-06-05,2023-06-05,LONG,30,2023-06-05T14:07:00+08:00,valid,2023-06-05T14:37:00+08:00,valid,False,2023-06-05T14:00:00+08:00,valid,2023-06-05T14:30:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:491147:491140,000852.SH,2023-06-05,2023-06-05,LONG,60,2023-06-05T14:07:00+08:00,valid,2023-06-06T09:37:00+08:00,valid,False,2023-06-05T14:00:00+08:00,valid,2023-06-05T15:00:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
000852.SH:R1_A:491147:491140,000852.SH,2023-06-05,2023-06-05,LONG,120,2023-06-05T14:07:00+08:00,valid,2023-06-06T10:37:00+08:00,valid,False,2023-06-05T14:00:00+08:00,valid,2023-06-06T10:30:00+08:00,valid,False,True,four_exact_observed_endpoints,True,four_exact_observed_endpoints,False,False,False,False,False,512100.SH
