source,symbol,trading_day,from_state,to_state,change_start_time,event_time,bar_ordinal_day,judge_center_eligible_ordinal,judge_available_eligible_ordinal,judge_available_event_time,matched,match_id,event_role,eligible_ordinal
online_v3,000852.SH,2015-12-29,Shock,UpTrend,2015-12-29 11:20:00+08:00,2015-12-29 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2015-12-31,Range,Shock,2015-12-31 13:20:00+08:00,2015-12-31 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2016-01-06,Shock,Range,2016-01-06 13:15:00+08:00,2016-01-06 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-01-06,Range,UpTrend,2016-01-06 13:45:00+08:00,2016-01-06 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2016-01-08,Shock,Range,2016-01-08 11:20:00+08:00,2016-01-08 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2016-01-08,Range,UpTrend,2016-01-08 13:25:00+08:00,2016-01-08 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2016-01-08,UpTrend,Range,2016-01-08 13:55:00+08:00,2016-01-08 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2016-01-12,Shock,DownTrend,2016-01-12 10:45:00+08:00,2016-01-12 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000852.SH,2016-01-12,DownTrend,Range,2016-01-12 11:25:00+08:00,2016-01-12 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000852.SH,2016-01-12,Range,UpTrend,2016-01-12 13:45:00+08:00,2016-01-12 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2016-01-14,Range,UpTrend,2016-01-14 13:20:00+08:00,2016-01-14 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2016-01-15,Range,Shock,2016-01-15 13:30:00+08:00,2016-01-15 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2016-01-18,Range,UpTrend,2016-01-18 13:15:00+08:00,2016-01-18 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-01-19,Range,UpTrend,2016-01-19 11:30:00+08:00,2016-01-19 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000852.SH,2016-01-25,Range,DownTrend,2016-01-25 14:25:00+08:00,2016-01-25 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-01-26,Range,DownTrend,2016-01-26 13:25:00+08:00,2016-01-26 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2016-01-26,DownTrend,Shock,2016-01-26 13:50:00+08:00,2016-01-26 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000852.SH,2016-01-26,Shock,Range,2016-01-26 14:05:00+08:00,2016-01-26 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2016-01-26,Range,Shock,2016-01-26 14:25:00+08:00,2016-01-26 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-01-28,Range,DownTrend,2016-01-28 13:40:00+08:00,2016-01-28 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000852.SH,2016-02-03,Range,DownTrend,2016-02-03 13:45:00+08:00,2016-02-03 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2016-02-17,Range,UpTrend,2016-02-17 14:00:00+08:00,2016-02-17 14:05:00+08:00,36,,,,True,21,online,24.0
online_v3,000852.SH,2016-02-22,UpTrend,Range,2016-02-22 13:15:00+08:00,2016-02-22 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-02-24,DownTrend,Shock,2016-02-24 14:10:00+08:00,2016-02-24 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2016-02-26,Shock,DownTrend,2016-02-26 11:10:00+08:00,2016-02-26 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000852.SH,2016-02-26,DownTrend,Shock,2016-02-26 13:25:00+08:00,2016-02-26 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2016-02-29,Shock,Range,2016-02-29 13:25:00+08:00,2016-02-29 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2016-02-29,Range,DownTrend,2016-02-29 13:35:00+08:00,2016-02-29 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2016-03-01,DownTrend,Shock,2016-03-01 14:00:00+08:00,2016-03-01 14:05:00+08:00,36,,,,True,22,online,24.0
online_v3,000852.SH,2016-03-04,Range,DownTrend,2016-03-04 11:20:00+08:00,2016-03-04 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2016-03-04,DownTrend,Shock,2016-03-04 11:30:00+08:00,2016-03-04 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000852.SH,2016-03-04,Shock,Range,2016-03-04 14:25:00+08:00,2016-03-04 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-03-08,Range,UpTrend,2016-03-08 11:25:00+08:00,2016-03-08 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000852.SH,2016-03-11,Range,UpTrend,2016-03-11 13:15:00+08:00,2016-03-11 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-03-11,UpTrend,Range,2016-03-11 13:55:00+08:00,2016-03-11 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2016-03-16,DownTrend,UpTrend,2016-03-16 13:45:00+08:00,2016-03-16 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2016-03-18,UpTrend,Range,2016-03-18 14:15:00+08:00,2016-03-18 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2016-03-23,Range,DownTrend,2016-03-23 13:30:00+08:00,2016-03-23 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2016-03-29,Shock,Range,2016-03-29 10:50:00+08:00,2016-03-29 10:55:00+08:00,16,,,,False,,online,4.0
online_v3,000852.SH,2016-03-29,Range,Shock,2016-03-29 13:10:00+08:00,2016-03-29 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000852.SH,2016-04-01,DownTrend,Range,2016-04-01 13:40:00+08:00,2016-04-01 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000852.SH,2016-04-05,UpTrend,Range,2016-04-05 14:10:00+08:00,2016-04-05 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2016-04-06,UpTrend,Range,2016-04-06 14:10:00+08:00,2016-04-06 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2016-04-08,Range,Shock,2016-04-08 10:55:00+08:00,2016-04-08 11:00:00+08:00,17,,,,False,,online,5.0
online_v3,000852.SH,2016-04-08,Shock,UpTrend,2016-04-08 13:25:00+08:00,2016-04-08 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2016-04-13,UpTrend,Range,2016-04-13 14:05:00+08:00,2016-04-13 14:10:00+08:00,37,,,,True,23,online,25.0
online_v3,000852.SH,2016-04-15,Range,UpTrend,2016-04-15 13:45:00+08:00,2016-04-15 13:50:00+08:00,33,,,,True,24,online,21.0
online_v3,000852.SH,2016-04-21,Shock,Range,2016-04-21 14:15:00+08:00,2016-04-21 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2016-04-21,Range,Shock,2016-04-21 14:25:00+08:00,2016-04-21 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-04-25,UpTrend,Range,2016-04-25 14:25:00+08:00,2016-04-25 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-04-27,UpTrend,Range,2016-04-27 13:30:00+08:00,2016-04-27 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2016-05-06,Shock,DownTrend,2016-05-06 13:50:00+08:00,2016-05-06 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000852.SH,2016-05-11,DownTrend,UpTrend,2016-05-11 13:05:00+08:00,2016-05-11 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2016-05-11,UpTrend,Range,2016-05-11 13:40:00+08:00,2016-05-11 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000852.SH,2016-05-12,Shock,UpTrend,2016-05-12 13:35:00+08:00,2016-05-12 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2016-05-18,Range,Shock,2016-05-18 14:25:00+08:00,2016-05-18 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-05-26,Shock,UpTrend,2016-05-26 14:10:00+08:00,2016-05-26 14:15:00+08:00,38,,,,True,25,online,26.0
online_v3,000852.SH,2016-05-26,UpTrend,Shock,2016-05-26 14:25:00+08:00,2016-05-26 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-05-31,UpTrend,Range,2016-05-31 11:00:00+08:00,2016-05-31 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000852.SH,2016-05-31,Range,UpTrend,2016-05-31 13:15:00+08:00,2016-05-31 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-06-06,Range,DownTrend,2016-06-06 13:30:00+08:00,2016-06-06 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2016-06-08,Range,UpTrend,2016-06-08 13:15:00+08:00,2016-06-08 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-06-13,DownTrend,Shock,2016-06-13 13:55:00+08:00,2016-06-13 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2016-06-14,Shock,DownTrend,2016-06-14 11:30:00+08:00,2016-06-14 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000852.SH,2016-06-14,DownTrend,Shock,2016-06-14 13:15:00+08:00,2016-06-14 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-06-15,Shock,UpTrend,2016-06-15 11:10:00+08:00,2016-06-15 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000852.SH,2016-06-17,Range,DownTrend,2016-06-17 13:40:00+08:00,2016-06-17 13:45:00+08:00,32,,,,True,26,online,20.0
online_v3,000852.SH,2016-06-22,Range,UpTrend,2016-06-22 14:15:00+08:00,2016-06-22 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2016-06-28,Range,UpTrend,2016-06-28 13:15:00+08:00,2016-06-28 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-06-28,UpTrend,Range,2016-06-28 13:55:00+08:00,2016-06-28 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2016-06-29,UpTrend,Range,2016-06-29 14:05:00+08:00,2016-06-29 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2016-06-30,Range,DownTrend,2016-06-30 11:20:00+08:00,2016-06-30 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2016-06-30,DownTrend,UpTrend,2016-06-30 13:50:00+08:00,2016-06-30 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000852.SH,2016-07-05,DownTrend,UpTrend,2016-07-05 13:30:00+08:00,2016-07-05 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2016-07-12,Shock,UpTrend,2016-07-12 14:00:00+08:00,2016-07-12 14:05:00+08:00,36,,,,True,27,online,24.0
online_v3,000852.SH,2016-07-19,Range,DownTrend,2016-07-19 13:15:00+08:00,2016-07-19 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-07-20,DownTrend,UpTrend,2016-07-20 13:15:00+08:00,2016-07-20 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-07-21,UpTrend,Range,2016-07-21 13:50:00+08:00,2016-07-21 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000852.SH,2016-07-25,UpTrend,DownTrend,2016-07-25 13:40:00+08:00,2016-07-25 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000852.SH,2016-07-27,DownTrend,Shock,2016-07-27 11:15:00+08:00,2016-07-27 11:20:00+08:00,21,,,,True,28,online,9.0
online_v3,000852.SH,2016-08-02,DownTrend,UpTrend,2016-08-02 14:20:00+08:00,2016-08-02 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2016-08-03,Range,DownTrend,2016-08-03 14:00:00+08:00,2016-08-03 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2016-08-04,Range,UpTrend,2016-08-04 13:10:00+08:00,2016-08-04 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000852.SH,2016-08-04,UpTrend,Range,2016-08-04 14:25:00+08:00,2016-08-04 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-08-09,UpTrend,Range,2016-08-09 14:05:00+08:00,2016-08-09 14:10:00+08:00,37,,,,True,29,online,25.0
online_v3,000852.SH,2016-08-12,Range,DownTrend,2016-08-12 13:20:00+08:00,2016-08-12 13:25:00+08:00,28,,,,True,30,online,16.0
online_v3,000852.SH,2016-08-12,DownTrend,UpTrend,2016-08-12 14:25:00+08:00,2016-08-12 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-08-17,UpTrend,Range,2016-08-17 14:15:00+08:00,2016-08-17 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2016-08-19,Range,UpTrend,2016-08-19 13:55:00+08:00,2016-08-19 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2016-08-22,Shock,Range,2016-08-22 13:35:00+08:00,2016-08-22 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2016-08-24,Range,UpTrend,2016-08-24 13:30:00+08:00,2016-08-24 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2016-08-30,Range,UpTrend,2016-08-30 13:25:00+08:00,2016-08-30 13:30:00+08:00,29,,,,True,31,online,17.0
online_v3,000852.SH,2016-08-31,UpTrend,Range,2016-08-31 13:45:00+08:00,2016-08-31 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2016-09-05,UpTrend,DownTrend,2016-09-05 14:25:00+08:00,2016-09-05 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-09-06,Shock,UpTrend,2016-09-06 11:00:00+08:00,2016-09-06 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000852.SH,2016-09-06,UpTrend,Shock,2016-09-06 14:05:00+08:00,2016-09-06 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2016-09-12,Shock,DownTrend,2016-09-12 11:30:00+08:00,2016-09-12 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000852.SH,2016-09-12,DownTrend,Shock,2016-09-12 13:20:00+08:00,2016-09-12 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2016-09-14,UpTrend,DownTrend,2016-09-14 11:25:00+08:00,2016-09-14 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000852.SH,2016-09-19,UpTrend,DownTrend,2016-09-19 14:00:00+08:00,2016-09-19 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2016-09-20,DownTrend,UpTrend,2016-09-20 13:05:00+08:00,2016-09-20 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2016-09-22,Range,DownTrend,2016-09-22 14:20:00+08:00,2016-09-22 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2016-09-23,DownTrend,Range,2016-09-23 14:10:00+08:00,2016-09-23 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2016-09-26,Shock,DownTrend,2016-09-26 13:25:00+08:00,2016-09-26 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2016-09-27,Shock,DownTrend,2016-09-27 11:00:00+08:00,2016-09-27 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000852.SH,2016-09-30,DownTrend,UpTrend,2016-09-30 13:15:00+08:00,2016-09-30 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2016-10-14,DownTrend,UpTrend,2016-10-14 13:55:00+08:00,2016-10-14 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2016-10-17,UpTrend,DownTrend,2016-10-17 14:05:00+08:00,2016-10-17 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2016-10-17,DownTrend,Shock,2016-10-17 14:15:00+08:00,2016-10-17 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2016-10-21,Shock,UpTrend,2016-10-21 13:55:00+08:00,2016-10-21 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2016-10-21,UpTrend,Shock,2016-10-21 14:05:00+08:00,2016-10-21 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2016-10-21,Shock,UpTrend,2016-10-21 14:20:00+08:00,2016-10-21 14:25:00+08:00,40,,,,True,32,online,28.0
online_v3,000852.SH,2016-10-26,Shock,Range,2016-10-26 14:00:00+08:00,2016-10-26 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2016-10-26,Range,Shock,2016-10-26 14:20:00+08:00,2016-10-26 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2016-10-28,DownTrend,Shock,2016-10-28 11:00:00+08:00,2016-10-28 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000852.SH,2016-10-28,Shock,Range,2016-10-28 13:20:00+08:00,2016-10-28 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2016-11-03,Shock,UpTrend,2016-11-03 13:10:00+08:00,2016-11-03 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000852.SH,2016-11-03,UpTrend,DownTrend,2016-11-03 14:10:00+08:00,2016-11-03 14:15:00+08:00,38,,,,True,33,online,26.0
online_v3,000852.SH,2016-11-07,Range,DownTrend,2016-11-07 14:05:00+08:00,2016-11-07 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2016-11-08,Range,UpTrend,2016-11-08 13:05:00+08:00,2016-11-08 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2016-11-10,UpTrend,Range,2016-11-10 14:10:00+08:00,2016-11-10 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2016-11-23,DownTrend,UpTrend,2016-11-23 13:35:00+08:00,2016-11-23 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2016-11-23,UpTrend,Shock,2016-11-23 14:05:00+08:00,2016-11-23 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2016-11-25,Shock,UpTrend,2016-11-25 13:10:00+08:00,2016-11-25 13:15:00+08:00,26,,,,True,34,online,14.0
online_v3,000852.SH,2016-11-30,Shock,Range,2016-11-30 11:10:00+08:00,2016-11-30 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000852.SH,2016-11-30,Range,DownTrend,2016-11-30 13:35:00+08:00,2016-11-30 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2016-12-05,Shock,Range,2016-12-05 13:35:00+08:00,2016-12-05 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2016-12-07,UpTrend,Range,2016-12-07 14:25:00+08:00,2016-12-07 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2016-12-09,UpTrend,Range,2016-12-09 13:50:00+08:00,2016-12-09 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000852.SH,2016-12-09,Range,DownTrend,2016-12-09 14:10:00+08:00,2016-12-09 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2016-12-13,Shock,UpTrend,2016-12-13 13:50:00+08:00,2016-12-13 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000852.SH,2016-12-13,UpTrend,Shock,2016-12-13 14:05:00+08:00,2016-12-13 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2016-12-15,UpTrend,DownTrend,2016-12-15 13:45:00+08:00,2016-12-15 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2016-12-16,UpTrend,DownTrend,2016-12-16 13:05:00+08:00,2016-12-16 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2016-12-16,DownTrend,UpTrend,2016-12-16 13:55:00+08:00,2016-12-16 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2016-12-19,DownTrend,UpTrend,2016-12-19 13:20:00+08:00,2016-12-19 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2016-12-20,UpTrend,DownTrend,2016-12-20 13:50:00+08:00,2016-12-20 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000852.SH,2016-12-21,DownTrend,Range,2016-12-21 13:25:00+08:00,2016-12-21 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2016-12-29,UpTrend,DownTrend,2016-12-29 14:00:00+08:00,2016-12-29 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2016-12-30,DownTrend,UpTrend,2016-12-30 13:45:00+08:00,2016-12-30 13:50:00+08:00,33,,,,True,35,online,21.0
online_v3,000852.SH,2017-01-09,Range,UpTrend,2017-01-09 11:05:00+08:00,2017-01-09 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000852.SH,2017-01-09,UpTrend,Range,2017-01-09 14:15:00+08:00,2017-01-09 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2017-01-10,UpTrend,DownTrend,2017-01-10 13:30:00+08:00,2017-01-10 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2017-01-11,DownTrend,Shock,2017-01-11 11:25:00+08:00,2017-01-11 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000852.SH,2017-01-12,UpTrend,DownTrend,2017-01-12 13:45:00+08:00,2017-01-12 13:50:00+08:00,33,,,,True,36,online,21.0
online_v3,000852.SH,2017-01-12,DownTrend,Shock,2017-01-12 14:00:00+08:00,2017-01-12 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2017-01-13,Shock,UpTrend,2017-01-13 13:10:00+08:00,2017-01-13 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000852.SH,2017-01-13,UpTrend,DownTrend,2017-01-13 13:30:00+08:00,2017-01-13 13:35:00+08:00,30,,,,True,37,online,18.0
online_v3,000852.SH,2017-01-13,DownTrend,Shock,2017-01-13 14:20:00+08:00,2017-01-13 14:25:00+08:00,40,,,,True,38,online,28.0
online_v3,000852.SH,2017-01-17,Shock,DownTrend,2017-01-17 11:30:00+08:00,2017-01-17 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000852.SH,2017-01-17,DownTrend,Shock,2017-01-17 13:15:00+08:00,2017-01-17 13:20:00+08:00,27,,,,True,39,online,15.0
online_v3,000852.SH,2017-01-18,UpTrend,Range,2017-01-18 13:55:00+08:00,2017-01-18 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2017-01-19,UpTrend,DownTrend,2017-01-19 13:30:00+08:00,2017-01-19 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2017-01-19,DownTrend,Range,2017-01-19 14:10:00+08:00,2017-01-19 14:15:00+08:00,38,,,,True,40,online,26.0
online_v3,000852.SH,2017-01-24,DownTrend,UpTrend,2017-01-24 13:30:00+08:00,2017-01-24 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2017-01-25,UpTrend,DownTrend,2017-01-25 13:30:00+08:00,2017-01-25 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2017-01-26,Range,UpTrend,2017-01-26 13:40:00+08:00,2017-01-26 13:45:00+08:00,32,,,,True,41,online,20.0
online_v3,000852.SH,2017-02-06,UpTrend,Range,2017-02-06 13:35:00+08:00,2017-02-06 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2017-02-07,DownTrend,Range,2017-02-07 14:00:00+08:00,2017-02-07 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2017-02-07,Range,UpTrend,2017-02-07 14:25:00+08:00,2017-02-07 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2017-02-08,Range,UpTrend,2017-02-08 13:20:00+08:00,2017-02-08 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2017-02-15,DownTrend,UpTrend,2017-02-15 13:15:00+08:00,2017-02-15 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2017-02-15,UpTrend,DownTrend,2017-02-15 14:15:00+08:00,2017-02-15 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2017-02-16,Shock,UpTrend,2017-02-16 10:45:00+08:00,2017-02-16 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000852.SH,2017-02-20,DownTrend,UpTrend,2017-02-20 13:05:00+08:00,2017-02-20 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2017-02-22,DownTrend,UpTrend,2017-02-22 13:40:00+08:00,2017-02-22 13:45:00+08:00,32,,,,True,42,online,20.0
online_v3,000852.SH,2017-02-22,UpTrend,Range,2017-02-22 14:15:00+08:00,2017-02-22 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2017-02-23,DownTrend,UpTrend,2017-02-23 13:30:00+08:00,2017-02-23 13:35:00+08:00,30,,,,True,43,online,18.0
online_v3,000852.SH,2017-02-23,UpTrend,Shock,2017-02-23 14:05:00+08:00,2017-02-23 14:10:00+08:00,37,,,,True,44,online,25.0
online_v3,000852.SH,2017-02-24,Shock,Range,2017-02-24 10:55:00+08:00,2017-02-24 11:00:00+08:00,17,,,,False,,online,5.0
online_v3,000852.SH,2017-02-24,Range,UpTrend,2017-02-24 13:20:00+08:00,2017-02-24 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2017-02-28,DownTrend,UpTrend,2017-02-28 13:05:00+08:00,2017-02-28 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2017-02-28,UpTrend,DownTrend,2017-02-28 14:00:00+08:00,2017-02-28 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2017-03-02,DownTrend,UpTrend,2017-03-02 13:15:00+08:00,2017-03-02 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2017-03-02,UpTrend,DownTrend,2017-03-02 14:15:00+08:00,2017-03-02 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2017-03-07,DownTrend,Range,2017-03-07 13:30:00+08:00,2017-03-07 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2017-03-07,Range,UpTrend,2017-03-07 14:05:00+08:00,2017-03-07 14:10:00+08:00,37,,,,True,45,online,25.0
online_v3,000852.SH,2017-03-08,Range,UpTrend,2017-03-08 13:20:00+08:00,2017-03-08 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2017-03-08,UpTrend,DownTrend,2017-03-08 13:45:00+08:00,2017-03-08 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2017-03-09,Shock,UpTrend,2017-03-09 13:30:00+08:00,2017-03-09 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2017-03-13,Shock,UpTrend,2017-03-13 10:50:00+08:00,2017-03-13 10:55:00+08:00,16,,,,False,,online,4.0
online_v3,000852.SH,2017-03-15,UpTrend,DownTrend,2017-03-15 13:35:00+08:00,2017-03-15 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2017-03-15,DownTrend,Shock,2017-03-15 14:20:00+08:00,2017-03-15 14:25:00+08:00,40,,,,False,,online,28.0
