source,symbol,trading_day,from_state,to_state,change_start_time,event_time,bar_ordinal_day,judge_center_eligible_ordinal,judge_available_eligible_ordinal,judge_available_event_time,matched,match_id,event_role,eligible_ordinal
online_v3,000852.SH,2020-07-24,Range,DownTrend,2020-07-24 11:20:00+08:00,2020-07-24 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2020-07-24,DownTrend,Shock,2020-07-24 13:05:00+08:00,2020-07-24 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2020-07-27,DownTrend,Range,2020-07-27 14:25:00+08:00,2020-07-27 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2020-08-04,Range,DownTrend,2020-08-04 13:15:00+08:00,2020-08-04 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2020-08-06,Shock,UpTrend,2020-08-06 13:15:00+08:00,2020-08-06 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2020-08-06,UpTrend,Range,2020-08-06 13:55:00+08:00,2020-08-06 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2020-08-07,Range,Shock,2020-08-07 13:05:00+08:00,2020-08-07 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2020-08-12,Shock,Range,2020-08-12 10:45:00+08:00,2020-08-12 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000852.SH,2020-08-12,Range,DownTrend,2020-08-12 13:15:00+08:00,2020-08-12 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2020-08-12,DownTrend,Range,2020-08-12 13:40:00+08:00,2020-08-12 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000852.SH,2020-08-12,Range,UpTrend,2020-08-12 14:20:00+08:00,2020-08-12 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2020-08-19,Range,DownTrend,2020-08-19 14:00:00+08:00,2020-08-19 14:05:00+08:00,36,,,,True,130,online,24.0
online_v3,000852.SH,2020-08-21,DownTrend,UpTrend,2020-08-21 13:10:00+08:00,2020-08-21 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000852.SH,2020-08-21,UpTrend,DownTrend,2020-08-21 14:05:00+08:00,2020-08-21 14:10:00+08:00,37,,,,True,131,online,25.0
online_v3,000852.SH,2020-08-24,UpTrend,Range,2020-08-24 11:15:00+08:00,2020-08-24 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000852.SH,2020-08-24,Range,UpTrend,2020-08-24 13:25:00+08:00,2020-08-24 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2020-08-26,DownTrend,Shock,2020-08-26 11:30:00+08:00,2020-08-26 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000852.SH,2020-08-26,Shock,DownTrend,2020-08-26 14:15:00+08:00,2020-08-26 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2020-08-28,UpTrend,Range,2020-08-28 13:30:00+08:00,2020-08-28 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2020-08-28,Range,UpTrend,2020-08-28 13:55:00+08:00,2020-08-28 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2020-08-31,UpTrend,DownTrend,2020-08-31 13:25:00+08:00,2020-08-31 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2020-09-04,Shock,Range,2020-09-04 10:50:00+08:00,2020-09-04 10:55:00+08:00,16,,,,False,,online,4.0
online_v3,000852.SH,2020-09-04,Range,UpTrend,2020-09-04 13:40:00+08:00,2020-09-04 13:45:00+08:00,32,,,,True,132,online,20.0
online_v3,000852.SH,2020-09-07,Range,Shock,2020-09-07 14:10:00+08:00,2020-09-07 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2020-09-08,Shock,DownTrend,2020-09-08 11:05:00+08:00,2020-09-08 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000852.SH,2020-09-08,DownTrend,UpTrend,2020-09-08 13:45:00+08:00,2020-09-08 13:50:00+08:00,33,,,,True,133,online,21.0
online_v3,000852.SH,2020-09-09,Shock,UpTrend,2020-09-09 13:15:00+08:00,2020-09-09 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2020-09-09,UpTrend,Shock,2020-09-09 14:25:00+08:00,2020-09-09 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2020-09-10,Shock,DownTrend,2020-09-10 13:05:00+08:00,2020-09-10 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2020-09-10,DownTrend,Shock,2020-09-10 13:20:00+08:00,2020-09-10 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2020-09-10,Shock,DownTrend,2020-09-10 14:25:00+08:00,2020-09-10 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2020-09-14,UpTrend,DownTrend,2020-09-14 13:10:00+08:00,2020-09-14 13:15:00+08:00,26,,,,True,134,online,14.0
online_v3,000852.SH,2020-09-17,Range,DownTrend,2020-09-17 13:15:00+08:00,2020-09-17 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2020-09-17,DownTrend,UpTrend,2020-09-17 13:50:00+08:00,2020-09-17 13:55:00+08:00,34,,,,True,135,online,22.0
online_v3,000852.SH,2020-09-18,Range,UpTrend,2020-09-18 13:10:00+08:00,2020-09-18 13:15:00+08:00,26,,,,True,136,online,14.0
online_v3,000852.SH,2020-09-22,Range,DownTrend,2020-09-22 13:55:00+08:00,2020-09-22 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2020-09-23,Range,UpTrend,2020-09-23 13:55:00+08:00,2020-09-23 14:00:00+08:00,35,,,,True,137,online,23.0
online_v3,000852.SH,2020-09-28,DownTrend,Range,2020-09-28 11:00:00+08:00,2020-09-28 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000852.SH,2020-09-28,Range,DownTrend,2020-09-28 14:25:00+08:00,2020-09-28 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2020-09-29,UpTrend,Range,2020-09-29 14:10:00+08:00,2020-09-29 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2020-09-30,UpTrend,DownTrend,2020-09-30 13:25:00+08:00,2020-09-30 13:30:00+08:00,29,,,,True,138,online,17.0
online_v3,000852.SH,2020-09-30,DownTrend,Range,2020-09-30 14:25:00+08:00,2020-09-30 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2020-10-09,UpTrend,Range,2020-10-09 13:35:00+08:00,2020-10-09 13:40:00+08:00,31,,,,True,139,online,19.0
online_v3,000852.SH,2020-10-12,UpTrend,Range,2020-10-12 14:15:00+08:00,2020-10-12 14:20:00+08:00,39,,,,True,140,online,27.0
online_v3,000852.SH,2020-10-13,UpTrend,Range,2020-10-13 14:05:00+08:00,2020-10-13 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2020-10-16,Range,DownTrend,2020-10-16 11:25:00+08:00,2020-10-16 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000852.SH,2020-10-19,DownTrend,Shock,2020-10-19 11:20:00+08:00,2020-10-19 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2020-10-19,Shock,DownTrend,2020-10-19 13:40:00+08:00,2020-10-19 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000852.SH,2020-10-21,DownTrend,Range,2020-10-21 11:20:00+08:00,2020-10-21 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2020-10-21,Range,DownTrend,2020-10-21 13:25:00+08:00,2020-10-21 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2020-10-23,Shock,DownTrend,2020-10-23 10:45:00+08:00,2020-10-23 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000852.SH,2020-10-23,DownTrend,Shock,2020-10-23 14:05:00+08:00,2020-10-23 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2020-10-26,Shock,UpTrend,2020-10-26 11:00:00+08:00,2020-10-26 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000852.SH,2020-10-26,UpTrend,Range,2020-10-26 13:15:00+08:00,2020-10-26 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2020-10-26,Range,DownTrend,2020-10-26 13:35:00+08:00,2020-10-26 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2020-10-27,Shock,UpTrend,2020-10-27 13:50:00+08:00,2020-10-27 13:55:00+08:00,34,,,,True,141,online,22.0
online_v3,000852.SH,2020-10-28,Shock,UpTrend,2020-10-28 11:20:00+08:00,2020-10-28 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2020-10-29,Shock,Range,2020-10-29 13:30:00+08:00,2020-10-29 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2020-10-30,Shock,DownTrend,2020-10-30 13:45:00+08:00,2020-10-30 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2020-10-30,DownTrend,Shock,2020-10-30 14:00:00+08:00,2020-10-30 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2020-11-02,Shock,UpTrend,2020-11-02 13:40:00+08:00,2020-11-02 13:45:00+08:00,32,,,,True,142,online,20.0
online_v3,000852.SH,2020-11-04,Shock,UpTrend,2020-11-04 14:05:00+08:00,2020-11-04 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2020-11-06,Shock,DownTrend,2020-11-06 13:45:00+08:00,2020-11-06 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2020-11-09,UpTrend,DownTrend,2020-11-09 14:20:00+08:00,2020-11-09 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2020-11-10,Shock,Range,2020-11-10 11:05:00+08:00,2020-11-10 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000852.SH,2020-11-10,Range,DownTrend,2020-11-10 13:45:00+08:00,2020-11-10 13:50:00+08:00,33,,,,True,143,online,21.0
online_v3,000852.SH,2020-11-12,Range,DownTrend,2020-11-12 13:30:00+08:00,2020-11-12 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2020-11-13,UpTrend,DownTrend,2020-11-13 13:25:00+08:00,2020-11-13 13:30:00+08:00,29,,,,True,144,online,17.0
online_v3,000852.SH,2020-11-19,Shock,Range,2020-11-19 13:10:00+08:00,2020-11-19 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000852.SH,2020-11-23,Range,UpTrend,2020-11-23 13:05:00+08:00,2020-11-23 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2020-11-27,DownTrend,UpTrend,2020-11-27 14:00:00+08:00,2020-11-27 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2020-11-30,Shock,DownTrend,2020-11-30 14:25:00+08:00,2020-11-30 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2020-12-01,UpTrend,Range,2020-12-01 11:25:00+08:00,2020-12-01 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000852.SH,2020-12-01,Range,UpTrend,2020-12-01 13:20:00+08:00,2020-12-01 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2020-12-07,Shock,Range,2020-12-07 13:15:00+08:00,2020-12-07 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2020-12-07,Range,UpTrend,2020-12-07 13:40:00+08:00,2020-12-07 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000852.SH,2020-12-08,DownTrend,UpTrend,2020-12-08 13:45:00+08:00,2020-12-08 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2020-12-10,Shock,UpTrend,2020-12-10 13:05:00+08:00,2020-12-10 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2020-12-10,UpTrend,DownTrend,2020-12-10 14:05:00+08:00,2020-12-10 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2020-12-11,Shock,DownTrend,2020-12-11 14:10:00+08:00,2020-12-11 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2020-12-15,UpTrend,DownTrend,2020-12-15 11:15:00+08:00,2020-12-15 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000852.SH,2020-12-15,DownTrend,UpTrend,2020-12-15 13:45:00+08:00,2020-12-15 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2020-12-16,Shock,Range,2020-12-16 13:35:00+08:00,2020-12-16 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2020-12-17,Shock,UpTrend,2020-12-17 13:10:00+08:00,2020-12-17 13:15:00+08:00,26,,,,True,145,online,14.0
online_v3,000852.SH,2020-12-17,UpTrend,Range,2020-12-17 14:15:00+08:00,2020-12-17 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2020-12-21,Shock,UpTrend,2020-12-21 11:05:00+08:00,2020-12-21 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000852.SH,2020-12-21,UpTrend,DownTrend,2020-12-21 14:10:00+08:00,2020-12-21 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2020-12-22,UpTrend,Shock,2020-12-22 14:05:00+08:00,2020-12-22 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2020-12-23,UpTrend,DownTrend,2020-12-23 14:20:00+08:00,2020-12-23 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2020-12-25,UpTrend,Range,2020-12-25 14:00:00+08:00,2020-12-25 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2020-12-28,Shock,UpTrend,2020-12-28 11:15:00+08:00,2020-12-28 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000852.SH,2020-12-28,UpTrend,DownTrend,2020-12-28 13:45:00+08:00,2020-12-28 13:50:00+08:00,33,,,,True,146,online,21.0
online_v3,000852.SH,2020-12-29,Shock,DownTrend,2020-12-29 14:10:00+08:00,2020-12-29 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2021-01-04,UpTrend,Range,2021-01-04 14:00:00+08:00,2021-01-04 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2021-01-05,Shock,UpTrend,2021-01-05 13:45:00+08:00,2021-01-05 13:50:00+08:00,33,,,,True,147,online,21.0
online_v3,000852.SH,2021-01-06,Shock,DownTrend,2021-01-06 11:30:00+08:00,2021-01-06 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000852.SH,2021-01-06,DownTrend,Range,2021-01-06 14:00:00+08:00,2021-01-06 14:05:00+08:00,36,,,,True,148,online,24.0
online_v3,000852.SH,2021-01-07,UpTrend,Shock,2021-01-07 13:35:00+08:00,2021-01-07 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2021-01-11,DownTrend,Shock,2021-01-11 14:15:00+08:00,2021-01-11 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2021-01-12,Range,UpTrend,2021-01-12 13:25:00+08:00,2021-01-12 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2021-01-14,Shock,UpTrend,2021-01-14 11:15:00+08:00,2021-01-14 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000852.SH,2021-01-14,UpTrend,DownTrend,2021-01-14 14:25:00+08:00,2021-01-14 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2021-01-15,Range,UpTrend,2021-01-15 14:10:00+08:00,2021-01-15 14:15:00+08:00,38,,,,True,149,online,26.0
online_v3,000852.SH,2021-01-19,Range,DownTrend,2021-01-19 14:15:00+08:00,2021-01-19 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2021-01-21,UpTrend,Range,2021-01-21 14:05:00+08:00,2021-01-21 14:10:00+08:00,37,,,,False,,online,25.0
online_v3,000852.SH,2021-01-25,Shock,Range,2021-01-25 11:30:00+08:00,2021-01-25 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000852.SH,2021-01-25,Range,DownTrend,2021-01-25 14:00:00+08:00,2021-01-25 14:05:00+08:00,36,,,,True,150,online,24.0
online_v3,000852.SH,2021-01-26,DownTrend,Shock,2021-01-26 11:10:00+08:00,2021-01-26 11:15:00+08:00,20,,,,False,,online,8.0
online_v3,000852.SH,2021-01-27,Shock,UpTrend,2021-01-27 13:10:00+08:00,2021-01-27 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000852.SH,2021-01-28,Range,DownTrend,2021-01-28 14:20:00+08:00,2021-01-28 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2021-01-29,Shock,DownTrend,2021-01-29 13:25:00+08:00,2021-01-29 13:30:00+08:00,29,,,,True,151,online,17.0
online_v3,000852.SH,2021-02-01,DownTrend,UpTrend,2021-02-01 13:05:00+08:00,2021-02-01 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2021-02-01,UpTrend,Range,2021-02-01 13:55:00+08:00,2021-02-01 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2021-02-03,Shock,Range,2021-02-03 10:50:00+08:00,2021-02-03 10:55:00+08:00,16,,,,False,,online,4.0
online_v3,000852.SH,2021-02-03,Range,DownTrend,2021-02-03 14:00:00+08:00,2021-02-03 14:05:00+08:00,36,,,,True,152,online,24.0
online_v3,000852.SH,2021-02-04,Shock,UpTrend,2021-02-04 14:10:00+08:00,2021-02-04 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2021-02-08,Shock,UpTrend,2021-02-08 10:45:00+08:00,2021-02-08 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000852.SH,2021-02-08,UpTrend,DownTrend,2021-02-08 13:50:00+08:00,2021-02-08 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000852.SH,2021-02-18,Shock,UpTrend,2021-02-18 14:00:00+08:00,2021-02-18 14:05:00+08:00,36,,,,False,,online,24.0
online_v3,000852.SH,2021-02-18,UpTrend,Range,2021-02-18 14:25:00+08:00,2021-02-18 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2021-02-19,DownTrend,UpTrend,2021-02-19 11:20:00+08:00,2021-02-19 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2021-02-22,UpTrend,Range,2021-02-22 11:15:00+08:00,2021-02-22 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000852.SH,2021-02-22,Range,Shock,2021-02-22 14:15:00+08:00,2021-02-22 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2021-02-23,Shock,UpTrend,2021-02-23 13:15:00+08:00,2021-02-23 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2021-02-23,UpTrend,DownTrend,2021-02-23 14:20:00+08:00,2021-02-23 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2021-02-24,DownTrend,Shock,2021-02-24 11:15:00+08:00,2021-02-24 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000852.SH,2021-02-26,UpTrend,DownTrend,2021-02-26 11:25:00+08:00,2021-02-26 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000852.SH,2021-03-09,Shock,UpTrend,2021-03-09 13:05:00+08:00,2021-03-09 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2021-03-09,UpTrend,Shock,2021-03-09 13:15:00+08:00,2021-03-09 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2021-03-09,Shock,UpTrend,2021-03-09 13:30:00+08:00,2021-03-09 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2021-03-09,UpTrend,DownTrend,2021-03-09 14:00:00+08:00,2021-03-09 14:05:00+08:00,36,,,,True,153,online,24.0
online_v3,000852.SH,2021-03-10,Shock,Range,2021-03-10 13:05:00+08:00,2021-03-10 13:10:00+08:00,25,,,,True,154,online,13.0
online_v3,000852.SH,2021-03-11,Shock,UpTrend,2021-03-11 10:50:00+08:00,2021-03-11 10:55:00+08:00,16,,,,False,,online,4.0
online_v3,000852.SH,2021-03-11,UpTrend,Range,2021-03-11 14:10:00+08:00,2021-03-11 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2021-03-16,Shock,UpTrend,2021-03-16 13:05:00+08:00,2021-03-16 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2021-03-16,UpTrend,Range,2021-03-16 14:15:00+08:00,2021-03-16 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2021-03-19,Range,DownTrend,2021-03-19 13:25:00+08:00,2021-03-19 13:30:00+08:00,29,,,,True,155,online,17.0
online_v3,000852.SH,2021-03-22,Range,UpTrend,2021-03-22 13:10:00+08:00,2021-03-22 13:15:00+08:00,26,,,,False,,online,14.0
online_v3,000852.SH,2021-03-23,Range,DownTrend,2021-03-23 14:20:00+08:00,2021-03-23 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2021-03-25,Shock,UpTrend,2021-03-25 10:50:00+08:00,2021-03-25 10:55:00+08:00,16,,,,False,,online,4.0
online_v3,000852.SH,2021-03-25,UpTrend,DownTrend,2021-03-25 14:25:00+08:00,2021-03-25 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2021-04-01,Range,UpTrend,2021-04-01 14:15:00+08:00,2021-04-01 14:20:00+08:00,39,,,,True,156,online,27.0
online_v3,000852.SH,2021-04-02,UpTrend,Range,2021-04-02 14:10:00+08:00,2021-04-02 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2021-04-06,UpTrend,Range,2021-04-06 13:45:00+08:00,2021-04-06 13:50:00+08:00,33,,,,True,157,online,21.0
online_v3,000852.SH,2021-04-08,UpTrend,Range,2021-04-08 14:00:00+08:00,2021-04-08 14:05:00+08:00,36,,,,True,158,online,24.0
online_v3,000852.SH,2021-04-12,Shock,DownTrend,2021-04-12 11:05:00+08:00,2021-04-12 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000852.SH,2021-04-13,Shock,DownTrend,2021-04-13 13:20:00+08:00,2021-04-13 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2021-04-15,Shock,DownTrend,2021-04-15 11:15:00+08:00,2021-04-15 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000852.SH,2021-04-15,DownTrend,UpTrend,2021-04-15 13:45:00+08:00,2021-04-15 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2021-04-16,Shock,UpTrend,2021-04-16 11:05:00+08:00,2021-04-16 11:10:00+08:00,19,,,,False,,online,7.0
online_v3,000852.SH,2021-04-19,UpTrend,Range,2021-04-19 13:30:00+08:00,2021-04-19 13:35:00+08:00,30,,,,False,,online,18.0
online_v3,000852.SH,2021-04-20,Shock,UpTrend,2021-04-20 13:25:00+08:00,2021-04-20 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2021-04-20,UpTrend,Range,2021-04-20 13:55:00+08:00,2021-04-20 14:00:00+08:00,35,,,,False,,online,23.0
online_v3,000852.SH,2021-04-20,Range,DownTrend,2021-04-20 14:10:00+08:00,2021-04-20 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2021-04-21,Shock,UpTrend,2021-04-21 10:45:00+08:00,2021-04-21 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000852.SH,2021-04-21,UpTrend,DownTrend,2021-04-21 14:25:00+08:00,2021-04-21 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2021-04-22,Range,DownTrend,2021-04-22 14:15:00+08:00,2021-04-22 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2021-04-23,DownTrend,Range,2021-04-23 14:20:00+08:00,2021-04-23 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2021-04-26,UpTrend,Shock,2021-04-26 13:25:00+08:00,2021-04-26 13:30:00+08:00,29,,,,False,,online,17.0
online_v3,000852.SH,2021-04-27,Shock,UpTrend,2021-04-27 13:35:00+08:00,2021-04-27 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2021-04-28,Shock,UpTrend,2021-04-28 14:25:00+08:00,2021-04-28 14:30:00+08:00,41,,,,False,,online,29.0
online_v3,000852.SH,2021-04-29,Shock,Range,2021-04-29 11:25:00+08:00,2021-04-29 11:30:00+08:00,23,,,,False,,online,11.0
online_v3,000852.SH,2021-04-30,Shock,DownTrend,2021-04-30 13:15:00+08:00,2021-04-30 13:20:00+08:00,27,,,,False,,online,15.0
online_v3,000852.SH,2021-05-06,Shock,DownTrend,2021-05-06 10:55:00+08:00,2021-05-06 11:00:00+08:00,17,,,,False,,online,5.0
online_v3,000852.SH,2021-05-06,DownTrend,Shock,2021-05-06 11:15:00+08:00,2021-05-06 11:20:00+08:00,21,,,,False,,online,9.0
online_v3,000852.SH,2021-05-07,Shock,Range,2021-05-07 11:30:00+08:00,2021-05-07 13:05:00+08:00,24,,,,False,,online,12.0
online_v3,000852.SH,2021-05-07,Range,DownTrend,2021-05-07 13:50:00+08:00,2021-05-07 13:55:00+08:00,34,,,,False,,online,22.0
online_v3,000852.SH,2021-05-10,Shock,Range,2021-05-10 11:20:00+08:00,2021-05-10 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2021-05-10,Range,DownTrend,2021-05-10 13:20:00+08:00,2021-05-10 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2021-05-10,DownTrend,Range,2021-05-10 14:15:00+08:00,2021-05-10 14:20:00+08:00,39,,,,False,,online,27.0
online_v3,000852.SH,2021-05-11,Shock,UpTrend,2021-05-11 11:20:00+08:00,2021-05-11 11:25:00+08:00,22,,,,False,,online,10.0
online_v3,000852.SH,2021-05-11,UpTrend,Shock,2021-05-11 13:45:00+08:00,2021-05-11 13:50:00+08:00,33,,,,False,,online,21.0
online_v3,000852.SH,2021-05-11,Shock,Range,2021-05-11 14:20:00+08:00,2021-05-11 14:25:00+08:00,40,,,,False,,online,28.0
online_v3,000852.SH,2021-05-13,Shock,Range,2021-05-13 13:10:00+08:00,2021-05-13 13:15:00+08:00,26,,,,True,159,online,14.0
online_v3,000852.SH,2021-05-13,Range,DownTrend,2021-05-13 13:40:00+08:00,2021-05-13 13:45:00+08:00,32,,,,False,,online,20.0
online_v3,000852.SH,2021-05-17,Shock,UpTrend,2021-05-17 10:45:00+08:00,2021-05-17 10:50:00+08:00,15,,,,False,,online,3.0
online_v3,000852.SH,2021-05-17,UpTrend,DownTrend,2021-05-17 13:35:00+08:00,2021-05-17 13:40:00+08:00,31,,,,False,,online,19.0
online_v3,000852.SH,2021-05-20,Shock,UpTrend,2021-05-20 13:05:00+08:00,2021-05-20 13:10:00+08:00,25,,,,False,,online,13.0
online_v3,000852.SH,2021-05-21,Range,UpTrend,2021-05-21 13:20:00+08:00,2021-05-21 13:25:00+08:00,28,,,,False,,online,16.0
online_v3,000852.SH,2021-05-21,UpTrend,DownTrend,2021-05-21 14:10:00+08:00,2021-05-21 14:15:00+08:00,38,,,,False,,online,26.0
online_v3,000852.SH,2021-05-24,Shock,UpTrend,2021-05-24 11:15:00+08:00,2021-05-24 11:20:00+08:00,21,,,,True,160,online,9.0
online_v3,000852.SH,2021-05-25,Range,UpTrend,2021-05-25 11:00:00+08:00,2021-05-25 11:05:00+08:00,18,,,,False,,online,6.0
online_v3,000852.SH,2021-05-26,UpTrend,DownTrend,2021-05-26 11:15:00+08:00,2021-05-26 11:20:00+08:00,21,,,,False,,online,9.0
