carrier,legacy_label,convention,scope,left_label,right_label,legacy_volume_raw,legacy_open,legacy_high,legacy_low,legacy_close,tick_rows,tick_volume_raw,tick_open_x10000,tick_high_x10000,tick_low_x10000,tick_close_x10000,left_exact_tick_rows,right_exact_tick_rows,volume_equal_without_unit_conversion,legacy_minus_tick_volume_raw,open_equal_declared_scale,high_equal_declared_scale,low_equal_declared_scale,close_equal_declared_scale,all_ohlc_equal_declared_scale,legacy_zero_nonflat
512100,2025-12-01T09:32:00+08:00,"(t,t+60s]",continuous_am,2025-12-01 09:32:00,2025-12-01 09:33:00,36203.0,2.971,2.976,2.97,2.976,236,2260745.0,29730,29810,29730,29800,0,0,False,-2224542.0,False,False,False,False,False,False
512100,2025-12-01T09:33:00+08:00,"[t-60s,t)",continuous_am,2025-12-01 09:32:00,2025-12-01 09:33:00,22802.0,2.974,2.981,2.974,2.98,236,2260745.0,29730,29810,29730,29800,0,0,False,-2237943.0,False,True,False,True,False,False
512100,2025-12-01T09:33:00+08:00,"(t-60s,t]",continuous_am,2025-12-01 09:32:00,2025-12-01 09:33:00,22802.0,2.974,2.981,2.974,2.98,236,2260745.0,29730,29810,29730,29800,0,0,False,-2237943.0,False,True,False,True,False,False
512100,2025-12-01T09:33:00+08:00,"[t,t+60s)",continuous_am,2025-12-01 09:33:00,2025-12-01 09:34:00,22802.0,2.974,2.981,2.974,2.98,181,2604300.0,29810,29830,29790,29790,0,0,False,-2581498.0,False,False,False,False,False,False
512100,2025-12-01T09:33:00+08:00,"(t,t+60s]",continuous_am,2025-12-01 09:33:00,2025-12-01 09:34:00,22802.0,2.974,2.981,2.974,2.98,181,2604300.0,29810,29830,29790,29790,0,0,False,-2581498.0,False,False,False,False,False,False
512100,2025-12-01T09:34:00+08:00,"[t-60s,t)",continuous_am,2025-12-01 09:33:00,2025-12-01 09:34:00,26043.0,2.982,2.983,2.979,2.979,181,2604300.0,29810,29830,29790,29790,0,0,False,-2578257.0,False,True,True,True,False,False
512100,2025-12-01T09:34:00+08:00,"(t-60s,t]",continuous_am,2025-12-01 09:33:00,2025-12-01 09:34:00,26043.0,2.982,2.983,2.979,2.979,181,2604300.0,29810,29830,29790,29790,0,0,False,-2578257.0,False,True,True,True,False,False
512100,2025-12-01T09:34:00+08:00,"[t,t+60s)",continuous_am,2025-12-01 09:34:00,2025-12-01 09:35:00,26043.0,2.982,2.983,2.979,2.979,116,2918700.0,29780,29800,29770,29790,0,0,False,-2892657.0,False,False,False,True,False,False
512100,2025-12-01T09:34:00+08:00,"(t,t+60s]",continuous_am,2025-12-01 09:34:00,2025-12-01 09:35:00,26043.0,2.982,2.983,2.979,2.979,116,2918700.0,29780,29800,29770,29790,0,0,False,-2892657.0,False,False,False,True,False,False
512100,2025-12-01T09:35:00+08:00,"[t-60s,t)",continuous_am,2025-12-01 09:34:00,2025-12-01 09:35:00,29184.0,2.978,2.979,2.977,2.978,116,2918700.0,29780,29800,29770,29790,0,0,False,-2889516.0,True,False,True,False,False,False
512100,2025-12-01T09:35:00+08:00,"(t-60s,t]",continuous_am,2025-12-01 09:34:00,2025-12-01 09:35:00,29184.0,2.978,2.979,2.977,2.978,116,2918700.0,29780,29800,29770,29790,0,0,False,-2889516.0,True,False,True,False,False,False
512100,2025-12-01T09:35:00+08:00,"[t,t+60s)",continuous_am,2025-12-01 09:35:00,2025-12-01 09:36:00,29184.0,2.978,2.979,2.977,2.978,130,1740300.0,29790,29790,29720,29740,0,0,False,-1711116.0,False,True,False,False,False,False
512100,2025-12-01T09:35:00+08:00,"(t,t+60s]",continuous_am,2025-12-01 09:35:00,2025-12-01 09:36:00,29184.0,2.978,2.979,2.977,2.978,130,1740300.0,29790,29790,29720,29740,0,0,False,-1711116.0,False,True,False,False,False,False
512100,2025-12-01T09:36:00+08:00,"[t-60s,t)",continuous_am,2025-12-01 09:35:00,2025-12-01 09:36:00,17344.0,2.979,2.979,2.973,2.974,130,1740300.0,29790,29790,29720,29740,0,0,False,-1722956.0,True,True,False,True,False,False
