layer,index_symbol,carrier,horizon,historical_pairs,historical_trading_days,spec,effect_bp_ASSUMED,target_positive_detection,family_size,required_trading_days_CONDITIONAL,expected_eligible_pairs_CONDITIONAL,equivalent_years_NOT_FORECAST,independent_equivalent_n_required_NOT_actual_count,critical_z,not_confirmatory_sample_size
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift0,4,0.8,28,16096,16721,66.4026402640264,5979.131387490276,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift0,4,0.9,28,19865,20636,81.9513201320132,7379.416391147527,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift0,6,0.8,28,7154,7432,29.513201320132012,2657.3917277734563,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift0,6,0.9,28,8829,9172,36.42326732673267,3279.74061828779,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,2,0.8,1,29996,31160,123.74587458745874,11938.270801715838,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,2,0.9,1,40156,41714,165.66006600660066,15981.95744887089,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,4,0.8,1,7499,7790,30.936468646864686,2984.5677004289596,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,4,0.9,1,10039,10429,41.415016501650165,3995.4893622177224,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,6,0.8,1,3333,3463,13.75,1326.474533523982,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,6,0.9,1,4462,4636,18.40759075907591,1775.7730498745432,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,2,0.8,7,47668,49517,196.65016501650163,18971.817024090502,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,2,0.9,7,60283,62621,248.69224422442244,23992.644346014764,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,4,0.8,7,11917,12380,49.16254125412541,4742.9542560226255,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,4,0.9,7,15071,15656,62.17409240924092,5998.161086503691,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,6,0.8,7,5297,5503,21.8523102310231,2107.979669343389,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,6,0.9,7,6699,6959,27.636138613861384,2665.849371779418,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,2,0.8,14,53895,55985,222.33910891089107,21450.332296952103,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,2,0.9,14,67262,69871,277.483498349835,26770.421956951064,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,4,0.8,14,13474,13997,55.585808580858085,5362.583074238026,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,4,0.9,14,16816,17469,69.37293729372936,6692.605489237766,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,6,0.8,14,5989,6222,24.707095709570957,2383.3702552169,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,6,0.9,14,7474,7764,30.833333333333332,2974.491328550118,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,2,0.8,28,60092,62423,247.9042904290429,23916.525549961105,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,2,0.9,28,74165,77042,305.9612211221122,29517.66556459011,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,4,0.8,28,15023,15606,61.976072607260726,5979.131387490276,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,4,0.9,28,18542,19262,76.49339933993399,7379.416391147527,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,6,0.8,28,6677,6936,27.545379537953796,2657.3917277734563,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L20_shift10,6,0.9,28,8241,8561,33.99752475247524,3279.74061828779,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,2,0.8,1,33117,34402,136.62128712871288,11938.270801715838,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,2,0.9,1,44334,46054,182.8960396039604,15981.95744887089,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,4,0.8,1,8280,8602,34.15841584158416,2984.5677004289596,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,4,0.9,1,11084,11514,45.726072607260726,3995.4893622177224,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,6,0.8,1,3680,3823,15.181518151815181,1326.474533523982,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,6,0.9,1,4926,5118,20.32178217821782,1775.7730498745432,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,2,0.8,7,52627,54668,217.10808580858085,18971.817024090502,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,2,0.9,7,66555,69136,274.5668316831683,23992.644346014764,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,4,0.8,7,13157,13668,54.278052805280524,4742.9542560226255,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,4,0.9,7,16639,17285,68.64273927392739,5998.161086503691,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,6,0.8,7,5848,6075,24.125412541254125,2107.979669343389,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,6,0.9,7,7395,7682,30.507425742574256,2665.849371779418,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,2,0.8,14,59503,61811,245.47442244224422,21450.332296952103,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,2,0.9,14,74260,77140,306.35313531353137,26770.421956951064,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,4,0.8,14,14876,15453,61.369636963696365,5362.583074238026,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,4,0.9,14,18565,19285,76.58828382838284,6692.605489237766,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,6,0.8,14,6612,6869,27.277227722772277,2383.3702552169,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,6,0.9,14,8252,8573,34.04290429042904,2974.491328550118,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,2,0.8,28,66344,68917,273.6963696369637,23916.525549961105,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,2,0.9,28,81881,85057,337.792904290429,29517.66556459011,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,4,0.8,28,16586,17230,68.42409240924093,5979.131387490276,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,4,0.9,28,20471,21265,84.4513201320132,7379.416391147527,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,6,0.8,28,7372,7658,30.41254125412541,2657.3917277734563,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift0,6,0.9,28,9098,9451,37.53300330033003,3279.74061828779,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,2,0.8,1,28975,30099,119.53382838283828,11938.270801715838,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,2,0.9,1,38789,40294,160.02062706270627,15981.95744887089,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,4,0.8,1,7244,7525,29.884488448844884,2984.5677004289596,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,4,0.9,1,9698,10075,40.008250825082506,3995.4893622177224,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,6,0.8,1,3220,3345,13.283828382838283,1326.474533523982,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,6,0.9,1,4310,4478,17.78052805280528,1775.7730498745432,1.959963984540054,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,2,0.8,7,46046,47832,189.95874587458746,18971.817024090502,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,2,0.9,7,58232,60491,240.23102310231022,23992.644346014764,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,4,0.8,7,11512,11959,47.49174917491749,4742.9542560226255,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,4,0.9,7,14558,15123,60.057755775577554,5998.161086503691,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,6,0.8,7,5117,5316,21.10973597359736,2107.979669343389,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,6,0.9,7,6471,6722,26.695544554455445,2665.849371779418,2.690109527158867,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,2,0.8,14,52061,54080,214.77310231023102,21450.332296952103,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,2,0.9,14,64974,67494,268.04455445544556,26770.421956951064,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,4,0.8,14,13016,13521,53.696369636963695,5362.583074238026,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,4,0.9,14,16244,16874,67.01320132013201,6692.605489237766,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,6,0.8,14,5785,6010,23.865511551155116,2383.3702552169,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,6,0.9,14,7220,7500,29.785478547854783,2974.491328550118,2.9137263183343394,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,2,0.8,28,58047,60298,239.46782178217822,23916.525549961105,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,2,0.9,28,71641,74420,295.5486798679868,29517.66556459011,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,4,0.8,28,14512,15075,59.867986798679866,5979.131387490276,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,4,0.9,28,17911,18606,73.89026402640263,7379.416391147527,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,6,0.8,28,6450,6701,26.60891089108911,2657.3917277734563,3.1237346303238454,True
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,30,1259,1212,L5_shift2,6,0.9,28,7961,8270,32.84240924092409,3279.74061828779,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,2,0.8,1,67732,72427,279.42244224422444,26917.975913731665,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,2,0.9,1,90673,96958,374.0635313531353,36035.532516246814,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,4,0.8,1,16933,18107,69.85561056105611,6729.493978432916,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,4,0.9,1,22669,24241,93.51897689768977,9008.883129061704,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,6,0.8,1,7526,8048,31.047854785478545,2990.886212636852,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,6,0.9,1,10075,10774,41.56353135313531,4003.9480573607575,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,2,0.8,7,107636,115096,444.042904290429,42776.95842020892,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,2,0.9,7,136121,145556,561.5552805280528,54097.73604062765,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,4,0.8,7,26909,28774,111.01072607260726,10694.23960505223,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,4,0.9,7,34031,36390,140.39191419141915,13524.434010156912,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,6,0.8,7,11960,12789,49.33993399339934,4752.995380023213,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,6,0.9,7,15125,16174,62.396864686468646,6010.85956006974,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,2,0.8,14,121698,130133,502.05445544554453,48365.42391280904,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,2,0.9,14,151881,162408,626.5717821782179,60360.96729637532,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,4,0.8,14,30425,32534,125.51567656765677,12091.35597820226,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,4,0.9,14,37971,40603,156.6460396039604,15090.24182409383,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,6,0.8,14,13522,14460,55.78382838283828,5373.935990312117,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,6,0.9,14,16876,18046,69.62046204620462,6706.774144041703,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,2,0.8,28,135689,145094,559.773102310231,53926.10616618552,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,2,0.9,28,167467,179074,690.8704620462046,66555.35159941463,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,4,0.8,28,33923,36275,139.94636963696368,13481.52654154638,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,4,0.9,28,41867,44769,172.71864686468646,16638.837899853657,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,6,0.8,28,15077,16122,62.198844884488445,5991.789574020614,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift0,6,0.9,28,18608,19898,76.76567656765677,7395.0390666016265,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,2,0.8,1,58816,62893,242.64026402640263,26917.975913731665,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,2,0.9,1,78738,84196,324.8267326732673,36035.532516246814,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,4,0.8,1,14704,15724,60.66006600660066,6729.493978432916,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,4,0.9,1,19685,21050,81.20874587458745,9008.883129061704,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,6,0.8,1,6536,6989,26.963696369636963,2990.886212636852,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,6,0.9,1,8749,9356,36.09323432343234,4003.9480573607575,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,2,0.8,7,93468,99946,385.5940594059406,42776.95842020892,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,2,0.9,7,118203,126396,487.63613861386136,54097.73604062765,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,4,0.8,7,23367,24987,96.39851485148515,10694.23960505223,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,4,0.9,7,29551,31600,121.91006600660066,13524.434010156912,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,6,0.8,7,10386,11106,42.84653465346535,4752.995380023213,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,6,0.9,7,13134,14045,54.18316831683168,6010.85956006974,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,2,0.8,14,105678,113003,435.96534653465346,48365.42391280904,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,2,0.9,14,131889,141030,544.0965346534654,60360.96729637532,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,4,0.8,14,26420,28252,108.99339933993399,12091.35597820226,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,4,0.9,14,32973,35259,136.02722772277227,15090.24182409383,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,6,0.8,14,11742,12556,48.44059405940594,5373.935990312117,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,6,0.9,14,14655,15671,60.45792079207921,6706.774144041703,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,2,0.8,28,117828,125995,486.08910891089107,53926.10616618552,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,2,0.9,28,145423,155502,599.9298679867986,66555.35159941463,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,4,0.8,28,29457,31499,121.52227722772277,13481.52654154638,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,4,0.9,28,36356,38876,149.98349834983497,16638.837899853657,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,6,0.8,28,13092,14000,54.009900990099005,5991.789574020614,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L20_shift10,6,0.9,28,16159,17279,66.66254125412541,7395.0390666016265,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,2,0.8,1,59940,64095,247.27722772277227,26917.975913731665,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,2,0.9,1,80243,85805,331.0354785478548,36035.532516246814,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,4,0.8,1,14985,16024,61.81930693069307,6729.493978432916,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,4,0.9,1,20061,21452,82.75990099009901,9008.883129061704,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,6,0.8,1,6660,7122,27.475247524752476,2990.886212636852,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,6,0.9,1,8916,9534,36.78217821782178,4003.9480573607575,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,2,0.8,7,95254,101856,392.96204620462044,42776.95842020892,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,2,0.9,7,120463,128812,496.9595709570957,54097.73604062765,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,4,0.8,7,23814,25465,98.24257425742574,10694.23960505223,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,4,0.9,7,30116,32204,124.24092409240924,13524.434010156912,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,6,0.8,7,10584,11318,43.663366336633665,4752.995380023213,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,6,0.9,7,13385,14313,55.21864686468647,6010.85956006974,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,2,0.8,14,107698,115163,444.2986798679868,48365.42391280904,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,2,0.9,14,134409,143725,554.4925742574258,60360.96729637532,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,4,0.8,14,26925,28792,111.07673267326733,12091.35597820226,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,4,0.9,14,33603,35932,138.62623762376236,15090.24182409383,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,6,0.8,14,11967,12797,49.368811881188115,5373.935990312117,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,6,0.9,14,14935,15971,61.61303630363036,6706.774144041703,2.9137263183343394,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,2,0.8,28,120080,128403,495.37953795379536,53926.10616618552,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,2,0.9,28,148203,158475,611.3985148514852,66555.35159941463,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,4,0.8,28,30020,32101,123.84488448844884,13481.52654154638,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,4,0.9,28,37051,39619,152.8506600660066,16638.837899853657,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,6,0.8,28,13343,14268,55.04537953795379,5991.789574020614,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift0,6,0.9,28,16467,17609,67.93316831683168,7395.0390666016265,3.1237346303238454,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift2,2,0.8,1,63351,67742,261.3490099009901,26917.975913731665,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift2,2,0.9,1,84808,90686,349.86798679867985,36035.532516246814,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift2,4,0.8,1,15838,16936,65.33828382838284,6729.493978432916,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift2,4,0.9,1,21202,22672,87.46699669966996,9008.883129061704,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift2,6,0.8,1,7039,7527,29.03877887788779,2990.886212636852,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift2,6,0.9,1,9424,10078,38.87788778877888,4003.9480573607575,1.959963984540054,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift2,2,0.8,7,100674,107652,415.3217821782178,42776.95842020892,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift2,2,0.9,7,127317,136141,525.2351485148515,54097.73604062765,2.690109527158867,True
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,L5_shift2,4,0.8,7,25169,26914,103.83250825082509,10694.23960505223,2.690109527158867,True
