layer,index_symbol,carrier,horizon,effect_bp_ASSUMED,family_size,target_power,budget_trading_days,prior_required_days_CONDITIONAL,required_variance_ratio,required_variance_reduction,required_information_multiplier,balanced_independent_controls_limit_ratio,infinite_controls_sufficient_in_balanced_model,measured_R_squared,real_matching_changed
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,2,14,0.8,486,247332.58196279037,0.0019649655380750267,0.998035034461925,508.9147777012147,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,4,1,0.8,243,34413.49183642862,0.00706118405987418,0.9929388159401258,141.61930796884207,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,4,1,0.8,486,34413.49183642862,0.01412236811974836,0.9858776318802517,70.80965398442103,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,4,14,0.8,243,61833.14549069759,0.0039299310761500535,0.99607006892385,254.45738885060734,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,4,14,0.8,486,61833.14549069759,0.007859862152300107,0.9921401378476999,127.22869442530367,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,6,1,0.8,243,15294.885260634943,0.015887664134716904,0.9841123358652831,62.9419146528187,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,6,1,0.8,486,15294.885260634943,0.03177532826943381,0.9682246717305661,31.47095732640935,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,6,14,0.8,243,27481.3979958656,0.00884234492133762,0.9911576550786624,113.09217282249217,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,6,14,0.8,486,27481.3979958656,0.01768468984267524,0.9823153101573248,56.54608641124609,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,2,1,0.8,243,134796.45827931902,0.0018027179875636388,0.9981972820124364,554.7179353058397,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,2,1,0.8,486,134796.45827931902,0.0036054359751272777,0.9963945640248727,277.35896765291983,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,2,14,0.8,243,242198.29408862637,0.0010033101220402497,0.9989966898779598,996.700798718627,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,2,14,0.8,486,242198.29408862637,0.0020066202440804995,0.9979933797559195,498.3503993593135,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,4,1,0.8,243,33699.114569829755,0.007210871950254555,0.9927891280497454,138.67948382645992,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,4,1,0.8,486,33699.114569829755,0.01442174390050911,0.9855782560994909,69.33974191322996,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,4,14,0.8,243,60549.57352215659,0.004013240488160999,0.995986759511839,249.17519967965674,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,4,14,0.8,486,60549.57352215659,0.008026480976321998,0.991973519023678,124.58759983982837,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,6,1,0.8,243,14977.38425325767,0.01622446188807275,0.9837755381119273,61.63532614509329,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,6,1,0.8,486,14977.38425325767,0.0324489237761455,0.9675510762238545,30.817663072546644,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,6,14,0.8,243,26910.921565402932,0.009029791098362246,0.9909702089016378,110.74453319095858,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,6,14,0.8,486,26910.921565402932,0.018059582196724492,0.9819404178032755,55.37226659547929,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,2,1,0.8,243,839.5611522523692,0.28943692707562896,0.710563072924371,3.45498416564761,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,2,1,0.8,486,839.5611522523692,0.5788738541512579,0.4211261458487421,1.727492082823805,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,2,14,0.8,243,1508.498676109523,0.16108731406162483,0.8389126859383752,6.2078134819321935,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,2,14,0.8,486,1508.498676109523,0.32217462812324965,0.6778253718767504,3.1039067409660968,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,4,1,0.8,243,209.8902880630923,1.1577477083025158,0.0,0.8637460414119025,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,4,1,0.8,486,209.8902880630923,2.3154954166050317,0.0,0.43187302070595124,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,4,14,0.8,243,377.1246690273808,0.6443492562464993,0.3556507437535007,1.5519533704830484,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,4,14,0.8,486,377.1246690273808,1.2886985124929986,0.0,0.7759766852415242,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,6,1,0.8,243,93.28457247248546,2.6049323436806606,0.0,0.3838871295164011,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,6,1,0.8,486,93.28457247248546,5.209864687361321,0.0,0.19194356475820054,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,6,14,0.8,243,167.61096401216923,1.4497858265546233,0.0,0.6897570535480215,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,6,14,0.8,486,167.61096401216923,2.8995716531092466,0.0,0.34487852677401076,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,2,1,0.8,243,785.6887148894566,0.30928279278414883,0.6907172072158512,3.233286892549204,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,2,1,0.8,486,785.6887148894566,0.6185655855682977,0.38143441443170234,1.616643446274602,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,2,14,0.8,243,1411.702272151663,0.17213261237415778,0.8278673876258422,5.809474370994498,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,2,14,0.8,486,1411.702272151663,0.34426522474831556,0.6557347752516844,2.904737185497249,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,4,1,0.8,243,196.42217872236415,1.2371311711365953,0.0,0.808321723137301,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,4,1,0.8,486,196.42217872236415,2.4742623422731906,0.0,0.4041608615686505,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,4,14,0.8,243,352.92556803791575,0.6885304494966311,0.3114695505033689,1.4523685927486245,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,4,14,0.8,486,352.92556803791575,1.3770608989932622,0.0,0.7261842963743123,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,6,1,0.8,243,87.29874609882852,2.7835451350573392,0.0,0.3592540991721338,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,6,1,0.8,486,87.29874609882852,5.5670902701146785,0.0,0.1796270495860669,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,6,14,0.8,243,156.85580801685146,1.54919351136742,0.0,0.645497152332722,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,6,14,0.8,486,156.85580801685146,3.09838702273484,0.0,0.322748576166361,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,2,1,0.8,243,2228.082139655051,0.10906240648633402,0.890937593513666,9.169062303107205,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,2,1,0.8,486,2228.082139655051,0.21812481297266803,0.7818751870273319,4.584531151553603,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,2,14,0.8,243,4003.3521666836195,0.06069913159833286,0.9393008684016672,16.474700274418186,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,2,14,0.8,486,4003.3521666836195,0.12139826319666572,0.8786017368033343,8.237350137209093,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,4,1,0.8,243,557.0205349137627,0.43624962594533606,0.5637503740546639,2.2922655757768013,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,4,1,0.8,486,557.0205349137627,0.8724992518906721,0.12750074810932788,1.1461327878884007,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,4,14,0.8,243,1000.8380416709049,0.24279652639333144,0.7572034736066686,4.118675068604547,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,4,14,0.8,486,1000.8380416709049,0.48559305278666287,0.5144069472133371,2.0593375343022733,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,6,1,0.8,243,247.56468218389455,0.9815616583770062,0.018438341622993848,1.018784700345245,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,6,1,0.8,486,247.56468218389455,1.9631233167540123,0.0,0.5093923501726225,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,6,14,0.8,243,444.81690740929105,0.5462921843849957,0.4537078156150043,1.830522252713132,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,6,14,0.8,486,444.81690740929105,1.0925843687699914,0.0,0.915261126356566,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,2,1,0.8,243,2222.3166577408874,0.109345353261683,0.890654646738317,9.145336040085956,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,2,1,0.8,486,2222.3166577408874,0.218690706523366,0.781309293476634,4.572668020042978,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,2,14,0.8,243,3992.992919103718,0.060856606791715694,0.9391433932082843,16.432069625941228,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,2,14,0.8,486,3992.992919103718,0.12171321358343139,0.8782867864165687,8.216034812970614,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,4,1,0.8,243,555.5791644352219,0.437381413046732,0.562618586953268,2.286334010021489,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,4,1,0.8,486,555.5791644352219,0.874762826093464,0.125237173906536,1.1431670050107445,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,4,14,0.8,243,998.2482297759295,0.24342642716686277,0.7565735728331372,4.108017406485307,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,4,14,0.8,486,998.2482297759295,0.48685285433372555,0.5131471456662744,2.0540087032426535,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,6,1,0.8,243,246.9240730823208,0.984108179355147,0.01589182064485295,1.0161484488984396,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,6,1,0.8,486,246.9240730823208,1.968216358710294,0.0,0.5080742244492198,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,6,14,0.8,243,443.66587990041313,0.5477094611254413,0.4522905388745587,1.8257855139934696,0.5,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,6,14,0.8,486,443.66587990041313,1.0954189222508826,0.0,0.9128927569967348,0.5,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,2,1,0.8,243,19756.94132082912,0.012299474703800065,0.9877005252961999,81.30428527090173,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,2,1,0.8,486,19756.94132082912,0.02459894940760013,0.9754010505923999,40.652142635450865,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,2,14,0.8,243,35498.68850707076,0.0068453233124823295,0.9931546766875177,146.08513788918006,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,2,14,0.8,486,35498.68850707076,0.013690646624964659,0.9863093533750353,73.04256894459003,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,4,1,0.8,243,4939.23533020728,0.04919789881520026,0.9508021011847998,20.326071317725432,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,4,1,0.8,486,4939.23533020728,0.09839579763040052,0.9016042023695995,10.163035658862716,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,4,14,0.8,243,8874.67212676769,0.027381293249929318,0.9726187067500707,36.521284472295015,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,4,14,0.8,486,8874.67212676769,0.054762586499858636,0.9452374135001413,18.260642236147508,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,6,1,0.8,243,2195.215702314347,0.11069527233420058,0.8893047276657994,9.033809474544636,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,6,1,0.8,486,2195.215702314347,0.22139054466840116,0.7786094553315989,4.516904737272318,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,6,14,0.8,243,3944.298723007862,0.06160790981234097,0.938392090187659,16.231681987686674,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,15,6,14,0.8,486,3944.298723007862,0.12321581962468194,0.876784180375318,8.115840993843337,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,2,1,0.8,243,19329.023274909025,0.012571768192521033,0.987428231807479,79.54330565806183,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,2,1,0.8,486,19329.023274909025,0.025143536385042065,0.9748564636149579,39.77165282903091,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,2,14,0.8,243,34729.818003686865,0.006996869375307509,0.9930031306246925,142.92106174356735,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,2,14,0.8,486,34729.818003686865,0.013993738750615018,0.986006261249385,71.46053087178367,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,4,1,0.8,243,4832.255818727256,0.05028707277008413,0.9497129272299158,19.885826414515456,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,4,1,0.8,486,4832.255818727256,0.10057414554016826,0.8994258544598317,9.942913207257728,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,4,14,0.8,243,8682.454500921716,0.027987477501230037,0.97201252249877,35.73026543589184,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,4,14,0.8,486,8682.454500921716,0.055974955002460074,0.9440250449975399,17.86513271794592,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,6,1,0.8,243,2147.6692527676696,0.11314591373268928,0.8868540862673107,8.838145073117982,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,6,1,0.8,486,2147.6692527676696,0.22629182746537857,0.7737081725346214,4.419072536558991,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,6,14,0.8,243,3858.868667076319,0.06297182437776758,0.9370281756222324,15.880117971507484,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,15,6,14,0.8,486,3858.868667076319,0.12594364875553515,0.8740563512444648,7.940058985753742,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,2,1,0.8,243,28713.54685511657,0.008462904329657866,0.9915370956703421,118.16274425973897,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,2,1,0.8,486,28713.54685511657,0.01692580865931573,0.9830741913406843,59.081372129869486,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,2,14,0.8,243,51591.65273565679,0.004710064266502055,0.995289935733498,212.31132813027483,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,2,14,0.8,486,51591.65273565679,0.00942012853300411,0.9905798714669959,106.15566406513742,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,4,1,0.8,243,7178.386713779142,0.03385161731863146,0.9661483826813685,29.540686064934743,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,4,1,0.8,486,7178.386713779142,0.06770323463726292,0.9322967653627371,14.770343032467371,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,4,14,0.8,243,12897.913183914197,0.01884025706600822,0.9811597429339918,53.07783203256871,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,4,14,0.8,486,12897.913183914197,0.03768051413201644,0.9623194858679835,26.538916016284354,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,6,1,0.8,243,3190.394095012952,0.07616613896692079,0.9238338610330792,13.129193806637664,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,6,1,0.8,486,3190.394095012952,0.15233227793384158,0.8476677220661584,6.564596903318832,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,6,14,0.8,243,5732.405859517421,0.04239057839851849,0.9576094216014815,23.590147570030542,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,30,6,14,0.8,486,5732.405859517421,0.08478115679703697,0.915218843202963,11.795073785015271,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,2,1,0.8,243,32504.69389041314,0.007475843360323718,0.9925241566396763,133.76417238853145,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,2,1,0.8,486,32504.69389041314,0.014951686720647436,0.9850483132793526,66.88208619426572,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,2,14,0.8,243,58403.47373087397,0.004160711417950168,0.9958392885820498,240.34351329577765,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,2,14,0.8,486,58403.47373087397,0.008321422835900335,0.9916785771640997,120.17175664788883,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,4,1,0.8,243,8126.173472603285,0.029903373441294873,0.9700966265587051,33.44104309713286,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,4,1,0.8,486,8126.173472603285,0.059806746882589745,0.9401932531174102,16.72052154856643,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,4,14,0.8,243,14600.868432718493,0.01664284567180067,0.9833571543281994,60.085878323944414,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,4,14,0.8,486,14600.868432718493,0.03328569134360134,0.9667143086563986,30.042939161972207,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,6,1,0.8,243,3611.632654490349,0.06728259024291346,0.9327174097570865,14.86268582094794,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,6,1,0.8,486,3611.632654490349,0.1345651804858269,0.8654348195141731,7.43134291047397,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,6,14,0.8,243,6489.2748589859975,0.037446402761551506,0.9625535972384485,26.704834810641962,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,30,6,14,0.8,486,6489.2748589859975,0.07489280552310301,0.9251071944768969,13.352417405320981,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,2,1,0.8,243,81553.4653920625,0.0029796403970302763,0.9970203596029698,335.6109686916152,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,2,1,0.8,486,81553.4653920625,0.0059592807940605525,0.9940407192059394,167.8054843458076,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,2,14,0.8,243,146532.85736961983,0.0016583311372073222,0.9983416688627926,603.0158739490528,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,2,14,0.8,486,146532.85736961983,0.0033166622744146444,0.9966833377255854,301.5079369745264,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,4,1,0.8,243,20388.366348015625,0.011918561588121105,0.9880814384118789,83.9027421729038,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,4,1,0.8,486,20388.366348015625,0.02383712317624221,0.9761628768237578,41.9513710864519,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,4,14,0.8,243,36633.21434240496,0.006633324548829289,0.9933666754511707,150.7539684872632,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,4,14,0.8,486,36633.21434240496,0.013266649097658578,0.9867333509023414,75.3769842436316,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,6,1,0.8,243,9061.496154673612,0.026816763573272482,0.9731832364267275,37.2901076324017,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,6,1,0.8,486,9061.496154673612,0.053633527146544964,0.946366472853455,18.64505381620085,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,6,14,0.8,243,16281.428596624426,0.0149249802348659,0.9850750197651341,67.00176377211697,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,60,6,14,0.8,486,16281.428596624426,0.0298499604697318,0.9701500395302682,33.50088188605849,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,2,1,0.8,243,85262.76464133948,0.0028500131449195575,0.9971499868550805,350.8755746557181,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,2,1,0.8,486,85262.76464133948,0.005700026289839115,0.9942999737101609,175.43778732785904,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,2,14,0.8,243,153197.6166808587,0.0015861865560625377,0.9984138134439374,630.4428669994185,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,2,14,0.8,486,153197.6166808587,0.0031723731121250753,0.996827626887875,315.22143349970924,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,4,1,0.8,243,21315.69116033487,0.01140005257967823,0.9885999474203218,87.71889366392952,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,4,1,0.8,486,21315.69116033487,0.02280010515935646,0.9771998948406435,43.85944683196476,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,4,14,0.8,243,38299.40417021467,0.006344746224250151,0.9936552537757498,157.61071674985462,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,4,14,0.8,486,38299.40417021467,0.012689492448500301,0.9873105075514997,78.80535837492731,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,6,1,0.8,243,9473.640515704386,0.02565011830427602,0.974349881695724,38.98617496174644,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,6,1,0.8,486,9473.640515704386,0.05130023660855204,0.948699763391448,19.49308748087322,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,6,14,0.8,243,17021.957408984294,0.014275679004562843,0.9857243209954372,70.0492074443798,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,60,6,14,0.8,486,17021.957408984294,0.028551358009125685,0.9714486419908743,35.0246037221899,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,2,1,0.8,243,109273.16820212707,0.0022237847039495817,0.9977762152960504,449.6838197618398,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,2,1,0.8,486,109273.16820212707,0.004447569407899163,0.9955524305921009,224.8419098809199,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,2,14,0.8,243,196338.8004851993,0.0012376565375742845,0.9987623434624258,807.9786028197501,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,2,14,0.8,486,196338.8004851993,0.002475313075148569,0.9975246869248514,403.98930140987505,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,4,1,0.8,243,27318.292050531767,0.008895138815798327,0.9911048611842017,112.42095494045995,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,4,1,0.8,486,27318.292050531767,0.017790277631596654,0.9822097223684033,56.210477470229975,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,4,14,0.8,243,49084.70012129982,0.004950626150297138,0.9950493738497028,201.99465070493753,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,4,14,0.8,486,49084.70012129982,0.009901252300594276,0.9900987476994058,100.99732535246876,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,6,1,0.8,243,12141.463133569674,0.020014062335546236,0.9799859376644537,49.96486886242664,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,6,1,0.8,486,12141.463133569674,0.04002812467109247,0.9599718753289075,24.98243443121332,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,6,14,0.8,243,21815.422276133253,0.011138908838168562,0.9888610911618314,89.77540031330557,0.5,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,120,6,14,0.8,486,21815.422276133253,0.022277817676337124,0.9777221823236629,44.887700156652784,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,120,2,1,0.8,243,118125.46018966244,0.00205713484298676,0.9979428651570132,486.1130048957302,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,120,2,1,0.8,486,118125.46018966244,0.00411426968597352,0.9958857303140265,243.0565024478651,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,120,2,14,0.8,243,212244.33721460478,0.001144906870963052,0.998855093129037,873.4334864798551,0.5,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,120,2,14,0.8,486,212244.33721460478,0.002289813741926104,0.997710186258074,436.71674323992755,0.5,False,False,False
