symbol,cell,event_day,control_day,event_entry_idx,control_entry_idx,side,parent_direction,horizon,event_signed_return,control_signed_return,incremental_return,match_distance
000852.SH,R1_A,2024-11-22,2024-05-15,576614,545655,SHORT,-1,240,0.017458133687556332,0.004999519276992492,0.01245861441056384,0.37465906738319077
000852.SH,R1_A,2024-11-25,2024-05-31,576644,548327,SHORT,-1,1,0.0026602300569600335,-0.001450001121134692,0.004110231178094725,0.5006487440603464
000852.SH,R1_A,2024-11-25,2024-05-31,576644,548327,SHORT,-1,5,0.007676285736501698,-0.0004970364667806759,0.008173322203282374,0.5006487440603464
000852.SH,R1_A,2024-11-25,2024-05-31,576644,548327,SHORT,-1,15,0.005477625446887346,-0.002292720844887075,0.0077703462917744215,0.5006487440603464
000852.SH,R1_A,2024-11-25,2024-05-31,576644,548327,SHORT,-1,30,0.007939330872730799,-0.002046071169642616,0.009985402042373415,0.5006487440603464
000852.SH,R1_A,2024-11-25,2024-05-31,576644,548327,SHORT,-1,60,-0.0013218431688502008,-0.0006876293976514347,-0.0006342137711987661,0.5006487440603464
000852.SH,R1_A,2024-11-25,2024-05-31,576644,548327,SHORT,-1,120,0.006862334748924281,-0.0028663681956455633,0.009728702944569845,0.5006487440603464
000852.SH,R1_A,2024-11-25,2024-05-31,576644,548327,SHORT,-1,240,0.0011928021586244952,0.005951357694348847,-0.004758555535724351,0.5006487440603464
000852.SH,R1_A,2024-11-25,2024-08-06,576653,559364,SHORT,-1,1,0.0008090021084097287,0.0036018074371317876,-0.002792805328722059,1.1578495735026133
000852.SH,R1_A,2024-11-25,2024-08-06,576653,559364,SHORT,-1,5,0.0004753929915397581,0.004008565093870486,-0.0035331721023307283,1.1578495735026133
000852.SH,R1_A,2024-11-25,2024-08-06,576653,559364,SHORT,-1,15,0.006590448103765856,0.002569106650593178,0.004021341453172678,1.1578495735026133
000852.SH,R1_A,2024-11-25,2024-08-06,576653,559364,SHORT,-1,30,-0.005854840001067618,0.003631313173890094,-0.009486153174957712,1.1578495735026133
000852.SH,R1_A,2024-11-25,2024-08-06,576653,559364,SHORT,-1,60,-0.008330219648242432,0.0029126377285639826,-0.011242857376806414,1.1578495735026133
000852.SH,R1_A,2024-11-25,2024-08-06,576653,559364,SHORT,-1,120,-0.00495409538551872,0.005034943222532284,-0.009989038608051004,1.1578495735026133
000852.SH,R1_A,2024-11-25,2024-08-06,576653,559364,SHORT,-1,240,-0.01282893858923373,0.0008556663659892161,-0.013684604955222945,1.1578495735026133
000852.SH,R1_A,2024-11-25,2024-09-26,576749,567872,LONG,1,1,0.00012600785559513383,0.00041320037463488113,-0.0002871925190397473,0.2923301393812476
000852.SH,R1_A,2024-11-25,2024-09-26,576749,567872,LONG,1,5,-0.0011125167250558565,-8.264007492708725e-05,-0.0010298766501287693,0.2923301393812476
000852.SH,R1_A,2024-11-25,2024-09-26,576749,567872,LONG,1,15,-0.004685502630414007,0.0018519852688767546,-0.0065374878992907615,0.2923301393812476
000852.SH,R1_A,2024-11-25,2024-09-26,576749,567872,LONG,1,30,-0.0019000658225245548,0.008122036081928075,-0.01002210190445263,0.2923301393812476
000852.SH,R1_A,2024-11-25,2024-09-26,576749,567872,LONG,1,60,-0.011348996994049454,0.014673910740243157,-0.02602290773429261,0.2923301393812476
000852.SH,R1_A,2024-11-25,2024-09-26,576749,567872,LONG,1,120,0.002443889199303051,0.030905269046418216,-0.028461379847115165,0.2923301393812476
000852.SH,R1_A,2024-11-25,2024-09-26,576749,567872,LONG,1,240,0.003241386285371295,0.08057831100638646,-0.07733692472101517,0.2923301393812476
000852.SH,R1_A,2024-11-25,2024-04-08,576836,539860,SHORT,-1,1,0.00022022506665597685,-0.0006673955166507373,0.0008876205833067141,0.3742714916342296
000852.SH,R1_A,2024-11-25,2024-04-08,576836,539860,SHORT,-1,5,-0.0011818184874741178,-0.0003908504130660795,-0.0007909680744080383,0.3742714916342296
000852.SH,R1_A,2024-11-25,2024-04-08,576836,539860,SHORT,-1,15,-0.0062116917655998805,0.0023580079165644863,-0.008569699682164367,0.3742714916342296
000852.SH,R1_A,2024-11-25,2024-04-08,576836,539860,SHORT,-1,30,-0.015639341947327523,0.0005641520113124354,-0.01620349395863996,0.3742714916342296
000852.SH,R1_A,2024-11-25,2024-04-08,576836,539860,SHORT,-1,60,-0.022745382838583517,0.004454219801735548,-0.027199602640319065,0.3742714916342296
000852.SH,R1_A,2024-11-25,2024-04-08,576836,539860,SHORT,-1,120,-0.013911163561661333,0.0011485839968878864,-0.015059747558549219,0.3742714916342296
000852.SH,R1_A,2024-11-25,2024-04-08,576836,539860,SHORT,-1,240,-0.013704387354037673,-0.002872381809231772,-0.0108320055448059,0.3742714916342296
000852.SH,R1_A,2024-11-26,2024-07-02,576914,553398,LONG,1,1,0.0006886348884180826,0.0002516090806530258,0.00043702580776505684,0.7079914306534998
000852.SH,R1_A,2024-11-26,2024-07-02,576914,553398,LONG,1,5,-0.002128507836928528,0.0017186523492984662,-0.0038471601862269944,0.7079914306534998
000852.SH,R1_A,2024-11-26,2024-07-02,576914,553398,LONG,1,15,-0.006774322155921442,0.003914144488543769,-0.010688466644465211,0.7079914306534998
000852.SH,R1_A,2024-11-26,2024-07-02,576914,553398,LONG,1,30,-0.007116992148244239,0.001067309487285728,-0.008184301635529967,0.7079914306534998
000852.SH,R1_A,2024-11-26,2024-07-02,576914,553398,LONG,1,60,-0.005617810931831668,-0.0003530643551096224,-0.005264746576722046,0.7079914306534998
000852.SH,R1_A,2024-11-26,2024-07-02,576914,553398,LONG,1,120,-0.006092277075048003,-0.004916522600176831,-0.0011757544748711712,0.7079914306534998
000852.SH,R1_A,2024-11-26,2024-07-02,576914,553398,LONG,1,240,-0.03237901937073928,-0.00966868765573381,-0.022710331715005472,0.7079914306534998
000852.SH,R1_A,2024-11-27,2024-01-04,577138,525546,SHORT,-1,1,0.0007473905175041651,0.001114175380863447,-0.00036678486335928184,0.7345243535987812
000852.SH,R1_A,2024-11-27,2024-01-04,577138,525546,SHORT,-1,5,0.000808679944907631,0.0012349064592851455,-0.0004262265143775146,0.7345243535987812
000852.SH,R1_A,2024-11-27,2024-01-04,577138,525546,SHORT,-1,15,0.0015015909713864684,0.0025388021062399124,-0.001037211134853444,0.7345243535987812
000852.SH,R1_A,2024-11-27,2024-01-04,577138,525546,SHORT,-1,30,-0.006762266823522101,0.0021748841412830844,-0.008937150964805185,0.7345243535987812
000852.SH,R1_A,2024-11-27,2024-01-04,577138,525546,SHORT,-1,60,-0.012247670576137626,0.004425656389002386,-0.016673326965140012,0.7345243535987812
000852.SH,R1_A,2024-11-27,2024-01-04,577138,525546,SHORT,-1,120,-0.01867795300122399,0.0028389050726025378,-0.021516858073826528,0.7345243535987812
000852.SH,R1_A,2024-11-27,2024-01-04,577138,525546,SHORT,-1,240,-0.04530820920805523,0.0038030289702846165,-0.049111238178339844,0.7345243535987812
000852.SH,R1_A,2024-11-27,2024-07-18,577174,556274,SHORT,-1,1,8.820376426521559e-05,0.0018561962901300078,-0.0017679925258647922,2.2558161483087997
000852.SH,R1_A,2024-11-27,2024-07-18,577174,556274,SHORT,-1,5,-0.00584349938257378,0.0033970704471687485,-0.009240569829742529,2.2558161483087997
000852.SH,R1_A,2024-11-27,2024-07-18,577174,556274,SHORT,-1,15,-0.00510224851749852,0.0062475825303129895,-0.01134983104781151,2.2558161483087997
000852.SH,R1_A,2024-11-27,2024-07-18,577174,556274,SHORT,-1,30,-0.013586772149322357,-0.00017658039453105623,-0.0134101917547913,2.2558161483087997
000852.SH,R1_A,2024-11-27,2024-07-18,577174,556274,SHORT,-1,60,-0.014541747520117276,0.0042148058456519255,-0.018756553365769202,2.2558161483087997
000852.SH,R1_A,2024-11-27,2024-07-18,577174,556274,SHORT,-1,120,-0.015549305904224209,-0.013104787851268895,-0.0024445180529553134,2.2558161483087997
000852.SH,R1_A,2024-11-27,2024-07-18,577174,556274,SHORT,-1,240,-0.04088414096318527,-0.006010039856717553,-0.034874101106467714,2.2558161483087997
000852.SH,R1_A,2024-11-28,2024-10-09,577399,568752,LONG,1,1,-4.887848320289656e-05,-0.003563947593126282,0.0035150691099233855,1.807265995857379
000852.SH,R1_A,2024-11-28,2024-10-09,577399,568752,LONG,1,5,-0.0022581859239743096,-0.0051032660902976534,0.002845080166323344,1.807265995857379
000852.SH,R1_A,2024-11-28,2024-10-09,577399,568752,LONG,1,15,-0.00019551393281158624,-0.00409095154232042,0.003895437609508834,1.807265995857379
000852.SH,R1_A,2024-11-28,2024-10-09,577399,568752,LONG,1,30,0.002711126534988173,-0.013578690361831569,0.016289816896819742,1.807265995857379
000852.SH,R1_A,2024-11-28,2024-10-09,577399,568752,LONG,1,60,0.00022647030550682068,-0.021465404525563003,0.021691874831069824,1.807265995857379
000852.SH,R1_A,2024-11-28,2024-10-09,577399,568752,LONG,1,120,0.0020626719911627234,-0.0023731855053900075,0.004435857496552731,1.807265995857379
000852.SH,R1_A,2024-11-28,2024-10-09,577399,568752,LONG,1,240,-0.012799645468068555,-0.04823920642544566,0.0354395609573771,1.807265995857379
000852.SH,R1_A,2024-11-28,2024-07-03,577483,553721,LONG,1,1,0.0003410140354198621,0.0012606655987446036,-0.0009196515633247415,0.533916128536199
000852.SH,R1_A,2024-11-28,2024-07-03,577483,553721,LONG,1,5,-0.0005368115677182317,-0.0005291935009317239,-7.618066786507782e-06,0.533916128536199
000852.SH,R1_A,2024-11-28,2024-07-03,577483,553721,LONG,1,15,0.0008435610349857292,0.0014895060315800457,-0.0006459449965943165,0.533916128536199
000852.SH,R1_A,2024-11-28,2024-07-03,577483,553721,LONG,1,30,0.0012025231775327772,-0.0009480532217462923,0.0021505763992790694,0.533916128536199
000852.SH,R1_A,2024-11-28,2024-07-03,577483,553721,LONG,1,60,0.0007489255610415579,-0.003081172970675672,0.00383009853171723,0.533916128536199
000852.SH,R1_A,2024-11-28,2024-07-03,577483,553721,LONG,1,120,-0.00603382728699664,-0.0031281669881328966,-0.0029056602988637437,0.533916128536199
000852.SH,R1_A,2024-11-28,2024-07-03,577483,553721,LONG,1,240,0.01677658522577108,-0.017733090326587986,0.034509675552359065,0.533916128536199
000852.SH,R1_A,2024-11-29,2024-08-07,577622,559609,SHORT,-1,1,0.0019549057456157426,0.0008486215719181178,0.0011062841736976248,0.3562821955473206
000852.SH,R1_A,2024-11-29,2024-08-07,577622,559609,SHORT,-1,5,0.003996878721918784,0.0009734811049434411,0.003023397616975343,0.3562821955473206
000852.SH,R1_A,2024-11-29,2024-08-07,577622,559609,SHORT,-1,15,0.0032806275411721986,-0.003584949982117447,0.0068655775232896454,0.3562821955473206
000852.SH,R1_A,2024-11-29,2024-08-07,577622,559609,SHORT,-1,30,0.0013076512382438343,-0.0012782230160561792,0.0025858742543000135,0.3562821955473206
000852.SH,R1_A,2024-11-29,2024-08-07,577622,559609,SHORT,-1,60,0.002032116308677945,-0.007000598902505928,0.009032715211183873,0.3562821955473206
000852.SH,R1_A,2024-11-29,2024-08-07,577622,559609,SHORT,-1,120,-0.020293235861842396,-0.006393231343551964,-0.013900004518290432,0.3562821955473206
000852.SH,R1_A,2024-11-29,2024-08-07,577622,559609,SHORT,-1,240,-0.026693498706312324,0.0014073150756247488,-0.028100813781937073,0.3562821955473206
000852.SH,R1_A,2024-11-29,2024-08-12,577670,560408,SHORT,-1,1,-0.0004087404531085692,0.0011289711026001292,-0.0015377115557086984,0.18651318673909462
000852.SH,R1_A,2024-11-29,2024-08-12,577670,560408,SHORT,-1,5,0.001562443344947373,0.002277113412602616,-0.0007146700676552431,0.18651318673909462
000852.SH,R1_A,2024-11-29,2024-08-12,577670,560408,SHORT,-1,15,-0.0034347383237027795,0.0024986473648109797,-0.005933385688513759,0.18651318673909462
000852.SH,R1_A,2024-11-29,2024-08-12,577670,560408,SHORT,-1,30,-0.012250676564338647,0.001991675435718987,-0.014242352000057634,0.18651318673909462
000852.SH,R1_A,2024-11-29,2024-08-12,577670,560408,SHORT,-1,60,-0.026563185011092116,0.001352635188964224,-0.02791582020005634,0.18651318673909462
000852.SH,R1_A,2024-11-29,2024-08-12,577670,560408,SHORT,-1,120,-0.026719758974984353,0.0059111222824813625,-0.032630881257465716,0.18651318673909462
000852.SH,R1_A,2024-11-29,2024-08-12,577670,560408,SHORT,-1,240,-0.03741293663534084,0.003214372441176394,-0.04062730907651724,0.18651318673909462
000852.SH,R1_A,2024-11-29,2024-09-04,577763,564550,LONG,1,1,0.0002491088332383651,0.00014909599589563172,0.00010001283734273336,0.9714974420507749
000852.SH,R1_A,2024-11-29,2024-09-04,577763,564550,LONG,1,5,-3.2143075257007325e-06,-0.00019952552391888645,0.00019631121639318572,0.9714974420507749
000852.SH,R1_A,2024-11-29,2024-09-04,577763,564550,LONG,1,15,-0.0009289348749152992,0.00045825092856111027,-0.0013871858034764095,0.9714974420507749
000852.SH,R1_A,2024-11-29,2024-09-04,577763,564550,LONG,1,30,-0.00433931515963859,-0.0003223104617150474,-0.004017004697923543,0.9714974420507749
000852.SH,R1_A,2024-11-29,2024-09-04,577763,564550,LONG,1,60,-0.005419322488259826,-0.002881060861862461,-0.0025382616263973645,0.9714974420507749
000852.SH,R1_A,2024-11-29,2024-09-04,577763,564550,LONG,1,120,0.009675065652231085,0.0034664819045697737,0.0062085837476613115,0.9714974420507749
000852.SH,R1_A,2024-11-29,2024-09-04,577763,564550,LONG,1,240,0.015155459983478448,0.003624348253165044,0.011531111730313404,0.9714974420507749
000852.SH,R1_A,2024-12-02,2024-03-13,577941,535933,LONG,1,1,-0.00019203880136042795,0.00014900448648891285,-0.0003410432878493408,0.772276362925172
000852.SH,R1_A,2024-12-02,2024-03-13,577941,535933,LONG,1,5,-0.0005412002583795594,-0.0007468395603277278,0.00020563930194816837,0.772276362925172
000852.SH,R1_A,2024-12-02,2024-03-13,577941,535933,LONG,1,15,-0.00040470987063567776,-1.0902767303977434e-05,-0.0003938071033317003,0.772276362925172
000852.SH,R1_A,2024-12-02,2024-03-13,577941,535933,LONG,1,30,-0.0025012657102817526,0.0029092217422985733,-0.005410487452580326,0.772276362925172
000852.SH,R1_A,2024-12-02,2024-03-13,577941,535933,LONG,1,60,0.0024488914917286664,0.006705201891993751,-0.004256310400265084,0.772276362925172
000852.SH,R1_A,2024-12-02,2024-03-13,577941,535933,LONG,1,120,-0.0018061169913075048,0.003109105809539603,-0.004915222800847108,0.772276362925172
000852.SH,R1_A,2024-12-02,2024-03-13,577941,535933,LONG,1,240,-0.002490156027558421,0.0007613765833998087,-0.00325153261095823,0.772276362925172
000852.SH,R1_A,2024-12-02,2024-01-03,578068,525513,LONG,1,1,0.0002507088873127117,0.00033502794476669706,-8.431905745398538e-05,0.5133722822058487
000852.SH,R1_A,2024-12-02,2024-01-03,578068,525513,LONG,1,5,0.0010996282209347896,0.0006133588527268419,0.00048626936820794775,0.5133722822058487
000852.SH,R1_A,2024-12-02,2024-01-03,578068,525513,LONG,1,15,-0.0007299119504041718,-0.006906729938268907,0.006176817987864736,0.5133722822058487
000852.SH,R1_A,2024-12-02,2024-01-03,578068,525513,LONG,1,30,0.00037288980074978717,-0.004654311294221558,0.005027201094971345,0.5133722822058487
000852.SH,R1_A,2024-12-02,2024-01-03,578068,525513,LONG,1,60,-0.0048761291817212005,-0.005427452705221825,0.0005513235235006242,0.5133722822058487
000852.SH,R1_A,2024-12-02,2024-01-03,578068,525513,LONG,1,120,-0.0013217753362751994,-0.006771000668337801,0.005449225332062602,0.5133722822058487
000852.SH,R1_A,2024-12-02,2024-01-03,578068,525513,LONG,1,240,-9.837943679358307e-05,-0.006200594116222091,0.006102214679428508,0.5133722822058487
000852.SH,R1_A,2024-12-04,2024-12-04,578359,578358,LONG,1,1,5.255228952805169e-05,-0.0010626553019819074,0.001115207591509959,0.027517848331513328
000852.SH,R1_A,2024-12-04,2024-12-04,578359,578358,LONG,1,5,-0.0004251957970908826,-0.0020060005026932837,0.001580804705602401,0.027517848331513328
000852.SH,R1_A,2024-12-04,2024-12-04,578359,578358,LONG,1,15,-0.0024253677864021217,-0.00406290664859521,0.0016375388621930886,0.027517848331513328
000852.SH,R1_A,2024-12-04,2024-12-04,578359,578358,LONG,1,30,0.00013217697063128142,-0.0011453769721960771,0.0012775539428273586,0.027517848331513328
000852.SH,R1_A,2024-12-04,2024-12-04,578359,578358,LONG,1,60,-0.00047934058024101667,-0.0023448411903013167,0.0018655006100603,0.027517848331513328
000852.SH,R1_A,2024-12-04,2024-12-04,578359,578358,LONG,1,120,-0.006170912785494309,-0.007705841740718533,0.001534928955224224,0.027517848331513328
000852.SH,R1_A,2024-12-04,2024-12-04,578359,578358,LONG,1,240,-0.005804639252419808,-0.007742430171774783,0.0019377909193549758,0.027517848331513328
000852.SH,R1_A,2024-12-04,2024-05-29,578513,548046,SHORT,-1,1,0.0003883183568678117,-0.00016302972950188455,0.0005513480863696962,0.5324065716371764
000852.SH,R1_A,2024-12-04,2024-05-29,578513,548046,SHORT,-1,5,0.004224967907573762,-0.002863326743434147,0.007088294651007909,0.5324065716371764
000852.SH,R1_A,2024-12-04,2024-05-29,578513,548046,SHORT,-1,15,0.007764762516046297,-0.001572206241977403,0.0093369687580237,0.5324065716371764
000852.SH,R1_A,2024-12-04,2024-05-29,578513,548046,SHORT,-1,30,0.00736842105263158,-0.002582241002913932,0.009950662055545512,0.5324065716371764
000852.SH,R1_A,2024-12-04,2024-05-29,578513,548046,SHORT,-1,60,-0.0014329268292683217,-0.004686636246943321,0.003253709417674999,0.5324065716371764
000852.SH,R1_A,2024-12-04,2024-05-29,578513,548046,SHORT,-1,120,-0.008010269576379958,-0.0007439402599107581,-0.0072663293164692,0.5324065716371764
000852.SH,R1_A,2024-12-04,2024-05-29,578513,548046,SHORT,-1,240,-0.007171052631578911,0.0011599471558807473,-0.008330999787459659,0.5324065716371764
000852.SH,R1_A,2024-12-04,2024-05-29,578544,548060,SHORT,-1,1,0.0006387017699315267,0.000656277169594377,-1.7575399662850266e-05,0.8268570001822085
000852.SH,R1_A,2024-12-04,2024-05-29,578544,548060,SHORT,-1,5,-8.569922482615233e-05,0.0012658109510410576,-0.00135151017586721,0.8268570001822085
000852.SH,R1_A,2024-12-04,2024-05-29,578544,548060,SHORT,-1,15,-0.003326100103162366,-0.00017949461048738513,-0.003146605492674981,0.8268570001822085
000852.SH,R1_A,2024-12-04,2024-05-29,578544,548060,SHORT,-1,30,-0.008595793946724273,0.0021539353258482885,-0.010749729272572561,0.8268570001822085
000852.SH,R1_A,2024-12-04,2024-05-29,578544,548060,SHORT,-1,60,-0.007771141028584561,-0.002585844232333212,-0.0051852967962513485,0.8268570001822085
000852.SH,R1_A,2024-12-04,2024-05-29,578544,548060,SHORT,-1,120,-0.01418888109151717,-8.039862761410888e-05,-0.01410848246390306,0.8268570001822085
000852.SH,R1_A,2024-12-04,2024-05-29,578544,548060,SHORT,-1,240,-0.014698225540956011,0.003036450494077747,-0.01773467603503376,0.8268570001822085
000852.SH,R1_A,2024-12-05,2024-03-15,578584,536328,SHORT,-1,1,0.0007166730942280708,0.001611725623334448,-0.0008950525291063771,0.9792292123680888
000852.SH,R1_A,2024-12-05,2024-03-15,578584,536328,SHORT,-1,5,-5.784805244890556e-05,0.0024623078888768024,-0.002520155941325708,0.9792292123680888
000852.SH,R1_A,2024-12-05,2024-03-15,578584,536328,SHORT,-1,15,-0.0031832497750354793,0.0014876063227833303,-0.00467085609781881,0.9792292123680888
000852.SH,R1_A,2024-12-05,2024-03-15,578584,536328,SHORT,-1,30,-0.0023219565496850336,0.002650312123535281,-0.004972268673220315,0.9792292123680888
000852.SH,R1_A,2024-12-05,2024-03-15,578584,536328,SHORT,-1,60,-0.0072133307623087894,-0.00027379257474535734,-0.006939538187563432,0.9792292123680888
000852.SH,R1_A,2024-12-05,2024-03-15,578584,536328,SHORT,-1,120,-0.008164609847024051,-0.0013251560617675295,-0.006839453785256522,0.9792292123680888
000852.SH,R1_A,2024-12-05,2024-03-15,578584,536328,SHORT,-1,240,-0.006021018125723199,-0.01759391085313755,0.011572892727414352,0.9792292123680888
000852.SH,R1_A,2024-12-05,2024-07-01,578659,553218,SHORT,-1,1,-0.0003364919991450943,-0.00042689038197396556,9.039838282887125e-05,0.5763165294994813
000852.SH,R1_A,2024-12-05,2024-07-01,578659,553218,SHORT,-1,5,-0.0002535650609671869,-0.0023427414199157504,0.0020891763589485635,0.5763165294994813
000852.SH,R1_A,2024-12-05,2024-07-01,578659,553218,SHORT,-1,15,-0.00032851825508961596,-0.005001010513464577,0.004672492258374961,0.5763165294994813
000852.SH,R1_A,2024-12-05,2024-07-01,578659,553218,SHORT,-1,30,4.624771552230733e-05,-0.01050521548684058,0.010551463202362887,0.5763165294994813
000852.SH,R1_A,2024-12-05,2024-07-01,578659,553218,SHORT,-1,60,-0.001790902914881931,-0.014838049750258708,0.013047146835376777,0.5763165294994813
000852.SH,R1_A,2024-12-05,2024-07-01,578659,553218,SHORT,-1,120,-2.711072978889284e-05,-0.01726946888237202,0.017242358152583126,0.5763165294994813
000852.SH,R1_A,2024-12-05,2024-07-01,578659,553218,SHORT,-1,240,-0.012746827247240411,-0.015986735464073032,0.003239908216832621,0.5763165294994813
000852.SH,R1_A,2024-12-05,2024-09-03,578738,564339,SHORT,-1,1,-0.00015132617480873023,-0.00047331573007847183,0.0003219895552697416,0.5384633054952208
000852.SH,R1_A,2024-12-05,2024-09-03,578738,564339,SHORT,-1,5,0.00047150050256217213,0.00018844978142029678,0.00028305072114187535,0.5384633054952208
000852.SH,R1_A,2024-12-05,2024-09-03,578738,564339,SHORT,-1,15,0.0001815914097705873,0.0012818967689628424,-0.0011003053591922551,0.5384633054952208
000852.SH,R1_A,2024-12-05,2024-09-03,578738,564339,SHORT,-1,30,0.0026505974198091087,-0.0005938359391264303,0.003244433358935539,0.5384633054952208
000852.SH,R1_A,2024-12-05,2024-09-03,578738,564339,SHORT,-1,60,-0.000928664841195026,-0.002070756319093592,0.0011420914778985658,0.5384633054952208
000852.SH,R1_A,2024-12-05,2024-09-03,578738,564339,SHORT,-1,120,0.003353069452342594,0.0034534518083509935,-0.0001003823560083994,0.5384633054952208
000852.SH,R1_A,2024-12-05,2024-09-03,578738,564339,SHORT,-1,240,-0.010624690378681745,0.0007559904022087505,-0.011380680780890495,0.5384633054952208
000852.SH,R1_A,2024-12-05,2024-07-12,578752,555465,LONG,1,1,0.0005132725588867793,0.00020285555045584935,0.0003104170084309299,0.5216496783951129
000852.SH,R1_A,2024-12-05,2024-07-12,578752,555465,LONG,1,5,5.41964813731699e-05,0.0018338961379582575,-0.0017796996565850876,0.5216496783951129
000852.SH,R1_A,2024-12-05,2024-07-12,578752,555465,LONG,1,15,-0.0006886141162706361,0.0019117598845976858,-0.002600374000868322,0.5216496783951129
000852.SH,R1_A,2024-12-05,2024-07-12,578752,555465,LONG,1,30,0.00030923874665855777,0.0008995311782835635,-0.0005902924316250058,0.5216496783951129
000852.SH,R1_A,2024-12-05,2024-07-12,578752,555465,LONG,1,60,-0.0016099542996141913,-0.006278276834305818,0.004668322534691627,0.5216496783951129
000852.SH,R1_A,2024-12-05,2024-07-12,578752,555465,LONG,1,120,0.003785783625330108,-0.010095649465608703,0.01388143309093881,0.5216496783951129
000852.SH,R1_A,2024-12-05,2024-07-12,578752,555465,LONG,1,240,0.013910961557160428,-0.011911104189889166,0.025822065747049594,0.5216496783951129
000852.SH,R1_A,2024-12-06,2024-09-04,578981,564580,LONG,1,1,-0.00027386695417441764,-5.044578722857018e-05,-0.00022342116694584746,1.0037911017850023
000852.SH,R1_A,2024-12-06,2024-09-04,578981,564580,LONG,1,5,-0.0008625235108483675,-0.0012852709267769935,0.00042274741592862597,1.0037911017850023
000852.SH,R1_A,2024-12-06,2024-09-04,578981,564580,LONG,1,15,0.0014118313672100147,-0.003230723677717373,0.004642555044927388,1.0037911017850023
000852.SH,R1_A,2024-12-06,2024-09-04,578981,564580,LONG,1,30,0.0009506645995482899,-0.0025595753780692787,0.0035102399776175686,1.0037911017850023
000852.SH,R1_A,2024-12-06,2024-09-04,578981,564580,LONG,1,60,-0.0015708001164720375,-0.0018818471931305591,0.0003110470766585216,1.0037911017850023
000852.SH,R1_A,2024-12-06,2024-09-04,578981,564580,LONG,1,120,0.0006437447371112626,0.008161251055523344,-0.007517506318412082,1.0037911017850023
000852.SH,R1_A,2024-12-06,2024-09-04,578981,564580,LONG,1,240,-0.012489277479164729,0.0028468970357615753,-0.015336174514926304,1.0037911017850023
000852.SH,R1_A,2024-12-10,2024-12-10,579287,579286,LONG,1,1,-0.0017139076008548804,-0.0011284165946894298,-0.0005854910061654506,0.33430551493597943
000852.SH,R1_A,2024-12-10,2024-12-10,579287,579286,LONG,1,5,-0.006486814843741584,-0.005027568037793473,-0.0014592468059481112,0.33430551493597943
000852.SH,R1_A,2024-12-10,2024-12-10,579287,579286,LONG,1,15,-0.0026096025315004434,-0.004371259894928703,0.0017616573634282595,0.33430551493597943
000852.SH,R1_A,2024-12-10,2024-12-10,579287,579286,LONG,1,30,-0.0005268793709680697,-0.0016283871846548559,0.0011015078136867862,0.33430551493597943
000852.SH,R1_A,2024-12-10,2024-12-10,579287,579286,LONG,1,60,-0.00017510990858649045,-0.0009055194895656316,0.0007304095809791411,0.33430551493597943
000852.SH,R1_A,2024-12-10,2024-12-10,579287,579286,LONG,1,120,-0.0025119748833504207,-0.0037830592008520902,0.0012710843175016695,0.33430551493597943
000852.SH,R1_A,2024-12-10,2024-12-10,579287,579286,LONG,1,240,-0.009097967020450626,-0.010329113767301723,0.0012311467468510973,0.33430551493597943
000852.SH,R1_A,2024-12-13,2024-12-13,580049,580048,LONG,1,1,-0.00034318107013209254,-0.0005004817721732113,0.0001573007020411188,0.030545582951103836
000852.SH,R1_A,2024-12-13,2024-12-13,580049,580048,LONG,1,5,-0.0015287156760431797,-0.0021562812801106945,0.0006275656040675148,0.030545582951103836
000852.SH,R1_A,2024-12-13,2024-12-13,580049,580048,LONG,1,15,0.0007487586984702421,0.00014967679167798842,0.0005990819067922537,0.030545582951103836
000852.SH,R1_A,2024-12-13,2024-12-13,580049,580048,LONG,1,30,-0.0003291418445358074,-0.00034768671400187134,1.854486946606393e-05,0.030545582951103836
000852.SH,R1_A,2024-12-13,2024-12-13,580049,580048,LONG,1,60,-0.0005506496261665772,-0.00071408302696363,0.00016343340079705282,0.030545582951103836
000852.SH,R1_A,2024-12-13,2024-12-13,580049,580048,LONG,1,120,0.0007019612798158104,-0.00033053624828882633,0.0010324975281046367,0.030545582951103836
000852.SH,R1_A,2024-12-13,2024-12-13,580049,580048,LONG,1,240,-0.014443243310698906,-0.014972356567536926,0.0005291132568380208,0.030545582951103836
000852.SH,R1_A,2024-12-13,2024-05-14,580158,545372,LONG,1,1,0.00042955192267446485,0.0005099236916312755,-8.037176895681064e-05,0.5380628913916824
000852.SH,R1_A,2024-12-13,2024-05-14,580158,545372,LONG,1,5,-0.0006216787826343051,0.0005856014126508491,-0.0012072801952851542,0.5380628913916824
000852.SH,R1_A,2024-12-13,2024-05-14,580158,545372,LONG,1,15,0.002305522319517861,0.0030090903357749,-0.000703568016257039,0.5380628913916824
000852.SH,R1_A,2024-12-13,2024-05-14,580158,545372,LONG,1,30,0.003994051877376226,0.0005747903096480211,0.0034192615677282046,0.5380628913916824
000852.SH,R1_A,2024-12-13,2024-05-14,580158,545372,LONG,1,60,-0.0059574946657461325,-9.009252502323317e-05,-0.005867402140722899,0.5380628913916824
000852.SH,R1_A,2024-12-13,2024-05-14,580158,545372,LONG,1,120,-0.015113979650172915,-0.002529798102651415,-0.0125841815475215,0.5380628913916824
