symbol,cell,event_day,control_day,event_entry_idx,control_entry_idx,side,parent_direction,horizon,event_signed_return,control_signed_return,incremental_return,match_distance
000852.SH,R1_A,2021-01-08,2021-01-29,351542,355126,SHORT,-1,30,-0.0062733955230145355,0.011774359165263037,-0.018047754688277573,1.8317348443554569
000852.SH,R1_A,2021-01-08,2021-01-29,351542,355126,SHORT,-1,60,-0.011503005461562354,0.014315052132289785,-0.02581805759385214,1.8317348443554569
000852.SH,R1_A,2021-01-08,2021-01-29,351542,355126,SHORT,-1,120,-0.004343002592677836,0.015383756316832864,-0.0197267589095107,1.8317348443554569
000852.SH,R1_A,2021-01-08,2021-01-29,351542,355126,SHORT,-1,240,-0.00135509005702672,0.02351459424916169,-0.02486968430618841,1.8317348443554569
000852.SH,R1_A,2021-01-08,2021-03-12,351659,361242,LONG,1,1,0.00022619179546179424,8.202574643423333e-05,0.00014416604902756092,1.4464344153749074
000852.SH,R1_A,2021-01-08,2021-03-12,351659,361242,LONG,1,5,-0.001545390924699408,0.0006143889242724576,-0.0021597798489718656,1.4464344153749074
000852.SH,R1_A,2021-01-08,2021-03-12,351659,361242,LONG,1,15,-0.00022770986120324022,-0.00047928769485139355,0.00025157783364815334,1.4464344153749074
000852.SH,R1_A,2021-01-08,2021-03-12,351659,361242,LONG,1,30,-0.002987553378986707,0.0006738977991365136,-0.0036614511781232206,1.4464344153749074
000852.SH,R1_A,2021-01-08,2021-03-12,351659,361242,LONG,1,60,-0.004725738652838096,-0.00028146089462743884,-0.004444277758210657,1.4464344153749074
000852.SH,R1_A,2021-01-08,2021-03-12,351659,361242,LONG,1,120,-0.007526569945638051,-0.005215872464439442,-0.002310697481198609,1.4464344153749074
000852.SH,R1_A,2021-01-08,2021-03-12,351659,361242,LONG,1,240,-0.010155859809664824,-0.004291072382092032,-0.005864787427572793,1.4464344153749074
000852.SH,R1_A,2021-01-11,2021-09-23,351781,392810,LONG,1,1,0.0008388685950475594,0.001743565322252394,-0.0009046967272048345,0.7345495744866585
000852.SH,R1_A,2021-01-11,2021-09-23,351781,392810,LONG,1,5,0.0005994097415522592,0.0012161432130246563,-0.0006167334714723971,0.7345495744866585
000852.SH,R1_A,2021-01-11,2021-09-23,351781,392810,LONG,1,15,0.0026416734665863917,0.0022773881852327094,0.0003642852813536823,0.7345495744866585
000852.SH,R1_A,2021-01-11,2021-09-23,351781,392810,LONG,1,30,0.0019522760030199482,0.00023810803960278015,0.001714167963417168,0.7345495744866585
000852.SH,R1_A,2021-01-11,2021-09-23,351781,392810,LONG,1,60,0.0009898649421562489,0.0019074246183230503,-0.0009175596761668015,0.7345495744866585
000852.SH,R1_A,2021-01-11,2021-09-23,351781,392810,LONG,1,120,-0.006082559921908981,0.003021155771303574,-0.009103715693212555,0.7345495744866585
000852.SH,R1_A,2021-01-11,2021-09-23,351781,392810,LONG,1,240,-0.007581846883603194,-0.006504445963556593,-0.0010774009200466006,0.7345495744866585
000852.SH,R1_A,2021-01-13,2021-01-13,352316,352315,LONG,1,1,-0.0010650751750258536,-5.0496703942415344e-05,-0.0010145784710834382,0.09558348844083157
000852.SH,R1_A,2021-01-13,2021-01-13,352316,352315,LONG,1,5,-0.00031217720647302993,-0.001025236110345995,0.0007130589038729651,0.09558348844083157
000852.SH,R1_A,2021-01-13,2021-01-13,352316,352315,LONG,1,15,-0.0021378017521711534,-0.0023044859435538134,0.00016668419138266,0.09558348844083157
000852.SH,R1_A,2021-01-13,2021-01-13,352316,352315,LONG,1,30,0.0026259612073913363,0.00274059384123837,-0.00011463263384703382,0.09558348844083157
000852.SH,R1_A,2021-01-13,2021-01-13,352316,352315,LONG,1,60,-0.0016113852863537392,-0.0010344173292446968,-0.0005769679571090425,0.09558348844083157
000852.SH,R1_A,2021-01-13,2021-01-13,352316,352315,LONG,1,120,-0.0037889743295459466,-0.0032945273814550813,-0.0004944469480908653,0.09558348844083157
000852.SH,R1_A,2021-01-13,2021-01-13,352316,352315,LONG,1,240,-0.0022020735299743688,-0.0015776394474129596,-0.0006244340825614092,0.09558348844083157
000852.SH,R1_A,2021-01-14,2021-01-21,352524,353711,LONG,1,1,0.0008758332041542971,2.091006580684507e-05,0.000854923138347452,0.515907224386268
000852.SH,R1_A,2021-01-14,2021-01-21,352524,353711,LONG,1,5,-4.495427065576152e-05,-0.001265058981321343,0.0012201047106655816,0.515907224386268
000852.SH,R1_A,2021-01-14,2021-01-21,352524,353711,LONG,1,15,0.0046023872267864085,0.000691525747758881,0.0039108614790275276,0.515907224386268
000852.SH,R1_A,2021-01-14,2021-01-21,352524,353711,LONG,1,30,0.010925437916601943,0.0015458512935861979,0.009379586623015745,0.515907224386268
000852.SH,R1_A,2021-01-14,2021-01-21,352524,353711,LONG,1,60,0.014247403503332867,0.0057472809446570405,0.008500122558675827,0.515907224386268
000852.SH,R1_A,2021-01-14,2021-01-21,352524,353711,LONG,1,120,0.012601147108975308,0.0101100168176671,0.002491130291308208,0.515907224386268
000852.SH,R1_A,2021-01-14,2021-01-21,352524,353711,LONG,1,240,0.010460393737405038,0.0015876714252003321,0.008872722312204706,0.515907224386268
000852.SH,R1_A,2021-01-14,2021-03-08,352618,360298,SHORT,-1,1,-0.0005158118526522593,-0.00015300737557999433,-0.00036280447707226493,0.13473872032789388
000852.SH,R1_A,2021-01-14,2021-03-08,352618,360298,SHORT,-1,5,-0.0011494798259401584,5.776809078017475e-05,-0.0012072479167203332,0.13473872032789388
000852.SH,R1_A,2021-01-14,2021-03-08,352618,360298,SHORT,-1,15,-0.0012520299568830051,0.003645634918156726,-0.004897664875039731,0.13473872032789388
000852.SH,R1_A,2021-01-14,2021-03-08,352618,360298,SHORT,-1,30,-0.0007698912815552461,-0.0003122599501632628,-0.0004576313313919833,0.13473872032789388
000852.SH,R1_A,2021-01-14,2021-03-08,352618,360298,SHORT,-1,60,0.0013851920672116602,0.004694828350705338,-0.0033096362834936777,0.13473872032789388
000852.SH,R1_A,2021-01-14,2021-03-08,352618,360298,SHORT,-1,120,0.00430404430165654,0.0331182903143209,-0.028814246012664357,0.13473872032789388
000852.SH,R1_A,2021-01-14,2021-03-08,352618,360298,SHORT,-1,240,0.012840194753412915,0.018176651699006396,-0.005336456945593482,0.13473872032789388
000852.SH,R1_A,2021-01-19,2021-01-19,353342,353340,LONG,1,1,-0.0002608159943159327,0.0007094772967264351,-0.0009702932910423678,0.012211597360743552
