symbol,cell,event_day,event_entry_idx,control_day,control_entry_idx,side,parent_direction,clock_bucket,calendar_year,severity,match_distance,event_parent_abs_drift,event_parent_efficiency,event_log1p_parent_age_bars,event_local_vol_30_over_240,control_parent_abs_drift,control_parent_efficiency,control_log1p_parent_age_bars,control_local_vol_30_over_240
000852.SH,R1_A,2024-05-24,547149,2024-08-06,559373,SHORT,-1,19,2024,0.5755025271010328,1.201220611582708,0.6032123596704525,0.1542223584440503,2.5649493574615367,1.6966517914715733,0.4652361137204787,0.13488089819451046,2.4849066497880004,1.9440012183496758
000852.SH,R1_A,2024-05-24,547252,2024-11-04,573161,SHORT,-1,26,2024,0.43684681129828357,0.9261446201398563,0.5624345276638861,0.15938674325231858,4.553876891600541,0.6226887591954627,0.42712621875329726,0.13759209033027395,4.736198448394496,0.6240646302445854
000852.SH,R1_A,2024-05-27,547394,2024-03-18,536591,SHORT,-1,20,2024,0.4412916741041674,1.4951371114907859,0.5624345276638861,0.15938674325231858,5.4680601411351315,1.659637225459053,0.3350603684422836,0.13452851095263998,5.703782474656201,1.783034937072526
000852.SH,R1_A,2024-05-28,547602,2024-09-04,564407,SHORT,-1,19,2024,1.4958483847448645,0.974563546794538,0.5363066844365963,0.13779483128315145,4.68213122712422,1.3763487547361066,0.4040262002919702,0.1170474162371935,5.170483995038151,1.3736259499077201
000852.SH,R1_A,2024-06-03,548727,2024-06-03,548721,SHORT,-1,27,2024,0.36096314025135523,0.10122492705041373,0.23679940659831275,0.06655460657823009,4.204692619390966,1.0295711418388922,0.23679940659831275,0.06655460657823009,4.110873864173311,1.0090669618691877
000852.SH,R1_A,2024-06-04,548802,2024-07-01,553142,SHORT,-1,19,2024,0.5264481443564993,0.36380241374699224,0.3792148075764181,0.12116551311629555,2.4849066497880004,1.6259186146642182,0.3596793894386155,0.13399239543726105,2.4849066497880004,1.6942468279576886
000852.SH,R1_A,2024-06-04,548838,2024-10-10,568992,SHORT,-1,20,2024,0.5703978011649706,0.5007543023865375,0.1289582265154798,0.06356220258327765,2.5649493574615367,1.5038262991519915,0.06910117402269235,0.0636446742111415,2.772588722239781,1.4053689476271665
000852.SH,R1_A,2024-06-04,548922,2024-05-29,547971,SHORT,-1,26,2024,0.7515653514065477,0.3458827113860126,0.1289582265154798,0.06356220258327765,4.574710978503383,0.6490171571454113,0.17992560111430764,0.055596081700710565,4.605170185988092,0.6638015026041287
000852.SH,R1_A,2024-06-05,549055,2024-08-27,562969,LONG,1,19,2024,0.3408589009844795,0.2414094460600744,0.16960738437836445,0.05348489927772672,4.07753744390572,1.531062798984442,0.20825990812029596,0.050077985739749614,4.0943445622221,1.5442841992655825
000852.SH,R1_A,2024-06-05,549112,2024-08-27,563021,LONG,1,21,2024,0.4289638540391783,0.24819056999750636,0.16960738437836445,0.05348489927772672,4.7535901911063645,0.8972378238904364,0.20825990812029596,0.050077985739749614,4.718498871295094,0.9181638093216788
000852.SH,R1_A,2024-06-06,549282,2024-04-12,540660,LONG,1,19,2024,1.0802283858587618,0.5076092836547496,0.2764547049371955,0.09257919055837054,4.499809670330265,1.4362480171206684,0.34951308915997775,0.09950072728702321,4.23410650459726,1.4601468109689206
000852.SH,R1_A,2024-06-06,549363,2024-04-09,539988,SHORT,-1,21,2024,0.8121775723453664,0.27813767003646706,0.40869682229628335,0.10922161730393266,2.639057329615259,1.1738083282174663,0.38533430061703683,0.09804314432645396,2.639057329615259,1.1536511461145822
000852.SH,R1_A,2024-06-06,549482,2024-04-10,540369,SHORT,-1,28,2024,0.6109211178558002,0.5595713113993536,0.20412524628795384,0.08224865350089654,2.0794415416798357,1.202104383527366,0.2654504171052713,0.06312143656418162,1.9459101490553132,1.1671212810380875
000852.SH,R1_A,2024-06-07,549637,2024-07-12,555387,LONG,1,22,2024,1.291195716206392,0.8648208427110444,0.2052715328255108,0.1225168710198643,4.454347296253507,0.8064964567208923,0.2724877014511197,0.12508064516129164,5.375278407684165,0.7682388952982524
000852.SH,R1_A,2024-06-11,549794,2024-08-02,558924,SHORT,-1,20,2024,0.4208161382084792,0.27128220920642904,0.13038365541828884,0.03753740615648433,3.4965075614664802,1.0737437422275562,0.09498167368962697,0.037521647104098464,3.332204510175204,1.1085106204606918
000852.SH,R1_A,2024-06-11,549866,2024-09-23,567130,SHORT,-1,22,2024,1.0847728332533058,0.3546034524574287,0.03444051844336844,0.011750936329586913,3.9889840465642745,0.728652629630442,0.08772568118834294,0.017992775101889635,4.007333185232471,0.6955746819571349
000852.SH,R1_A,2024-06-11,549909,2024-08-02,559001,LONG,1,26,2024,0.5445532142870776,0.7714885014072597,0.07053321257582015,0.025999015527811118,2.9444389791664403,0.5900657365213143,0.032603157171339735,0.015588750050880437,3.7612001156935624,0.5227116500655131
000852.SH,R1_A,2024-06-12,550154,2024-06-12,550152,LONG,1,27,2024,0.42827805984102835,0.15890533511630592,0.38697972389349583,0.1304767522925947,5.293304824724492,0.9523128743965175,0.38697972389349583,0.1304767522925947,5.2832037287379885,0.9025605195196492
000852.SH,R1_A,2024-06-14,550632,2024-06-14,550631,LONG,1,27,2024,0.4666536229605149,0.0367556966921157,0.4007924666126919,0.1300446207238478,5.937536205082426,0.8250638910757085,0.4007924666126919,0.1300446207238478,5.934894195619588,0.8365674831375446
000852.SH,R1_A,2024-06-14,550654,2024-07-12,555432,SHORT,-1,27,2024,0.6800187774048806,0.5250321682615253,0.0030285362752607197,0.00036312019278393094,2.5649493574615367,1.0488799809808171,0.009396237285005013,0.0028581898131174194,2.70805020110221,0.8897330120412668
000852.SH,R1_A,2024-06-18,551091,2024-06-18,551081,SHORT,-1,26,2024,0.8254124190383061,0.18698492619159907,0.0030285362752607197,0.00036312019278393094,6.1092475827643655,0.6052428331748085,0.0030285362752607197,0.00036312019278393094,6.0867747269123065,0.663579275427895
000852.SH,R1_A,2024-06-19,551210,2024-04-02,539205,SHORT,-1,19,2024,0.5147001405292208,0.3734384376880026,0.0030285362752607197,0.00036312019278393094,6.343880434126331,1.0243061447000577,0.02070349963662062,0.009093597515895401,5.968707559985366,1.0261457557329532
000852.SH,R1_A,2024-06-19,551293,2024-09-05,564733,LONG,1,22,2024,0.9940404784503637,0.4452187945201975,0.04399900283879997,0.003702419145061984,4.219507705176107,1.1006154400378836,0.05369191475938642,0.02025442399260767,4.51085950651685,1.0586389668281253
000852.SH,R1_A,2024-06-21,551722,2024-06-21,551719,SHORT,-1,20,2024,1.0280106147843087,0.1220179852188169,0.3818138284524726,0.05433440134605409,3.258096538021482,1.235580875599784,0.3818138284524726,0.05433440134605409,3.1354942159291497,1.2570617531364354
000852.SH,R1_A,2024-06-24,551937,2024-07-18,556253,SHORT,-1,19,2024,0.39805608368596695,0.6728978532344009,0.10846535804889065,0.035509812357283774,2.772588722239781,2.1218594178384587,0.18357283075481678,0.04949263687498385,2.4849066497880004,2.2295062229949307
000852.SH,R1_A,2024-06-24,552078,2024-07-01,553290,SHORT,-1,27,2024,0.8763357557436036,1.720383856930664,0.594791320638127,0.22523484201537236,3.713572066704308,0.8465091059025415,0.3597086512977851,0.17716342221494627,3.9889840465642745,0.8680467955569755
000852.SH,R1_A,2024-06-25,552196,2024-08-05,559157,SHORT,-1,20,2024,0.7136465156366428,0.0744810233001232,0.2959396021681869,0.10780132537235163,2.5649493574615367,1.5626711931498871,0.2922623306920593,0.10650257975146056,2.4849066497880004,1.5621493150639332
000852.SH,R1_A,2024-06-25,552314,2024-04-19,541992,SHORT,-1,27,2024,0.7795224361320594,0.8348337945374927,0.1784048840367309,0.07096374341493461,2.639057329615259,1.1613847215357922,0.25033464917718196,0.08433368017663989,3.258096538021482,1.0277713748598762
000852.SH,R1_A,2024-06-26,552402,2024-05-17,545921,SHORT,-1,19,2024,0.6441860021559568,0.9647548895006511,0.17588791341013232,0.09466895958727321,3.5263605246161616,0.797163849267706,0.22671260395895235,0.05081449063943533,3.58351893845611,0.78702449423048
000852.SH,R1_A,2024-06-26,552417,2024-07-30,558167,SHORT,-1,19,2024,0.5407456565577962,0.5329260478089576,0.005954522418358779,0.0033011845426903423,1.9459101490553132,1.2337356827831798,0.0696501976401851,0.00934579439252433,1.791759469228055,1.3390326769032619
000852.SH,R1_A,2024-06-26,552433,2024-09-04,564440,SHORT,-1,20,2024,0.526218856778045,0.3139400149128278,0.005954522418358779,0.0033011845426903423,3.1354942159291497,1.5543712257740658,0.00261195780185784,0.0006709479536077017,3.332204510175204,1.6366763885916067
000852.SH,R1_A,2024-06-27,552695,2024-06-27,552692,LONG,1,20,2024,1.1638441792678103,0.07360607528708321,0.5943028502884681,0.15653735109299674,3.912023005428146,1.0347132287584888,0.5943028502884681,0.15653735109299674,3.8501476017100584,1.0180599964420323
000852.SH,R1_A,2024-07-05,554082,2024-01-18,527922,SHORT,-1,19,2024,0.49438701540760227,0.598441018178154,0.34041484722792353,0.0519387394715154,5.652489180268651,1.150111077715006,0.3021041587697567,0.07411004320015994,5.327876168789581,1.196516826786783
000852.SH,R1_A,2024-07-05,554107,2024-08-06,559379,SHORT,-1,19,2024,0.8071828817519139,1.06480160796485,0.6099881135980633,0.15833582759652784,2.70805020110221,2.114195479493537,0.4652361137204787,0.13488089819451046,2.8903717578961645,1.9917242790473044
000852.SH,R1_A,2024-07-09,554580,2024-07-09,554579,SHORT,-1,19,2024,0.7172188195423952,0.28454392466963696,0.20819556025398844,0.04994327990135632,2.4849066497880004,2.0040499300178127,0.20819556025398844,0.04994327990135632,2.3978952727983707,1.9177136350855613
000852.SH,R1_A,2024-07-09,554676,2024-04-03,539539,SHORT,-1,22,2024,1.4093133033238867,1.0935888915361471,0.23411193242111206,0.0843064722806514,3.1354942159291497,1.510565680006732,0.2233885788081169,0.05113416677407007,3.258096538021482,1.2479128563035837
000852.SH,R1_A,2024-07-09,554696,2024-08-05,559269,SHORT,-1,26,2024,0.5369043106380648,0.6658803754853269,0.23411193242111206,0.0843064722806514,3.7612001156935624,1.3486520626553715,0.2198941734728616,0.09101012595702863,3.332204510175204,1.5180850640523993
000852.SH,R1_A,2024-07-10,554811,2024-02-23,532722,LONG,1,19,2024,0.515654012243421,0.6055341009538643,0.27400962358490916,0.10280346778979228,1.791759469228055,0.9590937737975682,0.3558893848072059,0.09718223206595238,2.1972245773362196,0.9255738235574473
000852.SH,R1_A,2024-07-10,554916,2024-09-26,567854,LONG,1,22,2024,0.7701305251024597,0.8189163190188667,0.22518335894449507,0.07316537278453043,3.2188758248682006,1.0061409643185235,0.15539790070948994,0.05662411156398422,2.5649493574615367,0.9099027208470999
000852.SH,R1_A,2024-07-11,555060,2024-09-24,567300,LONG,1,19,2024,0.5093196006992577,0.7983269872486337,0.18046522215581526,0.06323305630340713,2.1972245773362196,2.4138055715055233,0.27230768876697364,0.08901329229789678,2.1972245773362196,2.4893760354589616
000852.SH,R1_A,2024-07-11,555145,2024-05-20,546279,LONG,1,22,2024,0.6183932771592647,2.0477234911376,0.36005653753469447,0.22357841152311142,2.5649493574615367,0.5199685912314116,0.5180272118092678,0.13935500367564718,2.1972245773362196,0.6419422843235932
000852.SH,R1_A,2024-07-15,555661,2024-07-15,555660,SHORT,-1,26,2024,0.5127119420088075,0.060840523854639166,0.32830844702421863,0.10869312906220985,2.70805020110221,0.8758373784639363,0.32830844702421863,0.10869312906220985,2.639057329615259,0.8690161836254852
000852.SH,R1_A,2024-07-16,555778,2024-07-01,553148,SHORT,-1,19,2024,0.2855723705340896,1.1227309577014066,0.3795364799770865,0.10897252989546417,3.828641396489095,1.6057607559237936,0.3596793894386155,0.13399239543726105,2.8903717578961645,1.7982396224014996
000852.SH,R1_A,2024-07-16,555858,2024-06-03,548675,SHORT,-1,22,2024,0.5257587431960071,0.6842183294068649,0.33496565988675275,0.0680783060327605,2.995732273553991,0.9253555786105119,0.23679940659831275,0.06655460657823009,2.70805020110221,0.8364162885868752
000852.SH,R1_A,2024-07-18,556275,2024-07-18,556274,SHORT,-1,20,2024,0.8917679018035205,0.11265199055310468,0.47962586211860847,0.1329852406175203,2.0794415416798357,1.2857345815124999,0.47962586211860847,0.1329852406175203,1.9459101490553132,1.2934002964083318
000852.SH,R1_A,2024-07-19,556640,2024-07-19,556639,LONG,1,27,2024,0.46564593842891067,0.017559853922609635,0.4416590608786211,0.1176625748199231,4.736198448394496,0.6169673347066237,0.4416590608786211,0.1176625748199231,4.727387818712341,0.6119538679553865
000852.SH,R1_A,2024-07-24,557214,2024-07-24,557213,SHORT,-1,19,2024,0.45539550924513766,0.3943068267312242,0.10756716347102606,0.021363173957275147,5.777652323222656,1.7911510225049718,0.10756716347102606,0.021363173957275147,5.7745515455444085,1.667528887232479
000852.SH,R1_A,2024-07-24,557300,2024-09-03,564253,SHORT,-1,22,2024,0.8035779951510111,2.960379569844737,0.7216683629025867,0.1619875181796432,2.4849066497880004,1.655025355566061,0.4040262002919702,0.1170474162371935,3.091042453358316,1.0145660465535686
000852.SH,R1_A,2024-07-25,557469,2024-04-08,539704,SHORT,-1,19,2024,0.5671947994634072,0.6934067082458698,0.2361872283134663,0.0820336668729061,2.4849066497880004,1.7448827507392082,0.24726306054834082,0.05506851916321202,2.8903717578961645,1.6762314953010595
000852.SH,R1_A,2024-07-26,557682,2024-09-05,564642,LONG,1,19,2024,0.7939357833777281,1.0379060790744532,0.34550157911435797,0.1570575183478413,4.74493212836325,0.8975363534201903,0.2620559428027219,0.11636219221604167,4.653960350157523,0.7933553019331829
000852.SH,R1_A,2024-07-26,557749,2024-11-11,574307,LONG,1,21,2024,0.656574876186314,0.48000664024064954,0.1951606573640595,0.07491096279891023,3.044522437723423,0.6856570706797059,0.20863682199350245,0.06916047231542187,2.5649493574615367,0.7583613364568805
000852.SH,R1_A,2024-07-26,557826,2024-09-11,565749,LONG,1,26,2024,0.371239123720344,1.1584595901615742,0.2850362902206076,0.1661073825503383,3.8066624897703196,0.8937056176295524,0.3459291242318186,0.1438545610784401,4.852030263919617,0.7345415705312186
000852.SH,R1_A,2024-07-30,558249,2024-07-30,558248,SHORT,-1,21,2024,1.1659242240740153,0.03676165256825086,0.3447453965898336,0.08099181352773258,3.258096538021482,1.4119225159428295,0.3447453965898336,0.08099181352773258,3.2188758248682006,1.417426402755576
000852.SH,R1_A,2024-07-30,558339,2024-08-05,559299,SHORT,-1,27,2024,0.3794231463617533,0.9512110310916607,0.3447453965898336,0.08099181352773258,4.7535901911063645,1.2097035295627248,0.2198941734728616,0.09101012595702863,4.060443010546419,1.2167848391376759
000852.SH,R1_A,2024-08-01,558669,2024-08-01,558668,LONG,1,19,2024,0.648460841141069,0.08929219721550634,0.6183898246924548,0.19136754394185962,2.302585092994046,1.8980258856924739,0.6183898246924548,0.19136754394185962,2.1972245773362196,1.891415399294366
000852.SH,R1_A,2024-08-08,559965,2024-08-08,559964,SHORT,-1,26,2024,1.4845487428802642,0.01859473006301499,0.11157987890698991,0.025253782535335216,3.8066624897703196,1.4537791934755986,0.11157987890698991,0.025253782535335216,3.784189633918261,1.4543448637616558
000852.SH,R1_A,2024-08-09,560156,2024-07-02,553440,LONG,1,21,2024,0.7333211693104273,0.08104765091383244,0.1566980722090678,0.050686677049410996,3.784189633918261,0.6476449293331624,0.15402611725052104,0.05077810571505169,3.8501476017100584,0.6658448185058196
000852.SH,R1_A,2024-08-12,560410,2024-09-03,564256,SHORT,-1,22,2024,0.5171107550946681,0.3278429550598925,0.39513620480246514,0.10155070058169921,3.2188758248682006,0.9105743999032225,0.4040262002919702,0.1170474162371935,3.2188758248682006,0.909174733673969
000852.SH,R1_A,2024-08-13,560569,2024-09-04,564402,SHORT,-1,19,2024,0.3563922479339306,1.185813615629712,0.5095309769535055,0.10889611427962141,4.31748811353631,1.0190275709753285,0.4040262002919702,0.1170474162371935,5.14166355650266,1.2482838655998043
000852.SH,R1_A,2024-08-13,560582,2024-09-04,564411,SHORT,-1,19,2024,0.48109828829315476,0.8910231647413288,0.5095309769535055,0.10889611427962141,4.477336814478207,1.6472776914793303,0.4040262002919702,0.1170474162371935,5.19295685089021,1.706614906548632
000852.SH,R1_A,2024-08-14,560809,2024-08-07,559602,SHORT,-1,19,2024,0.8519167444362091,0.27305731399598493,0.10916228596590291,0.029077322936974386,3.258096538021482,0.9034917579062258,0.0671224123462772,0.025737379466818373,3.295836866004329,0.8752618855512638
000852.SH,R1_A,2024-08-15,561271,2024-08-15,561270,LONG,1,29,2024,0.9774067442370888,0.023447832757733354,0.29729026088909527,0.10466675737137703,4.700480365792417,0.5290427107843065,0.29729026088909527,0.10466675737137703,4.6913478822291435,0.5220796653797747
000852.SH,R1_A,2024-08-20,561947,2024-08-20,561944,SHORT,-1,28,2024,0.3629110177491506,0.008843986957224785,0.22428446970082838,0.042020127184046616,5.877735781779639,1.1752370872773958,0.22428446970082838,0.042020127184046616,5.869296913133774,1.176952002260815
000852.SH,R1_A,2024-08-22,562263,2024-08-22,562262,SHORT,-1,19,2024,0.3580801965258058,0.1450455266795168,0.22428446970082838,0.042020127184046616,6.511745329644728,1.764144242499723,0.22428446970082838,0.042020127184046616,6.51025834052315,1.718670582259238
000852.SH,R1_A,2024-08-22,562319,2024-09-03,564238,SHORT,-1,21,2024,0.5749047001439515,0.9755112617183458,0.5570680300613169,0.10371457702125217,1.9459101490553132,1.14633784812758,0.4040262002919702,0.1170474162371935,1.9459101490553132,1.0629729691729317
000852.SH,R1_A,2024-08-23,562503,2024-09-04,564411,SHORT,-1,19,2024,0.36973860131352204,1.781247188910098,0.694565642827308,0.12599811761848398,4.59511985013459,1.7093983755244013,0.4040262002919702,0.1170474162371935,5.19295685089021,1.706614906548632
000852.SH,R1_A,2024-08-23,562558,2024-11-04,573125,SHORT,-1,21,2024,0.4382791054369099,1.8525194888256709,0.694565642827308,0.12599811761848398,5.0369526024136295,1.0001654095289871,0.42712621875329726,0.13759209033027395,4.356708826689592,0.7560871171700617
000852.SH,R1_A,2024-08-27,563082,2024-08-27,563081,SHORT,-1,26,2024,0.5684338371352461,0.2151022525041498,0.2000183162313321,0.031872509960158925,1.791759469228055,1.2117267481165488,0.2000183162313321,0.031872509960158925,1.6094379124341003,1.1634348936379695
000852.SH,R1_A,2024-08-27,563177,2024-04-10,540388,SHORT,-1,29,2024,0.36100801835358065,0.7593992277912103,0.37853715255369697,0.07792751013875987,3.091042453358316,1.0263211156717944,0.2654504171052713,0.06312143656418162,3.258096538021482,1.0743650625980994
000852.SH,R1_A,2024-08-28,563374,2024-12-12,579919,LONG,1,27,2024,0.5813697027440754,0.40856902565453845,0.1632651170548047,0.03651232664106393,3.970291913552122,0.6733854766419655,0.23131197884985533,0.04017631179348683,4.02535169073515,0.6690395782950459
000852.SH,R1_A,2024-08-29,563573,2024-05-31,548446,LONG,1,26,2024,0.37328038845159395,0.14015945874657154,0.08721558157459242,0.02319651045744308,4.718498871295094,0.6546167250311266,0.09860991785971779,0.018943896920658527,4.762173934797756,0.6303123232471024
000852.SH,R1_A,2024-08-30,563692,2024-04-25,542801,LONG,1,19,2024,0.34011237383723575,0.29306127204171656,0.08721558157459242,0.02319651045744308,5.442417710521793,0.6263522138461758,0.06089787794581274,0.014356760814487883,5.318119993844216,0.5847997957450021
000852.SH,R1_A,2024-08-30,563737,2024-07-03,553646,LONG,1,20,2024,0.273149398000904,0.7003455257550061,0.08721558157459242,0.02319651045744308,5.62040086571715,1.1114891902408417,0.15402611725052104,0.05077810571505169,5.53338948872752,1.1178709015500752
000852.SH,R1_A,2024-09-02,563938,2024-07-08,554348,LONG,1,19,2024,1.4057758779077583,1.7213171309168611,0.6241500379485535,0.16659816658029752,3.9889840465642745,1.3530819089874473,0.4524031330061604,0.114863722598945,3.295836866004329,1.5652347957700674
000852.SH,R1_A,2024-09-09,565169,2024-09-09,565168,SHORT,-1,20,2024,0.5429886379248523,0.08641723946543574,0.317368098487751,0.08176306322171482,2.70805020110221,1.6717054117518164,0.317368098487751,0.08176306322171482,2.639057329615259,1.6512908793505985
000852.SH,R1_A,2024-09-10,565364,2024-04-10,540161,SHORT,-1,19,2024,0.30079863206785185,1.1901161693551603,0.4989417478949987,0.12342596613113152,5.176149732573829,0.7949080015343224,0.38533430061703683,0.09804314432645396,5.231108616854587,0.5343639183101521
000852.SH,R1_A,2024-09-10,565506,2024-08-05,559262,SHORT,-1,26,2024,0.9724543663592891,1.4665320698086997,0.46218533354009517,0.10711728282388698,2.8903717578961645,1.4879808482654964,0.2198941734728616,0.09101012595702863,3.044522437723423,1.5157011986037487
000852.SH,R1_A,2024-09-12,565966,2024-09-12,565965,LONG,1,26,2024,0.9494867246871287,0.17587928021996044,0.32333664970599346,0.09479793134111751,4.51085950651685,0.8792248471917116,0.32333664970599346,0.09479793134111751,4.499809670330265,0.8241562943758176
000852.SH,R1_A,2024-09-13,566095,2024-08-19,561526,LONG,1,19,2024,0.9011021112398634,0.5073501623618041,0.32333664970599346,0.09479793134111751,5.393627546352361,1.2904968496900797,0.29729026088909527,0.10466675737137703,5.8998973535824915,1.2486390643799612
000852.SH,R1_A,2024-09-13,566122,2024-04-12,540671,LONG,1,20,2024,0.2907688108077624,0.9824013530919701,0.32333664970599346,0.09479793134111751,5.5093883366279774,1.501950632567651,0.34951308915997775,0.09950072728702321,4.382026634673881,1.5849092287704107
000852.SH,R1_A,2024-09-18,566337,2024-07-09,554575,SHORT,-1,19,2024,0.5073694776003045,0.540714812895772,0.28145975956607777,0.06477765781915246,2.0794415416798357,1.780721786131913,0.20819556025398844,0.04994327990135632,1.9459101490553132,1.7849158456655778
000852.SH,R1_A,2024-09-18,566509,2024-07-01,553300,SHORT,-1,28,2024,1.2231595735942824,2.280000636612571,0.45972916518623547,0.23529678913665694,3.1780538303479458,1.4110331855723772,0.3597086512977851,0.17716342221494627,4.1588830833596715,0.8931281303412629
000852.SH,R1_A,2024-09-19,566676,2024-09-20,566917,LONG,1,22,2024,0.9119705716820364,1.7322772206631007,0.5905481224345154,0.37825319805910895,3.58351893845611,0.6140454674411069,0.5905481224345154,0.37825319805910895,5.6240175061873385,0.7459586439395838
000852.SH,R1_A,2024-09-24,567354,2024-09-24,567353,LONG,1,21,2024,1.2188058096785794,0.0190510319603588,0.27230768876697364,0.08901329229789678,4.143134726391533,0.5574635666727806,0.27230768876697364,0.08901329229789678,4.127134385045092,0.5531497167767677
000852.SH,R1_A,2024-09-24,567369,2024-04-24,542620,LONG,1,21,2024,0.4503479879512078,1.4351478206012294,0.010915044645456102,0.004320716152234321,2.4849066497880004,1.605172620583979,0.06089787794581274,0.014356760814487883,3.1354942159291497,1.2033027784254329
000852.SH,R1_A,2024-09-24,567435,2024-08-02,559030,LONG,1,27,2024,0.3621913519727034,0.2909880538686986,0.010915044645456102,0.004320716152234321,4.356708826689592,0.5336474356396176,0.032603157171339735,0.015588750050880437,4.276666119016055,0.5042155272237111
000852.SH,R1_A,2024-09-24,567492,2024-04-24,542782,LONG,1,29,2024,0.43041470389339836,0.485676308119387,0.010915044645456102,0.004320716152234321,4.90527477843843,0.4936688600110457,0.06089787794581274,0.014356760814487883,5.220355825078325,0.5555262985324312
000852.SH,R1_A,2024-09-25,567545,2024-08-05,559126,LONG,1,19,2024,0.3947689616932453,1.3157298499519239,0.010915044645456102,0.004320716152234321,5.236441962829949,2.103362519520623,0.032603157171339735,0.015588750050880437,5.123963979403259,1.7005054784216103
000852.SH,R1_A,2024-09-25,567594,2024-01-03,525358,LONG,1,21,2024,0.627671369979703,2.594120109809109,0.6180172192841793,0.26280150611989306,2.302585092994046,0.5527963739085668,0.6950034115068942,0.18890824911634407,4.343805421853684,0.9128330141039884
000852.SH,R1_A,2024-09-26,567979,2024-09-26,567977,LONG,1,29,2024,0.3019021869367516,0.020232174792269304,0.28056270848997866,0.13394839409936413,4.51085950651685,1.0524134721307568,0.28056270848997866,0.13394839409936413,4.48863636973214,1.055117821463924
000852.SH,R1_A,2024-09-27,568010,2024-10-09,568748,LONG,1,19,2024,0.5023205719762983,2.1061449760915156,0.7722801258823867,0.3876639422163063,1.0986122886681096,2.433554900653787,0.4195022513880358,0.36844311691033954,1.0986122886681096,2.409448228868899
000852.SH,R1_A,2024-09-27,568020,2024-09-24,567295,LONG,1,19,2024,0.5545115121807479,1.156032890841855,0.08242367287846394,0.0763564939847826,1.3862943611198906,2.4776602763033893,0.27230768876697364,0.08901329229789678,1.3862943611198906,2.4235415031880345
000852.SH,R1_A,2024-09-27,568047,2024-11-11,574294,LONG,1,20,2024,0.3480637583173647,0.8735957159105723,0.032994080394339584,0.03286384976524836,3.1780538303479458,0.7566715447242099,0.009650533775260125,0.0034194910992673155,3.912023005428146,0.7664021874214306
000852.SH,R1_A,2024-09-27,568184,2024-10-09,568921,LONG,1,28,2024,1.08221473106097,1.792947453310423,0.6946298702690648,0.42428088999592506,3.58351893845611,0.2795378839072989,0.5324530182657173,0.35230352303523205,3.6635616461296463,0.3484962976335652
000852.SH,R1_A,2024-09-30,568265,2024-10-09,568745,LONG,1,19,2024,2.643473300055242,2.621066903166795,0.6833622647205031,0.5863388533306246,2.772588722239781,2.771983844768867,0.5423747605810317,0.48314606741572913,2.1972245773362196,2.4119369310968772
000852.SH,R1_A,2024-09-30,568313,2024-01-03,525358,LONG,1,21,2024,0.40481582499397006,3.449055615142719,0.3656592646793908,0.28827346796025854,3.8712010109078907,0.30834867438604674,0.6950034115068942,0.18890824911634407,4.343805421853684,0.9128330141039884
000852.SH,R1_A,2024-09-30,568341,2024-08-06,559450,LONG,1,22,2024,0.7463515344154527,0.9954858607839248,0.15889784541123533,0.11096222380612936,1.6094379124341003,0.3205822325534956,0.17991316756403578,0.0839307746173596,2.5649493574615367,0.3816394497643403
000852.SH,R1_A,2024-09-30,568380,2024-09-20,566940,LONG,1,26,2024,0.599279771455818,3.6332092448464843,0.4021859319810095,0.34993072006436526,1.6094379124341003,0.3396063966252437,0.5905481224345154,0.37825319805910895,5.703782474656201,0.5007818208967293
000852.SH,R1_A,2024-09-30,568449,2024-10-09,568900,LONG,1,28,2024,1.6501092323375641,1.05421254478011,0.413619251586124,0.36023334953816666,2.0794415416798357,0.4086721868971602,0.5324530182657173,0.35230352303523205,2.8903717578961645,0.531537540746789
000852.SH,R1_A,2024-10-08,568498,2024-10-09,568745,LONG,1,19,2024,2.6381459128435525,4.561028931616583,0.6913941922980129,0.6908315328790656,2.302585092994046,2.7581589339790087,0.5423747605810317,0.48314606741572913,2.1972245773362196,2.4119369310968772
000852.SH,R1_A,2024-10-10,569016,2024-10-10,569015,SHORT,-1,20,2024,1.1643012075094852,0.12706505958221537,0.507316505555705,0.3820968884075488,1.9459101490553132,0.9020969832378349,0.507316505555705,0.3820968884075488,1.791759469228055,0.9038127052989473
000852.SH,R1_A,2024-10-10,569044,2024-01-03,525358,LONG,1,21,2024,0.4985599407216939,4.153078779274163,0.364608938268213,0.3578324975675512,3.2188758248682006,0.7730767981614675,0.6950034115068942,0.18890824911634407,4.343805421853684,0.9128330141039884
000852.SH,R1_A,2024-10-10,569056,2024-09-20,566917,LONG,1,22,2024,0.36047469632938306,2.1742659741919113,0.364608938268213,0.3578324975675512,3.6109179126442243,0.6786367855290901,0.5905481224345154,0.37825319805910895,5.6240175061873385,0.7459586439395838
000852.SH,R1_A,2024-10-10,569082,2024-09-20,566921,LONG,1,26,2024,0.7453353355650909,3.056781672054975,0.6954272192879694,0.3489582405047494,2.0794415416798357,0.7442760528948418,0.5905481224345154,0.37825319805910895,5.638354669333745,0.7594718488349292
000852.SH,R1_A,2024-10-11,569217,2024-10-10,568963,SHORT,-1,19,2024,0.5446262781577889,2.081156148175506,0.6034013711995441,0.35886273245189726,1.0986122886681096,1.5663543613903437,0.5819195765970976,0.45642117874138266,0.6931471805599453,1.6381111711191048
