symbol,cell,event_day,event_entry_idx,control_day,control_entry_idx,side,parent_direction,clock_bucket,calendar_year,severity,match_distance,event_parent_abs_drift,event_parent_efficiency,event_log1p_parent_age_bars,event_local_vol_30_over_240,control_parent_abs_drift,control_parent_efficiency,control_log1p_parent_age_bars,control_local_vol_30_over_240
000852.SH,R1_A,2021-01-29,355134,2021-01-29,355133,SHORT,-1,19,2021,0.6537624296743252,0.06861762197212178,0.3212736158694084,0.11630461116046166,2.5649493574615367,2.2132621712208977,0.3212736158694084,0.11630461116046166,2.4849066497880004,2.209500991417232
000852.SH,R1_A,2021-01-29,355182,2021-03-10,360705,SHORT,-1,21,2021,0.5301006148862178,1.4907005348542692,0.34887957612644355,0.24415542966567935,2.5649493574615367,1.1706383949072274,0.3705787520441651,0.24513535245242607,4.07753744390572,0.9318126395250103
000852.SH,R1_A,2021-01-29,355254,2021-12-07,404444,SHORT,-1,26,2021,0.48481337587666207,2.8112947878551653,0.43705264433597346,0.2916817432557372,4.174387269895637,0.4690607005697523,0.5953525998154503,0.167043257141644,3.367295829986474,0.766788356404199
000852.SH,R1_A,2021-02-01,355377,2021-02-25,358482,SHORT,-1,19,2021,1.4326542665604736,0.45691483736548666,0.5496596343034044,0.21904687131977715,3.6375861597263857,1.523212046447067,0.47611342605324514,0.22027208378286053,3.4339872044851463,1.5756150273835394
000852.SH,R1_A,2021-02-03,355854,2021-02-03,355853,LONG,1,19,2021,0.4870306950693063,0.09044299532559442,0.21239603652375974,0.07015545811741848,5.4116460518550396,1.7658613617489263,0.21239603652375974,0.07015545811741848,5.407171771460119,1.737488206085551
000852.SH,R1_A,2021-02-04,356091,2021-10-12,394736,SHORT,-1,19,2021,0.33152030415920486,0.698738416243246,0.22735826768369366,0.07182682846834984,3.6888794541139363,1.9490859578402997,0.35188627010412804,0.08396214157930096,3.713572066704308,1.9469658847824882
000852.SH,R1_A,2021-02-04,356135,2021-03-10,360697,SHORT,-1,20,2021,0.29670674474212333,1.0338842237511319,0.5177324208023417,0.24418964982955843,3.4339872044851463,1.128145527450716,0.3705787520441651,0.24513535245242607,3.9318256327243257,0.959578502794709
000852.SH,R1_A,2021-02-04,356189,2021-12-07,404439,SHORT,-1,22,2021,0.3739750921537572,1.8899493965355092,0.5177324208023417,0.24418964982955843,4.442651256490317,0.9732986942648805,0.5953525998154503,0.167043257141644,3.1780538303479458,0.9221374646719007
000852.SH,R1_A,2021-02-04,356304,2021-02-24,358479,SHORT,-1,29,2021,1.4183047739287826,1.6091684289917587,0.6684641793738783,0.27691518029000295,4.007333185232471,0.7427865699353894,0.47611342605324514,0.22027208378286053,3.332204510175204,0.7939926145584583
000852.SH,R1_A,2021-02-08,356573,2021-02-08,356572,SHORT,-1,19,2021,0.46996070328232364,0.012020901783774436,0.2285051818218194,0.09947157256091631,5.308267697401205,1.9505021736159889,0.2285051818218194,0.09947157256091631,5.303304908059076,1.946964365403619
000852.SH,R1_A,2021-02-08,356602,2021-07-30,383978,SHORT,-1,20,2021,0.6095771061518844,0.5373964401945843,0.224151159767851,0.07549940377053496,2.9444389791664403,1.493593238074117,0.14773007372294136,0.06012691512113213,2.772588722239781,1.4538088832051443
000852.SH,R1_A,2021-02-18,357288,2021-02-18,357287,LONG,1,19,2021,0.5403266572795031,0.34225317557517354,0.32946623567902034,0.09004041401353875,1.0986122886681096,2.6400517717083956,0.32946623567902034,0.09004041401353875,0.6931471805599453,2.6398513684493743
000852.SH,R1_A,2021-02-18,357346,2021-07-29,383740,LONG,1,21,2021,0.8776225971774153,0.6600081818941674,0.12576897989172237,0.0890604890604902,2.772588722239781,0.5317314657549648,0.1839466534372276,0.07416508321809717,3.367295829986474,0.5077910887065
000852.SH,R1_A,2021-02-19,357522,2021-09-07,390420,SHORT,-1,19,2021,0.44162509908498304,0.5578540423278715,0.18399665794059905,0.1162079510703405,4.787491742782046,1.2907598465653445,0.2261043683041104,0.10286451335519033,5.298317366548036,1.2611527978328203
000852.SH,R1_A,2021-02-19,357554,2021-02-24,358270,LONG,1,20,2021,0.3286556456669533,0.49926823417514915,0.0914412446342592,0.06422676713311616,3.2188758248682006,1.4680672817515388,0.1370283879942523,0.04215295396882932,3.2188758248682006,1.4963346074291166
000852.SH,R1_A,2021-02-22,357870,2021-02-22,357869,LONG,1,22,2021,0.3684097310862922,0.013238240024317522,0.06815494534939892,0.013476269221265822,5.5053315359323625,0.7451319040665659,0.06815494534939892,0.013476269221265822,5.501258210544727,0.7411179123650743
000852.SH,R1_A,2021-02-22,357978,2021-07-29,383894,LONG,1,29,2021,1.2768037945746495,2.2281456068166676,0.6987295973015655,0.24033704471362552,3.58351893845611,0.9097812729878765,0.6165928041513953,0.2705673865377117,4.948759890378168,0.35651645090705425
000852.SH,R1_A,2021-02-26,358731,2021-02-26,358730,SHORT,-1,19,2021,0.4899228414503523,0.013163736999712808,0.26153380319066355,0.08227365521312459,4.174387269895637,2.5670195988979643,0.26153380319066355,0.08227365521312459,4.1588830833596715,2.566574143751212
000852.SH,R1_A,2021-03-01,359082,2021-03-01,359081,LONG,1,26,2021,0.37161496736161914,0.031667925481714244,0.10319795429093487,0.03364293085655399,5.1647859739235145,0.6063193482040894,0.10319795429093487,0.03364293085655399,5.159055299214529,0.5964927161228492
000852.SH,R1_A,2021-03-02,359217,2021-11-10,399789,LONG,1,19,2021,0.4805680097081616,0.25111058971379213,0.10319795429093487,0.03364293085655399,5.736572297479192,1.9445295446635242,0.1351161203857471,0.029950651559309056,5.918893854273146,1.920534698133671
000852.SH,R1_A,2021-03-04,359759,2021-03-04,359755,LONG,1,21,2021,0.8745215300190502,0.05810962267511909,0.15492359880311374,0.030261169868336175,4.174387269895637,1.0683844134735518,0.15492359880311374,0.030261169868336175,4.110873864173311,1.061345736233696
000852.SH,R1_A,2021-03-05,359951,2021-12-10,405070,SHORT,-1,20,2021,0.6517463014645533,0.5713353016297373,0.16997818731020983,0.03843613789459805,2.833213344056216,2.3673885049707106,0.15675718355242083,0.039087947882735945,3.367295829986474,2.259460351403293
000852.SH,R1_A,2021-03-09,360456,2021-03-09,360455,SHORT,-1,20,2021,2.141034092559818,0.19435876643331473,0.5260851438603569,0.21005049019914507,3.1780538303479458,1.8646910280852067,0.5260851438603569,0.21005049019914507,3.1354942159291497,1.9246656371697624
