pair_id,symbol,event_day,control_day,side,horizon,index_event,index_control,index_incremental,etf_event,etf_control,etf_incremental,event_tracking_residual,incremental_tracking_residual
000688.SH:R1_A:26407:81120,000688.SH,2021-01-04,2021-12-13,LONG,1,0.0012470972735874053,-0.0010270146488373655,0.0022741119224247708,0.0013937282229965486,-0.0013360053440213404,0.002729733567017889,0.00014663094940914334,0.00045562164459311827
000688.SH:R1_A:26472:81183,000688.SH,2021-01-04,2021-12-13,LONG,1,0.00015584599582041392,0.0011195482866044326,-0.0009637022907840187,0.0,0.0006702412868633267,-0.0006702412868633267,-0.00015584599582041392,0.00029346100392069197
000688.SH:R1_A:26601:81088,000688.SH,2021-01-04,2021-12-10,LONG,1,0.0001265457920007762,0.00016657181327306425,-4.002602127228805e-05,-0.0006835269993165083,-0.0006675567423229944,-1.5970256993513843e-05,-0.0008100727913172845,2.4055764278774205e-05
000688.SH:R1_A:26738:45209,000688.SH,2021-01-05,2021-04-30,LONG,1,-0.0007751555596270387,8.315945447390227e-05,-0.000858315014100941,-0.000684931506849229,0.0007342143906019505,-0.0014191458974511795,9.022405277780976e-05,-0.0005608308833502385
000688.SH:R1_A:26893:55462,000688.SH,2021-01-06,2021-07-06,LONG,1,0.00011917614233847296,0.0027778485690257426,-0.0026586724266872697,-0.001361470388019037,0.003073140749846326,-0.004434611137865363,-0.00148064653035751,-0.0017759387111780933
000688.SH:R1_A:27126:37452,000688.SH,2021-01-07,2021-03-16,SHORT,1,-0.0011053481846783342,-0.00017947902134984872,-0.0009258691633284855,-0.0006887052341597588,-0.0,-0.0006887052341597588,0.00041664295051857536,0.00023716392916872664
000688.SH:R1_A:27256:51508,000688.SH,2021-01-07,2021-06-10,SHORT,1,0.0005411411584750336,0.00020641112968822206,0.0003347300287868116,-0.0,-0.0006671114076048923,0.0006671114076048923,-0.0005411411584750336,0.0003323813788180807
000688.SH:R1_A:27341:37426,000688.SH,2021-01-07,2021-03-15,SHORT,1,-0.000516247246075352,0.00022101437412025415,-0.0007372616201956061,-0.0,-0.0,0.0,0.000516247246075352,0.0007372616201956061
000688.SH:R1_A:27381:45386,000688.SH,2021-01-08,2021-05-06,SHORT,1,0.00047416528672394875,0.0003409917555771136,0.00013317353114683517,0.0014124293785310327,0.0007358351729211954,0.0006765942056098373,0.0009382640918070839,0.0005434206744630021
000688.SH:R1_A:27406:51393,000688.SH,2021-01-08,2021-06-10,SHORT,1,-0.0012189781021898494,-0.0007812336516395124,-0.00043774445055033695,-0.0007072135785006761,-0.0006761325219741821,-3.1081056526494066e-05,0.0005117645236891732,0.0004066633940238429
000688.SH:R1_A:27485:48841,000688.SH,2021-01-08,2021-05-26,LONG,1,-0.0011361070853754818,0.0004845637091150934,-0.0016206707944905752,0.0,0.0,0.0,0.0011361070853754818,0.0016206707944905752
000688.SH:R1_A:27620:57863,000688.SH,2021-01-11,2021-07-20,LONG,1,0.001189682727383623,0.0009286824564640472,0.0002610002709195758,0.0006963788300835549,0.0006357279084552303,6.065092162832464e-05,-0.0004933038973000681,-0.00020034934929125114
000688.SH:R1_A:27636:57871,000688.SH,2021-01-11,2021-07-20,LONG,1,0.0008509116910977443,-0.0009950379893642891,0.0018459496804620334,0.0,-0.0012722646310432406,0.0012722646310432406,-0.0008509116910977443,-0.0005736850494187928
000688.SH:R1_A:27684:56488,000688.SH,2021-01-11,2021-07-12,LONG,1,-0.00038400546141093006,-7.51663054509022e-05,-0.00030883915596002787,0.0,-0.0006042296072508169,0.0006042296072508169,0.00038400546141093006,0.0009130687632108447
000688.SH:R1_A:27772:42170,000688.SH,2021-01-11,2021-04-13,LONG,1,-0.00012949733451328438,-0.0001362419657311431,6.744631217858732e-06,-0.0013956734124215275,0.0,-0.0013956734124215275,-0.0012661760779082432,-0.0014024180436393863
000688.SH:R1_A:27841:55442,000688.SH,2021-01-12,2021-07-06,SHORT,1,-0.0017128586747654495,0.002823460738033523,-0.0045363194127989726,-0.002097902097902171,0.0036652412950519686,-0.00576314339295414,-0.0003850434231367217,-0.0012268239801551672
000688.SH:R1_A:28070:29755,000688.SH,2021-01-12,2021-01-21,LONG,1,-0.00017084525690858055,6.068493058331015e-05,-0.0002315301874918907,0.0,0.0006557377049181135,-0.0006557377049181135,0.00017084525690858055,-0.00042420751742622276
000688.SH:R1_A:28126:30058,000688.SH,2021-01-13,2021-01-25,LONG,1,-0.0005041682643830425,0.001324290701874009,-0.0018284589662570516,0.0,0.0006497725795973075,-0.0006497725795973075,0.0005041682643830425,0.0011786863866597441
000688.SH:R1_A:28362:29550,000688.SH,2021-01-14,2021-01-21,LONG,1,0.0026028922601191162,0.0005164517049700557,0.0020864405551490606,0.0020661157024794985,-0.0006587615283267789,0.0027248772308062774,-0.0005367765576396177,0.0006384366756572168
000688.SH:R1_A:28497:29199,000688.SH,2021-01-14,2021-01-19,LONG,1,-0.000456471678316972,-0.0008209618936854124,0.0003644902153684404,-0.0006618133686300265,0.0,-0.0006618133686300265,-0.0002053416903130545,-0.0010263035839984669
000688.SH:R1_A:28912:28910,000688.SH,2021-01-18,2021-01-18,LONG,1,-0.0005796202813180829,0.0009044032288545445,-0.0014840235101726273,0.0,0.0,0.0,0.0005796202813180829,0.0014840235101726273
000688.SH:R1_A:28958:32790,000688.SH,2021-01-18,2021-02-09,LONG,1,-6.701694188304685e-05,0.00020490789743288218,-0.00027192483931592903,-0.0006510416666667407,0.0006868131868131844,-0.001337854853479925,-0.0005840247247836938,-0.001065930014163996
000688.SH:R1_A:30087:30085,000688.SH,2021-01-25,2021-01-25,LONG,1,-0.0001670263300306285,0.0014583793258007294,-0.0016254056558313579,0.0006493506493505663,0.0006497725795973075,-4.2193024674119783e-07,0.0008163769793811948,0.0016249837255846167
000688.SH:R1_A:30181:35711,000688.SH,2021-01-25,2021-03-04,LONG,1,0.0007221795245542229,-0.0006308484912206369,0.0013530280157748598,0.0012886597938144284,0.0,0.0012886597938144284,0.0005664802692602056,-6.436822196043135e-05
000688.SH:R1_A:30353:41143,000688.SH,2021-01-26,2021-04-07,SHORT,1,0.00035222715942340166,0.0001551554269489941,0.00019707173247440757,-0.0,-0.0,0.0,-0.00035222715942340166,-0.00019707173247440757
000688.SH:R1_A:30513:41799,000688.SH,2021-01-27,2021-04-12,SHORT,1,0.002019909552172794,-0.00013422394871076548,0.0021541335008835594,0.00200534759358284,-0.0,0.00200534759358284,-1.4561958589953683e-05,-0.00014878590730071917
000688.SH:R1_A:30551:75194,000688.SH,2021-01-27,2021-11-08,SHORT,1,-0.00035009679146580375,-0.0005600068923925505,0.00020991010092674678,-0.0,-0.0013850415512466352,0.0013850415512466352,0.00035009679146580375,0.0011751314503198884
000688.SH:R1_A:30751:78755,000688.SH,2021-01-28,2021-11-29,SHORT,1,-0.002023361248859823,-0.0008116163441800328,-0.0012117449046797901,-0.0026648900732844094,-0.0,-0.0026648900732844094,-0.0006415288244245865,-0.0014531451686046193
000688.SH:R1_A:30963:37203,000688.SH,2021-01-29,2021-03-15,SHORT,1,0.0008016451151928727,0.001511509177594239,-0.0007098640624013663,-0.0,0.0007806401249023098,-0.0007806401249023098,-0.0008016451151928727,-7.077606250094348e-05
000688.SH:R1_A:31017:56698,000688.SH,2021-01-29,2021-07-13,SHORT,1,0.00023260567698824008,0.0008703165698256132,-0.0006377108928373731,0.0013670539986329056,0.0006042296072508169,0.0007628243913820887,0.0011344483216446655,0.0014005352842194618
000688.SH:R1_A:31217:28818,000688.SH,2021-02-01,2021-01-18,SHORT,1,-0.0021329417112485594,-0.00022063031322594462,-0.0019123113980226147,-0.0013577732518670338,-0.0013377926421405117,-1.9980609726522047e-05,0.0007751684593815256,0.0018923307882960927
000688.SH:R1_A:31719:31718,000688.SH,2021-02-03,2021-02-03,LONG,1,0.0001887570696512686,0.00016081891789854197,2.7938151752726625e-05,0.0006788866259332949,-0.0006784260515603213,0.0013573126774936162,0.0004901295562820263,0.0013293745257408895
000688.SH:R1_A:31736:32681,000688.SH,2021-02-03,2021-02-09,LONG,1,-0.0003078580774263928,0.0016284551103493694,-0.0019363131877757622,0.0,0.002081887578070818,-0.002081887578070818,0.0003078580774263928,-0.0001455743902950557
000688.SH:R1_A:31773:35617,000688.SH,2021-02-03,2021-03-04,LONG,1,-4.204801883744835e-05,-0.00045736050504585624,0.0004153124862084079,0.0,0.0,0.0,4.204801883744835e-05,-0.0004153124862084079
000688.SH:R1_A:31831:45297,000688.SH,2021-02-03,2021-04-30,SHORT,1,0.0006723065717967325,-0.00015179574364743154,0.000824102315444164,-0.0,-0.0,0.0,-0.0006723065717967325,-0.000824102315444164
000688.SH:R1_A:31938:33868,000688.SH,2021-02-04,2021-02-23,SHORT,1,0.0010613442744393797,0.00015045027618376672,0.000910893998255613,0.0013831258644536604,-0.0,0.0013831258644536604,0.00032178159001428064,0.00047223186619804736
000688.SH:R1_A:31972:55005,000688.SH,2021-02-04,2021-07-02,SHORT,1,0.001094950979332765,-0.0008312228066758021,0.001926173786008567,-0.0,0.0006261740763932044,-0.0006261740763932044,-0.001094950979332765,-0.0025523478624017715
000688.SH:R1_A:32030:75211,000688.SH,2021-02-04,2021-11-08,SHORT,1,0.0006975578210037803,-7.904683884518704e-05,0.0007766046598489673,0.0014084507042253502,-0.0006925207756234286,0.002100971479848779,0.00071089288322157,0.0013243668199998115
000688.SH:R1_A:32161:29520,000688.SH,2021-02-05,2021-01-21,LONG,1,-0.0010083240367286805,0.0013659731381048257,-0.0023742971748335062,-0.0020847810979848225,0.0013089005235602524,-0.003393681621545075,-0.001076457061256142,-0.0010193844467115687
000688.SH:R1_A:32199:57883,000688.SH,2021-02-05,2021-07-20,LONG,1,-0.001467581411585428,0.0017247326664366902,-0.003192314078022118,-0.001386001386001423,0.0012787723785165905,-0.0026647737645180136,8.15800255840049e-05,0.0005275403135041046
000688.SH:R1_A:32225:57900,000688.SH,2021-02-05,2021-07-20,LONG,1,0.001930818282213087,-0.0013570129904350026,0.0032878312726480896,0.001386001386001423,-0.001905972045743387,0.00329197343174481,-0.000544816896211664,4.142159096720555e-06
