pair_id,index_symbol,event_day,control_day,side,horizon,event_entry_timestamp,event_entry_status,event_exit_timestamp,event_exit_status,event_action_crossing,control_entry_timestamp,control_entry_status,control_exit_timestamp,control_exit_status,control_action_crossing,eligible,reason
000688.SH:R1_A:26472:81183,000688.SH,2021-01-04,2021-12-13,LONG,30,2021-01-04T10:43:00+08:00,valid,2021-01-04T11:13:00+08:00,valid,False,2021-12-13T10:34:00+08:00,valid,2021-12-13T11:04:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26472:81183,000688.SH,2021-01-04,2021-12-13,LONG,60,2021-01-04T10:43:00+08:00,valid,2021-01-04T13:13:00+08:00,valid,False,2021-12-13T10:34:00+08:00,valid,2021-12-13T13:04:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26472:81183,000688.SH,2021-01-04,2021-12-13,LONG,120,2021-01-04T10:43:00+08:00,valid,2021-01-04T14:13:00+08:00,valid,False,2021-12-13T10:34:00+08:00,valid,2021-12-13T14:04:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26472:81183,000688.SH,2021-01-04,2021-12-13,LONG,240,2021-01-04T10:43:00+08:00,valid,2021-01-05T10:43:00+08:00,valid,False,2021-12-13T10:34:00+08:00,valid,2021-12-14T10:34:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26601:81088,000688.SH,2021-01-04,2021-12-10,LONG,1,2021-01-04T14:22:00+08:00,valid,2021-01-04T14:23:00+08:00,valid,False,2021-12-10T14:29:00+08:00,valid,2021-12-10T14:30:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26601:81088,000688.SH,2021-01-04,2021-12-10,LONG,5,2021-01-04T14:22:00+08:00,valid,2021-01-04T14:27:00+08:00,valid,False,2021-12-10T14:29:00+08:00,valid,2021-12-10T14:34:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26601:81088,000688.SH,2021-01-04,2021-12-10,LONG,15,2021-01-04T14:22:00+08:00,valid,2021-01-04T14:37:00+08:00,valid,False,2021-12-10T14:29:00+08:00,valid,2021-12-10T14:44:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26601:81088,000688.SH,2021-01-04,2021-12-10,LONG,30,2021-01-04T14:22:00+08:00,valid,2021-01-04T14:52:00+08:00,valid,False,2021-12-10T14:29:00+08:00,valid,2021-12-10T14:59:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26601:81088,000688.SH,2021-01-04,2021-12-10,LONG,60,2021-01-04T14:22:00+08:00,valid,2021-01-05T09:52:00+08:00,valid,False,2021-12-10T14:29:00+08:00,valid,2021-12-13T09:59:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26601:81088,000688.SH,2021-01-04,2021-12-10,LONG,120,2021-01-04T14:22:00+08:00,valid,2021-01-05T10:52:00+08:00,valid,False,2021-12-10T14:29:00+08:00,valid,2021-12-13T10:59:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26601:81088,000688.SH,2021-01-04,2021-12-10,LONG,240,2021-01-04T14:22:00+08:00,valid,2021-01-05T14:22:00+08:00,valid,False,2021-12-10T14:29:00+08:00,valid,2021-12-13T14:29:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26738:45209,000688.SH,2021-01-05,2021-04-30,LONG,1,2021-01-05T11:09:00+08:00,valid,2021-01-05T11:10:00+08:00,valid,False,2021-04-30T11:00:00+08:00,valid,2021-04-30T11:01:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26738:45209,000688.SH,2021-01-05,2021-04-30,LONG,5,2021-01-05T11:09:00+08:00,valid,2021-01-05T11:14:00+08:00,valid,False,2021-04-30T11:00:00+08:00,valid,2021-04-30T11:05:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26738:45209,000688.SH,2021-01-05,2021-04-30,LONG,15,2021-01-05T11:09:00+08:00,valid,2021-01-05T11:24:00+08:00,valid,False,2021-04-30T11:00:00+08:00,valid,2021-04-30T11:15:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26738:45209,000688.SH,2021-01-05,2021-04-30,LONG,30,2021-01-05T11:09:00+08:00,valid,2021-01-05T13:09:00+08:00,valid,False,2021-04-30T11:00:00+08:00,valid,2021-04-30T11:30:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26738:45209,000688.SH,2021-01-05,2021-04-30,LONG,60,2021-01-05T11:09:00+08:00,valid,2021-01-05T13:39:00+08:00,valid,False,2021-04-30T11:00:00+08:00,valid,2021-04-30T13:30:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26738:45209,000688.SH,2021-01-05,2021-04-30,LONG,120,2021-01-05T11:09:00+08:00,valid,2021-01-05T14:39:00+08:00,valid,False,2021-04-30T11:00:00+08:00,valid,2021-04-30T14:30:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26738:45209,000688.SH,2021-01-05,2021-04-30,LONG,240,2021-01-05T11:09:00+08:00,valid,2021-01-06T11:09:00+08:00,valid,False,2021-04-30T11:00:00+08:00,valid,2021-05-06T11:00:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26893:55462,000688.SH,2021-01-06,2021-07-06,LONG,1,2021-01-06T09:44:00+08:00,valid,2021-01-06T09:45:00+08:00,valid,False,2021-07-06T09:53:00+08:00,valid,2021-07-06T09:54:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26893:55462,000688.SH,2021-01-06,2021-07-06,LONG,5,2021-01-06T09:44:00+08:00,valid,2021-01-06T09:49:00+08:00,valid,False,2021-07-06T09:53:00+08:00,valid,2021-07-06T09:58:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26893:55462,000688.SH,2021-01-06,2021-07-06,LONG,15,2021-01-06T09:44:00+08:00,valid,2021-01-06T09:59:00+08:00,valid,False,2021-07-06T09:53:00+08:00,valid,2021-07-06T10:08:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26893:55462,000688.SH,2021-01-06,2021-07-06,LONG,30,2021-01-06T09:44:00+08:00,valid,2021-01-06T10:14:00+08:00,valid,False,2021-07-06T09:53:00+08:00,valid,2021-07-06T10:23:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26893:55462,000688.SH,2021-01-06,2021-07-06,LONG,60,2021-01-06T09:44:00+08:00,valid,2021-01-06T10:44:00+08:00,valid,False,2021-07-06T09:53:00+08:00,valid,2021-07-06T10:53:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26893:55462,000688.SH,2021-01-06,2021-07-06,LONG,120,2021-01-06T09:44:00+08:00,valid,2021-01-06T13:14:00+08:00,valid,False,2021-07-06T09:53:00+08:00,valid,2021-07-06T13:23:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:26893:55462,000688.SH,2021-01-06,2021-07-06,LONG,240,2021-01-06T09:44:00+08:00,valid,2021-01-07T09:44:00+08:00,valid,False,2021-07-06T09:53:00+08:00,valid,2021-07-07T09:53:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27126:37452,000688.SH,2021-01-07,2021-03-16,SHORT,1,2021-01-07T09:37:00+08:00,valid,2021-01-07T09:38:00+08:00,valid,False,2021-03-16T09:43:00+08:00,valid,2021-03-16T09:44:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27126:37452,000688.SH,2021-01-07,2021-03-16,SHORT,5,2021-01-07T09:37:00+08:00,valid,2021-01-07T09:42:00+08:00,valid,False,2021-03-16T09:43:00+08:00,valid,2021-03-16T09:48:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27126:37452,000688.SH,2021-01-07,2021-03-16,SHORT,15,2021-01-07T09:37:00+08:00,valid,2021-01-07T09:52:00+08:00,valid,False,2021-03-16T09:43:00+08:00,valid,2021-03-16T09:58:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27126:37452,000688.SH,2021-01-07,2021-03-16,SHORT,30,2021-01-07T09:37:00+08:00,valid,2021-01-07T10:07:00+08:00,valid,False,2021-03-16T09:43:00+08:00,valid,2021-03-16T10:13:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27126:37452,000688.SH,2021-01-07,2021-03-16,SHORT,60,2021-01-07T09:37:00+08:00,valid,2021-01-07T10:37:00+08:00,valid,False,2021-03-16T09:43:00+08:00,valid,2021-03-16T10:43:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27126:37452,000688.SH,2021-01-07,2021-03-16,SHORT,120,2021-01-07T09:37:00+08:00,valid,2021-01-07T13:07:00+08:00,valid,False,2021-03-16T09:43:00+08:00,valid,2021-03-16T13:13:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27126:37452,000688.SH,2021-01-07,2021-03-16,SHORT,240,2021-01-07T09:37:00+08:00,valid,2021-01-08T09:37:00+08:00,valid,False,2021-03-16T09:43:00+08:00,valid,2021-03-17T09:43:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27256:51508,000688.SH,2021-01-07,2021-06-10,SHORT,1,2021-01-07T13:17:00+08:00,valid,2021-01-07T13:18:00+08:00,valid,False,2021-06-10T13:29:00+08:00,valid,2021-06-10T13:30:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27256:51508,000688.SH,2021-01-07,2021-06-10,SHORT,5,2021-01-07T13:17:00+08:00,valid,2021-01-07T13:22:00+08:00,valid,False,2021-06-10T13:29:00+08:00,valid,2021-06-10T13:34:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27256:51508,000688.SH,2021-01-07,2021-06-10,SHORT,15,2021-01-07T13:17:00+08:00,valid,2021-01-07T13:32:00+08:00,valid,False,2021-06-10T13:29:00+08:00,valid,2021-06-10T13:44:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27256:51508,000688.SH,2021-01-07,2021-06-10,SHORT,30,2021-01-07T13:17:00+08:00,valid,2021-01-07T13:47:00+08:00,valid,False,2021-06-10T13:29:00+08:00,valid,2021-06-10T13:59:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27256:51508,000688.SH,2021-01-07,2021-06-10,SHORT,60,2021-01-07T13:17:00+08:00,valid,2021-01-07T14:17:00+08:00,valid,False,2021-06-10T13:29:00+08:00,valid,2021-06-10T14:29:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27256:51508,000688.SH,2021-01-07,2021-06-10,SHORT,120,2021-01-07T13:17:00+08:00,valid,2021-01-08T09:47:00+08:00,valid,False,2021-06-10T13:29:00+08:00,valid,2021-06-11T09:59:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27256:51508,000688.SH,2021-01-07,2021-06-10,SHORT,240,2021-01-07T13:17:00+08:00,valid,2021-01-08T13:17:00+08:00,valid,False,2021-06-10T13:29:00+08:00,valid,2021-06-11T13:29:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27341:37426,000688.SH,2021-01-07,2021-03-15,SHORT,1,2021-01-07T14:42:00+08:00,valid,2021-01-07T14:43:00+08:00,valid,False,2021-03-15T14:47:00+08:00,valid,2021-03-15T14:48:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27341:37426,000688.SH,2021-01-07,2021-03-15,SHORT,5,2021-01-07T14:42:00+08:00,valid,2021-01-07T14:47:00+08:00,valid,False,2021-03-15T14:47:00+08:00,valid,2021-03-15T14:52:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27341:37426,000688.SH,2021-01-07,2021-03-15,SHORT,15,2021-01-07T14:42:00+08:00,valid,2021-01-07T14:57:00+08:00,valid,False,2021-03-15T14:47:00+08:00,valid,2021-03-16T09:32:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27341:37426,000688.SH,2021-01-07,2021-03-15,SHORT,30,2021-01-07T14:42:00+08:00,valid,2021-01-08T09:42:00+08:00,valid,False,2021-03-15T14:47:00+08:00,valid,2021-03-16T09:47:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27341:37426,000688.SH,2021-01-07,2021-03-15,SHORT,60,2021-01-07T14:42:00+08:00,valid,2021-01-08T10:12:00+08:00,valid,False,2021-03-15T14:47:00+08:00,valid,2021-03-16T10:17:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27341:37426,000688.SH,2021-01-07,2021-03-15,SHORT,120,2021-01-07T14:42:00+08:00,valid,2021-01-08T11:12:00+08:00,valid,False,2021-03-15T14:47:00+08:00,valid,2021-03-16T11:17:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27341:37426,000688.SH,2021-01-07,2021-03-15,SHORT,240,2021-01-07T14:42:00+08:00,valid,2021-01-08T14:42:00+08:00,valid,False,2021-03-15T14:47:00+08:00,valid,2021-03-16T14:47:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27381:45386,000688.SH,2021-01-08,2021-05-06,SHORT,1,2021-01-08T09:52:00+08:00,valid,2021-01-08T09:53:00+08:00,valid,False,2021-05-06T09:57:00+08:00,valid,2021-05-06T09:58:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27381:45386,000688.SH,2021-01-08,2021-05-06,SHORT,5,2021-01-08T09:52:00+08:00,valid,2021-01-08T09:57:00+08:00,valid,False,2021-05-06T09:57:00+08:00,valid,2021-05-06T10:02:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27381:45386,000688.SH,2021-01-08,2021-05-06,SHORT,15,2021-01-08T09:52:00+08:00,valid,2021-01-08T10:07:00+08:00,valid,False,2021-05-06T09:57:00+08:00,valid,2021-05-06T10:12:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27381:45386,000688.SH,2021-01-08,2021-05-06,SHORT,30,2021-01-08T09:52:00+08:00,valid,2021-01-08T10:22:00+08:00,valid,False,2021-05-06T09:57:00+08:00,valid,2021-05-06T10:27:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27381:45386,000688.SH,2021-01-08,2021-05-06,SHORT,60,2021-01-08T09:52:00+08:00,valid,2021-01-08T10:52:00+08:00,valid,False,2021-05-06T09:57:00+08:00,valid,2021-05-06T10:57:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27381:45386,000688.SH,2021-01-08,2021-05-06,SHORT,120,2021-01-08T09:52:00+08:00,valid,2021-01-08T13:22:00+08:00,valid,False,2021-05-06T09:57:00+08:00,valid,2021-05-06T13:27:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27381:45386,000688.SH,2021-01-08,2021-05-06,SHORT,240,2021-01-08T09:52:00+08:00,valid,2021-01-11T09:52:00+08:00,valid,False,2021-05-06T09:57:00+08:00,valid,2021-05-07T09:57:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27406:51393,000688.SH,2021-01-08,2021-06-10,SHORT,1,2021-01-08T10:17:00+08:00,valid,2021-01-08T10:18:00+08:00,valid,False,2021-06-10T10:04:00+08:00,valid,2021-06-10T10:05:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27406:51393,000688.SH,2021-01-08,2021-06-10,SHORT,5,2021-01-08T10:17:00+08:00,valid,2021-01-08T10:22:00+08:00,valid,False,2021-06-10T10:04:00+08:00,valid,2021-06-10T10:09:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27406:51393,000688.SH,2021-01-08,2021-06-10,SHORT,15,2021-01-08T10:17:00+08:00,valid,2021-01-08T10:32:00+08:00,valid,False,2021-06-10T10:04:00+08:00,valid,2021-06-10T10:19:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27406:51393,000688.SH,2021-01-08,2021-06-10,SHORT,30,2021-01-08T10:17:00+08:00,valid,2021-01-08T10:47:00+08:00,valid,False,2021-06-10T10:04:00+08:00,valid,2021-06-10T10:34:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27406:51393,000688.SH,2021-01-08,2021-06-10,SHORT,60,2021-01-08T10:17:00+08:00,valid,2021-01-08T11:17:00+08:00,valid,False,2021-06-10T10:04:00+08:00,valid,2021-06-10T11:04:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27406:51393,000688.SH,2021-01-08,2021-06-10,SHORT,120,2021-01-08T10:17:00+08:00,valid,2021-01-08T13:47:00+08:00,valid,False,2021-06-10T10:04:00+08:00,valid,2021-06-10T13:34:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27406:51393,000688.SH,2021-01-08,2021-06-10,SHORT,240,2021-01-08T10:17:00+08:00,valid,2021-01-11T10:17:00+08:00,valid,False,2021-06-10T10:04:00+08:00,valid,2021-06-11T10:04:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27485:48841,000688.SH,2021-01-08,2021-05-26,LONG,1,2021-01-08T13:06:00+08:00,valid,2021-01-08T13:07:00+08:00,valid,False,2021-05-26T13:02:00+08:00,valid,2021-05-26T13:03:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27485:48841,000688.SH,2021-01-08,2021-05-26,LONG,5,2021-01-08T13:06:00+08:00,valid,2021-01-08T13:11:00+08:00,valid,False,2021-05-26T13:02:00+08:00,valid,2021-05-26T13:07:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27485:48841,000688.SH,2021-01-08,2021-05-26,LONG,15,2021-01-08T13:06:00+08:00,valid,2021-01-08T13:21:00+08:00,valid,False,2021-05-26T13:02:00+08:00,valid,2021-05-26T13:17:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27485:48841,000688.SH,2021-01-08,2021-05-26,LONG,30,2021-01-08T13:06:00+08:00,valid,2021-01-08T13:36:00+08:00,valid,False,2021-05-26T13:02:00+08:00,valid,2021-05-26T13:32:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27485:48841,000688.SH,2021-01-08,2021-05-26,LONG,60,2021-01-08T13:06:00+08:00,valid,2021-01-08T14:06:00+08:00,valid,False,2021-05-26T13:02:00+08:00,valid,2021-05-26T14:02:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27485:48841,000688.SH,2021-01-08,2021-05-26,LONG,120,2021-01-08T13:06:00+08:00,valid,2021-01-11T09:36:00+08:00,valid,False,2021-05-26T13:02:00+08:00,valid,2021-05-27T09:32:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27485:48841,000688.SH,2021-01-08,2021-05-26,LONG,240,2021-01-08T13:06:00+08:00,valid,2021-01-11T13:06:00+08:00,valid,False,2021-05-26T13:02:00+08:00,valid,2021-05-27T13:02:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27620:57863,000688.SH,2021-01-11,2021-07-20,LONG,1,2021-01-11T09:51:00+08:00,valid,2021-01-11T09:52:00+08:00,valid,False,2021-07-20T09:54:00+08:00,valid,2021-07-20T09:55:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27620:57863,000688.SH,2021-01-11,2021-07-20,LONG,5,2021-01-11T09:51:00+08:00,valid,2021-01-11T09:56:00+08:00,valid,False,2021-07-20T09:54:00+08:00,valid,2021-07-20T09:59:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27620:57863,000688.SH,2021-01-11,2021-07-20,LONG,15,2021-01-11T09:51:00+08:00,valid,2021-01-11T10:06:00+08:00,valid,False,2021-07-20T09:54:00+08:00,valid,2021-07-20T10:09:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27620:57863,000688.SH,2021-01-11,2021-07-20,LONG,30,2021-01-11T09:51:00+08:00,valid,2021-01-11T10:21:00+08:00,valid,False,2021-07-20T09:54:00+08:00,valid,2021-07-20T10:24:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27620:57863,000688.SH,2021-01-11,2021-07-20,LONG,60,2021-01-11T09:51:00+08:00,valid,2021-01-11T10:51:00+08:00,valid,False,2021-07-20T09:54:00+08:00,valid,2021-07-20T10:54:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27620:57863,000688.SH,2021-01-11,2021-07-20,LONG,120,2021-01-11T09:51:00+08:00,valid,2021-01-11T13:21:00+08:00,valid,False,2021-07-20T09:54:00+08:00,valid,2021-07-20T13:24:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27620:57863,000688.SH,2021-01-11,2021-07-20,LONG,240,2021-01-11T09:51:00+08:00,valid,2021-01-12T09:51:00+08:00,valid,False,2021-07-20T09:54:00+08:00,valid,2021-07-21T09:54:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27636:57871,000688.SH,2021-01-11,2021-07-20,LONG,1,2021-01-11T10:07:00+08:00,valid,2021-01-11T10:08:00+08:00,valid,False,2021-07-20T10:02:00+08:00,valid,2021-07-20T10:03:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27636:57871,000688.SH,2021-01-11,2021-07-20,LONG,5,2021-01-11T10:07:00+08:00,valid,2021-01-11T10:12:00+08:00,valid,False,2021-07-20T10:02:00+08:00,valid,2021-07-20T10:07:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27636:57871,000688.SH,2021-01-11,2021-07-20,LONG,15,2021-01-11T10:07:00+08:00,valid,2021-01-11T10:22:00+08:00,valid,False,2021-07-20T10:02:00+08:00,valid,2021-07-20T10:17:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27636:57871,000688.SH,2021-01-11,2021-07-20,LONG,30,2021-01-11T10:07:00+08:00,valid,2021-01-11T10:37:00+08:00,valid,False,2021-07-20T10:02:00+08:00,valid,2021-07-20T10:32:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27636:57871,000688.SH,2021-01-11,2021-07-20,LONG,60,2021-01-11T10:07:00+08:00,valid,2021-01-11T11:07:00+08:00,valid,False,2021-07-20T10:02:00+08:00,valid,2021-07-20T11:02:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27636:57871,000688.SH,2021-01-11,2021-07-20,LONG,120,2021-01-11T10:07:00+08:00,valid,2021-01-11T13:37:00+08:00,valid,False,2021-07-20T10:02:00+08:00,valid,2021-07-20T13:32:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27636:57871,000688.SH,2021-01-11,2021-07-20,LONG,240,2021-01-11T10:07:00+08:00,valid,2021-01-12T10:07:00+08:00,valid,False,2021-07-20T10:02:00+08:00,valid,2021-07-21T10:02:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27684:56488,000688.SH,2021-01-11,2021-07-12,LONG,1,2021-01-11T10:55:00+08:00,valid,2021-01-11T10:56:00+08:00,valid,False,2021-07-12T10:59:00+08:00,valid,2021-07-12T11:00:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27684:56488,000688.SH,2021-01-11,2021-07-12,LONG,5,2021-01-11T10:55:00+08:00,valid,2021-01-11T11:00:00+08:00,valid,False,2021-07-12T10:59:00+08:00,valid,2021-07-12T11:04:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27684:56488,000688.SH,2021-01-11,2021-07-12,LONG,15,2021-01-11T10:55:00+08:00,valid,2021-01-11T11:10:00+08:00,valid,False,2021-07-12T10:59:00+08:00,valid,2021-07-12T11:14:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27684:56488,000688.SH,2021-01-11,2021-07-12,LONG,30,2021-01-11T10:55:00+08:00,valid,2021-01-11T11:25:00+08:00,valid,False,2021-07-12T10:59:00+08:00,valid,2021-07-12T11:29:00+08:00,valid,False,True,four_exact_observed_endpoints
000688.SH:R1_A:27684:56488,000688.SH,2021-01-11,2021-07-12,LONG,60,2021-01-11T10:55:00+08:00,valid,2021-01-11T13:25:00+08:00,valid,False,2021-07-12T10:59:00+08:00,valid,2021-07-12T13:29:00+08:00,valid,False,True,four_exact_observed_endpoints
