pair_id,index_symbol,event_day,control_day,side,horizon,event_entry_timestamp,event_entry_status,event_exit_timestamp,event_exit_status,event_action_crossing,control_entry_timestamp,control_entry_status,control_exit_timestamp,control_exit_status,control_action_crossing,eligible,reason
000852.SH:R1_A:350919:398439,000852.SH,2021-01-05,2021-11-02,LONG,15,2021-01-05T11:29:00+08:00,valid,2021-01-05T13:14:00+08:00,valid,False,2021-11-02T11:29:00+08:00,valid,2021-11-02T13:14:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:350919:398439,000852.SH,2021-01-05,2021-11-02,LONG,30,2021-01-05T11:29:00+08:00,valid,2021-01-05T13:29:00+08:00,valid,False,2021-11-02T11:29:00+08:00,valid,2021-11-02T13:29:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:350919:398439,000852.SH,2021-01-05,2021-11-02,LONG,60,2021-01-05T11:29:00+08:00,valid,2021-01-05T13:59:00+08:00,valid,False,2021-11-02T11:29:00+08:00,valid,2021-11-02T13:59:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:350919:398439,000852.SH,2021-01-05,2021-11-02,LONG,120,2021-01-05T11:29:00+08:00,valid,2021-01-05T14:59:00+08:00,valid,False,2021-11-02T11:29:00+08:00,valid,2021-11-02T14:59:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:350919:398439,000852.SH,2021-01-05,2021-11-02,LONG,240,2021-01-05T11:29:00+08:00,valid,2021-01-06T11:29:00+08:00,recorded_zero_volume,False,2021-11-02T11:29:00+08:00,valid,2021-11-03T11:29:00+08:00,valid,False,False,event_exit:recorded_zero_volume
000852.SH:R1_A:351523:351522,000852.SH,2021-01-08,2021-01-08,SHORT,1,2021-01-08T09:33:00+08:00,valid,2021-01-08T09:34:00+08:00,valid,False,2021-01-08T09:32:00+08:00,valid,2021-01-08T09:33:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351523:351522,000852.SH,2021-01-08,2021-01-08,SHORT,5,2021-01-08T09:33:00+08:00,valid,2021-01-08T09:38:00+08:00,valid,False,2021-01-08T09:32:00+08:00,valid,2021-01-08T09:37:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351523:351522,000852.SH,2021-01-08,2021-01-08,SHORT,15,2021-01-08T09:33:00+08:00,valid,2021-01-08T09:48:00+08:00,valid,False,2021-01-08T09:32:00+08:00,valid,2021-01-08T09:47:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351523:351522,000852.SH,2021-01-08,2021-01-08,SHORT,30,2021-01-08T09:33:00+08:00,valid,2021-01-08T10:03:00+08:00,recorded_zero_volume,False,2021-01-08T09:32:00+08:00,valid,2021-01-08T10:02:00+08:00,valid,False,False,event_exit:recorded_zero_volume
000852.SH:R1_A:351523:351522,000852.SH,2021-01-08,2021-01-08,SHORT,60,2021-01-08T09:33:00+08:00,valid,2021-01-08T10:33:00+08:00,valid,False,2021-01-08T09:32:00+08:00,valid,2021-01-08T10:32:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351523:351522,000852.SH,2021-01-08,2021-01-08,SHORT,120,2021-01-08T09:33:00+08:00,valid,2021-01-08T13:03:00+08:00,valid,False,2021-01-08T09:32:00+08:00,valid,2021-01-08T13:02:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351523:351522,000852.SH,2021-01-08,2021-01-08,SHORT,240,2021-01-08T09:33:00+08:00,valid,2021-01-11T09:33:00+08:00,valid,False,2021-01-08T09:32:00+08:00,valid,2021-01-11T09:32:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351542:355126,000852.SH,2021-01-08,2021-01-29,SHORT,1,2021-01-08T09:52:00+08:00,valid,2021-01-08T09:53:00+08:00,valid,False,2021-01-29T09:36:00+08:00,valid,2021-01-29T09:37:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351542:355126,000852.SH,2021-01-08,2021-01-29,SHORT,5,2021-01-08T09:52:00+08:00,valid,2021-01-08T09:57:00+08:00,valid,False,2021-01-29T09:36:00+08:00,valid,2021-01-29T09:41:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351542:355126,000852.SH,2021-01-08,2021-01-29,SHORT,15,2021-01-08T09:52:00+08:00,valid,2021-01-08T10:07:00+08:00,valid,False,2021-01-29T09:36:00+08:00,valid,2021-01-29T09:51:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351542:355126,000852.SH,2021-01-08,2021-01-29,SHORT,30,2021-01-08T09:52:00+08:00,valid,2021-01-08T10:22:00+08:00,valid,False,2021-01-29T09:36:00+08:00,valid,2021-01-29T10:06:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351542:355126,000852.SH,2021-01-08,2021-01-29,SHORT,60,2021-01-08T09:52:00+08:00,valid,2021-01-08T10:52:00+08:00,recorded_zero_volume,False,2021-01-29T09:36:00+08:00,valid,2021-01-29T10:36:00+08:00,valid,False,False,event_exit:recorded_zero_volume
000852.SH:R1_A:351542:355126,000852.SH,2021-01-08,2021-01-29,SHORT,120,2021-01-08T09:52:00+08:00,valid,2021-01-08T13:22:00+08:00,valid,False,2021-01-29T09:36:00+08:00,valid,2021-01-29T13:06:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351542:355126,000852.SH,2021-01-08,2021-01-29,SHORT,240,2021-01-08T09:52:00+08:00,valid,2021-01-11T09:52:00+08:00,valid,False,2021-01-29T09:36:00+08:00,valid,2021-02-01T09:36:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351659:361242,000852.SH,2021-01-08,2021-03-12,LONG,1,2021-01-08T13:19:00+08:00,recorded_zero_volume,2021-01-08T13:20:00+08:00,recorded_zero_volume,False,2021-03-12T13:02:00+08:00,valid,2021-03-12T13:03:00+08:00,valid,False,False,event_entry:recorded_zero_volume;event_exit:recorded_zero_volume
000852.SH:R1_A:351659:361242,000852.SH,2021-01-08,2021-03-12,LONG,5,2021-01-08T13:19:00+08:00,recorded_zero_volume,2021-01-08T13:24:00+08:00,valid,False,2021-03-12T13:02:00+08:00,valid,2021-03-12T13:07:00+08:00,valid,False,False,event_entry:recorded_zero_volume
000852.SH:R1_A:351659:361242,000852.SH,2021-01-08,2021-03-12,LONG,15,2021-01-08T13:19:00+08:00,recorded_zero_volume,2021-01-08T13:34:00+08:00,valid,False,2021-03-12T13:02:00+08:00,valid,2021-03-12T13:17:00+08:00,valid,False,False,event_entry:recorded_zero_volume
000852.SH:R1_A:351659:361242,000852.SH,2021-01-08,2021-03-12,LONG,30,2021-01-08T13:19:00+08:00,recorded_zero_volume,2021-01-08T13:49:00+08:00,valid,False,2021-03-12T13:02:00+08:00,valid,2021-03-12T13:32:00+08:00,valid,False,False,event_entry:recorded_zero_volume
000852.SH:R1_A:351659:361242,000852.SH,2021-01-08,2021-03-12,LONG,60,2021-01-08T13:19:00+08:00,recorded_zero_volume,2021-01-08T14:19:00+08:00,valid,False,2021-03-12T13:02:00+08:00,valid,2021-03-12T14:02:00+08:00,valid,False,False,event_entry:recorded_zero_volume
000852.SH:R1_A:351659:361242,000852.SH,2021-01-08,2021-03-12,LONG,120,2021-01-08T13:19:00+08:00,recorded_zero_volume,2021-01-11T09:49:00+08:00,valid,False,2021-03-12T13:02:00+08:00,valid,2021-03-15T09:32:00+08:00,valid,False,False,event_entry:recorded_zero_volume
000852.SH:R1_A:351659:361242,000852.SH,2021-01-08,2021-03-12,LONG,240,2021-01-08T13:19:00+08:00,recorded_zero_volume,2021-01-11T13:19:00+08:00,valid,False,2021-03-12T13:02:00+08:00,valid,2021-03-15T13:02:00+08:00,valid,False,False,event_entry:recorded_zero_volume
000852.SH:R1_A:351781:392810,000852.SH,2021-01-11,2021-09-23,LONG,1,2021-01-11T09:51:00+08:00,valid,2021-01-11T09:52:00+08:00,valid,False,2021-09-23T09:40:00+08:00,valid,2021-09-23T09:41:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351781:392810,000852.SH,2021-01-11,2021-09-23,LONG,5,2021-01-11T09:51:00+08:00,valid,2021-01-11T09:56:00+08:00,valid,False,2021-09-23T09:40:00+08:00,valid,2021-09-23T09:45:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351781:392810,000852.SH,2021-01-11,2021-09-23,LONG,15,2021-01-11T09:51:00+08:00,valid,2021-01-11T10:06:00+08:00,valid,False,2021-09-23T09:40:00+08:00,valid,2021-09-23T09:55:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351781:392810,000852.SH,2021-01-11,2021-09-23,LONG,30,2021-01-11T09:51:00+08:00,valid,2021-01-11T10:21:00+08:00,valid,False,2021-09-23T09:40:00+08:00,valid,2021-09-23T10:10:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351781:392810,000852.SH,2021-01-11,2021-09-23,LONG,60,2021-01-11T09:51:00+08:00,valid,2021-01-11T10:51:00+08:00,recorded_zero_volume,False,2021-09-23T09:40:00+08:00,valid,2021-09-23T10:40:00+08:00,valid,False,False,event_exit:recorded_zero_volume
000852.SH:R1_A:351781:392810,000852.SH,2021-01-11,2021-09-23,LONG,120,2021-01-11T09:51:00+08:00,valid,2021-01-11T13:21:00+08:00,valid,False,2021-09-23T09:40:00+08:00,valid,2021-09-23T13:10:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:351781:392810,000852.SH,2021-01-11,2021-09-23,LONG,240,2021-01-11T09:51:00+08:00,valid,2021-01-12T09:51:00+08:00,valid,False,2021-09-23T09:40:00+08:00,valid,2021-09-24T09:40:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352316:352315,000852.SH,2021-01-13,2021-01-13,LONG,1,2021-01-13T10:46:00+08:00,valid,2021-01-13T10:47:00+08:00,valid,False,2021-01-13T10:45:00+08:00,recorded_zero_volume,2021-01-13T10:46:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:352316:352315,000852.SH,2021-01-13,2021-01-13,LONG,5,2021-01-13T10:46:00+08:00,valid,2021-01-13T10:51:00+08:00,recorded_zero_volume,False,2021-01-13T10:45:00+08:00,recorded_zero_volume,2021-01-13T10:50:00+08:00,recorded_zero_volume,False,False,event_exit:recorded_zero_volume;control_entry:recorded_zero_volume;control_exit:recorded_zero_volume
000852.SH:R1_A:352316:352315,000852.SH,2021-01-13,2021-01-13,LONG,15,2021-01-13T10:46:00+08:00,valid,2021-01-13T11:01:00+08:00,recorded_zero_volume,False,2021-01-13T10:45:00+08:00,recorded_zero_volume,2021-01-13T11:00:00+08:00,valid,False,False,event_exit:recorded_zero_volume;control_entry:recorded_zero_volume
000852.SH:R1_A:352316:352315,000852.SH,2021-01-13,2021-01-13,LONG,30,2021-01-13T10:46:00+08:00,valid,2021-01-13T11:16:00+08:00,valid,False,2021-01-13T10:45:00+08:00,recorded_zero_volume,2021-01-13T11:15:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:352316:352315,000852.SH,2021-01-13,2021-01-13,LONG,60,2021-01-13T10:46:00+08:00,valid,2021-01-13T13:16:00+08:00,valid,False,2021-01-13T10:45:00+08:00,recorded_zero_volume,2021-01-13T13:15:00+08:00,recorded_zero_volume,False,False,control_entry:recorded_zero_volume;control_exit:recorded_zero_volume
000852.SH:R1_A:352316:352315,000852.SH,2021-01-13,2021-01-13,LONG,120,2021-01-13T10:46:00+08:00,valid,2021-01-13T14:16:00+08:00,valid,False,2021-01-13T10:45:00+08:00,recorded_zero_volume,2021-01-13T14:15:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:352316:352315,000852.SH,2021-01-13,2021-01-13,LONG,240,2021-01-13T10:46:00+08:00,valid,2021-01-14T10:46:00+08:00,valid,False,2021-01-13T10:45:00+08:00,recorded_zero_volume,2021-01-14T10:45:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:352524:353711,000852.SH,2021-01-14,2021-01-21,LONG,1,2021-01-14T10:14:00+08:00,valid,2021-01-14T10:15:00+08:00,valid,False,2021-01-21T10:01:00+08:00,valid,2021-01-21T10:02:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352524:353711,000852.SH,2021-01-14,2021-01-21,LONG,5,2021-01-14T10:14:00+08:00,valid,2021-01-14T10:19:00+08:00,valid,False,2021-01-21T10:01:00+08:00,valid,2021-01-21T10:06:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352524:353711,000852.SH,2021-01-14,2021-01-21,LONG,15,2021-01-14T10:14:00+08:00,valid,2021-01-14T10:29:00+08:00,valid,False,2021-01-21T10:01:00+08:00,valid,2021-01-21T10:16:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352524:353711,000852.SH,2021-01-14,2021-01-21,LONG,30,2021-01-14T10:14:00+08:00,valid,2021-01-14T10:44:00+08:00,valid,False,2021-01-21T10:01:00+08:00,valid,2021-01-21T10:31:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352524:353711,000852.SH,2021-01-14,2021-01-21,LONG,60,2021-01-14T10:14:00+08:00,valid,2021-01-14T11:14:00+08:00,valid,False,2021-01-21T10:01:00+08:00,valid,2021-01-21T11:01:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352524:353711,000852.SH,2021-01-14,2021-01-21,LONG,120,2021-01-14T10:14:00+08:00,valid,2021-01-14T13:44:00+08:00,valid,False,2021-01-21T10:01:00+08:00,valid,2021-01-21T13:31:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352524:353711,000852.SH,2021-01-14,2021-01-21,LONG,240,2021-01-14T10:14:00+08:00,valid,2021-01-15T10:14:00+08:00,valid,False,2021-01-21T10:01:00+08:00,valid,2021-01-22T10:01:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352618:360298,000852.SH,2021-01-14,2021-03-08,SHORT,1,2021-01-14T13:18:00+08:00,valid,2021-01-14T13:19:00+08:00,valid,False,2021-03-08T13:18:00+08:00,valid,2021-03-08T13:19:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352618:360298,000852.SH,2021-01-14,2021-03-08,SHORT,5,2021-01-14T13:18:00+08:00,valid,2021-01-14T13:23:00+08:00,valid,False,2021-03-08T13:18:00+08:00,valid,2021-03-08T13:23:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352618:360298,000852.SH,2021-01-14,2021-03-08,SHORT,15,2021-01-14T13:18:00+08:00,valid,2021-01-14T13:33:00+08:00,valid,False,2021-03-08T13:18:00+08:00,valid,2021-03-08T13:33:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352618:360298,000852.SH,2021-01-14,2021-03-08,SHORT,30,2021-01-14T13:18:00+08:00,valid,2021-01-14T13:48:00+08:00,valid,False,2021-03-08T13:18:00+08:00,valid,2021-03-08T13:48:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352618:360298,000852.SH,2021-01-14,2021-03-08,SHORT,60,2021-01-14T13:18:00+08:00,valid,2021-01-14T14:18:00+08:00,valid,False,2021-03-08T13:18:00+08:00,valid,2021-03-08T14:18:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352618:360298,000852.SH,2021-01-14,2021-03-08,SHORT,120,2021-01-14T13:18:00+08:00,valid,2021-01-15T09:48:00+08:00,valid,False,2021-03-08T13:18:00+08:00,valid,2021-03-09T09:48:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:352618:360298,000852.SH,2021-01-14,2021-03-08,SHORT,240,2021-01-14T13:18:00+08:00,valid,2021-01-15T13:18:00+08:00,valid,False,2021-03-08T13:18:00+08:00,valid,2021-03-09T13:18:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:353342:353340,000852.SH,2021-01-19,2021-01-19,LONG,1,2021-01-19T13:22:00+08:00,valid,2021-01-19T13:23:00+08:00,valid,False,2021-01-19T13:20:00+08:00,valid,2021-01-19T13:21:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:353342:353340,000852.SH,2021-01-19,2021-01-19,LONG,5,2021-01-19T13:22:00+08:00,valid,2021-01-19T13:27:00+08:00,valid,False,2021-01-19T13:20:00+08:00,valid,2021-01-19T13:25:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:353342:353340,000852.SH,2021-01-19,2021-01-19,LONG,15,2021-01-19T13:22:00+08:00,valid,2021-01-19T13:37:00+08:00,valid,False,2021-01-19T13:20:00+08:00,valid,2021-01-19T13:35:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:353342:353340,000852.SH,2021-01-19,2021-01-19,LONG,30,2021-01-19T13:22:00+08:00,valid,2021-01-19T13:52:00+08:00,valid,False,2021-01-19T13:20:00+08:00,valid,2021-01-19T13:50:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:353342:353340,000852.SH,2021-01-19,2021-01-19,LONG,60,2021-01-19T13:22:00+08:00,valid,2021-01-19T14:22:00+08:00,valid,False,2021-01-19T13:20:00+08:00,valid,2021-01-19T14:20:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:353342:353340,000852.SH,2021-01-19,2021-01-19,LONG,120,2021-01-19T13:22:00+08:00,valid,2021-01-20T09:52:00+08:00,valid,False,2021-01-19T13:20:00+08:00,valid,2021-01-20T09:50:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:353342:353340,000852.SH,2021-01-19,2021-01-19,LONG,240,2021-01-19T13:22:00+08:00,valid,2021-01-20T13:22:00+08:00,recorded_zero_volume,False,2021-01-19T13:20:00+08:00,valid,2021-01-20T13:20:00+08:00,valid,False,False,event_exit:recorded_zero_volume
000852.SH:R1_A:353993:353992,000852.SH,2021-01-22,2021-01-22,LONG,1,2021-01-22T10:43:00+08:00,valid,2021-01-22T10:44:00+08:00,valid,False,2021-01-22T10:42:00+08:00,recorded_zero_volume,2021-01-22T10:43:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:353993:353992,000852.SH,2021-01-22,2021-01-22,LONG,5,2021-01-22T10:43:00+08:00,valid,2021-01-22T10:48:00+08:00,valid,False,2021-01-22T10:42:00+08:00,recorded_zero_volume,2021-01-22T10:47:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:353993:353992,000852.SH,2021-01-22,2021-01-22,LONG,15,2021-01-22T10:43:00+08:00,valid,2021-01-22T10:58:00+08:00,valid,False,2021-01-22T10:42:00+08:00,recorded_zero_volume,2021-01-22T10:57:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:353993:353992,000852.SH,2021-01-22,2021-01-22,LONG,30,2021-01-22T10:43:00+08:00,valid,2021-01-22T11:13:00+08:00,valid,False,2021-01-22T10:42:00+08:00,recorded_zero_volume,2021-01-22T11:12:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:353993:353992,000852.SH,2021-01-22,2021-01-22,LONG,60,2021-01-22T10:43:00+08:00,valid,2021-01-22T13:13:00+08:00,valid,False,2021-01-22T10:42:00+08:00,recorded_zero_volume,2021-01-22T13:12:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:353993:353992,000852.SH,2021-01-22,2021-01-22,LONG,120,2021-01-22T10:43:00+08:00,valid,2021-01-22T14:13:00+08:00,valid,False,2021-01-22T10:42:00+08:00,recorded_zero_volume,2021-01-22T14:12:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:353993:353992,000852.SH,2021-01-22,2021-01-22,LONG,240,2021-01-22T10:43:00+08:00,valid,2021-01-25T10:43:00+08:00,valid,False,2021-01-22T10:42:00+08:00,recorded_zero_volume,2021-01-25T10:42:00+08:00,valid,False,False,control_entry:recorded_zero_volume
000852.SH:R1_A:354524:354521,000852.SH,2021-01-26,2021-01-26,SHORT,1,2021-01-26T13:04:00+08:00,valid,2021-01-26T13:05:00+08:00,valid,False,2021-01-26T13:01:00+08:00,valid,2021-01-26T13:02:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:354524:354521,000852.SH,2021-01-26,2021-01-26,SHORT,5,2021-01-26T13:04:00+08:00,valid,2021-01-26T13:09:00+08:00,valid,False,2021-01-26T13:01:00+08:00,valid,2021-01-26T13:06:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:354524:354521,000852.SH,2021-01-26,2021-01-26,SHORT,15,2021-01-26T13:04:00+08:00,valid,2021-01-26T13:19:00+08:00,valid,False,2021-01-26T13:01:00+08:00,valid,2021-01-26T13:16:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:354524:354521,000852.SH,2021-01-26,2021-01-26,SHORT,30,2021-01-26T13:04:00+08:00,valid,2021-01-26T13:34:00+08:00,valid,False,2021-01-26T13:01:00+08:00,valid,2021-01-26T13:31:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:354524:354521,000852.SH,2021-01-26,2021-01-26,SHORT,60,2021-01-26T13:04:00+08:00,valid,2021-01-26T14:04:00+08:00,valid,False,2021-01-26T13:01:00+08:00,valid,2021-01-26T14:01:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:354524:354521,000852.SH,2021-01-26,2021-01-26,SHORT,120,2021-01-26T13:04:00+08:00,valid,2021-01-27T09:34:00+08:00,valid,False,2021-01-26T13:01:00+08:00,valid,2021-01-27T09:31:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:354524:354521,000852.SH,2021-01-26,2021-01-26,SHORT,240,2021-01-26T13:04:00+08:00,valid,2021-01-27T13:04:00+08:00,valid,False,2021-01-26T13:01:00+08:00,valid,2021-01-27T13:01:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:354630:368319,000852.SH,2021-01-26,2021-04-23,SHORT,1,2021-01-26T14:50:00+08:00,valid,2021-01-26T14:51:00+08:00,valid,False,2021-04-23T14:59:00+08:00,valid,2021-04-23T15:00:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:354630:368319,000852.SH,2021-01-26,2021-04-23,SHORT,5,2021-01-26T14:50:00+08:00,valid,2021-01-26T14:55:00+08:00,valid,False,2021-04-23T14:59:00+08:00,valid,2021-04-26T09:34:00+08:00,valid,False,True,four_exact_observed_endpoints
000852.SH:R1_A:354630:368319,000852.SH,2021-01-26,2021-04-23,SHORT,15,2021-01-26T14:50:00+08:00,valid,2021-01-27T09:35:00+08:00,valid,False,2021-04-23T14:59:00+08:00,valid,2021-04-26T09:44:00+08:00,valid,False,True,four_exact_observed_endpoints
