symbol,trading_day,timestamp,open,high,low,close
000852.SH,2023-01-03,2023-01-03T09:31:00Z,6286.81,6299.52,6275.69,6299.41
000852.SH,2023-01-03,2023-01-03T09:32:00Z,6299.22,6302.79,6297.87,6302.32
000852.SH,2023-01-03,2023-01-03T09:33:00Z,6302.41,6310.17,6302.41,6302.82
000852.SH,2023-01-03,2023-01-03T09:34:00Z,6302.21,6307.71,6301.8,6301.8
000852.SH,2023-01-03,2023-01-03T09:35:00Z,6301.62,6308.53,6301.57,6307.02
000852.SH,2023-01-03,2023-01-03T09:36:00Z,6306.69,6314.35,6306.02,6310.76
000852.SH,2023-01-03,2023-01-03T09:37:00Z,6309.42,6309.78,6307.76,6309.78
000852.SH,2023-01-03,2023-01-03T09:38:00Z,6309.88,6310.78,6305.06,6305.71
000852.SH,2023-01-03,2023-01-03T09:39:00Z,6305.69,6307.44,6305.69,6306.95
000852.SH,2023-01-03,2023-01-03T09:40:00Z,6306.73,6309.64,6306.73,6309.64
000852.SH,2023-01-03,2023-01-03T09:41:00Z,6309.53,6309.53,6305.72,6305.87
000852.SH,2023-01-03,2023-01-03T09:42:00Z,6305.89,6309.32,6304.41,6304.41
000852.SH,2023-01-03,2023-01-03T09:43:00Z,6304.0,6305.32,6302.14,6305.04
000852.SH,2023-01-03,2023-01-03T09:44:00Z,6304.85,6304.85,6299.69,6300.18
000852.SH,2023-01-03,2023-01-03T09:45:00Z,6300.43,6303.92,6300.43,6301.35
000852.SH,2023-01-03,2023-01-03T09:46:00Z,6300.89,6300.89,6295.88,6299.51
000852.SH,2023-01-03,2023-01-03T09:47:00Z,6299.0,6299.0,6294.89,6294.89
000852.SH,2023-01-03,2023-01-03T09:48:00Z,6294.22,6294.22,6287.91,6290.67
000852.SH,2023-01-03,2023-01-03T09:49:00Z,6290.59,6290.59,6287.48,6289.29
000852.SH,2023-01-03,2023-01-03T09:50:00Z,6289.27,6289.27,6288.24,6289.14
000852.SH,2023-01-03,2023-01-03T09:51:00Z,6289.11,6289.52,6284.55,6289.52
000852.SH,2023-01-03,2023-01-03T09:52:00Z,6289.63,6291.96,6289.63,6290.79
000852.SH,2023-01-03,2023-01-03T09:53:00Z,6290.98,6292.36,6289.97,6292.36
000852.SH,2023-01-03,2023-01-03T09:54:00Z,6292.66,6295.14,6292.63,6294.97
000852.SH,2023-01-03,2023-01-03T09:55:00Z,6294.82,6296.49,6294.82,6296.16
000852.SH,2023-01-03,2023-01-03T09:56:00Z,6296.37,6299.86,6296.37,6299.15
000852.SH,2023-01-03,2023-01-03T09:57:00Z,6299.3,6300.46,6296.17,6300.46
000852.SH,2023-01-03,2023-01-03T09:58:00Z,6300.58,6302.98,6300.58,6302.98
000852.SH,2023-01-03,2023-01-03T09:59:00Z,6303.18,6307.87,6303.18,6307.87
000852.SH,2023-01-03,2023-01-03T10:00:00Z,6308.02,6308.12,6306.95,6307.37
000852.SH,2023-01-03,2023-01-03T10:01:00Z,6307.56,6313.62,6307.42,6313.45
000852.SH,2023-01-03,2023-01-03T10:02:00Z,6313.43,6317.19,6312.65,6317.19
000852.SH,2023-01-03,2023-01-03T10:03:00Z,6317.29,6318.77,6317.1,6318.77
000852.SH,2023-01-03,2023-01-03T10:04:00Z,6319.12,6321.93,6319.12,6319.74
000852.SH,2023-01-03,2023-01-03T10:05:00Z,6319.79,6320.02,6317.28,6317.32
000852.SH,2023-01-03,2023-01-03T10:06:00Z,6317.46,6319.81,6316.99,6319.81
000852.SH,2023-01-03,2023-01-03T10:07:00Z,6319.7,6320.11,6318.01,6319.89
000852.SH,2023-01-03,2023-01-03T10:08:00Z,6319.84,6322.08,6319.69,6319.69
000852.SH,2023-01-03,2023-01-03T10:09:00Z,6318.61,6320.14,6318.4,6319.91
000852.SH,2023-01-03,2023-01-03T10:10:00Z,6319.87,6319.87,6316.05,6317.31
000852.SH,2023-01-03,2023-01-03T10:11:00Z,6317.58,6318.72,6317.53,6318.1
000852.SH,2023-01-03,2023-01-03T10:12:00Z,6318.21,6320.05,6318.11,6319.78
000852.SH,2023-01-03,2023-01-03T10:13:00Z,6319.87,6321.96,6319.87,6321.92
000852.SH,2023-01-03,2023-01-03T10:14:00Z,6321.86,6322.7,6318.42,6318.42
000852.SH,2023-01-03,2023-01-03T10:15:00Z,6318.39,6319.41,6317.4,6319.41
000852.SH,2023-01-03,2023-01-03T10:16:00Z,6319.51,6319.75,6318.88,6319.72
000852.SH,2023-01-03,2023-01-03T10:17:00Z,6319.58,6319.58,6313.15,6313.34
000852.SH,2023-01-03,2023-01-03T10:18:00Z,6313.17,6317.29,6313.17,6316.6
000852.SH,2023-01-03,2023-01-03T10:19:00Z,6316.78,6317.3,6315.88,6316.84
000852.SH,2023-01-03,2023-01-03T10:20:00Z,6316.82,6318.3,6316.74,6317.62
000852.SH,2023-01-03,2023-01-03T10:21:00Z,6317.65,6322.05,6317.38,6322.05
000852.SH,2023-01-03,2023-01-03T10:22:00Z,6322.29,6324.2,6321.19,6324.2
000852.SH,2023-01-03,2023-01-03T10:23:00Z,6324.53,6325.58,6322.66,6322.75
000852.SH,2023-01-03,2023-01-03T10:24:00Z,6322.85,6326.32,6322.85,6326.32
000852.SH,2023-01-03,2023-01-03T10:25:00Z,6326.3,6329.77,6326.3,6329.77
000852.SH,2023-01-03,2023-01-03T10:26:00Z,6329.8,6332.29,6328.02,6332.29
000852.SH,2023-01-03,2023-01-03T10:27:00Z,6332.37,6335.19,6332.37,6335.19
000852.SH,2023-01-03,2023-01-03T10:28:00Z,6335.17,6342.07,6335.17,6341.18
000852.SH,2023-01-03,2023-01-03T10:29:00Z,6341.0,6341.91,6339.77,6340.41
000852.SH,2023-01-03,2023-01-03T10:30:00Z,6340.48,6343.25,6340.48,6343.25
000852.SH,2023-01-03,2023-01-03T10:31:00Z,6343.39,6349.66,6343.35,6348.92
000852.SH,2023-01-03,2023-01-03T10:32:00Z,6348.8,6349.64,6346.46,6349.4
000852.SH,2023-01-03,2023-01-03T10:33:00Z,6349.56,6349.93,6348.13,6348.13
000852.SH,2023-01-03,2023-01-03T10:34:00Z,6348.24,6349.66,6348.24,6348.86
000852.SH,2023-01-03,2023-01-03T10:35:00Z,6348.99,6350.5,6348.99,6350.02
000852.SH,2023-01-03,2023-01-03T10:36:00Z,6350.15,6351.69,6350.15,6350.37
