symbol,trading_day,timestamp,open,high,low,close
000852.SH,2018-01-02,2018-01-02T09:31:00Z,7027.63,7036.73,7027.63,7036.07
000852.SH,2018-01-02,2018-01-02T09:32:00Z,7036.68,7036.68,7031.9,7031.9
000852.SH,2018-01-02,2018-01-02T09:33:00Z,7031.96,7031.96,7030.84,7031.0
000852.SH,2018-01-02,2018-01-02T09:34:00Z,7030.74,7031.75,7030.5,7031.55
000852.SH,2018-01-02,2018-01-02T09:35:00Z,7031.8,7033.37,7031.57,7033.36
000852.SH,2018-01-02,2018-01-02T09:36:00Z,7033.13,7034.27,7033.13,7033.96
000852.SH,2018-01-02,2018-01-02T09:37:00Z,7034.21,7035.34,7034.21,7034.73
000852.SH,2018-01-02,2018-01-02T09:38:00Z,7034.31,7034.31,7030.44,7030.44
000852.SH,2018-01-02,2018-01-02T09:39:00Z,7030.28,7030.28,7027.93,7027.93
000852.SH,2018-01-02,2018-01-02T09:40:00Z,7027.82,7027.82,7027.07,7027.62
000852.SH,2018-01-02,2018-01-02T09:41:00Z,7026.99,7026.99,7026.42,7026.68
000852.SH,2018-01-02,2018-01-02T09:42:00Z,7026.73,7026.98,7026.0,7026.26
000852.SH,2018-01-02,2018-01-02T09:43:00Z,7026.38,7026.64,7025.35,7025.35
000852.SH,2018-01-02,2018-01-02T09:44:00Z,7025.13,7025.18,7023.73,7023.73
000852.SH,2018-01-02,2018-01-02T09:45:00Z,7023.84,7023.84,7022.55,7022.61
000852.SH,2018-01-02,2018-01-02T09:46:00Z,7022.28,7024.12,7022.28,7024.12
000852.SH,2018-01-02,2018-01-02T09:47:00Z,7023.61,7025.39,7023.61,7025.39
000852.SH,2018-01-02,2018-01-02T09:48:00Z,7025.46,7028.2,7025.46,7028.2
000852.SH,2018-01-02,2018-01-02T09:49:00Z,7028.63,7030.91,7028.63,7030.87
000852.SH,2018-01-02,2018-01-02T09:50:00Z,7031.19,7033.06,7031.19,7032.88
000852.SH,2018-01-02,2018-01-02T09:51:00Z,7032.73,7034.68,7032.73,7034.63
000852.SH,2018-01-02,2018-01-02T09:52:00Z,7035.03,7035.03,7033.85,7034.18
000852.SH,2018-01-02,2018-01-02T09:53:00Z,7034.15,7034.27,7033.7,7034.23
000852.SH,2018-01-02,2018-01-02T09:54:00Z,7034.27,7034.36,7033.82,7034.04
000852.SH,2018-01-02,2018-01-02T09:55:00Z,7034.12,7034.15,7033.15,7033.15
000852.SH,2018-01-02,2018-01-02T09:56:00Z,7033.43,7034.09,7032.82,7034.03
000852.SH,2018-01-02,2018-01-02T09:57:00Z,7034.27,7034.89,7033.79,7034.89
