symbol,trading_day,timestamp,open,high,low,close
000852.SH,2022-01-04,2022-01-04T09:31:00Z,8045.1,8060.99,8045.1,8054.24
000852.SH,2022-01-04,2022-01-04T09:32:00Z,8053.68,8053.68,8041.69,8041.69
000852.SH,2022-01-04,2022-01-04T09:33:00Z,8040.82,8041.9,8037.87,8037.96
000852.SH,2022-01-04,2022-01-04T09:34:00Z,8036.97,8036.97,8029.59,8029.59
000852.SH,2022-01-04,2022-01-04T09:35:00Z,8029.32,8029.94,8028.93,8029.29
000852.SH,2022-01-04,2022-01-04T09:36:00Z,8029.38,8038.38,8029.38,8038.38
000852.SH,2022-01-04,2022-01-04T09:37:00Z,8039.9,8048.49,8039.9,8048.49
000852.SH,2022-01-04,2022-01-04T09:38:00Z,8048.48,8048.75,8044.46,8044.46
000852.SH,2022-01-04,2022-01-04T09:39:00Z,8044.75,8044.75,8034.0,8034.04
000852.SH,2022-01-04,2022-01-04T09:40:00Z,8033.22,8033.22,8029.9,8029.9
000852.SH,2022-01-04,2022-01-04T09:41:00Z,8030.91,8034.48,8029.55,8029.55
000852.SH,2022-01-04,2022-01-04T09:42:00Z,8028.58,8029.13,8025.07,8029.02
000852.SH,2022-01-04,2022-01-04T09:43:00Z,8029.35,8029.35,8022.71,8022.71
000852.SH,2022-01-04,2022-01-04T09:44:00Z,8021.93,8021.93,8016.22,8016.97
000852.SH,2022-01-04,2022-01-04T09:45:00Z,8017.56,8018.84,8014.74,8014.74
000852.SH,2022-01-04,2022-01-04T09:46:00Z,8013.49,8013.58,8010.3,8011.42
000852.SH,2022-01-04,2022-01-04T09:47:00Z,8011.7,8015.42,8011.7,8015.42
000852.SH,2022-01-04,2022-01-04T09:48:00Z,8015.12,8015.12,8010.47,8010.47
000852.SH,2022-01-04,2022-01-04T09:49:00Z,8009.78,8009.78,8007.32,8009.69
000852.SH,2022-01-04,2022-01-04T09:50:00Z,8010.1,8010.1,8008.2,8008.21
000852.SH,2022-01-04,2022-01-04T09:51:00Z,8009.05,8009.05,8000.3,8000.3
000852.SH,2022-01-04,2022-01-04T09:52:00Z,7999.84,7999.84,7996.59,7996.59
000852.SH,2022-01-04,2022-01-04T09:53:00Z,7996.26,7996.26,7992.01,7992.01
000852.SH,2022-01-04,2022-01-04T09:54:00Z,7991.72,7991.72,7988.77,7988.99
000852.SH,2022-01-04,2022-01-04T09:55:00Z,7988.81,7989.13,7986.5,7988.9
000852.SH,2022-01-04,2022-01-04T09:56:00Z,7988.21,7991.51,7988.21,7991.26
000852.SH,2022-01-04,2022-01-04T09:57:00Z,7991.39,7991.39,7987.12,7987.16
000852.SH,2022-01-04,2022-01-04T09:58:00Z,7986.15,7987.63,7985.74,7987.63
000852.SH,2022-01-04,2022-01-04T09:59:00Z,7988.17,7991.41,7988.17,7990.5
000852.SH,2022-01-04,2022-01-04T10:00:00Z,7990.78,7990.78,7984.88,7984.88
000852.SH,2022-01-04,2022-01-04T10:01:00Z,7984.15,7984.15,7977.95,7979.89
