symbol,trading_day,timestamp,open,high,low,close
000852.SH,2015-01-05,2015-01-05T09:31:00Z,6025.74,6027.25,6024.43,6024.43
000852.SH,2015-01-05,2015-01-05T09:32:00Z,6024.19,6024.93,6019.89,6019.89
000852.SH,2015-01-05,2015-01-05T09:33:00Z,6017.39,6017.39,6013.83,6013.83
000852.SH,2015-01-05,2015-01-05T09:34:00Z,6013.46,6013.59,6012.17,6012.86
000852.SH,2015-01-05,2015-01-05T09:35:00Z,6013.08,6013.3,6012.41,6012.86
000852.SH,2015-01-05,2015-01-05T09:36:00Z,6012.5,6014.04,6012.5,6014.04
000852.SH,2015-01-05,2015-01-05T09:37:00Z,6013.97,6013.97,6011.11,6011.45
000852.SH,2015-01-05,2015-01-05T09:38:00Z,6010.96,6010.96,6005.85,6006.14
000852.SH,2015-01-05,2015-01-05T09:39:00Z,6007.07,6007.07,6002.16,6002.16
000852.SH,2015-01-05,2015-01-05T09:40:00Z,6001.62,6001.62,5998.6,5998.6
000852.SH,2015-01-05,2015-01-05T09:41:00Z,5998.17,5998.66,5996.05,5996.05
000852.SH,2015-01-05,2015-01-05T09:42:00Z,5996.13,5996.13,5993.22,5993.22
000852.SH,2015-01-05,2015-01-05T09:43:00Z,5992.67,5993.03,5991.04,5991.04
000852.SH,2015-01-05,2015-01-05T09:44:00Z,5990.61,5990.61,5987.74,5987.74
000852.SH,2015-01-05,2015-01-05T09:45:00Z,5987.21,5987.21,5985.43,5985.43
000852.SH,2015-01-05,2015-01-05T09:46:00Z,5985.42,5985.54,5984.7,5984.93
000852.SH,2015-01-05,2015-01-05T09:47:00Z,5984.8,5984.8,5984.38,5984.41
000852.SH,2015-01-05,2015-01-05T09:48:00Z,5984.25,5984.4,5984.07,5984.08
000852.SH,2015-01-05,2015-01-05T09:49:00Z,5984.28,5984.89,5984.1,5984.67
000852.SH,2015-01-05,2015-01-05T09:50:00Z,5984.86,5985.44,5984.13,5985.25
000852.SH,2015-01-05,2015-01-05T09:51:00Z,5985.0,5985.53,5984.26,5984.26
000852.SH,2015-01-05,2015-01-05T09:52:00Z,5983.74,5984.01,5982.88,5982.88
000852.SH,2015-01-05,2015-01-05T09:53:00Z,5982.49,5982.49,5979.78,5979.78
000852.SH,2015-01-05,2015-01-05T09:54:00Z,5978.85,5978.85,5976.1,5976.1
000852.SH,2015-01-05,2015-01-05T09:55:00Z,5975.59,5975.87,5973.46,5973.46
000852.SH,2015-01-05,2015-01-05T09:56:00Z,5972.91,5972.91,5969.9,5969.9
000852.SH,2015-01-05,2015-01-05T09:57:00Z,5969.82,5969.99,5967.86,5967.86
000852.SH,2015-01-05,2015-01-05T09:58:00Z,5967.86,5967.92,5966.73,5966.73
000852.SH,2015-01-05,2015-01-05T09:59:00Z,5966.72,5967.46,5966.47,5967.46
000852.SH,2015-01-05,2015-01-05T10:00:00Z,5967.75,5968.42,5967.75,5968.42
000852.SH,2015-01-05,2015-01-05T10:01:00Z,5967.96,5969.47,5967.96,5969.47
000852.SH,2015-01-05,2015-01-05T10:02:00Z,5969.34,5971.04,5969.32,5971.04
000852.SH,2015-01-05,2015-01-05T10:03:00Z,5971.13,5972.06,5971.13,5971.89
000852.SH,2015-01-05,2015-01-05T10:04:00Z,5972.05,5972.22,5971.76,5972.01
000852.SH,2015-01-05,2015-01-05T10:05:00Z,5972.16,5973.08,5972.16,5972.85
000852.SH,2015-01-05,2015-01-05T10:06:00Z,5972.41,5972.48,5971.91,5972.48
000852.SH,2015-01-05,2015-01-05T10:07:00Z,5972.39,5972.39,5970.92,5970.92
000852.SH,2015-01-05,2015-01-05T10:08:00Z,5971.06,5971.06,5968.64,5968.67
000852.SH,2015-01-05,2015-01-05T10:09:00Z,5968.16,5968.16,5965.89,5965.89
000852.SH,2015-01-05,2015-01-05T10:10:00Z,5965.85,5965.85,5964.12,5964.41
000852.SH,2015-01-05,2015-01-05T10:11:00Z,5963.87,5963.87,5962.42,5962.42
000852.SH,2015-01-05,2015-01-05T10:12:00Z,5962.64,5962.9,5962.31,5962.31
000852.SH,2015-01-05,2015-01-05T10:13:00Z,5962.2,5962.76,5962.11,5962.11
000852.SH,2015-01-05,2015-01-05T10:14:00Z,5962.49,5962.49,5960.5,5960.5
000852.SH,2015-01-05,2015-01-05T10:15:00Z,5959.81,5959.84,5957.83,5957.83
000852.SH,2015-01-05,2015-01-05T10:16:00Z,5957.65,5957.65,5953.86,5953.86
000852.SH,2015-01-05,2015-01-05T10:17:00Z,5953.15,5953.15,5949.91,5949.91
000852.SH,2015-01-05,2015-01-05T10:18:00Z,5949.59,5949.9,5948.58,5948.58
000852.SH,2015-01-05,2015-01-05T10:19:00Z,5948.88,5949.82,5948.88,5949.82
000852.SH,2015-01-05,2015-01-05T10:20:00Z,5950.74,5953.81,5950.74,5953.81
000852.SH,2015-01-05,2015-01-05T10:21:00Z,5953.9,5957.69,5953.9,5957.69
000852.SH,2015-01-05,2015-01-05T10:22:00Z,5958.06,5961.14,5958.06,5961.14
000852.SH,2015-01-05,2015-01-05T10:23:00Z,5961.13,5962.25,5961.04,5961.64
000852.SH,2015-01-05,2015-01-05T10:24:00Z,5961.43,5962.51,5961.43,5962.07
000852.SH,2015-01-05,2015-01-05T10:25:00Z,5962.69,5963.07,5962.44,5962.44
000852.SH,2015-01-05,2015-01-05T10:26:00Z,5962.34,5962.76,5962.27,5962.62
000852.SH,2015-01-05,2015-01-05T10:27:00Z,5962.76,5962.76,5961.51,5961.51
000852.SH,2015-01-05,2015-01-05T10:28:00Z,5961.5,5962.65,5961.5,5962.54
000852.SH,2015-01-05,2015-01-05T10:29:00Z,5962.49,5962.56,5961.83,5962.47
000852.SH,2015-01-05,2015-01-05T10:30:00Z,5962.45,5963.96,5962.37,5963.96
000852.SH,2015-01-05,2015-01-05T10:31:00Z,5964.23,5966.12,5964.23,5966.12
000852.SH,2015-01-05,2015-01-05T10:32:00Z,5967.26,5969.19,5967.25,5969.19
000852.SH,2015-01-05,2015-01-05T10:33:00Z,5969.04,5972.14,5969.04,5972.14
000852.SH,2015-01-05,2015-01-05T10:34:00Z,5972.55,5974.65,5972.55,5974.62
000852.SH,2015-01-05,2015-01-05T10:35:00Z,5975.02,5975.62,5975.02,5975.3
000852.SH,2015-01-05,2015-01-05T10:36:00Z,5975.09,5975.54,5975.06,5975.16
000852.SH,2015-01-05,2015-01-05T10:37:00Z,5975.01,5975.37,5974.15,5974.15
000852.SH,2015-01-05,2015-01-05T10:38:00Z,5974.16,5974.26,5973.84,5974.26
000852.SH,2015-01-05,2015-01-05T10:39:00Z,5974.04,5974.58,5974.02,5974.36
000852.SH,2015-01-05,2015-01-05T10:40:00Z,5973.98,5974.98,5973.98,5974.98
000852.SH,2015-01-05,2015-01-05T10:41:00Z,5975.02,5975.02,5974.51,5974.77
000852.SH,2015-01-05,2015-01-05T10:42:00Z,5974.77,5974.83,5974.3,5974.83
000852.SH,2015-01-05,2015-01-05T10:43:00Z,5975.24,5975.96,5974.93,5975.71
000852.SH,2015-01-05,2015-01-05T10:44:00Z,5976.2,5976.73,5975.84,5976.22
000852.SH,2015-01-05,2015-01-05T10:45:00Z,5976.12,5976.27,5975.79,5976.05
000852.SH,2015-01-05,2015-01-05T10:46:00Z,5975.94,5976.52,5975.82,5976.52
000852.SH,2015-01-05,2015-01-05T10:47:00Z,5976.49,5976.86,5976.43,5976.79
000852.SH,2015-01-05,2015-01-05T10:48:00Z,5977.09,5977.4,5976.97,5977.4
000852.SH,2015-01-05,2015-01-05T10:49:00Z,5977.24,5978.02,5977.24,5977.96
000852.SH,2015-01-05,2015-01-05T10:50:00Z,5978.03,5978.03,5977.41,5977.51
000852.SH,2015-01-05,2015-01-05T10:51:00Z,5977.38,5977.38,5976.05,5976.05
000852.SH,2015-01-05,2015-01-05T10:52:00Z,5976.01,5976.34,5975.95,5976.21
000852.SH,2015-01-05,2015-01-05T10:53:00Z,5976.02,5976.84,5976.02,5976.39
000852.SH,2015-01-05,2015-01-05T10:54:00Z,5976.36,5977.32,5976.13,5977.32
000852.SH,2015-01-05,2015-01-05T10:55:00Z,5977.39,5977.65,5976.96,5977.65
000852.SH,2015-01-05,2015-01-05T10:56:00Z,5977.72,5977.72,5977.07,5977.72
000852.SH,2015-01-05,2015-01-05T10:57:00Z,5977.58,5977.94,5977.17,5977.82
000852.SH,2015-01-05,2015-01-05T10:58:00Z,5977.77,5977.95,5977.44,5977.89
000852.SH,2015-01-05,2015-01-05T10:59:00Z,5977.93,5978.4,5977.84,5978.37
000852.SH,2015-01-05,2015-01-05T11:00:00Z,5978.95,5980.54,5978.79,5980.54
000852.SH,2015-01-05,2015-01-05T11:01:00Z,5981.07,5983.85,5980.89,5983.85
000852.SH,2015-01-05,2015-01-05T11:02:00Z,5984.14,5987.5,5984.14,5987.47
000852.SH,2015-01-05,2015-01-05T11:03:00Z,5988.16,5991.72,5988.16,5991.72
000852.SH,2015-01-05,2015-01-05T11:04:00Z,5991.85,5995.21,5991.85,5995.21
000852.SH,2015-01-05,2015-01-05T11:05:00Z,5995.21,5998.39,5995.21,5998.39
000852.SH,2015-01-05,2015-01-05T11:06:00Z,5998.78,6000.45,5998.64,6000.45
000852.SH,2015-01-05,2015-01-05T11:07:00Z,6000.57,6002.7,6000.57,6002.7
