symbol,trading_day,timestamp,open,high,low,close
000852.SH,2020-01-02,2020-01-02T09:31:00Z,5603.93,5610.82,5603.93,5606.22
000852.SH,2020-01-02,2020-01-02T09:32:00Z,5605.7,5605.7,5598.69,5598.79
000852.SH,2020-01-02,2020-01-02T09:33:00Z,5598.45,5599.1,5598.16,5599.1
000852.SH,2020-01-02,2020-01-02T09:34:00Z,5599.13,5599.54,5595.97,5595.97
000852.SH,2020-01-02,2020-01-02T09:35:00Z,5595.67,5595.67,5589.18,5589.18
000852.SH,2020-01-02,2020-01-02T09:36:00Z,5588.58,5588.58,5586.24,5586.55
000852.SH,2020-01-02,2020-01-02T09:37:00Z,5586.65,5597.11,5586.65,5597.11
000852.SH,2020-01-02,2020-01-02T09:38:00Z,5597.36,5599.6,5597.36,5599.04
000852.SH,2020-01-02,2020-01-02T09:39:00Z,5598.86,5600.18,5598.86,5599.93
000852.SH,2020-01-02,2020-01-02T09:40:00Z,5600.24,5603.68,5600.24,5603.68
000852.SH,2020-01-02,2020-01-02T09:41:00Z,5603.81,5604.99,5603.81,5603.81
000852.SH,2020-01-02,2020-01-02T09:42:00Z,5603.4,5605.16,5603.4,5605.16
000852.SH,2020-01-02,2020-01-02T09:43:00Z,5605.24,5605.62,5605.13,5605.51
000852.SH,2020-01-02,2020-01-02T09:44:00Z,5605.49,5605.85,5604.92,5604.92
000852.SH,2020-01-02,2020-01-02T09:45:00Z,5604.91,5604.91,5601.17,5601.17
000852.SH,2020-01-02,2020-01-02T09:46:00Z,5601.39,5603.28,5600.69,5603.28
000852.SH,2020-01-02,2020-01-02T09:47:00Z,5603.38,5608.15,5603.38,5608.15
000852.SH,2020-01-02,2020-01-02T09:48:00Z,5608.51,5611.15,5608.51,5611.15
000852.SH,2020-01-02,2020-01-02T09:49:00Z,5611.36,5614.62,5611.36,5614.62
000852.SH,2020-01-02,2020-01-02T09:50:00Z,5614.58,5615.17,5614.58,5614.97
000852.SH,2020-01-02,2020-01-02T09:51:00Z,5614.95,5616.63,5614.95,5616.63
000852.SH,2020-01-02,2020-01-02T09:52:00Z,5616.82,5618.82,5616.75,5618.82
000852.SH,2020-01-02,2020-01-02T09:53:00Z,5618.88,5622.13,5618.88,5622.11
000852.SH,2020-01-02,2020-01-02T09:54:00Z,5622.48,5623.55,5622.24,5623.55
000852.SH,2020-01-02,2020-01-02T09:55:00Z,5623.86,5626.89,5623.86,5626.89
000852.SH,2020-01-02,2020-01-02T09:56:00Z,5626.88,5627.45,5624.87,5624.87
000852.SH,2020-01-02,2020-01-02T09:57:00Z,5624.91,5625.53,5624.63,5625.53
000852.SH,2020-01-02,2020-01-02T09:58:00Z,5625.51,5626.27,5625.51,5626.18
000852.SH,2020-01-02,2020-01-02T09:59:00Z,5625.85,5626.75,5625.85,5626.75
000852.SH,2020-01-02,2020-01-02T10:00:00Z,5626.85,5629.87,5626.85,5629.87
000852.SH,2020-01-02,2020-01-02T10:01:00Z,5629.75,5632.26,5629.75,5632.26
000852.SH,2020-01-02,2020-01-02T10:02:00Z,5631.7,5632.13,5629.57,5629.57
000852.SH,2020-01-02,2020-01-02T10:03:00Z,5629.45,5629.45,5628.51,5629.03
000852.SH,2020-01-02,2020-01-02T10:04:00Z,5629.19,5632.02,5629.19,5632.02
000852.SH,2020-01-02,2020-01-02T10:05:00Z,5632.21,5633.62,5632.21,5633.62
000852.SH,2020-01-02,2020-01-02T10:06:00Z,5633.67,5633.91,5633.48,5633.8
000852.SH,2020-01-02,2020-01-02T10:07:00Z,5633.93,5633.97,5633.46,5633.56
000852.SH,2020-01-02,2020-01-02T10:08:00Z,5633.49,5633.73,5633.44,5633.46
000852.SH,2020-01-02,2020-01-02T10:09:00Z,5633.14,5633.42,5632.5,5632.5
000852.SH,2020-01-02,2020-01-02T10:10:00Z,5632.45,5632.45,5630.61,5630.61
000852.SH,2020-01-02,2020-01-02T10:11:00Z,5630.36,5631.32,5629.81,5631.32
000852.SH,2020-01-02,2020-01-02T10:12:00Z,5631.56,5634.03,5631.56,5634.03
000852.SH,2020-01-02,2020-01-02T10:13:00Z,5634.15,5635.63,5634.15,5635.63
000852.SH,2020-01-02,2020-01-02T10:14:00Z,5635.58,5636.77,5635.49,5636.77
000852.SH,2020-01-02,2020-01-02T10:15:00Z,5637.09,5637.75,5636.89,5637.75
000852.SH,2020-01-02,2020-01-02T10:16:00Z,5637.6,5637.6,5635.32,5635.32
000852.SH,2020-01-02,2020-01-02T10:17:00Z,5635.59,5635.87,5635.13,5635.64
000852.SH,2020-01-02,2020-01-02T10:18:00Z,5635.6,5636.76,5635.6,5636.76
000852.SH,2020-01-02,2020-01-02T10:19:00Z,5636.59,5636.61,5635.47,5635.62
000852.SH,2020-01-02,2020-01-02T10:20:00Z,5635.48,5635.48,5634.11,5634.11
000852.SH,2020-01-02,2020-01-02T10:21:00Z,5634.26,5634.27,5633.63,5634.06
000852.SH,2020-01-02,2020-01-02T10:22:00Z,5633.97,5635.28,5633.63,5635.28
000852.SH,2020-01-02,2020-01-02T10:23:00Z,5635.72,5637.62,5635.72,5637.62
000852.SH,2020-01-02,2020-01-02T10:24:00Z,5637.68,5638.78,5637.68,5638.78
000852.SH,2020-01-02,2020-01-02T10:25:00Z,5638.93,5640.04,5638.93,5640.04
000852.SH,2020-01-02,2020-01-02T10:26:00Z,5640.17,5641.84,5640.17,5641.59
000852.SH,2020-01-02,2020-01-02T10:27:00Z,5642.0,5644.59,5642.0,5644.59
000852.SH,2020-01-02,2020-01-02T10:28:00Z,5644.72,5646.42,5644.72,5646.42
000852.SH,2020-01-02,2020-01-02T10:29:00Z,5646.71,5648.19,5646.71,5648.17
000852.SH,2020-01-02,2020-01-02T10:30:00Z,5648.51,5648.95,5648.27,5648.32
000852.SH,2020-01-02,2020-01-02T10:31:00Z,5648.33,5649.18,5648.2,5649.16
000852.SH,2020-01-02,2020-01-02T10:32:00Z,5649.23,5650.82,5649.23,5650.82
000852.SH,2020-01-02,2020-01-02T10:33:00Z,5650.7,5651.19,5650.49,5651.19
000852.SH,2020-01-02,2020-01-02T10:34:00Z,5650.96,5651.59,5650.66,5650.73
000852.SH,2020-01-02,2020-01-02T10:35:00Z,5650.66,5651.46,5650.66,5651.33
000852.SH,2020-01-02,2020-01-02T10:36:00Z,5651.34,5655.1,5651.34,5655.1
000852.SH,2020-01-02,2020-01-02T10:37:00Z,5655.19,5657.55,5655.19,5657.55
000852.SH,2020-01-02,2020-01-02T10:38:00Z,5657.94,5658.17,5657.53,5657.92
000852.SH,2020-01-02,2020-01-02T10:39:00Z,5658.01,5658.47,5657.73,5657.96
000852.SH,2020-01-02,2020-01-02T10:40:00Z,5658.36,5658.61,5658.05,5658.29
000852.SH,2020-01-02,2020-01-02T10:41:00Z,5658.61,5659.85,5658.61,5659.85
000852.SH,2020-01-02,2020-01-02T10:42:00Z,5660.18,5661.78,5659.93,5661.78
000852.SH,2020-01-02,2020-01-02T10:43:00Z,5661.99,5662.79,5661.99,5662.79
000852.SH,2020-01-02,2020-01-02T10:44:00Z,5662.89,5663.42,5662.81,5663.42
000852.SH,2020-01-02,2020-01-02T10:45:00Z,5663.47,5663.73,5662.91,5663.17
000852.SH,2020-01-02,2020-01-02T10:46:00Z,5663.44,5664.04,5663.25,5663.97
000852.SH,2020-01-02,2020-01-02T10:47:00Z,5664.07,5664.14,5659.58,5659.58
000852.SH,2020-01-02,2020-01-02T10:48:00Z,5659.08,5659.08,5655.93,5656.02
000852.SH,2020-01-02,2020-01-02T10:49:00Z,5655.73,5655.73,5653.06,5653.06
000852.SH,2020-01-02,2020-01-02T10:50:00Z,5652.65,5652.65,5650.14,5650.14
000852.SH,2020-01-02,2020-01-02T10:51:00Z,5649.74,5650.06,5649.23,5649.83
000852.SH,2020-01-02,2020-01-02T10:52:00Z,5650.11,5652.38,5650.11,5652.35
