symbol,trading_day,timestamp,open,high,low,close
000852.SH,2017-01-03,2017-01-03T09:31:00Z,8503.66,8517.7,8503.66,8517.7
000852.SH,2017-01-03,2017-01-03T09:32:00Z,8517.72,8517.85,8516.19,8516.19
000852.SH,2017-01-03,2017-01-03T09:33:00Z,8516.36,8516.36,8514.36,8514.36
000852.SH,2017-01-03,2017-01-03T09:34:00Z,8514.23,8514.23,8513.3,8513.75
000852.SH,2017-01-03,2017-01-03T09:35:00Z,8513.72,8513.89,8513.17,8513.29
000852.SH,2017-01-03,2017-01-03T09:36:00Z,8513.66,8514.07,8513.27,8514.07
000852.SH,2017-01-03,2017-01-03T09:37:00Z,8513.89,8514.73,8513.75,8514.72
000852.SH,2017-01-03,2017-01-03T09:38:00Z,8514.68,8515.29,8514.5,8514.5
000852.SH,2017-01-03,2017-01-03T09:39:00Z,8514.62,8515.45,8514.31,8514.97
000852.SH,2017-01-03,2017-01-03T09:40:00Z,8515.06,8517.6,8515.06,8517.6
000852.SH,2017-01-03,2017-01-03T09:41:00Z,8518.32,8520.51,8518.32,8520.51
000852.SH,2017-01-03,2017-01-03T09:42:00Z,8520.86,8524.29,8520.86,8524.29
000852.SH,2017-01-03,2017-01-03T09:43:00Z,8524.32,8527.76,8524.32,8527.76
000852.SH,2017-01-03,2017-01-03T09:44:00Z,8528.42,8532.46,8528.38,8532.46
000852.SH,2017-01-03,2017-01-03T09:45:00Z,8532.63,8534.6,8532.63,8534.46
000852.SH,2017-01-03,2017-01-03T09:46:00Z,8534.55,8535.61,8534.1,8535.61
000852.SH,2017-01-03,2017-01-03T09:47:00Z,8535.71,8537.35,8535.48,8537.25
000852.SH,2017-01-03,2017-01-03T09:48:00Z,8537.19,8539.52,8537.19,8539.52
000852.SH,2017-01-03,2017-01-03T09:49:00Z,8539.49,8539.7,8538.97,8539.12
000852.SH,2017-01-03,2017-01-03T09:50:00Z,8538.79,8539.48,8538.78,8539.48
000852.SH,2017-01-03,2017-01-03T09:51:00Z,8539.45,8542.28,8539.45,8542.17
