symbol,trading_day,timestamp,open,high,low,close
000852.SH,2024-01-02,2024-01-02T09:31:00Z,5891.17,5891.17,5876.48,5883.72
000852.SH,2024-01-02,2024-01-02T09:32:00Z,5884.98,5890.04,5883.57,5890.04
000852.SH,2024-01-02,2024-01-02T09:33:00Z,5889.51,5891.23,5886.02,5886.02
000852.SH,2024-01-02,2024-01-02T09:34:00Z,5885.85,5885.85,5880.38,5880.49
000852.SH,2024-01-02,2024-01-02T09:35:00Z,5880.58,5880.9,5878.06,5879.05
000852.SH,2024-01-02,2024-01-02T09:36:00Z,5879.08,5879.08,5875.86,5875.86
000852.SH,2024-01-02,2024-01-02T09:37:00Z,5874.98,5877.72,5874.32,5876.07
000852.SH,2024-01-02,2024-01-02T09:38:00Z,5875.48,5875.76,5872.02,5872.07
000852.SH,2024-01-02,2024-01-02T09:39:00Z,5871.85,5872.47,5869.32,5871.99
000852.SH,2024-01-02,2024-01-02T09:40:00Z,5871.94,5875.39,5871.63,5875.34
000852.SH,2024-01-02,2024-01-02T09:41:00Z,5875.48,5881.25,5875.48,5881.25
000852.SH,2024-01-02,2024-01-02T09:42:00Z,5881.47,5884.38,5881.47,5882.4
000852.SH,2024-01-02,2024-01-02T09:43:00Z,5881.73,5881.78,5879.14,5879.14
000852.SH,2024-01-02,2024-01-02T09:44:00Z,5878.89,5879.2,5878.19,5878.19
000852.SH,2024-01-02,2024-01-02T09:45:00Z,5878.02,5880.25,5877.49,5879.92
000852.SH,2024-01-02,2024-01-02T09:46:00Z,5879.96,5882.23,5876.92,5879.8
000852.SH,2024-01-02,2024-01-02T09:47:00Z,5879.85,5880.25,5878.43,5878.57
000852.SH,2024-01-02,2024-01-02T09:48:00Z,5878.39,5878.39,5874.02,5875.6
000852.SH,2024-01-02,2024-01-02T09:49:00Z,5875.91,5876.71,5875.31,5875.55
000852.SH,2024-01-02,2024-01-02T09:50:00Z,5875.22,5876.72,5875.19,5875.89
000852.SH,2024-01-02,2024-01-02T09:51:00Z,5875.86,5875.86,5872.17,5872.98
000852.SH,2024-01-02,2024-01-02T09:52:00Z,5873.31,5876.55,5873.05,5874.0
000852.SH,2024-01-02,2024-01-02T09:53:00Z,5873.64,5875.14,5871.67,5871.67
000852.SH,2024-01-02,2024-01-02T09:54:00Z,5871.31,5871.31,5866.69,5866.69
000852.SH,2024-01-02,2024-01-02T09:55:00Z,5865.92,5865.92,5862.31,5862.78
000852.SH,2024-01-02,2024-01-02T09:56:00Z,5862.67,5862.67,5858.92,5859.05
000852.SH,2024-01-02,2024-01-02T09:57:00Z,5859.03,5859.96,5858.66,5858.66
000852.SH,2024-01-02,2024-01-02T09:58:00Z,5858.65,5861.95,5858.22,5861.94
000852.SH,2024-01-02,2024-01-02T09:59:00Z,5862.05,5863.73,5862.05,5863.72
000852.SH,2024-01-02,2024-01-02T10:00:00Z,5864.12,5866.27,5863.77,5866.27
000852.SH,2024-01-02,2024-01-02T10:01:00Z,5866.38,5871.46,5866.38,5871.46
000852.SH,2024-01-02,2024-01-02T10:02:00Z,5871.8,5880.31,5871.8,5880.31
000852.SH,2024-01-02,2024-01-02T10:03:00Z,5880.14,5880.14,5877.03,5879.98
000852.SH,2024-01-02,2024-01-02T10:04:00Z,5880.61,5883.35,5880.61,5881.36
000852.SH,2024-01-02,2024-01-02T10:05:00Z,5882.24,5886.51,5882.24,5886.51
000852.SH,2024-01-02,2024-01-02T10:06:00Z,5886.51,5887.19,5883.74,5887.19
000852.SH,2024-01-02,2024-01-02T10:07:00Z,5887.87,5888.48,5885.37,5885.53
000852.SH,2024-01-02,2024-01-02T10:08:00Z,5885.22,5887.26,5885.22,5886.13
000852.SH,2024-01-02,2024-01-02T10:09:00Z,5885.61,5885.61,5882.23,5882.23
000852.SH,2024-01-02,2024-01-02T10:10:00Z,5882.32,5882.44,5881.35,5882.42
000852.SH,2024-01-02,2024-01-02T10:11:00Z,5882.27,5882.45,5877.79,5877.79
000852.SH,2024-01-02,2024-01-02T10:12:00Z,5878.02,5878.28,5877.25,5878.03
000852.SH,2024-01-02,2024-01-02T10:13:00Z,5877.96,5878.62,5877.92,5878.04
000852.SH,2024-01-02,2024-01-02T10:14:00Z,5878.06,5878.06,5876.28,5876.69
000852.SH,2024-01-02,2024-01-02T10:15:00Z,5877.0,5880.03,5876.99,5880.03
000852.SH,2024-01-02,2024-01-02T10:16:00Z,5880.11,5880.24,5878.85,5879.43
000852.SH,2024-01-02,2024-01-02T10:17:00Z,5879.6,5881.74,5879.6,5881.74
000852.SH,2024-01-02,2024-01-02T10:18:00Z,5882.23,5885.99,5882.23,5885.99
000852.SH,2024-01-02,2024-01-02T10:19:00Z,5886.0,5886.0,5882.78,5883.56
000852.SH,2024-01-02,2024-01-02T10:20:00Z,5883.46,5885.55,5883.46,5885.25
000852.SH,2024-01-02,2024-01-02T10:21:00Z,5885.32,5885.32,5883.54,5883.87
000852.SH,2024-01-02,2024-01-02T10:22:00Z,5884.12,5884.12,5881.82,5881.82
000852.SH,2024-01-02,2024-01-02T10:23:00Z,5881.94,5882.09,5881.37,5881.84
000852.SH,2024-01-02,2024-01-02T10:24:00Z,5881.77,5881.77,5878.83,5878.83
000852.SH,2024-01-02,2024-01-02T10:25:00Z,5878.72,5881.26,5877.77,5881.26
000852.SH,2024-01-02,2024-01-02T10:26:00Z,5881.54,5881.98,5879.53,5879.53
000852.SH,2024-01-02,2024-01-02T10:27:00Z,5879.88,5882.3,5879.88,5882.2
000852.SH,2024-01-02,2024-01-02T10:28:00Z,5882.4,5884.99,5882.34,5884.99
000852.SH,2024-01-02,2024-01-02T10:29:00Z,5884.62,5886.33,5884.45,5884.9
000852.SH,2024-01-02,2024-01-02T10:30:00Z,5884.69,5884.69,5880.89,5882.26
000852.SH,2024-01-02,2024-01-02T10:31:00Z,5883.18,5883.18,5878.49,5878.49
000852.SH,2024-01-02,2024-01-02T10:32:00Z,5877.66,5878.61,5876.77,5878.61
000852.SH,2024-01-02,2024-01-02T10:33:00Z,5878.66,5881.16,5878.66,5881.16
000852.SH,2024-01-02,2024-01-02T10:34:00Z,5881.19,5881.19,5878.59,5880.56
000852.SH,2024-01-02,2024-01-02T10:35:00Z,5880.4,5882.46,5880.4,5882.46
000852.SH,2024-01-02,2024-01-02T10:36:00Z,5882.58,5883.9,5882.24,5883.9
000852.SH,2024-01-02,2024-01-02T10:37:00Z,5883.95,5885.02,5883.9,5885.02
000852.SH,2024-01-02,2024-01-02T10:38:00Z,5885.15,5885.65,5884.63,5884.63
000852.SH,2024-01-02,2024-01-02T10:39:00Z,5885.03,5885.42,5881.11,5881.62
000852.SH,2024-01-02,2024-01-02T10:40:00Z,5881.85,5882.12,5881.65,5882.05
000852.SH,2024-01-02,2024-01-02T10:41:00Z,5882.21,5883.41,5881.33,5883.21
000852.SH,2024-01-02,2024-01-02T10:42:00Z,5882.94,5883.16,5880.92,5882.27
