carrier,index_symbol,period,index_records,missing_records,invalid_ohlcv_records,zero_volume_records,positive_volume_records,session_or_clock_boundary_comparisons,invalid_index_endpoint_comparisons,declared_action_day_comparisons,etf_endpoint_unavailable_comparisons,eligible_comparisons,record_coverage,positive_volume_coverage,invalid_index_records,declared_action_records,off_grid_ohlc_records,zero_nonflat_records,positive_flat_bar_fraction,positive_close_repeat_fraction,gap_at_most_one_reference_tick_fraction,gap_abs_bp_p50,gap_abs_bp_p90,gap_abs_bp_p95,gap_abs_bp_p99,tick_bp_p50,tick_bp_p90,tick_bp_p95,tick_bp_p99,gap_reference_ticks_p50,gap_reference_ticks_p90,gap_reference_ticks_p95,gap_reference_ticks_p99,etf_minute_range_bp_p50,etf_minute_range_bp_p90,etf_minute_range_bp_p95,etf_minute_range_bp_p99
512100.SH,000852.SH,2021-05,4320,0,0,475,3845,36,0,0,829,3455,1,0.890046296296296,0,0,0,164,0.534980494148244,0.555716353111433,0.841968162083936,4.03850457508551,11.7395051012599,13.441843795815,19.9852867632212,10.8342361863489,11.0864745011086,11.1234705228031,11.1982082866741,0.369800756569256,1.08973852009989,1.23594369058463,1.84441282155163,0,11.037527593819,11.1607142857143,22.075055187638
512100.SH,000852.SH,2021-06,5040,0,0,338,4702,42,0,0,623,4375,1,0.932936507936508,0,0,0,113,0.480221182475542,0.524342857142857,0.820571428571429,4.35081397337309,11.8090496979181,14.2069222823621,20.4386542984862,10.1522842639594,10.3092783505155,10.3412616339193,10.4058272632674,0.430349805306001,1.16468341091724,1.40022337414013,2.00012871552845,9.82318271119735,10.3305785123967,19.9401794616152,20.703933747412
512100.SH,000852.SH,2021-07,5280,0,0,215,5065,44,0,0,401,4835,1,0.959280303030303,0,0,0,90,0.329713721618954,0.468045501551189,0.809100310237849,4.7934278979959,11.7790295599106,14.0441246776736,18.8853764595504,9.58772770853308,9.9601593625498,9.99000999000999,10.0401606425703,0.497688032732052,1.22604320066964,1.46897629230853,1.96829542869161,9.50570342205218,19.0476190476191,19.6078431372549,29.6841672297783
512100.SH,000852.SH,2021-08,5280,0,0,75,5205,44,0,0,136,5100,1,0.985795454545455,0,0,0,34,0.238424591738713,0.425882352941176,0.804313725490196,4.68130597555323,11.4023278542126,13.9092377465813,18.8765924503587,9.1324200913242,9.34579439252336,9.38967136150235,9.46073793755913,0.509914355957066,1.25115615553877,1.52313408440211,2.07150096330404,9.05797101449176,18.3150183150183,18.6915887850467,28.0373831775691
512100.SH,000852.SH,2021-09,4800,0,0,18,4782,40,0,0,36,4724,1,0.99625,0,0,0,11,0.152028439983271,0.419983065198984,0.780270956816257,4.78936369547335,11.4184823797406,13.5041716513834,18.9844960746895,8.87311446317658,9.28505106778087,9.38967136150235,9.51474785918173,0.5366476208409,1.28837890913309,1.51133149199463,2.10804188291417,8.89679715302393,18.034265103697,18.6219739292365,27.2821659215112
512100.SH,000852.SH,2021-10,3840,0,0,127,3713,32,0,0,242,3566,1,0.966927083333333,0,0,0,49,0.357392943711285,0.482613572630398,0.827818283791363,4.45513343051648,10.7688175716984,12.7400426541271,17.7957385568884,9.29368029739777,9.47867298578199,9.57854406130268,9.62463907603465,0.477138022187627,1.15614870250307,1.37231786322858,1.91810150704721,9.19963201472044,18.3150183150183,18.7617260787993,27.7490035412556
512100.SH,000852.SH,2021-11,5280,0,0,114,5166,44,0,0,211,5025,1,0.978409090909091,0,0,0,49,0.319976771196283,0.522786069651741,0.840597014925373,3.9005058956632,10.1283564623188,11.8716226240657,16.3428277430021,8.96057347670251,9.30232558139535,9.35453695042095,9.3984962406015,0.434238001674739,1.12875494582573,1.33806758913617,1.83982990555193,8.68809730669081,9.38967136150131,17.9372197309417,18.7441424554827
512100.SH,000852.SH,2021-12,5520,0,0,141,5379,46,0,0,262,5212,1,0.97445652173913,0,0,0,53,0.313627068228295,0.519570222563315,0.82367613200307,3.83685669917227,9.89636528797829,11.3610799770544,15.7143930568647,8.67302688638335,8.8339222614841,8.8495575221239,8.8809946714032,0.440706433906401,1.13555841872969,1.29869716740927,1.81530832767043,8.62812769629087,8.86524822695135,17.3913043478261,17.7935943060479
512100.SH,000852.SH,2022-01,4560,0,0,57,4503,38,0,0,108,4414,1,0.9875,0,0,0,32,0.272262935820564,0.48867240598097,0.81717263253285,4.25908076799206,10.8614728124473,13.195150474679,17.8796427435971,8.94454382826476,9.69650147745472,9.78473581213307,9.9304865938431,0.467246332913911,1.19222081874403,1.43481827116183,1.99132336365199,8.91265597147852,17.8731009830206,19.2864030858245,29.5275590551192
512100.SH,000852.SH,2022-02,3840,0,0,39,3801,32,0,0,77,3731,1,0.98984375,0,0,0,19,0.256774533017627,0.471455373894398,0.809702492629322,4.63482758075102,11.3188274855675,13.3309057978352,18.9171159824552,9.56022944550669,9.77517106549365,9.8135426889107,9.87166831194472,0.483665601173049,1.18122799457134,1.39593263002945,1.97772101189935,9.50570342205218,19.0476190476191,19.4931773879142,29.382957884426
512100.SH,000852.SH,2022-03,5520,0,0,72,5448,46,0,0,137,5337,1,0.98695652173913,0,0,0,38,0.206314243759178,0.409968146899007,0.790706389357317,5.11136264089383,12.8447549100546,15.7109074891218,22.8199113584072,9.97008973080758,10.2459016393443,10.3734439834025,10.7066381156317,0.513383626120745,1.29312486510855,1.56322799943074,2.21457157050413,9.97008973080869,20.3045685279188,27.7264325323478,41.4964031873625
512100.SH,000852.SH,2022-04,4560,0,0,55,4505,38,0,0,106,4416,1,0.987938596491228,0,0,0,27,0.201331853496115,0.401721014492754,0.778532608695652,5.97479944613924,15.2025102732339,18.6728277552806,25.5373309498922,10.9170305676856,12.5786163522013,12.7877237851662,13.1578947368421,0.530280608130388,1.34642040850295,1.60378348646071,2.14697399694509,10.9289617486339,24.7831474597274,26.3157894736842,45.0658314105946
