carrier,index_symbol,period,index_records,missing_records,invalid_ohlcv_records,zero_volume_records,positive_volume_records,session_or_clock_boundary_comparisons,invalid_index_endpoint_comparisons,declared_action_day_comparisons,etf_endpoint_unavailable_comparisons,eligible_comparisons,record_coverage,positive_volume_coverage,invalid_index_records,declared_action_records,off_grid_ohlc_records,zero_nonflat_records,positive_flat_bar_fraction,positive_close_repeat_fraction,gap_at_most_one_reference_tick_fraction,gap_abs_bp_p50,gap_abs_bp_p90,gap_abs_bp_p95,gap_abs_bp_p99,tick_bp_p50,tick_bp_p90,tick_bp_p95,tick_bp_p99,gap_reference_ticks_p50,gap_reference_ticks_p90,gap_reference_ticks_p95,gap_reference_ticks_p99,etf_minute_range_bp_p50,etf_minute_range_bp_p90,etf_minute_range_bp_p95,etf_minute_range_bp_p99
512100.SH,000852.SH,2025-10,4080,0,0,0,4080,34,0,0,0,4046,1,1,0,0,0,0,0.00784313725490196,0.207612456747405,0.578101828966881,2.78884918072267,7.02477734241904,8.58648273777099,12.0849977304032,3.32005312084993,3.4106412005457,3.42231348391513,3.43288705801579,0.838070428925016,2.10370200400131,2.56722639169652,3.60208065416675,6.83060109289694,13.6897225852304,16.9612270069755,23.8389617551405
512100.SH,000852.SH,2025-11,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.01625,0.222899159663866,0.627941176470588,2.48861634848444,6.41976228691185,7.64926280364103,10.4802476897357,3.31564986737401,3.4130858066388,3.46860908775581,3.49040139616056,0.744845649119373,1.91448950600286,2.29495036058936,3.14148950075099,6.67556742323024,13.3297792588644,16.4853280580281,20.8768993879384
512100.SH,000852.SH,2025-12,5520,0,0,2,5518,46,0,0,4,5470,1,0.99963768115942,0,0,0,2,0.0253715114171801,0.268921389396709,0.66764168190128,2.31625722131419,5.7997610806686,6.93121049246624,9.56687978551022,3.35120643431635,3.4106412005457,3.43170899107756,3.44234079173838,0.695611229389971,1.72981345659414,2.07762263753319,2.83804918354092,6.66888962987589,12.9533678756477,13.6472193790515,20.6125444289231
588000.SH,000688.SH,ALL,290880,0,0,33,290847,2424,0,0,38,288418,1,0.999886551155115,0,0,0,7,0.00885001392484708,0.397305299946605,0.780703700878586,4.86061842182694,12.261057872737,14.6413993958541,19.9598265355097,9.31966449207829,12.6103404791929,13.2802124833997,14.2247510668563,0.541839304803242,1.32185071596952,1.58494325424996,2.19897356283817,11.4285714285714,22.0750551876372,26.8456375838926,38.5356454720617
588000.SH,000688.SH,2021,58320,0,0,1,58319,486,0,0,2,57832,1,0.999982853223594,0,0,0,1,0.00622438656355562,0.377887674643796,0.712442938165721,4.34017693268429,10.6278279680902,12.7462424740833,17.6395472337616,6.85871056241427,7.67459708365311,7.78816199376947,7.92393026941363,0.631759925003138,1.5565316133111,1.88274786960527,2.62322797525371,7.73993808049622,18.0396873120859,20.920502092051,31.091918032216
588000.SH,000688.SH,2022,58080,0,0,2,58078,484,0,0,3,57593,1,0.999965564738292,0,0,0,2,0.0113984641344399,0.386435851579185,0.774000312537982,4.95208410321776,12.1933440295448,14.6138132114947,19.3839592490435,9.07441016333938,9.99000999000999,10.183299389002,10.7411385606874,0.55236108665593,1.34714140459296,1.60593812651641,2.13069729610026,9.93048659384201,20.4290091930542,27.1493212669673,37.9867046533714
588000.SH,000688.SH,2023,58080,0,0,0,58080,484,0,0,0,57596,1,1,0,0,0,0,0.00986570247933884,0.454632266129592,0.803250225710119,5.08113806858421,12.30990977424,14.3718246390329,18.7294394902764,9.70873786407767,11.0253583241455,11.2107623318386,11.3636363636364,0.512865919155776,1.23838327267674,1.45744421923772,1.89730064493047,10.6269925611052,21.0970464135021,21.978021978022,28.3822138126768
588000.SH,000688.SH,2024,58080,0,0,30,58050,484,0,0,33,57563,1,0.99948347107438,0,0,0,4,0.0129026701119724,0.413442662821604,0.811007070514046,5.99388641548946,14.9239427819222,17.6652261757101,25.1827777038797,12.6103404791929,13.9082058414465,14.2247510668563,14.7710487444609,0.503557822961755,1.23001647265348,1.4713219584606,2.21715071301236,13.4048257372654,26.9541778975741,28.9296046287357,48.7804878048781
588000.SH,000688.SH,2025,58320,0,0,0,58320,486,0,0,0,57834,1,1,0,0,0,0,0.0038923182441701,0.35439360929557,0.803022443545319,4.29800535864093,10.6508358866269,12.5510884111525,16.3715807431907,9.02527075812274,9.73709834469328,9.86193293885602,10.0806451612903,0.516422143527439,1.24110843901952,1.4713834410594,1.91465438172244,9.88142292490229,21.1565585331445,27.6243093922642,40.3606907357882
588000.SH,000688.SH,2021-01,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.00145833333333333,0.322268907563025,0.667436974789916,4.75995911081554,12.0583283048569,14.3524053469253,19.5726869280885,6.73400673400673,6.97836706210747,7.0323488045007,7.06214689265537,0.708334835626459,1.78393412130946,2.14184678209335,2.88480849052956,13.1061598951507,19.8150594451791,20.6761092231286,27.8557363537935
588000.SH,000688.SH,2021-02,3600,0,0,0,3600,30,0,0,0,3570,1,1,0,0,0,0,0.0108333333333333,0.363025210084034,0.706442577030812,4.45602484001486,10.6236370376519,12.7659709472604,17.2550627477095,6.92520775623269,7.13266761768902,7.26216412490922,7.30994152046784,0.645086324701953,1.53706884170703,1.82395783063987,2.46533434233321,7.3046018991965,14.5985401459854,20.9643605870013,28.2093427761193
588000.SH,000688.SH,2021-03,5520,0,0,0,5520,46,0,0,0,5474,1,1,0,0,0,0,0.00978260869565217,0.423273657289003,0.758129338691999,4.44432031735925,10.7881542419462,12.6105749884989,17.2299206219624,7.78816199376947,7.93021411578113,7.94912559618442,7.97448165869219,0.577675484215164,1.4104140179946,1.65909406655715,2.2529550038722,7.88022064617723,15.8102766798419,21.8986099929094,30.9358081979892
588000.SH,000688.SH,2021-04,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00575396825396825,0.427571028411365,0.772909163665466,4.17787740436906,10.1006767308758,12.0472899523589,15.957391281624,7.50187546886722,7.75795190069822,7.78210116731518,7.8064012490242,0.555842904410558,1.3399297427665,1.59707474510736,2.1108186068001,7.6335877862604,15.3374233128834,15.5642023346304,23.3029651507921
588000.SH,000688.SH,2021-05,4320,0,0,0,4320,36,0,0,0,4284,1,1,0,0,0,0,0.00648148148148148,0.427404295051354,0.762138188608777,4.15293486037992,10.1259926392566,11.9501388484909,15.7858403338748,7.35294117647059,7.71604938271605,7.74593338497289,7.8003120124805,0.565309159364401,1.38004630940077,1.63065363994205,2.1867996923365,7.62195121951305,15.2905198776759,20.6341582638951,23.4157328822419
588000.SH,000688.SH,2021-06,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00138888888888889,0.347939175670268,0.680672268907563,4.37227670506508,10.576724385327,12.4820155690903,16.7394324370362,6.66222518321119,6.81198910081744,6.83994528043776,6.86355939873441,0.667492945126277,1.61768327723875,1.93274075954072,2.55354307619183,12.3494917606509,19.1082802547765,20.380434782608,31.8967550902546
588000.SH,000688.SH,2021-07,5280,0,0,0,5280,44,0,0,0,5236,1,1,0,0,0,0,0.000568181818181818,0.27864782276547,0.619938884644767,4.7276871540596,11.7370928205171,14.427025592611,19.9340084774443,6.16142945163278,6.3431658775095,6.3653723742839,6.38977635782748,0.766449406549881,1.90540681927913,2.32639327490647,3.2361518189132,12.2624156958921,24.3457090687766,30.033645927685,44.0149407799231
588000.SH,000688.SH,2021-08,5280,0,0,1,5279,44,0,0,2,5234,1,0.999810606060606,0,0,0,1,0.00378859632506156,0.311043179212839,0.642147497134123,4.51865338484346,11.0482182471387,13.2933256241845,18.7533609839118,6.18046971569839,6.46412411118293,6.56598818122127,6.73854447439353,0.724859534159812,1.76509386398718,2.1406394743908,2.99536320874976,12.187690432663,18.8560653676926,24.6761258482418,37.8865352227482
588000.SH,000688.SH,2021-09,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.00875,0.380672268907563,0.686974789915966,4.64208055952503,11.4118238923338,14.113114470585,19.4877893781817,6.93962526023595,7.11237553342817,7.13775874375446,7.18390804597701,0.66754800680083,1.64649203405883,2.02749335554251,2.79927662557416,7.09723207948979,20.3114421123907,21.2021631239355,33.4898426795997
588000.SH,000688.SH,2021-10,3840,0,0,0,3840,32,0,0,0,3808,1,1,0,0,0,0,0.00859375,0.418855042016807,0.720325630252101,4.37666485849564,10.4508589157847,12.1902856041095,16.1042731020668,7.06214689265537,7.17360114777618,7.22021660649819,7.30994152046784,0.615788910672819,1.47616767427471,1.71726478626904,2.27245277710357,7.13775874375367,14.3163922691482,20.9790209790202,28.1612829687485
588000.SH,000688.SH,2021-11,5280,0,0,0,5280,44,0,0,0,5236,1,1,0,0,0,0,0.0053030303030303,0.404125286478228,0.757066462948816,3.85492270196505,9.31224351131804,11.0814137008538,15.1721538581047,6.72494956287828,6.87757909215956,6.90131124913734,6.93000693000693,0.574313828954113,1.39385485180043,1.6450776981825,2.27352387744778,6.8446269678295,13.745704467354,19.6986116515667,26.3057593082407
588000.SH,000688.SH,2021-12,5520,0,0,0,5520,46,0,0,0,5474,1,1,0,0,0,0,0.0132246376811594,0.436609426379247,0.774388016075996,3.75441562010654,9.18108395758408,10.9827876457875,14.781458429291,6.87285223367698,7.07714083510262,7.09219858156028,7.10732054015636,0.547368229279914,1.34182672923318,1.60480932477209,2.14686289081406,7.00280112044741,14.0056022408964,14.1843971631206,21.1416490486263
588000.SH,000688.SH,2022-01,4560,0,0,0,4560,38,0,0,0,4522,1,1,0,0,0,0,0.0230263157894737,0.429234851835471,0.762715612560814,4.1619378336852,10.2315421060191,12.1884396311822,16.5126976964556,7.34214390602056,7.59878419452887,7.70416024653313,7.77604976671851,0.56321822258529,1.39494462302054,1.6543348916417,2.24809599025581,7.41839762611359,15.3491941673062,21.961932650074,30.0194826218848
588000.SH,000688.SH,2022-02,3840,0,0,0,3840,32,0,0,0,3808,1,1,0,0,0,0,0.0221354166666667,0.429359243697479,0.805147058823529,4.04546684739162,10.152166198645,12.0798502182388,16.5927277086512,8,8.17661488143908,8.21018062397373,8.25082508250825,0.509482757880929,1.27596136484215,1.50092083349058,2.063890203302,8.0906148867305,16.3265306122449,23.5673049845105,32.0156285028012
588000.SH,000688.SH,2022-03,5520,0,0,0,5520,46,0,0,0,5474,1,1,0,0,0,0,0.0117753623188406,0.365363536719035,0.766350018268177,4.71409775787608,11.6095298819302,14.0360395434549,19.0176414597767,8.41750841750842,8.7719298245614,8.81057268722467,8.86524822695035,0.562541906036048,1.38541854821494,1.67694104571017,2.26277532598256,8.78734622144016,23.6779794790836,26.0427979293377,40.6646597909815
588000.SH,000688.SH,2022-04,4560,0,0,0,4560,38,0,0,0,4522,1,1,0,0,0,0,0.0109649122807018,0.35515258735073,0.749889429455993,5.6043379209244,14.1793486568801,16.9048735222062,22.1980953008983,9.82318271119843,10.7181136120043,10.8459869848156,11.1731843575419,0.562656477136412,1.43885267925153,1.68886756909622,2.20630678629105,10.712375863818,22.4215246636772,31.4465408805032,42.9834956053729
588000.SH,000688.SH,2022-05,4560,0,0,0,4560,38,0,0,0,4522,1,1,0,0,0,0,0.00570175438596491,0.348518354710305,0.754975674480318,5.60204346042628,13.4505122886939,16.0382870952918,20.4478376189236,9.54198473282443,10.0999908265297,10.1522842639594,10.1936799184506,0.583527198314193,1.40803048316971,1.64694822044061,2.13273996555429,10.1729399796541,27.5760660750049,28.7907869481777,40.4040404040404
588000.SH,000688.SH,2022-06,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00198412698412698,0.329731892757103,0.749299719887955,5.23729341527596,12.5261467092525,14.8541707983836,19.1008863227382,8.78734622144113,9.06618313689937,9.25925925925926,9.32835820895522,0.593145851236862,1.43070136479356,1.68788815381668,2.17612096198326,17.2562553925798,26.2237762237753,27.0513976555466,42.9634768745927
588000.SH,000688.SH,2022-07,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00674603174603175,0.3609443777511,0.784313725490196,4.87443819124876,11.650919050427,13.7985567646611,17.5592670226492,8.81834215167549,9.02527075812274,9.06618313689937,9.11577028258888,0.551220400897558,1.32063643921413,1.56605985956764,2.00184230834661,9.04159132007134,18.2315405651778,26.5486725663727,35.6700234225553
588000.SH,000688.SH,2022-08,5520,0,0,0,5520,46,0,0,0,5474,1,1,0,0,0,0,0.0052536231884058,0.377603215199123,0.781147241505298,4.69142736279647,11.4225876716074,13.589264868895,18.3248862076455,8.59845227858985,9.08265213442325,9.12408759124087,9.27643784786642,0.54333897635902,1.32444200035436,1.58797475488224,2.10459054717902,9.09090909090809,18.5013876040703,25.974025974027,35.7142857142857
588000.SH,000688.SH,2022-09,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.0202380952380952,0.411764705882353,0.807322929171669,4.87345646464097,11.8523888303456,13.8621551567135,18.1217393922893,9.54198473282443,9.95024875621891,10,10.1214574898785,0.508489757683436,1.2398505746709,1.44978696738131,1.88324974637545,9.90099009900881,19.8609731876862,27.7520814061065,37.0579754917105
588000.SH,000688.SH,2022-10,3840,0,0,0,3840,32,0,0,0,3808,1,1,0,0,0,0,0.00833333333333333,0.350052521008403,0.764968487394958,5.65407701611698,13.6429052586741,16.2211124088728,21.4966852745498,9.98003992015968,10.6609808102345,10.7296137339056,10.85776330076,0.566770123260473,1.36693937019488,1.6161046279637,2.19582283670617,10.6951871657754,28.2485875706225,30.2739809803382,42.8291369130776
588000.SH,000688.SH,2022-11,5280,0,0,0,5280,44,0,0,0,5236,1,1,0,0,0,0,0.00852272727272727,0.387891520244461,0.769289533995416,5.32670964332677,12.654793801727,15.0327191967468,19.7695066322888,9.30232558139535,9.57854406130268,9.63391136801541,9.66183574879227,0.571516000407426,1.35681833639205,1.61254639875821,2.14900677413032,9.55109837631434,19.1204588910134,27.6255824019156,36.697247706422
588000.SH,000688.SH,2022-12,5280,0,0,2,5278,44,0,0,3,5233,1,0.999621212121212,0,0,0,2,0.0149677908298598,0.48862984903497,0.79208866806803,5.02781018038875,12.634162134351,14.6746317561924,18.9195916148878,9.74658869395711,10.1936799184506,10.3029080446346,10.4166666666667,0.511498540428046,1.2809248422205,1.48439961524906,1.90592634180317,9.97008973080648,19.7628458498024,20.2020202020202,28.5442435775447
588000.SH,000688.SH,2023-01,3840,0,0,0,3840,32,0,0,0,3808,1,1,0,0,0,0,0.00390625,0.47452731092437,0.797794117647059,5.08573542202631,12.12334830233,14.2602181925474,18.2612656633956,9.67117988394584,9.87166831194472,9.89119683481701,9.98003992015968,0.530839119236533,1.25965053784495,1.48130417650585,1.90495863758856,9.74658869395821,19.3423597678917,19.6463654223969,24.6046220882147
588000.SH,000688.SH,2023-02,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.0102083333333333,0.472689075630252,0.806932773109244,4.66032803545735,11.5336149378488,13.5904892214725,17.3158222915615,9.42507068803016,9.69932104752667,9.71817298347911,9.74658869395711,0.489912334403733,1.21907433039402,1.43557831986735,1.83392724323809,9.62463907603573,19.0657769304099,19.3423597678917,27.9589934762359
588000.SH,000688.SH,2023-03,5520,0,0,0,5520,46,0,0,0,5474,1,1,0,0,0,0,0.00670289855072464,0.429119473876507,0.790646693459993,5.01730041253118,11.971039276272,14.1754161819987,18.5688540131922,9.50570342205323,9.66183574879227,9.67117988394584,9.69932104752667,0.532264086673339,1.2619674189981,1.50884179202145,1.95601831244276,9.62463907603573,19.1938579654511,19.3236714975846,28.3553875236302
588000.SH,000688.SH,2023-04,4560,0,0,0,4560,38,0,0,0,4522,1,1,0,0,0,0,0.00635964912280702,0.314241486068111,0.738832375055285,5.20227677196207,12.589241774362,14.766432833346,19.4743449360614,8.53242320819113,8.92857142857143,8.96057347670251,9.01542660785222,0.609847188422372,1.44594750200678,1.70731726946039,2.24908832716479,16.750418760469,25.4452926208642,26.431718061675,35.650623885918
588000.SH,000688.SH,2023-05,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.0133333333333333,0.464915966386555,0.786344537815126,4.96666216123005,12.161691915829,14.2751087458514,18.4296166522332,9.30232558139535,9.43396226415094,9.47867298578199,9.51474785918173,0.541226458740544,1.30296265300164,1.54013296082438,1.98010863542578,9.35453695041992,18.6915887850467,18.8501413760603,27.9592542877402
588000.SH,000688.SH,2023-06,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.011875,0.442436974789916,0.79453781512605,4.96123822330859,11.8195402272012,14.0331515635006,18.1460046679889,9.28505106778087,9.50570342205323,9.52380952380952,9.55109837631328,0.53237905152617,1.27201076209615,1.51142568065433,1.96361414513274,9.4339622641499,18.8323917137477,18.9933523266857,28.0117285454885
588000.SH,000688.SH,2023-07,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.0182539682539683,0.508803521408563,0.820328131252501,4.59725725569944,11.5067832159797,13.0466861617973,16.891480995704,9.70873786407767,9.99000999000999,10.0200400801603,10.0603621730382,0.470820654436551,1.177172426842,1.34438436187898,1.7317180773021,9.79431929480793,19.2307692307692,19.7238658777121,20.02002002002
588000.SH,000688.SH,2023-08,5520,0,0,0,5520,46,0,0,0,5474,1,1,0,0,0,0,0.0115942028985507,0.474789915966387,0.813299232736573,5.00721516787537,12.4250844958507,14.6791900072051,19.6849244471508,10.2986611740474,10.7642626480086,10.8459869848156,10.9649122807018,0.48180204859912,1.20879215788557,1.43001457813096,1.89892539448818,10.4493207941484,21.1864406779661,21.5285252960172,31.8407170502057
588000.SH,000688.SH,2023-09,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.00833333333333333,0.459033613445378,0.821428571428571,5.17965646513184,12.6582008711582,14.5623472364917,19.0102744162624,10.7758620689655,10.9409190371991,11.0132158590308,11.0619469026549,0.485917518920444,1.18816534607449,1.35976632818295,1.77704029410576,10.8342361863489,21.5749730312837,21.7391304347826,30.4571623127399
588000.SH,000688.SH,2023-10,4080,0,0,0,4080,34,0,0,0,4046,1,1,0,0,0,0,0.00857843137254902,0.462679189322788,0.811665842807711,5.40203831871044,13.0417670917534,15.3122320559789,19.5533084245773,10.9289617486339,11.2485939257593,11.3250283125708,11.3507377979569,0.495194820244759,1.18939289065262,1.39726826155312,1.77472073745592,10.989010989011,21.9298245614035,22.4215246636772,32.2379838570747
588000.SH,000688.SH,2023-11,5280,0,0,0,5280,44,0,0,0,5236,1,1,0,0,0,0,0.00814393939393939,0.471543162719633,0.82257448433919,5.45001174924997,12.6817607119123,14.4680318617409,18.7415206632835,10.7758620689655,11.0253583241455,11.0497237569061,11.0864745011086,0.502466964137399,1.16840589998579,1.34505669256548,1.74609356898515,10.9170305676856,21.6216216216216,21.953896816685,22.1238938053098
588000.SH,000688.SH,2023-12,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00952380952380952,0.474389755902361,0.827931172468988,5.41521708293609,13.0754965007288,15.1616642183933,19.3450305935689,11.1856823266219,11.3765642775882,11.4810562571757,11.5207373271889,0.48461473440194,1.17788312649075,1.36140508758379,1.73952900549167,11.2359550561798,22.4215246636772,22.5733634311513,22.9885057471265
588000.SH,000688.SH,2024-01,5280,0,0,0,5280,44,0,0,0,5236,1,1,0,0,0,0,0.00852272727272727,0.417876241405653,0.821237585943468,6.27380912990685,14.6998231657576,17.4242392259078,22.8729638557398,12.3762376237624,13.0378096479791,13.531799729364,13.8245722625952,0.505609651928551,1.18945352853541,1.39801051528044,1.80893997492641,12.6103404791929,25.6410256410257,27.2127379562179,38.7702197218128
588000.SH,000688.SH,2024-02,3600,0,0,0,3600,30,0,0,0,3570,1,1,0,0,0,0,0.00638888888888889,0.372549019607843,0.80812324929972,6.66878486392112,16.1747092700163,19.8785364348509,27.2461649221962,12.6262626262626,14.0056022408964,14.2045454545455,14.7125963787577,0.522110652532965,1.24699908277736,1.49518727674243,2.02685937995118,13.7551581843191,28.4495021337127,41.3223140495868,60.8479089197994
588000.SH,000688.SH,2024-03,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00912698412698413,0.418567426970788,0.826730692276911,5.77435580426059,14.2119900461438,16.6158580529168,20.7679646009933,11.8063754427391,12.4890761548065,12.5628140703518,12.6422250316056,0.486105972246057,1.18837156900311,1.38823341734956,1.74671155405158,12.0048019207683,24.0096038415366,24.9687890137329,35.2526439482962
588000.SH,000688.SH,2024-04,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.0116666666666667,0.461134453781513,0.839495798319328,6.21485255358158,14.5015402911431,16.8892101277865,21.6402366992321,12.8205128205128,13.0378096479791,13.0890052356021,13.1578947368421,0.486623791186925,1.13681343632192,1.3132760564373,1.69128352352443,12.9032258064516,25.706940874036,26.0078023407022,26.3504611330699
588000.SH,000688.SH,2024-05,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.0127083333333333,0.494957983193277,0.840966386554622,5.75860254021515,14.3431201812786,16.13119067046,20.9806230881742,12.7226463104326,12.987012987013,13.0548302872063,13.2450331125828,0.455498377184192,1.12633738139044,1.27686200326437,1.66031773115879,12.7713920817369,25.4452926208652,25.7416842468389,26.3852242744064
588000.SH,000688.SH,2024-06,4560,0,0,0,4560,38,0,0,0,4522,1,1,0,0,0,0,0.0116228070175439,0.469924812030075,0.838345864661654,6.01244535114675,14.8099228967805,17.345896703325,21.910155682546,12.7064803049555,13.2802124833997,13.3155792276964,13.4048257372654,0.466456324968702,1.15662485274708,1.35100037698767,1.70900025508855,12.7713920817369,25.5427841634738,26.4200792602378,26.8456375838926
588000.SH,000688.SH,2024-07,5520,0,0,0,5520,46,0,0,0,5474,1,1,0,0,0,0,0.0108695652173913,0.462550237486299,0.82937522835221,6.38425631818302,15.5104837369348,17.7882177370517,22.9229148069654,13.3689839572193,13.7174211248285,13.7931034482759,13.9275766016713,0.477982775315485,1.15787736529106,1.34030492869009,1.72112552556978,13.4589502018843,26.8817204301075,27.3224043715847,27.8940027894003
588000.SH,000688.SH,2024-08,5280,0,0,0,5280,44,0,0,0,5236,1,1,0,0,0,0,0.0189393939393939,0.48109243697479,0.837853323147441,6.30345443081934,15.3470557940939,17.7945923189856,23.0445521160404,13.5135135135135,14.0845070422535,14.1643059490085,14.2045454545455,0.461871123306381,1.12525724759511,1.30481553840419,1.69636783442003,13.6798905608755,27.0270270270271,27.8164116828929,28.5306704707561
588000.SH,000688.SH,2024-09,4560,0,0,30,4530,38,0,0,33,4489,1,0.993421052631579,0,0,0,4,0.0231788079470199,0.471820004455335,0.816885720650479,6.67992555467798,16.9791268338837,20.225401280263,40.6516272794197,14.367816091954,14.792899408284,14.8148148148148,14.8588410104012,0.471485033158514,1.18815150611099,1.44637964324808,3.48891671910852,14.5348837209302,28.9477547767361,29.5857988165681,57.3006159036523
588000.SH,000688.SH,2024-10,4320,0,0,0,4320,36,0,0,0,4284,1,1,0,0,0,0,0.0368055555555556,0.264472455648926,0.65266106442577,6.89469594534121,21.2659391225471,32.3235231417337,76.4838543667194,9.71817298347911,10.6837606837607,10.7758620689655,10.8342361863489,0.696439314837671,2.19689218990612,3.41600038294712,8.53513950497134,19.4741966893866,44.4839857651238,61.838366544023,128.792009403008
588000.SH,000688.SH,2024-11,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00198412698412698,0.270708283313325,0.783513405362145,5.20536598097228,12.686207070146,14.8477004835463,19.7355313912107,9.53288846520496,9.97008973080758,10.01001001001,10.0603621730382,0.547313945524781,1.33619651334015,1.56592826233368,2.08372975488706,18.7441424554827,28.735632183907,35.9728418885054,48.2443974488331
588000.SH,000688.SH,2024-12,5280,0,0,0,5280,44,0,0,0,5236,1,1,0,0,0,0,0.00587121212121212,0.35485103132162,0.815699006875477,4.92065993813324,11.7002354901258,14.0242842072751,17.9810852713373,9.43396226415094,9.72762645914397,9.77517106549365,9.82318271119843,0.522039259612635,1.24255133197742,1.48447624456058,1.88259235591364,9.77039803274683,19.4741966893866,28.1162136832231,37.5308511481648
588000.SH,000688.SH,2025-01,4320,0,0,0,4320,36,0,0,0,4284,1,1,0,0,0,0,0.00462962962962963,0.341736694677871,0.815126050420168,5.11082268297246,11.9558881802305,14.284382417403,17.6755507919517,9.79431929480901,10.0401606425703,10.0806451612903,10.1419878296146,0.519243373725791,1.21894589616546,1.44639329719537,1.79523013109245,10.0806451612903,20.1816347124117,29.4406280667332,39.3794747095821
588000.SH,000688.SH,2025-02,4320,0,0,0,4320,36,0,0,0,4284,1,1,0,0,0,0,0.0037037037037037,0.316059757236228,0.798085901027078,4.73323225770213,11.5832660620524,13.2531060291726,16.761492889516,9.18273645546373,9.38967136150235,9.61538461538461,9.68054211035818,0.525109809287286,1.27120568032298,1.47681685322383,1.8775658376066,17.0648464163823,25.3828597463226,27.4977085242907,36.5901674441477
588000.SH,000688.SH,2025-03,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00456349206349206,0.368147258903561,0.828131252501,4.48841291230043,10.5492957623825,12.4630923820523,15.852106709614,8.81834215167549,9.22509225092251,9.25925925925926,9.38086303939962,0.505432232144952,1.19016355173032,1.41903042262637,1.78692510523319,9.25069380203619,18.450184501845,25.9762787082831,34.4827586206897
588000.SH,000688.SH,2025-04,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00297619047619048,0.387354941976791,0.801120448179272,4.98569189648087,11.824213227763,13.8470489480921,18.6039124148694,9.46073793755913,9.82318271119843,10.183299389002,10.3308990060424,0.525098649912407,1.23567957133351,1.45211189468242,1.91460595385176,9.52380952381059,20.3665987780041,29.4117647058814,56.779523095
588000.SH,000688.SH,2025-05,4560,0,0,0,4560,38,0,0,0,4522,1,1,0,0,0,0,0.00723684210526316,0.46859796550199,0.818885448916409,4.7622660007023,11.0653267699348,12.7826937582896,16.7815080177886,9.55109837631328,9.70873786407767,9.73709834469328,9.765625,0.503892495688785,1.15791080294805,1.34672091194878,1.76417524217187,9.58772770853415,19.0839694656489,19.2864030858245,19.4931773879142
588000.SH,000688.SH,2025-06,4800,0,0,0,4800,40,0,0,0,4760,1,1,0,0,0,0,0.00854166666666667,0.480882352941176,0.817226890756303,4.55070142141104,11.2707967627661,12.9555867633458,16.3290538617506,9.68054211035818,9.88142292490119,9.9009900990099,9.9304865938431,0.464458611593051,1.15890272489661,1.3371599470431,1.68341012454509,9.73709834469221,19.3236714975846,19.6078431372549,19.841466874734
588000.SH,000688.SH,2025-07,5520,0,0,0,5520,46,0,0,0,5474,1,1,0,0,0,0,0.00597826086956522,0.48502009499452,0.822250639386189,4.45008642828042,11.0112638597027,12.90788547567,15.8114305197288,9.52380952380952,9.67117988394584,9.68992248062015,9.71817298347911,0.473397594332204,1.16866600381466,1.3574646614055,1.68784529838397,9.58772770853415,19.0657769304099,19.2492781520693,26.9495806859034
588000.SH,000688.SH,2025-08,5040,0,0,0,5040,42,0,0,0,4998,1,1,0,0,0,0,0.00337301587301587,0.315326130452181,0.788915566226491,4.53657392375111,10.8462150991892,12.7988774976191,16.3578007138519,8.65051903114187,9.09090909090909,9.12408759124087,9.18273645546373,0.5373150068384,1.29455023146374,1.53653263925755,1.98075222435978,14.6842878120411,25.9762767561736,29.9647945694289,44.9045195747468
588000.SH,000688.SH,2025-09,5280,0,0,0,5280,44,0,0,0,5236,1,1,0,0,0,0,0.000757575757575758,0.208938120702827,0.745225362872422,4.16858923151302,10.1910904411559,12.5485273617246,17.5514852066137,7.01754385964912,7.6219512195122,7.69230769230769,7.8064012490242,0.594031274631523,1.4534704997226,1.76106684643965,2.41108210708723,15.1057401812689,30.8641975308642,37.0988928193439,52.6334089416823
