symbol,stage,group,feature,original_events,matched_events,original_event_SD,matched_SMD,retention_shift_SMD,matched_event_control_variance_ratio,gate_required,balance_pass
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2018,parent_efficiency,209,50,0.111517812819,-0.00219136995797,-0.650852892437,0.955339294532,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2018,log1p_parent_age_bars,209,50,1.13223226923,0.0274375267084,0.223448083429,0.889042869103,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2018,local_vol_30_over_240,209,50,0.612446677277,0.039898943861,-0.269655348526,0.981358265871,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2019,parent_abs_drift,201,51,0.211208627776,-0.0257929858918,-0.44055772011,0.956926975126,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2019,parent_efficiency,201,51,0.108326544086,-0.0285221125856,-0.478580514225,1.11272382298,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2019,log1p_parent_age_bars,201,51,1.31213082061,0.00283104765532,0.349348639181,1.06091144311,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2019,local_vol_30_over_240,201,51,0.583143514122,-0.0323136485432,-0.172369913785,0.954982200269,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2020,parent_abs_drift,275,44,0.18062976424,0.0322957005004,-0.642361983854,0.859359791929,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2020,parent_efficiency,275,44,0.106990264029,-0.00525893778396,-0.691091411433,0.831140830931,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2020,log1p_parent_age_bars,275,44,1.20697051035,0.0116852722643,0.458053261899,0.908432041182,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_2020,local_vol_30_over_240,275,44,0.577534203097,0.0170002855053,-0.204541245175,1.0450683282,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,SIDE_LONG,parent_abs_drift,919,133,0.201502331071,-0.00210461327275,-0.403672877204,0.933464075735,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,SIDE_LONG,parent_efficiency,919,133,0.120270267684,0.0163184039352,-0.533589025382,1.06221945737,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,SIDE_LONG,log1p_parent_age_bars,919,133,1.40582915151,0.00348910743731,0.595833014989,0.982602145288,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,SIDE_LONG,local_vol_30_over_240,919,133,0.534438396088,0.0125170480257,-0.290580739181,0.992210208263,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,SIDE_SHORT,parent_abs_drift,833,108,0.194100964438,-0.0379016393158,-0.691309285609,0.969046322984,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,SIDE_SHORT,parent_efficiency,833,108,0.14226956869,-0.0299266140599,-0.792581584248,1.01082136243,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,SIDE_SHORT,log1p_parent_age_bars,833,108,1.27278829506,-0.0113004788094,0.790425666323,1.00362711771,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,SIDE_SHORT,local_vol_30_over_240,833,108,0.596089086904,-0.0143318364683,-0.358293026914,0.988228510706,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2015_LONG,parent_abs_drift,364,23,0.202666129307,-0.0017204556121,-0.0943306665291,0.904056537423,True,True
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2015_LONG,parent_efficiency,364,23,0.137414176254,0.037623612425,-0.330691357072,1.1172290323,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2015_LONG,log1p_parent_age_bars,364,23,1.24347527661,-0.0870996353475,0.667477987436,0.929518455727,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2015_LONG,local_vol_30_over_240,364,23,0.516978527001,-0.000897465773022,-0.645650085263,0.719832408051,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2015_SHORT,parent_abs_drift,281,12,0.195741191576,-0.188754558967,-1.12829933472,0.935831741781,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2015_SHORT,parent_efficiency,281,12,0.158804367677,-0.0477429070937,-1.03571745835,1.08846969874,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2015_SHORT,log1p_parent_age_bars,281,12,1.05161802846,-0.0379437479098,0.470290566613,1.12532117486,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2015_SHORT,local_vol_30_over_240,281,12,0.614699736085,0.0110066898934,-0.397800337353,1.17089929281,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2016_LONG,parent_abs_drift,176,20,0.199003297672,0.0638371792481,-0.445977722971,0.982998675913,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2016_LONG,parent_efficiency,176,20,0.105939640707,0.00946466650182,-0.558400600878,0.907347501826,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2016_LONG,log1p_parent_age_bars,176,20,1.30677075015,-0.0191496245739,0.624016131458,0.947712042787,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2016_LONG,local_vol_30_over_240,176,20,0.453903736549,-0.0061657286885,-0.332132552847,1.12912695733,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2016_SHORT,parent_abs_drift,150,10,0.194714795452,0.0731456066776,-0.655853487945,0.982578805742,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2016_SHORT,parent_efficiency,150,10,0.146086539959,-0.0182479389379,-0.834828546754,1.16393317488,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2016_SHORT,log1p_parent_age_bars,150,10,1.12890839091,-0.113945381034,1.16121667977,1.11950643685,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2016_SHORT,local_vol_30_over_240,150,10,0.578105262431,-0.087927794047,-0.562824699632,1.093496836,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2017_LONG,parent_abs_drift,41,14,0.203258027538,-0.0217282806193,-0.456858168576,0.880927240133,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2017_LONG,parent_efficiency,41,14,0.0584905881226,0.0617331645528,-0.260532110528,1.0228505864,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2017_LONG,log1p_parent_age_bars,41,14,1.25886690928,0.093455234312,0.294712050435,1.0543016514,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2017_LONG,local_vol_30_over_240,41,14,0.586403206121,0.0105024344156,-0.412218508964,1.02877859597,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2017_SHORT,parent_abs_drift,55,17,0.215469637091,-0.112368787386,-0.595715264052,0.975305493004,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2017_SHORT,parent_efficiency,55,17,0.113429396066,-0.0394768966808,-0.606676727076,1.07568930241,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2017_SHORT,log1p_parent_age_bars,55,17,1.11667134307,-0.00814777809388,0.564219299481,1.02373758892,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2017_SHORT,local_vol_30_over_240,55,17,0.418002674998,-0.0447743858981,0.0814307272407,1.04883626648,True,True
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2018_LONG,parent_abs_drift,81,24,0.179023202823,0.00561130510515,-0.589477103231,0.979136565138,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2018_LONG,parent_efficiency,81,24,0.105335417176,0.0181743517308,-0.549403539221,1.00472058044,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2018_LONG,log1p_parent_age_bars,81,24,1.11117331931,-0.0253915008156,0.0657368252826,0.937938017687,True,True
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2018_LONG,local_vol_30_over_240,81,24,0.593287321968,0.0576477953367,-0.207572665455,1.03864385581,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2018_SHORT,parent_abs_drift,128,26,0.194629468116,-0.0643366750075,-0.695201169891,1.246079649,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2018_SHORT,parent_efficiency,128,26,0.114506333192,-0.0195368801994,-0.719656441812,0.906705496957,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2018_SHORT,log1p_parent_age_bars,128,26,1.12578280362,0.0762009006955,0.318793937845,0.84019702952,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2018_SHORT,local_vol_30_over_240,128,26,0.623676696185,0.0247266816454,-0.33939070087,0.94155075924,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2019_LONG,parent_abs_drift,105,23,0.226406394316,-0.0202118173693,-0.259096196609,0.939927568633,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2019_LONG,parent_efficiency,105,23,0.106753330337,0.0215606132056,-0.328529587722,1.11536759634,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2019_LONG,log1p_parent_age_bars,105,23,1.3684123122,0.0314828012062,0.231223252301,1.11992573012,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2019_LONG,local_vol_30_over_240,105,23,0.604155461693,-0.0276651420648,-0.163782109548,0.978566260301,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2019_SHORT,parent_abs_drift,96,28,0.19049052887,-0.0323568413573,-0.606178581025,0.970186244654,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2019_SHORT,parent_efficiency,96,28,0.109925066242,-0.0683950149191,-0.589407897655,1.04608607964,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2019_SHORT,log1p_parent_age_bars,96,28,1.23597171199,-0.0231577036404,0.490053518792,1.02373646365,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2019_SHORT,local_vol_30_over_240,96,28,0.556868853508,-0.036979414045,-0.166124567426,0.915458885814,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2020_LONG,parent_abs_drift,152,29,0.190504283839,-0.0288687331808,-0.642444174358,0.92290120309,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2020_LONG,parent_efficiency,152,29,0.0920963721731,-0.0102483042488,-0.696985203973,0.793789159039,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2020_LONG,log1p_parent_age_bars,152,29,1.3273351561,0.0437253377971,0.421988705326,0.890960739975,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2020_LONG,local_vol_30_over_240,152,29,0.555235507028,0.0269361158527,-0.114154842621,1.00879558949,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2020_SHORT,parent_abs_drift,123,15,0.167620788183,0.165518751038,-0.615746513679,0.770094750895,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2020_SHORT,parent_efficiency,123,15,0.121071063609,0.00143953548076,-0.692639330758,0.857216083969,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2020_SHORT,log1p_parent_age_bars,123,15,1.02660613291,-0.0690002298338,0.459065940261,0.944137521199,True,False
000852.SH,PAST_CALIPER_EXCLUSIVE,YEAR_SIDE_2020_SHORT,local_vol_30_over_240,123,15,0.60249817721,-0.00019008757986,-0.400932663999,1.3041374647,True,False
000852.SH,PAST_NEAREST,POOLED,parent_abs_drift,1752,1645,0.198190766888,0.0729872108576,-0.00213233469315,1.18940922116,True,True
000852.SH,PAST_NEAREST,POOLED,parent_efficiency,1752,1645,0.132238972564,0.19830588847,-0.0207468100612,1.65436299096,True,False
000852.SH,PAST_NEAREST,POOLED,log1p_parent_age_bars,1752,1645,1.34809192989,-0.156836186878,0.0317925223998,0.994941643806,True,False
000852.SH,PAST_NEAREST,POOLED,local_vol_30_over_240,1752,1645,0.564590880443,0.0556185303676,-0.0029057267424,1.08683211039,True,True
000852.SH,PAST_NEAREST,YEAR_2015,parent_abs_drift,645,639,0.199862706372,-0.0747035211173,0.00443628887864,1.07243927241,True,True
000852.SH,PAST_NEAREST,YEAR_2015,parent_efficiency,645,639,0.148640800907,0.222769103465,0.00516427638529,1.60659563778,True,False
000852.SH,PAST_NEAREST,YEAR_2015,log1p_parent_age_bars,645,639,1.17364897435,-0.279540767357,-0.00442672654675,0.8246202021,True,False
000852.SH,PAST_NEAREST,YEAR_2015,local_vol_30_over_240,645,639,0.562680224068,0.0487930688123,-0.000395780487094,0.988455670079,True,True
000852.SH,PAST_NEAREST,YEAR_2016,parent_abs_drift,326,234,0.197894075269,0.120272723826,-0.0668587404912,1.21497041199,True,False
000852.SH,PAST_NEAREST,YEAR_2016,parent_efficiency,326,234,0.129725475172,0.0720766936877,-0.191887507289,1.66623518024,True,False
000852.SH,PAST_NEAREST,YEAR_2016,log1p_parent_age_bars,326,234,1.25239635452,-0.0883236272836,0.249836084302,1.24769624609,True,False
000852.SH,PAST_NEAREST,YEAR_2016,local_vol_30_over_240,326,234,0.516910206966,0.137127429509,-0.0163412707473,1.34398215839,True,False
000852.SH,PAST_NEAREST,YEAR_2017,parent_abs_drift,96,96,0.213183572572,0.201415696034,0,1.32876823427,True,False
000852.SH,PAST_NEAREST,YEAR_2017,parent_efficiency,96,96,0.100110085606,0.273082307455,0,2.5784617122,True,False
000852.SH,PAST_NEAREST,YEAR_2017,log1p_parent_age_bars,96,96,1.18871488897,-0.0629571925942,0,0.999773555199,True,True
000852.SH,PAST_NEAREST,YEAR_2017,local_vol_30_over_240,96,96,0.510683333845,0.0668047857799,0,1.23106730615,True,True
000852.SH,PAST_NEAREST,YEAR_2018,parent_abs_drift,209,209,0.189000732644,0.0829758589984,0,1.44063432454,True,True
000852.SH,PAST_NEAREST,YEAR_2018,parent_efficiency,209,209,0.111517812819,0.213384230941,0,1.89063901548,True,False
000852.SH,PAST_NEAREST,YEAR_2018,log1p_parent_age_bars,209,209,1.13223226923,-0.0605110553618,0,0.797401560968,True,True
000852.SH,PAST_NEAREST,YEAR_2018,local_vol_30_over_240,209,209,0.612446677277,0.0757728788993,0,1.05952378453,True,True
000852.SH,PAST_NEAREST,YEAR_2019,parent_abs_drift,201,199,0.211208627776,0.204476901909,0.00243681393474,1.35538051075,True,False
000852.SH,PAST_NEAREST,YEAR_2019,parent_efficiency,201,199,0.108326544086,0.170963968147,0.0053571066538,1.43039059785,True,False
000852.SH,PAST_NEAREST,YEAR_2019,log1p_parent_age_bars,201,199,1.31213082061,-0.164900060159,0.00354759615723,1.11490484489,True,False
000852.SH,PAST_NEAREST,YEAR_2019,local_vol_30_over_240,201,199,0.583143514122,-0.0108198024276,-0.00872992640101,1.16951749646,True,True
000852.SH,PAST_NEAREST,YEAR_2020,parent_abs_drift,275,268,0.18062976424,0.243191860145,0.0093572804737,1.52897683414,True,False
000852.SH,PAST_NEAREST,YEAR_2020,parent_efficiency,275,268,0.106990264029,0.29671688553,0.00608001309788,2.05967085644,True,False
000852.SH,PAST_NEAREST,YEAR_2020,log1p_parent_age_bars,275,268,1.20697051035,-0.147499316637,-0.00751836227087,0.899941076109,True,False
000852.SH,PAST_NEAREST,YEAR_2020,local_vol_30_over_240,275,268,0.577534203097,0.0375182055734,-0.0100710790437,1.15153232521,True,True
000852.SH,PAST_NEAREST,SIDE_LONG,parent_abs_drift,919,862,0.201502331071,0.00691540980415,0.0067682673667,1.16845029077,True,True
000852.SH,PAST_NEAREST,SIDE_LONG,parent_efficiency,919,862,0.120270267684,0.145077911599,-0.00489435074358,1.46816844951,True,False
000852.SH,PAST_NEAREST,SIDE_LONG,log1p_parent_age_bars,919,862,1.40582915151,-0.15852834161,0.0224790145523,1.1204793091,True,False
000852.SH,PAST_NEAREST,SIDE_LONG,local_vol_30_over_240,919,862,0.534438396088,0.0638207340355,0.0136602939849,1.02855145062,True,True
000852.SH,PAST_NEAREST,SIDE_SHORT,parent_abs_drift,833,783,0.194100964438,0.148665874723,-0.0124047810407,1.21668279716,True,False
000852.SH,PAST_NEAREST,SIDE_SHORT,parent_efficiency,833,783,0.14226956869,0.252227800634,-0.0362198270989,1.80995313531,True,False
000852.SH,PAST_NEAREST,SIDE_SHORT,log1p_parent_age_bars,833,783,1.27278829506,-0.156225346947,0.0435900574467,0.865366874503,True,False
000852.SH,PAST_NEAREST,SIDE_SHORT,local_vol_30_over_240,833,783,0.596089086904,0.0476809704139,-0.0192668187117,1.14350290781,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2015_LONG,parent_abs_drift,364,359,0.202666129307,-0.168351848455,0.00855350690873,1.15869153637,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2015_LONG,parent_efficiency,364,359,0.137414176254,0.132484183324,0.00714862819679,1.44322526958,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2015_LONG,log1p_parent_age_bars,364,359,1.24347527661,-0.330251411273,-0.00196159523232,0.899158949576,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2015_LONG,local_vol_30_over_240,364,359,0.516978527001,0.0888275775653,-0.0031056129867,0.880080806162,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2015_SHORT,parent_abs_drift,281,280,0.195741191576,0.0494136971031,-0.00152653982091,0.981423730014,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2015_SHORT,parent_efficiency,281,280,0.158804367677,0.328869794831,0.00154570135844,1.73101908019,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2015_SHORT,log1p_parent_age_bars,281,280,1.05161802846,-0.211300647419,-0.00662236057863,0.753214285835,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2015_SHORT,local_vol_30_over_240,281,280,0.614699736085,0.00614526346202,0.00187705882151,1.12322492677,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2016_LONG,parent_abs_drift,176,132,0.199003297672,0.0149659834207,-0.0295135363574,0.956470773536,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2016_LONG,parent_efficiency,176,132,0.105939640707,-0.0297516980865,-0.126588659675,1.20799087019,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2016_LONG,log1p_parent_age_bars,176,132,1.30677075015,0.025173586853,0.197202735673,1.34606459643,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2016_LONG,local_vol_30_over_240,176,132,0.453903736549,0.134950473256,0.0973959727385,1.10151845389,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2016_SHORT,parent_abs_drift,150,102,0.194714795452,0.260630654492,-0.106343719108,1.84213786889,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2016_SHORT,parent_efficiency,150,102,0.146086539959,0.174754837626,-0.248585081403,2.14345764326,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2016_SHORT,log1p_parent_age_bars,150,102,1.12890839091,-0.262499584364,0.316206821979,1.02791974091,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2016_SHORT,local_vol_30_over_240,150,102,0.578105262431,0.144164730738,-0.123455981066,1.63962551588,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2017_LONG,parent_abs_drift,41,41,0.203258027538,-0.0477626405144,0,1.20422960019,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2017_LONG,parent_efficiency,41,41,0.0584905881226,0.019103413334,0,1.51938237211,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2017_LONG,log1p_parent_age_bars,41,41,1.25886690928,0.0977518830998,0,0.93849984669,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2017_LONG,local_vol_30_over_240,41,41,0.586403206121,0.0625154965231,0,1.29696091724,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2017_SHORT,parent_abs_drift,55,55,0.215469637091,0.381418974328,0,1.36862644749,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2017_SHORT,parent_efficiency,55,55,0.113429396066,0.413339057245,0,2.64706035101,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2017_SHORT,log1p_parent_age_bars,55,55,1.11667134307,-0.199127258259,0,1.03288331266,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2017_SHORT,local_vol_30_over_240,55,55,0.418002674998,0.0770814518089,0,1.17367610716,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2018_LONG,parent_abs_drift,81,81,0.179023202823,0.0944333116997,0,1.44258028546,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2018_LONG,parent_efficiency,81,81,0.105335417176,0.162221734381,0,2.06703975734,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2018_LONG,log1p_parent_age_bars,81,81,1.11117331931,-0.116030725038,0,0.895915687089,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2018_LONG,local_vol_30_over_240,81,81,0.593287321968,0.0531064887378,0,1.14024461461,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2018_SHORT,parent_abs_drift,128,128,0.194629468116,0.0765989176467,0,1.44418742711,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2018_SHORT,parent_efficiency,128,128,0.114506333192,0.24488892544,0,1.79529272843,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2018_SHORT,log1p_parent_age_bars,128,128,1.12578280362,-0.0268964036485,0,0.754951792248,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2018_SHORT,local_vol_30_over_240,128,128,0.623676696185,0.0895261936661,0,1.02116709047,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2019_LONG,parent_abs_drift,105,104,0.226406394316,0.223078312436,-0.00516421071555,1.44003791866,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2019_LONG,parent_efficiency,105,104,0.106753330337,0.242679737411,-0.000298639583861,1.62357177271,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2019_LONG,log1p_parent_age_bars,105,104,1.3684123122,-0.138258286783,0.00178210164781,1.4602461545,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2019_LONG,local_vol_30_over_240,105,104,0.604155461693,0.00249690667669,-0.0035664171429,1.17266991098,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2019_SHORT,parent_abs_drift,96,95,0.19049052887,0.184653955979,0.0122682011671,1.22843541301,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2019_SHORT,parent_efficiency,96,95,0.109925066242,0.0949118068857,0.0113487215143,1.27861654854,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2019_SHORT,log1p_parent_age_bars,96,95,1.23597171199,-0.199131692907,0.00563927121956,0.841702588308,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2019_SHORT,local_vol_30_over_240,96,95,0.556868853508,-0.0266995886256,-0.0149743829161,1.16216846403,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2020_LONG,parent_abs_drift,152,145,0.190504283839,0.247359625221,0.0162078986444,1.49835412072,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2020_LONG,parent_efficiency,152,145,0.0920963721731,0.359204560698,0.0063428946866,2.32374913039,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2020_LONG,log1p_parent_age_bars,152,145,1.3273351561,-0.124438400864,-0.00911471671217,1.01921367742,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2020_LONG,local_vol_30_over_240,152,145,0.555235507028,0.00767264427284,-0.017169464261,1.14938943313,True,True
000852.SH,PAST_NEAREST,YEAR_SIDE_2020_SHORT,parent_abs_drift,123,123,0.167620788183,0.239593057313,0,1.58062227011,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2020_SHORT,parent_efficiency,123,123,0.121071063609,0.249203293018,0,1.9900079444,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2020_SHORT,log1p_parent_age_bars,123,123,1.02660613291,-0.188175974077,0,0.725465182258,True,False
000852.SH,PAST_NEAREST,YEAR_SIDE_2020_SHORT,local_vol_30_over_240,123,123,0.60249817721,0.0700244135478,0,1.1641894212,True,True
