symbol,role,n_scored,online_concrete_coverage,exact_accuracy_including_abstention,conditional_accuracy_when_online_concrete,balanced_accuracy_4state,macro_f1_4state,online_transition_count,judge_transition_count,matched_transition_count,transition_precision,transition_recall,transition_f1,false_transitions_per_day,median_delay_vs_availability_bars,median_delay_vs_availability_minutes
000852.SH,v6_selected,1820,0.9730769230769231,0.8016483516483517,0.823828345567476,0.8243536000844309,0.8137663179852661,357,79,37,0.10364145658263306,0.46835443037974683,0.16972477064220184,1.316872427983539,-2.0,-10.0
000852.SH,v5_universal,1820,0.9730769230769231,0.7961538461538461,0.8181818181818182,0.8148213880353834,0.8073204261787088,325,79,41,0.12615384615384614,0.5189873417721519,0.20297029702970296,1.168724279835391,-1.0,-5.0
000688.SH,v6_selected,1728,0.9704861111111112,0.7806712962962963,0.8044126416219439,0.7835833625855784,0.7842373753094661,331,77,34,0.1027190332326284,0.44155844155844154,0.16666666666666669,1.2222222222222223,-2.0,-10.0
000688.SH,v5_universal,1728,0.9704861111111112,0.7743055555555556,0.7978533094812165,0.7706466652565183,0.7752394001302585,289,77,35,0.12110726643598616,0.45454545454545453,0.19125683060109286,1.045267489711934,-1.0,-5.0
