pair_id,symbol,event_day,control_day,calendar_year,parent_direction,side,clock_bucket,horizon,event_bp,control_bp,difference_bp
000852.SH:DEV_R1_A:39781:19620,000852.SH,2015-09-07,2015-05-07,2015,-1,SHORT,28,15,-7.06258355902,-8.86273110028,1.80014754126
000852.SH:DEV_R1_A:39873:19239,000852.SH,2015-09-08,2015-05-06,2015,1,LONG,20,15,45.2448970915,34.0110084611,11.2338886304
000852.SH:DEV_R1_A:39955:42816,000852.SH,2015-09-08,2015-09-24,2015,1,LONG,22,15,-82.4693071289,-0.522444069814,-81.9468630591
000852.SH:DEV_R1_A:40007:4738,000852.SH,2015-09-08,2015-01-30,2015,-1,SHORT,27,15,-63.3440915135,48.6415909053,-111.985682419
000852.SH:DEV_R1_A:40160:35099,000852.SH,2015-09-09,2015-08-07,2015,1,LONG,21,15,19.9755560618,-49.4845490551,69.460105117
000852.SH:DEV_R1_A:40239:9530,000852.SH,2015-09-09,2015-03-06,2015,-1,SHORT,27,15,20.1470761969,0.50149295809,19.6455832388
000852.SH:DEV_R1_A:40271:4748,000852.SH,2015-09-09,2015-01-30,2015,-1,SHORT,28,15,-15.4090286439,24.5395611375,-39.9485897814
000852.SH:DEV_R1_A:40281:4744,000852.SH,2015-09-09,2015-01-30,2015,-1,SHORT,28,15,-163.632188096,24.1218699904,-187.754058087
000852.SH:DEV_R1_A:40323:19681,000852.SH,2015-09-10,2015-05-08,2015,1,LONG,19,15,-1.03025384946,-25.7909731594,24.7607193099
000852.SH:DEV_R1_A:40370:1239,000852.SH,2015-09-10,2015-01-12,2015,1,LONG,20,15,21.0405701478,18.2359924885,2.80457765928
000852.SH:DEV_R1_A:40418:42816,000852.SH,2015-09-10,2015-09-24,2015,1,LONG,22,15,49.0333959238,-0.522444069814,49.5558399936
000852.SH:DEV_R1_A:40490:54151,000852.SH,2015-09-10,2015-12-07,2015,1,LONG,27,15,-42.0301725541,-13.7363447174,-28.2938278367
000852.SH:DEV_R1_A:40513:57544,000852.SH,2015-09-10,2015-12-25,2015,1,LONG,28,15,26.8015700044,6.2518308599,20.5497391445
000852.SH:DEV_R1_A:40576:6481,000852.SH,2015-09-11,2015-02-11,2015,-1,SHORT,19,15,18.1785683046,-35.9258830765,54.1044513811
000852.SH:DEV_R1_A:40683:13333,000852.SH,2015-09-11,2015-03-30,2015,1,LONG,26,15,38.6861906017,-5.38157312486,44.0677637266
000852.SH:DEV_R1_A:40743:19165,000852.SH,2015-09-11,2015-05-05,2015,-1,SHORT,28,15,-37.9308449233,7.98393246052,-45.9147773838
000852.SH:DEV_R1_A:40786:7889,000852.SH,2015-09-11,2015-02-25,2015,1,LONG,29,15,120.498835595,6.58076385501,113.91807174
000852.SH:DEV_R1_A:40819:35063,000852.SH,2015-09-14,2015-08-07,2015,1,LONG,19,15,-20.3485733305,138.312127898,-158.660701228
000852.SH:DEV_R1_A:40871:27659,000852.SH,2015-09-14,2015-06-25,2015,-1,SHORT,21,15,35.5892641378,-39.2230263391,74.8122904769
000852.SH:DEV_R1_A:40929:19096,000852.SH,2015-09-14,2015-05-05,2015,-1,SHORT,26,15,24.3693761705,32.6539403574,-8.28456418695
000852.SH:DEV_R1_A:40954:1852,000852.SH,2015-09-14,2015-01-14,2015,-1,SHORT,27,15,77.5446361759,7.04776693214,70.4968692438
000852.SH:DEV_R1_A:41020:51094,000852.SH,2015-09-14,2015-11-18,2015,-1,SHORT,29,15,8.47746597895,-6.50655919315,14.9840251721
000852.SH:DEV_R1_A:41045:26168,000852.SH,2015-09-15,2015-06-16,2015,-1,SHORT,19,15,-48.8262465816,-28.4183396165,-20.4079069651
000852.SH:DEV_R1_A:41054:30004,000852.SH,2015-09-15,2015-07-09,2015,-1,SHORT,19,15,-113.092192991,-73.7298706693,-39.3623223212
000852.SH:DEV_R1_A:41235:19147,000852.SH,2015-09-15,2015-05-05,2015,-1,SHORT,28,15,-44.3412072224,59.9395165677,-104.28072379
000852.SH:DEV_R1_A:41283:18986,000852.SH,2015-09-16,2015-05-05,2015,-1,SHORT,19,15,9.80542924501,27.6212011064,-17.8157718614
000852.SH:DEV_R1_A:41296:57601,000852.SH,2015-09-16,2015-12-28,2015,-1,SHORT,19,15,11.0412054398,8.34740007671,2.69380536313
000852.SH:DEV_R1_A:41301:42983,000852.SH,2015-09-16,2015-09-25,2015,1,LONG,19,15,63.320153977,-73.5902965163,136.910450493
000852.SH:DEV_R1_A:41344:9422,000852.SH,2015-09-16,2015-03-06,2015,1,LONG,21,15,8.58469257633,-40.9283787265,49.5130713028
000852.SH:DEV_R1_A:41400:13343,000852.SH,2015-09-16,2015-03-30,2015,1,LONG,26,15,-58.8963494033,-10.692907307,-48.2034420963
000852.SH:DEV_R1_A:41523:55461,000852.SH,2015-09-17,2015-12-15,2015,1,LONG,19,15,-21.3532949062,24.7979957811,-46.1512906874
000852.SH:DEV_R1_A:41530:55461,000852.SH,2015-09-17,2015-12-15,2015,1,LONG,19,15,-76.2838507101,24.7979957811,-101.081846491
000852.SH:DEV_R1_A:41546:1939,000852.SH,2015-09-17,2015-01-15,2015,1,LONG,19,15,140.463964018,14.6109114287,125.853052589
000852.SH:DEV_R1_A:41578:19235,000852.SH,2015-09-17,2015-05-06,2015,1,LONG,20,15,-1.54164618825,52.2047004088,-53.746346597
000852.SH:DEV_R1_A:41606:19042,000852.SH,2015-09-17,2015-05-05,2015,1,LONG,21,15,-24.9095304258,-69.2136562326,44.3041258069
000852.SH:DEV_R1_A:41629:19050,000852.SH,2015-09-17,2015-05-05,2015,1,LONG,22,15,45.1810585689,-34.2982576485,79.4793162174
000852.SH:DEV_R1_A:41676:58238,000852.SH,2015-09-17,2015-12-30,2015,1,LONG,27,15,46.9527091165,25.7370931653,21.2156159512
000852.SH:DEV_R1_A:41718:57545,000852.SH,2015-09-17,2015-12-25,2015,1,LONG,28,15,44.6733970439,-13.3358645914,58.0092616353
000852.SH:DEV_R1_A:41753:19183,000852.SH,2015-09-17,2015-05-05,2015,-1,SHORT,29,15,34.3884819237,4.97373806378,29.41474386
000852.SH:DEV_R1_A:41763:19463,000852.SH,2015-09-18,2015-05-07,2015,-1,SHORT,19,15,107.988706993,26.5394554249,81.4492515685
000852.SH:DEV_R1_A:41796:14911,000852.SH,2015-09-18,2015-04-09,2015,-1,SHORT,20,15,34.8859313044,70.4553150548,-35.5693837504
000852.SH:DEV_R1_A:41848:57662,000852.SH,2015-09-18,2015-12-28,2015,-1,SHORT,21,15,-67.7156645208,-27.2466477387,-40.4690167821
000852.SH:DEV_R1_A:41947:57548,000852.SH,2015-09-18,2015-12-25,2015,1,LONG,28,15,10.9975590784,-30.6122831201,41.6098421984
000852.SH:DEV_R1_A:41995:42952,000852.SH,2015-09-18,2015-09-24,2015,1,LONG,29,15,-48.4901596614,-48.2296616844,-0.26049797702
000852.SH:DEV_R1_A:42053:1244,000852.SH,2015-09-21,2015-01-12,2015,1,LONG,20,15,6.51981313374,11.8890421839,-5.36922905016
000852.SH:DEV_R1_A:42170:13350,000852.SH,2015-09-21,2015-03-30,2015,1,LONG,27,15,19.889351785,25.2787760965,-5.38942431149
000852.SH:DEV_R1_A:42266:1938,000852.SH,2015-09-22,2015-01-15,2015,1,LONG,19,15,22.3248223644,17.92370735,4.40111501433
000852.SH:DEV_R1_A:42499:26168,000852.SH,2015-09-23,2015-06-16,2015,-1,SHORT,19,15,-104.356666183,-28.4183396165,-75.9383265667
000852.SH:DEV_R1_A:43075:43074,000852.SH,2015-09-25,2015-09-25,2015,-1,SHORT,22,15,-67.0023786895,-72.9971082066,5.99472951717
000852.SH:DEV_R1_A:43193:7907,000852.SH,2015-09-25,2015-02-25,2015,1,LONG,29,15,35.5967862085,28.232370159,7.36441604949
000852.SH:DEV_R1_A:43221:14908,000852.SH,2015-09-28,2015-04-09,2015,-1,SHORT,19,15,-109.146396432,50.7748947428,-159.921291175
000852.SH:DEV_R1_A:43262:27663,000852.SH,2015-09-28,2015-06-25,2015,-1,SHORT,21,15,-85.59335442,-10.9234410571,-74.669913363
000852.SH:DEV_R1_A:43353:13349,000852.SH,2015-09-28,2015-03-30,2015,1,LONG,27,15,-52.9818073429,20.4728950404,-73.4547023832
000852.SH:DEV_R1_A:43417:18689,000852.SH,2015-09-28,2015-04-30,2015,1,LONG,29,15,28.4501942347,-13.8613339116,42.3115281463
000852.SH:DEV_R1_A:43443:243,000852.SH,2015-09-29,2015-01-06,2015,1,LONG,19,15,-33.8478464874,93.6702952306,-127.518141718
000852.SH:DEV_R1_A:43654:51111,000852.SH,2015-09-29,2015-11-18,2015,-1,SHORT,29,15,-8.73837310911,-52.9568672192,44.2184941101
000852.SH:DEV_R1_A:43688:6502,000852.SH,2015-09-30,2015-02-11,2015,-1,SHORT,19,15,-34.9923192311,-24.7746688493,-10.2176503818
000852.SH:DEV_R1_A:43709:6509,000852.SH,2015-09-30,2015-02-11,2015,-1,SHORT,20,15,52.7788203701,4.4520698339,48.3267505363
000852.SH:DEV_R1_A:43738:43017,000852.SH,2015-09-30,2015-09-25,2015,1,LONG,20,15,-69.3512130642,-159.706872427,90.3556593629
000852.SH:DEV_R1_A:43768:43024,000852.SH,2015-09-30,2015-09-25,2015,1,LONG,21,15,-2.7194809825,-102.454443794,99.7349628116
000852.SH:DEV_R1_A:43858:56577,000852.SH,2015-09-30,2015-12-21,2015,-1,SHORT,27,15,-29.6868425332,-22.4325054604,-7.25433707288
000852.SH:DEV_R1_A:43933:19938,000852.SH,2015-10-08,2015-05-11,2015,1,LONG,19,15,36.5344664897,127.631133558,-91.0966670685
000852.SH:DEV_R1_A:43959:2928,000852.SH,2015-10-08,2015-01-21,2015,1,LONG,20,15,48.8368943046,12.7546838727,36.0822104319
000852.SH:DEV_R1_A:44130:19889,000852.SH,2015-10-08,2015-05-08,2015,1,LONG,29,15,14.0793704351,35.5130093274,-21.4336388924
000852.SH:DEV_R1_A:44223:5107,000852.SH,2015-10-09,2015-02-03,2015,1,LONG,21,15,-26.8742013828,-9.92512967068,-16.9490717121
000852.SH:DEV_R1_A:44258:19052,000852.SH,2015-10-09,2015-05-05,2015,1,LONG,22,15,25.2040563938,-63.8022414516,89.0062978453
000852.SH:DEV_R1_A:44360:51064,000852.SH,2015-10-09,2015-11-18,2015,1,LONG,28,15,34.9577217057,-10.2822558634,45.2399775691
000852.SH:DEV_R1_A:44560:11217,000852.SH,2015-10-12,2015-03-17,2015,1,LONG,27,15,-48.0495096881,-68.85658394,20.8070742519
000852.SH:DEV_R1_A:44732:19049,000852.SH,2015-10-13,2015-05-05,2015,1,LONG,22,15,3.15209379881,-19.4171329721,22.5692267709
000852.SH:DEV_R1_A:44801:13353,000852.SH,2015-10-13,2015-03-30,2015,1,LONG,27,15,53.5270458263,31.9926873857,21.5343584405
000852.SH:DEV_R1_A:44841:13408,000852.SH,2015-10-13,2015-03-30,2015,1,LONG,28,15,31.220017008,5.755224127,25.464792881
000852.SH:DEV_R1_A:44877:42958,000852.SH,2015-10-13,2015-09-24,2015,1,LONG,29,15,33.2986737204,-24.3549410875,57.653614808
000852.SH:DEV_R1_A:44961:50959,000852.SH,2015-10-14,2015-11-18,2015,-1,SHORT,21,15,-63.8742083829,-41.6180252094,-22.2561831735
000852.SH:DEV_R1_A:44982:50972,000852.SH,2015-10-14,2015-11-18,2015,-1,SHORT,22,15,16.5907845418,19.3454954176,-2.75471087582
000852.SH:DEV_R1_A:45027:42855,000852.SH,2015-10-14,2015-09-24,2015,1,LONG,26,15,-38.1399783718,17.7374802105,-55.8774585824
000852.SH:DEV_R1_A:45117:1898,000852.SH,2015-10-14,2015-01-14,2015,-1,SHORT,29,15,-18.5763880755,-8.55486459968,-10.0215234758
000852.SH:DEV_R1_A:45148:39124,000852.SH,2015-10-15,2015-09-01,2015,-1,SHORT,19,15,-60.9520861256,101.079974589,-162.032060714
000852.SH:DEV_R1_A:45297:13365,000852.SH,2015-10-15,2015-03-30,2015,1,LONG,27,15,34.7291539028,7.59558351344,27.1335703894
000852.SH:DEV_R1_A:45401:35074,000852.SH,2015-10-16,2015-08-07,2015,1,LONG,20,15,27.5229668,69.6445623342,-42.1215955342
000852.SH:DEV_R1_A:45556:19140,000852.SH,2015-10-16,2015-05-05,2015,-1,SHORT,28,15,2.09430686325,53.4890675158,-51.3947606526
000852.SH:DEV_R1_A:45622:1939,000852.SH,2015-10-19,2015-01-15,2015,1,LONG,19,15,47.7771951291,14.6109114287,33.1662837004
000852.SH:DEV_R1_A:45662:9424,000852.SH,2015-10-19,2015-03-06,2015,1,LONG,21,15,13.0996794997,-53.7006106224,66.8002901222
000852.SH:DEV_R1_A:45739:57743,000852.SH,2015-10-19,2015-12-28,2015,1,LONG,26,15,-54.2410073234,-79.2662065272,25.0251992039
000852.SH:DEV_R1_A:45780:4743,000852.SH,2015-10-19,2015-01-30,2015,-1,SHORT,28,15,89.0370277044,27.6660798104,61.370947894
000852.SH:DEV_R1_A:45879:9174,000852.SH,2015-10-20,2015-03-05,2015,1,LONG,20,15,57.052337027,26.7219977707,30.3303392563
000852.SH:DEV_R1_A:45944:2010,000852.SH,2015-10-20,2015-01-15,2015,1,LONG,22,15,23.268373014,-23.0879387439,46.3563117579
000852.SH:DEV_R1_A:46030:13147,000852.SH,2015-10-20,2015-03-27,2015,1,LONG,28,15,-10.5292050944,12.3104303233,-22.8396354177
000852.SH:DEV_R1_A:46065:7907,000852.SH,2015-10-20,2015-02-25,2015,1,LONG,29,15,36.9583518823,28.232370159,8.72598172329
000852.SH:DEV_R1_A:46107:1937,000852.SH,2015-10-21,2015-01-15,2015,1,LONG,19,15,50.2549514133,17.6950350005,32.5599164128
000852.SH:DEV_R1_A:46187:19066,000852.SH,2015-10-21,2015-05-05,2015,-1,SHORT,22,15,-39.7221224736,28.2610728577,-67.9831953312
000852.SH:DEV_R1_A:46246:19110,000852.SH,2015-10-21,2015-05-05,2015,-1,SHORT,27,15,184.395967996,1.31814330101,183.077824695
000852.SH:DEV_R1_A:46261:27808,000852.SH,2015-10-21,2015-06-25,2015,-1,SHORT,28,15,-121.42752744,146.311438424,-267.738965864
000852.SH:DEV_R1_A:46314:51100,000852.SH,2015-10-21,2015-11-18,2015,-1,SHORT,29,15,-149.679508931,88.0013928134,-237.680901745
000852.SH:DEV_R1_A:46392:35128,000852.SH,2015-10-22,2015-08-07,2015,1,LONG,21,15,74.1463436978,-25.7471147931,99.8934584909
000852.SH:DEV_R1_A:46477:9520,000852.SH,2015-10-22,2015-03-06,2015,-1,SHORT,27,15,-27.8853258288,12.1311244578,-40.0164502865
000852.SH:DEV_R1_A:46579:1937,000852.SH,2015-10-23,2015-01-15,2015,1,LONG,19,15,88.5476385628,17.6950350005,70.8526035624
000852.SH:DEV_R1_A:46611:2925,000852.SH,2015-10-23,2015-01-21,2015,1,LONG,20,15,-6.40540704705,11.701205271,-18.1066123181
000852.SH:DEV_R1_A:46658:56749,000852.SH,2015-10-23,2015-12-22,2015,1,LONG,22,15,21.3051605833,25.3376635316,-4.03250294825
000852.SH:DEV_R1_A:46728:51033,000852.SH,2015-10-23,2015-11-18,2015,1,LONG,27,15,57.5701887261,21.9905854049,35.5796033212
000852.SH:DEV_R1_A:46758:19860,000852.SH,2015-10-23,2015-05-08,2015,1,LONG,28,15,73.6804252282,8.85142171634,64.8290035119
000852.SH:DEV_R1_A:46814:35060,000852.SH,2015-10-26,2015-08-07,2015,1,LONG,19,15,-8.88648439596,89.0915993391,-97.9780837351
000852.SH:DEV_R1_A:46972:58234,000852.SH,2015-10-26,2015-12-30,2015,1,LONG,27,15,22.4836239406,28.2005894194,-5.71696547883
000852.SH:DEV_R1_A:47041:19445,000852.SH,2015-10-27,2015-05-07,2015,-1,SHORT,19,15,64.8204903678,78.4950114196,-13.6745210519
000852.SH:DEV_R1_A:47074:27648,000852.SH,2015-10-27,2015-06-25,2015,-1,SHORT,20,15,10.1231466517,-18.7653486674,28.8884953191
000852.SH:DEV_R1_A:47101:19504,000852.SH,2015-10-27,2015-05-07,2015,-1,SHORT,21,15,-49.1176171131,33.0724330595,-82.1900501726
000852.SH:DEV_R1_A:47147:24358,000852.SH,2015-10-27,2015-06-04,2015,-1,SHORT,22,15,-85.6633247093,281.177404021,-366.840728731
000852.SH:DEV_R1_A:47212:27758,000852.SH,2015-10-27,2015-06-25,2015,1,LONG,27,15,120.192963745,-56.0314471302,176.224410875
000852.SH:DEV_R1_A:47253:18689,000852.SH,2015-10-27,2015-04-30,2015,1,LONG,29,15,28.9470949523,-13.8613339116,42.8084288639
000852.SH:DEV_R1_A:47283:1937,000852.SH,2015-10-28,2015-01-15,2015,1,LONG,19,15,66.8937272631,17.6950350005,49.1986922626
000852.SH:DEV_R1_A:47322:14920,000852.SH,2015-10-28,2015-04-09,2015,-1,SHORT,20,15,-28.3443983447,264.355655356,-292.700053701
000852.SH:DEV_R1_A:47349:43026,000852.SH,2015-10-28,2015-09-25,2015,1,LONG,21,15,52.6919704049,-30.3845508708,83.0765212757
000852.SH:DEV_R1_A:47431:9538,000852.SH,2015-10-28,2015-03-06,2015,-1,SHORT,27,15,48.6693165126,24.9301508416,23.7391656709
000852.SH:DEV_R1_A:47465:19155,000852.SH,2015-10-28,2015-05-05,2015,-1,SHORT,28,15,9.23593709613,84.7963811716,-75.5604440755
000852.SH:DEV_R1_A:47523:19447,000852.SH,2015-10-29,2015-05-07,2015,-1,SHORT,19,15,105.590744016,70.6697088179,34.9210351979
000852.SH:DEV_R1_A:47570:4618,000852.SH,2015-10-29,2015-01-30,2015,-1,SHORT,20,15,-16.3343281499,35.7539163011,-52.088244451
000852.SH:DEV_R1_A:47674:19590,000852.SH,2015-10-29,2015-05-07,2015,-1,SHORT,27,15,-65.2342755699,86.3639170947,-151.598192665
000852.SH:DEV_R1_A:47747:5753,000852.SH,2015-10-29,2015-02-05,2015,1,LONG,29,15,-40.2722582634,-8.08701507973,-32.1852431836
000852.SH:DEV_R1_A:47786:13458,000852.SH,2015-10-30,2015-03-31,2015,1,LONG,19,15,60.1456052399,-1.3653756791,61.510980919
000852.SH:DEV_R1_A:47855:56518,000852.SH,2015-10-30,2015-12-21,2015,-1,SHORT,22,15,-49.2115694559,-37.1010764577,-12.1104929982
000852.SH:DEV_R1_A:47892:4691,000852.SH,2015-10-30,2015-01-30,2015,-1,SHORT,26,15,7.90153864703,-25.0365972118,32.9381358588
000852.SH:DEV_R1_A:47907:4691,000852.SH,2015-10-30,2015-01-30,2015,-1,SHORT,26,15,19.133827983,-25.0365972118,44.1704251948
000852.SH:DEV_R1_A:47928:27766,000852.SH,2015-10-30,2015-06-25,2015,1,LONG,27,15,-2.93782465384,-14.4057623049,11.4679376511
000852.SH:DEV_R1_A:48043:19492,000852.SH,2015-11-02,2015-05-07,2015,-1,SHORT,20,15,-92.2151842151,-75.570171216,-16.6450129991
000852.SH:DEV_R1_A:48244:18987,000852.SH,2015-11-03,2015-05-05,2015,-1,SHORT,19,15,-3.61374914799,28.7845918808,-32.3983410288
000852.SH:DEV_R1_A:48332:27691,000852.SH,2015-11-03,2015-06-25,2015,-1,SHORT,22,15,-41.2158970152,-56.3941918447,15.1782948294
000852.SH:DEV_R1_A:48598:48597,000852.SH,2015-11-04,2015-11-04,2015,1,LONG,22,15,48.1591677819,58.5045584802,-10.3453906983
000852.SH:DEV_R1_A:48636:58233,000852.SH,2015-11-04,2015-12-30,2015,1,LONG,27,15,19.0250242269,40.1260543492,-21.1010301223
000852.SH:DEV_R1_A:48745:35068,000852.SH,2015-11-05,2015-08-07,2015,1,LONG,19,15,41.0503908881,80.1116410964,-39.0612502083
000852.SH:DEV_R1_A:48858:19106,000852.SH,2015-11-05,2015-05-05,2015,-1,SHORT,26,15,18.2177805538,33.8463818959,-15.6286013421
000852.SH:DEV_R1_A:49044:19046,000852.SH,2015-11-06,2015-05-05,2015,1,LONG,21,15,3.60981744787,-26.8335437925,30.4433612404
000852.SH:DEV_R1_A:49132:10471,000852.SH,2015-11-06,2015-03-12,2015,1,LONG,27,15,23.8754934147,22.2799303568,1.59556305794
000852.SH:DEV_R1_A:49176:5739,000852.SH,2015-11-06,2015-02-05,2015,1,LONG,29,15,33.4019970418,-31.4767871804,64.8787842222
000852.SH:DEV_R1_A:49202:42980,000852.SH,2015-11-09,2015-09-25,2015,1,LONG,19,15,-59.8074325271,-36.8651838081,-22.942248719
000852.SH:DEV_R1_A:49211:42985,000852.SH,2015-11-09,2015-09-25,2015,1,LONG,19,15,-182.043714533,-49.2627642235,-132.78095031
000852.SH:DEV_R1_A:49270:50959,000852.SH,2015-11-09,2015-11-18,2015,-1,SHORT,21,15,-72.1067079418,-41.6180252094,-30.4886827324
000852.SH:DEV_R1_A:49359:58232,000852.SH,2015-11-09,2015-12-30,2015,1,LONG,27,15,55.3034876249,51.0647381785,4.23874944635
000852.SH:DEV_R1_A:49443:1937,000852.SH,2015-11-10,2015-01-15,2015,1,LONG,19,15,64.1961463962,17.6950350005,46.5011113957
000852.SH:DEV_R1_A:49468:35050,000852.SH,2015-11-10,2015-08-07,2015,1,LONG,19,15,55.4429407754,13.2744541334,42.1684866421
000852.SH:DEV_R1_A:49512:56476,000852.SH,2015-11-10,2015-12-21,2015,1,LONG,21,15,-4.2051805404,-0.754502019237,-3.45067852116
000852.SH:DEV_R1_A:49588:56760,000852.SH,2015-11-10,2015-12-22,2015,1,LONG,26,15,31.8238677988,24.1887734533,7.63509434548
000852.SH:DEV_R1_A:49690:42960,000852.SH,2015-11-11,2015-09-25,2015,1,LONG,19,15,12.863530732,52.3729504023,-39.5094196703
000852.SH:DEV_R1_A:49715:42991,000852.SH,2015-11-11,2015-09-25,2015,1,LONG,20,15,41.6862081251,-10.9110333078,52.5972414329
000852.SH:DEV_R1_A:49761:19041,000852.SH,2015-11-11,2015-05-05,2015,1,LONG,21,15,31.2813153058,-62.387285733,93.6686010388
000852.SH:DEV_R1_A:49857:27773,000852.SH,2015-11-11,2015-06-25,2015,1,LONG,27,15,42.5358821548,-44.2798315132,86.815713668
000852.SH:DEV_R1_A:49915:7918,000852.SH,2015-11-11,2015-02-25,2015,1,LONG,29,15,47.6747413075,27.4447535113,20.2299877963
000852.SH:DEV_R1_A:49944:13457,000852.SH,2015-11-12,2015-03-31,2015,1,LONG,19,15,-49.8074146113,-14.6315844997,-35.1758301116
000852.SH:DEV_R1_A:50163:5062,000852.SH,2015-11-13,2015-02-03,2015,1,LONG,19,15,34.5330618219,8.48868074664,26.0443810753
000852.SH:DEV_R1_A:50248:50942,000852.SH,2015-11-13,2015-11-18,2015,-1,SHORT,21,15,-130.540087735,-33.5717514583,-96.9683362767
000852.SH:DEV_R1_A:50449:19492,000852.SH,2015-11-16,2015-05-07,2015,-1,SHORT,20,15,-66.5291428871,-75.570171216,9.04102832897
000852.SH:DEV_R1_A:50646:19921,000852.SH,2015-11-17,2015-05-11,2015,1,LONG,19,15,-55.4139635465,-27.9366615401,-27.4773020063
000852.SH:DEV_R1_A:50673:2911,000852.SH,2015-11-17,2015-01-21,2015,1,LONG,20,15,13.6504436394,-42.5120863121,56.1625299516
000852.SH:DEV_R1_A:51112:51111,000852.SH,2015-11-18,2015-11-18,2015,-1,SHORT,29,15,-85.5852182519,-52.9568672192,-32.6283510327
000852.SH:DEV_R1_A:51134:19202,000852.SH,2015-11-19,2015-05-06,2015,-1,SHORT,19,15,-43.0508256763,43.7817365634,-86.8325622397
000852.SH:DEV_R1_A:51321:42915,000852.SH,2015-11-19,2015-09-24,2015,1,LONG,28,15,37.6269218754,-62.2421042401,99.8690261154
000852.SH:DEV_R1_A:51426:3441,000852.SH,2015-11-20,2015-01-23,2015,1,LONG,21,15,10.136832719,34.1096194641,-23.9727867451
000852.SH:DEV_R1_A:51531:19851,000852.SH,2015-11-20,2015-05-08,2015,1,LONG,27,15,-19.8159050824,42.6561589367,-62.4720640191
000852.SH:DEV_R1_A:51556:8844,000852.SH,2015-11-20,2015-03-03,2015,1,LONG,28,15,-41.0378695819,-54.0667318467,13.0288622649
000852.SH:DEV_R1_A:51650:42752,000852.SH,2015-11-23,2015-09-24,2015,1,LONG,20,15,-8.65727477752,-35.344622649,26.6873478715
000852.SH:DEV_R1_A:51748:57743,000852.SH,2015-11-23,2015-12-28,2015,1,LONG,26,15,-43.8903857427,-79.2662065272,35.3758207845
000852.SH:DEV_R1_A:51793:27787,000852.SH,2015-11-23,2015-06-25,2015,1,LONG,28,15,29.8346478683,-32.812055686,62.6467035543
000852.SH:DEV_R1_A:51816:1893,000852.SH,2015-11-23,2015-01-14,2015,-1,SHORT,29,15,52.1934684265,11.3027707283,40.8906976982
000852.SH:DEV_R1_A:51846:6480,000852.SH,2015-11-24,2015-02-11,2015,-1,SHORT,19,15,30.8570307103,-40.9698169223,71.8268476326
000852.SH:DEV_R1_A:51912:1516,000852.SH,2015-11-24,2015-01-13,2015,-1,SHORT,21,15,-38.6584218808,3.27071013658,-41.9291320174
000852.SH:DEV_R1_A:51971:51000,000852.SH,2015-11-24,2015-11-18,2015,-1,SHORT,26,15,-74.2567517631,35.0334929643,-109.290244727
000852.SH:DEV_R1_A:52126:5078,000852.SH,2015-11-25,2015-02-03,2015,1,LONG,20,15,21.7002203203,-0.637178452445,22.3373987727
000852.SH:DEV_R1_A:52192:5129,000852.SH,2015-11-25,2015-02-03,2015,1,LONG,22,15,36.6706142115,1.44010744717,35.2305067644
000852.SH:DEV_R1_A:52289:19438,000852.SH,2015-11-25,2015-05-06,2015,1,LONG,29,15,22.1350179917,14.8984497586,7.23656823311
000852.SH:DEV_R1_A:52349:35070,000852.SH,2015-11-26,2015-08-07,2015,1,LONG,20,15,-5.76301043973,36.1799338806,-41.9429443203
000852.SH:DEV_R1_A:52511:57553,000852.SH,2015-11-26,2015-12-25,2015,1,LONG,28,15,-18.0112774412,-23.3173865462,5.30610910501
000852.SH:DEV_R1_A:52534:57570,000852.SH,2015-11-26,2015-12-25,2015,1,LONG,29,15,-8.27337251212,29.7425559301,-38.0159284422
000852.SH:DEV_R1_A:52606:27654,000852.SH,2015-11-27,2015-06-25,2015,-1,SHORT,20,15,-61.5808631753,-54.6714149523,-6.90944822309
000852.SH:DEV_R1_A:52701:19106,000852.SH,2015-11-27,2015-05-05,2015,-1,SHORT,26,15,103.784551547,33.8463818959,69.9381696509
000852.SH:DEV_R1_A:52717:19110,000852.SH,2015-11-27,2015-05-05,2015,-1,SHORT,27,15,-63.5189992644,1.31814330101,-64.8371425654
000852.SH:DEV_R1_A:52747:27801,000852.SH,2015-11-27,2015-06-25,2015,-1,SHORT,28,15,159.232708698,140.73739976,18.4953089376
000852.SH:DEV_R1_A:52763:27808,000852.SH,2015-11-27,2015-06-25,2015,-1,SHORT,28,15,-25.1843301923,146.311438424,-171.495768617
000852.SH:DEV_R1_A:52804:19202,000852.SH,2015-11-30,2015-05-06,2015,-1,SHORT,19,15,-24.3596301436,43.7817365634,-68.141366707
000852.SH:DEV_R1_A:52893:24355,000852.SH,2015-11-30,2015-06-04,2015,-1,SHORT,22,15,58.190382824,284.987949702,-226.797566878
000852.SH:DEV_R1_A:52904:24358,000852.SH,2015-11-30,2015-06-04,2015,-1,SHORT,22,15,80.2576953843,281.177404021,-200.919708637
000852.SH:DEV_R1_A:52931:24360,000852.SH,2015-11-30,2015-06-04,2015,-1,SHORT,26,15,97.8757333133,136.614968582,-38.739235269
000852.SH:DEV_R1_A:52955:1857,000852.SH,2015-11-30,2015-01-14,2015,-1,SHORT,27,15,-233.885114862,11.5138426311,-245.398957493
000852.SH:DEV_R1_A:53015:8849,000852.SH,2015-11-30,2015-03-03,2015,1,LONG,29,15,8.83635333805,-23.6692212662,32.5055746043
