day,event_contribution_bp,control_contribution_bp,difference_contribution_bp,symbol,horizon,view
2017-04-27,-8.24640607956,-20.8520703588,12.6056642793,000852.SH,5,UNSIGNED
2017-04-28,0,0,0,000852.SH,5,UNSIGNED
2017-05-02,0,0,0,000852.SH,5,UNSIGNED
2017-05-03,0.511501265135,6.40789164109,-5.89639037596,000852.SH,5,UNSIGNED
2017-05-04,0,0,0,000852.SH,5,UNSIGNED
2017-05-05,-11.8886962464,-10.1291277666,-1.75956847973,000852.SH,5,UNSIGNED
2017-05-08,11.571352875,-4.1073218594,15.6786747344,000852.SH,5,UNSIGNED
2017-05-09,19.9559675526,0,19.9559675526,000852.SH,5,UNSIGNED
2017-05-10,0,0,0,000852.SH,5,UNSIGNED
2017-05-11,-6.90115934873,-2.70293031937,-4.19822902936,000852.SH,5,UNSIGNED
2017-05-12,-0.532698043821,0,-0.532698043821,000852.SH,5,UNSIGNED
2017-05-15,-5.14340271808,-1.36182364912,-3.78157906897,000852.SH,5,UNSIGNED
2017-05-16,0.601589409686,0,0.601589409686,000852.SH,5,UNSIGNED
2017-05-17,0,0,0,000852.SH,5,UNSIGNED
2017-05-18,25.5465990448,21.8165109539,3.73008809091,000852.SH,5,UNSIGNED
2017-05-19,0,0,0,000852.SH,5,UNSIGNED
2017-05-22,0,-10.4247335235,10.4247335235,000852.SH,5,UNSIGNED
2017-05-23,19.4363519432,-5.3571255383,24.7934774815,000852.SH,5,UNSIGNED
2017-05-24,1.0651082836,0,1.0651082836,000852.SH,5,UNSIGNED
2017-05-25,0,0,0,000852.SH,5,UNSIGNED
2017-05-26,0,0,0,000852.SH,5,UNSIGNED
2017-05-31,0,0,0,000852.SH,5,UNSIGNED
2017-06-01,0,0,0,000852.SH,5,UNSIGNED
2017-06-02,-0.0719362498782,-6.11101654151,6.03908029164,000852.SH,5,UNSIGNED
2017-06-05,0,0,0,000852.SH,5,UNSIGNED
2017-06-06,0,0,0,000852.SH,5,UNSIGNED
2017-06-07,0,0,0,000852.SH,5,UNSIGNED
2017-06-08,0,0,0,000852.SH,5,UNSIGNED
2017-06-09,-8.9136250735,-4.77746486937,-4.13616020413,000852.SH,5,UNSIGNED
2017-06-12,0,0,0,000852.SH,5,UNSIGNED
2017-06-13,0,4.13009499942,-4.13009499942,000852.SH,5,UNSIGNED
2017-06-14,0,0,0,000852.SH,5,UNSIGNED
2017-06-15,0,0,0,000852.SH,5,UNSIGNED
2017-06-16,0,0,0,000852.SH,5,UNSIGNED
2017-06-19,0,0,0,000852.SH,5,UNSIGNED
2017-06-20,0,0,0,000852.SH,5,UNSIGNED
2017-06-21,5.62024957357,9.21024527246,-3.58999569889,000852.SH,5,UNSIGNED
2017-06-22,0,0,0,000852.SH,5,UNSIGNED
2017-06-23,0,0,0,000852.SH,5,UNSIGNED
2017-06-26,0,6.30860881591,-6.30860881591,000852.SH,5,UNSIGNED
2017-06-27,0,13.3596296027,-13.3596296027,000852.SH,5,UNSIGNED
2017-06-28,0.607016725834,1.32639750057,-0.71938077474,000852.SH,5,UNSIGNED
2017-06-29,0,0,0,000852.SH,5,UNSIGNED
2017-06-30,0,0,0,000852.SH,5,UNSIGNED
2017-07-03,0,0,0,000852.SH,5,UNSIGNED
2017-07-04,0,0,0,000852.SH,5,UNSIGNED
2017-07-05,-5.40366191254,-2.24835090833,-3.15531100421,000852.SH,5,UNSIGNED
2017-07-06,0.253424437466,8.20037161677,-7.9469471793,000852.SH,5,UNSIGNED
2017-07-07,0,0,0,000852.SH,5,UNSIGNED
2017-07-10,1.98794851046,1.95524356449,0.0327049459675,000852.SH,5,UNSIGNED
2017-07-11,0.651786783495,-0.0221246943907,0.673911477886,000852.SH,5,UNSIGNED
2017-07-12,11.7520384881,10.4726489272,1.27938956091,000852.SH,5,UNSIGNED
2017-07-13,0,0,0,000852.SH,5,UNSIGNED
2017-07-14,0,0,0,000852.SH,5,UNSIGNED
2017-07-17,31.0100032681,22.1510430974,8.85896017069,000852.SH,5,UNSIGNED
2017-07-18,2.60869614277,0,2.60869614277,000852.SH,5,UNSIGNED
2017-07-19,0,0,0,000852.SH,5,UNSIGNED
2017-07-20,0,0,0,000852.SH,5,UNSIGNED
2017-07-21,0,0,0,000852.SH,5,UNSIGNED
2017-07-24,0,0,0,000852.SH,5,UNSIGNED
2017-07-25,-2.43420706118,-1.95209279333,-0.482114267848,000852.SH,5,UNSIGNED
2017-07-26,0,0,0,000852.SH,5,UNSIGNED
2017-07-27,0,0,0,000852.SH,5,UNSIGNED
2017-07-28,-2.93559241055,1.5483607259,-4.48395313645,000852.SH,5,UNSIGNED
2017-07-31,7.00349498546,0,7.00349498546,000852.SH,5,UNSIGNED
2017-08-01,3.24931209125,12.8776618506,-9.62834975932,000852.SH,5,UNSIGNED
2017-08-02,0,0,0,000852.SH,5,UNSIGNED
2017-08-03,0,1.8436837775,-1.8436837775,000852.SH,5,UNSIGNED
2017-08-04,0,0,0,000852.SH,5,UNSIGNED
2017-08-07,0,0,0,000852.SH,5,UNSIGNED
2017-08-08,0,17.6260928667,-17.6260928667,000852.SH,5,UNSIGNED
2017-08-09,5.138966708,0,5.138966708,000852.SH,5,UNSIGNED
2017-08-10,6.30224690621,0,6.30224690621,000852.SH,5,UNSIGNED
2017-08-11,7.74863412555,0,7.74863412555,000852.SH,5,UNSIGNED
2017-08-14,0,0,0,000852.SH,5,UNSIGNED
2017-08-15,0,0,0,000852.SH,5,UNSIGNED
2017-08-16,0,0,0,000852.SH,5,UNSIGNED
2017-08-17,0,0,0,000852.SH,5,UNSIGNED
2017-08-18,2.43299656291,7.41326593529,-4.98026937238,000852.SH,5,UNSIGNED
2017-08-21,0,0,0,000852.SH,5,UNSIGNED
2017-08-22,-3.75938465255,-3.05790504371,-0.701479608839,000852.SH,5,UNSIGNED
2017-08-23,0,0,0,000852.SH,5,UNSIGNED
2017-08-24,0,0,0,000852.SH,5,UNSIGNED
2017-08-25,0,0,0,000852.SH,5,UNSIGNED
2017-08-28,2.8881983138,1.07203302955,1.81616528426,000852.SH,5,UNSIGNED
2017-08-29,0,0,0,000852.SH,5,UNSIGNED
2017-08-30,0,0,0,000852.SH,5,UNSIGNED
2017-08-31,0,0,0,000852.SH,5,UNSIGNED
2017-09-01,0,0,0,000852.SH,5,UNSIGNED
2017-09-04,0,0,0,000852.SH,5,UNSIGNED
2017-09-05,0,0,0,000852.SH,5,UNSIGNED
2017-09-06,0,0,0,000852.SH,5,UNSIGNED
2017-09-07,0,0,0,000852.SH,5,UNSIGNED
2017-09-08,-1.99867858125,-1.42493497427,-0.573743606983,000852.SH,5,UNSIGNED
2017-09-11,0,0,0,000852.SH,5,UNSIGNED
2017-09-12,0,0,0,000852.SH,5,UNSIGNED
2017-09-13,-2.34452005819,-2.26008147401,-0.0844385841796,000852.SH,5,UNSIGNED
2017-09-14,0,-2.9869281031,2.9869281031,000852.SH,5,UNSIGNED
2017-09-15,0,0,0,000852.SH,5,UNSIGNED
2017-09-18,0,0,0,000852.SH,5,UNSIGNED
2017-09-19,0,0,0,000852.SH,5,UNSIGNED
2017-09-20,0,0,0,000852.SH,5,UNSIGNED
2017-09-21,0,-6.94652596958,6.94652596958,000852.SH,5,UNSIGNED
2017-09-22,13.0356107133,5.584539623,7.4510710903,000852.SH,5,UNSIGNED
2017-09-25,0,0,0,000852.SH,5,UNSIGNED
2017-09-26,7.32960410342,3.57159900714,3.75800509628,000852.SH,5,UNSIGNED
2017-09-27,0,0,0,000852.SH,5,UNSIGNED
2017-09-28,0.257158120284,-3.72712251971,3.98428063999,000852.SH,5,UNSIGNED
2017-09-29,0,0,0,000852.SH,5,UNSIGNED
2017-10-09,0,0,0,000852.SH,5,UNSIGNED
2017-10-10,0,0,0,000852.SH,5,UNSIGNED
2017-10-11,0,0,0,000852.SH,5,UNSIGNED
2017-10-12,4.18395143338,6.28372024692,-2.09976881354,000852.SH,5,UNSIGNED
2017-10-13,0,0,0,000852.SH,5,UNSIGNED
2017-10-16,0,0,0,000852.SH,5,UNSIGNED
2017-10-17,0,-4.11414590702,4.11414590702,000852.SH,5,UNSIGNED
2017-10-18,0,-30.5354673641,30.5354673641,000852.SH,5,UNSIGNED
2017-10-19,-27.3160866207,4.14057216218,-31.4566587829,000852.SH,5,UNSIGNED
2017-10-20,0,0,0,000852.SH,5,UNSIGNED
2017-10-23,0,0,0,000852.SH,5,UNSIGNED
2017-10-24,0,0,0,000852.SH,5,UNSIGNED
2017-10-25,0,0,0,000852.SH,5,UNSIGNED
2017-10-26,0,0,0,000852.SH,5,UNSIGNED
2017-10-27,0,0,0,000852.SH,5,UNSIGNED
2017-10-30,-14.5314365005,0,-14.5314365005,000852.SH,5,UNSIGNED
2017-10-31,0,0.989804981608,-0.989804981608,000852.SH,5,UNSIGNED
2017-11-01,0,0,0,000852.SH,5,UNSIGNED
2017-11-02,0,0,0,000852.SH,5,UNSIGNED
2017-11-03,0,0,0,000852.SH,5,UNSIGNED
2017-11-06,9.22375972785,0.928432227242,8.29532750061,000852.SH,5,UNSIGNED
2017-11-07,0,0,0,000852.SH,5,UNSIGNED
2017-11-08,0,0,0,000852.SH,5,UNSIGNED
2017-11-09,0,0,0,000852.SH,5,UNSIGNED
2017-11-10,0,0,0,000852.SH,5,UNSIGNED
2017-11-13,11.7322969529,13.8314129428,-2.09911598986,000852.SH,5,UNSIGNED
2017-11-14,3.88749269079,-5.10919887862,8.9966915694,000852.SH,5,UNSIGNED
2017-11-15,0,0,0,000852.SH,5,UNSIGNED
2017-11-16,0,7.73913651478,-7.73913651478,000852.SH,5,UNSIGNED
2017-11-17,0,0,0,000852.SH,5,UNSIGNED
2017-11-20,-1.63491342511,2.1454330586,-3.78034648371,000852.SH,5,UNSIGNED
2017-11-21,0,-5.77546098166,5.77546098166,000852.SH,5,UNSIGNED
2017-11-22,0,6.14219793318,-6.14219793318,000852.SH,5,UNSIGNED
2017-11-23,0,0,0,000852.SH,5,UNSIGNED
2017-11-24,0,-0.905983876593,0.905983876593,000852.SH,5,UNSIGNED
2017-11-27,3.3523921927,-1.25364786734,4.60604006005,000852.SH,5,UNSIGNED
2017-11-28,-12.6106384654,0,-12.6106384654,000852.SH,5,UNSIGNED
2017-11-29,6.21814370972,9.44641344416,-3.22826973444,000852.SH,5,UNSIGNED
2017-11-30,-2.65579787111,0,-2.65579787111,000852.SH,5,UNSIGNED
2017-12-01,-13.2519602162,0,-13.2519602162,000852.SH,5,UNSIGNED
2017-12-04,0.0926889216571,7.89507725564,-7.80238833398,000852.SH,5,UNSIGNED
2017-12-05,0,0,0,000852.SH,5,UNSIGNED
2017-12-06,-6.15971150789,-17.7488198385,11.5891083306,000852.SH,5,UNSIGNED
2017-12-07,0,0,0,000852.SH,5,UNSIGNED
2017-12-08,0,0,0,000852.SH,5,UNSIGNED
2017-12-11,0,0,0,000852.SH,5,UNSIGNED
2017-12-12,0,0,0,000852.SH,5,UNSIGNED
2017-12-13,4.47299239023,14.3984615331,-9.9254691429,000852.SH,5,UNSIGNED
2017-12-14,0,0,0,000852.SH,5,UNSIGNED
2017-12-15,0,0,0,000852.SH,5,UNSIGNED
2017-12-18,0,0,0,000852.SH,5,UNSIGNED
2017-12-19,0,0,0,000852.SH,5,UNSIGNED
2017-12-20,0,0,0,000852.SH,5,UNSIGNED
2017-12-21,0,0,0,000852.SH,5,UNSIGNED
2017-12-22,5.59341617475,0,5.59341617475,000852.SH,5,UNSIGNED
2017-12-25,0,2.34089696116,-2.34089696116,000852.SH,5,UNSIGNED
2017-12-26,2.02604210458,-8.35078600677,10.3768281113,000852.SH,5,UNSIGNED
2017-12-27,8.75530049006,3.94464605579,4.81065443427,000852.SH,5,UNSIGNED
2017-12-28,0,0,0,000852.SH,5,UNSIGNED
2017-12-29,0,0,0,000852.SH,5,UNSIGNED
2018-01-02,0,0,0,000852.SH,5,UNSIGNED
2018-01-03,0,0,0,000852.SH,5,UNSIGNED
2018-01-04,0,0,0,000852.SH,5,UNSIGNED
2018-01-05,0,0,0,000852.SH,5,UNSIGNED
2018-01-08,7.10991909084,7.92702938219,-0.817110291356,000852.SH,5,UNSIGNED
2018-01-09,0,0,0,000852.SH,5,UNSIGNED
2018-01-10,0,10.6273568359,-10.6273568359,000852.SH,5,UNSIGNED
2018-01-11,0,11.6594000513,-11.6594000513,000852.SH,5,UNSIGNED
2018-01-12,0,-15.837654009,15.837654009,000852.SH,5,UNSIGNED
2018-01-15,0,0,0,000852.SH,5,UNSIGNED
2018-01-16,-0.541819116398,-1.30025143728,0.758432320885,000852.SH,5,UNSIGNED
2018-01-17,-5.59819927442,0,-5.59819927442,000852.SH,5,UNSIGNED
2018-01-18,6.35121358059,4.37140060767,1.97981297292,000852.SH,5,UNSIGNED
2018-01-19,0,0,0,000852.SH,5,UNSIGNED
2018-01-22,0,24.7619295035,-24.7619295035,000852.SH,5,UNSIGNED
2018-01-23,0,-1.36929552121,1.36929552121,000852.SH,5,UNSIGNED
2018-01-24,0,11.1737977392,-11.1737977392,000852.SH,5,UNSIGNED
2018-01-25,0,7.953911331,-7.953911331,000852.SH,5,UNSIGNED
2018-01-26,-0.46056021686,10.3694230475,-10.8299832644,000852.SH,5,UNSIGNED
2018-01-29,-0.0358228800761,8.07729018464,-8.11311306472,000852.SH,5,UNSIGNED
2018-01-30,0,0,0,000852.SH,5,UNSIGNED
2018-01-31,-12.1472540375,-10.7917272949,-1.35552674257,000852.SH,5,UNSIGNED
2018-02-01,-1.90993049663,0,-1.90993049663,000852.SH,5,UNSIGNED
2018-02-02,-0.322467974757,0,-0.322467974757,000852.SH,5,UNSIGNED
2018-02-05,0,0,0,000852.SH,5,UNSIGNED
2018-02-06,35.2728448643,-142.29264014,177.565485004,000852.SH,5,UNSIGNED
2018-02-07,74.0420755359,0,74.0420755359,000852.SH,5,UNSIGNED
2018-02-08,0,0,0,000852.SH,5,UNSIGNED
2018-02-09,-1.12638051798,-7.79897186437,6.67259134638,000852.SH,5,UNSIGNED
2018-02-12,0,0,0,000852.SH,5,UNSIGNED
2018-02-13,0,1.50364785572,-1.50364785572,000852.SH,5,UNSIGNED
2018-02-14,0.497419440103,-7.3963020449,7.893721485,000852.SH,5,UNSIGNED
2018-02-22,0,0,0,000852.SH,5,UNSIGNED
2018-02-23,9.48609292999,14.3084956,-4.82240266996,000852.SH,5,UNSIGNED
2018-02-26,9.46456139325,0,9.46456139325,000852.SH,5,UNSIGNED
2018-02-27,1.80060324008,12.2300184865,-10.4294152465,000852.SH,5,UNSIGNED
2018-02-28,-3.66606988195,0,-3.66606988195,000852.SH,5,UNSIGNED
2018-03-01,3.74766241196,0,3.74766241196,000852.SH,5,UNSIGNED
2018-03-02,27.1632992159,0,27.1632992159,000852.SH,5,UNSIGNED
2018-03-05,0,0,0,000852.SH,5,UNSIGNED
2018-03-06,0,6.88586795704,-6.88586795704,000852.SH,5,UNSIGNED
2018-03-07,0,0,0,000852.SH,5,UNSIGNED
2018-03-08,-12.144350218,-10.8133058929,-1.33104432508,000852.SH,5,UNSIGNED
2018-03-09,0,0,0,000852.SH,5,UNSIGNED
2018-03-12,3.93934472094,4.94010963875,-1.00076491782,000852.SH,5,UNSIGNED
2018-03-13,-1.43271545974,0,-1.43271545974,000852.SH,5,UNSIGNED
2018-03-14,-11.3330656152,0,-11.3330656152,000852.SH,5,UNSIGNED
2018-03-15,0,0,0,000852.SH,5,UNSIGNED
2018-03-16,0,-3.98096452597,3.98096452597,000852.SH,5,UNSIGNED
2018-03-19,0,11.6363255588,-11.6363255588,000852.SH,5,UNSIGNED
2018-03-20,0,23.4475884564,-23.4475884564,000852.SH,5,UNSIGNED
2018-03-21,-8.70104575551,-0.681585517363,-8.01946023814,000852.SH,5,UNSIGNED
2018-03-22,0.429692852704,0,0.429692852704,000852.SH,5,UNSIGNED
2018-03-23,-15.8109161944,0,-15.8109161944,000852.SH,5,UNSIGNED
2018-03-26,2.7725147902,0,2.7725147902,000852.SH,5,UNSIGNED
2018-03-27,4.41516458036,11.3926796117,-6.97751503134,000852.SH,5,UNSIGNED
2018-03-28,0,0,0,000852.SH,5,UNSIGNED
2018-03-29,0,4.53921033638,-4.53921033638,000852.SH,5,UNSIGNED
2018-03-30,0,-8.80813746211,8.80813746211,000852.SH,5,UNSIGNED
2018-04-02,-0.890351127201,-0.487915689985,-0.402435437216,000852.SH,5,UNSIGNED
2018-04-03,26.2165926222,0,26.2165926222,000852.SH,5,UNSIGNED
2018-04-04,0,-4.21629311884,4.21629311884,000852.SH,5,UNSIGNED
2018-04-09,-1.19132694428,3.22156705538,-4.41289399966,000852.SH,5,UNSIGNED
2018-04-10,0,5.75186707178,-5.75186707178,000852.SH,5,UNSIGNED
2018-04-11,0,12.0898037898,-12.0898037898,000852.SH,5,UNSIGNED
2018-04-12,0,0,0,000852.SH,5,UNSIGNED
2018-04-13,0,-10.1722521131,10.1722521131,000852.SH,5,UNSIGNED
2018-04-16,0,-13.8960471577,13.8960471577,000852.SH,5,UNSIGNED
2018-04-17,24.605321648,-13.8303676934,38.4356893414,000852.SH,5,UNSIGNED
2018-04-18,-26.4205395323,0,-26.4205395323,000852.SH,5,UNSIGNED
2018-04-19,0,0,0,000852.SH,5,UNSIGNED
2018-04-20,6.02542408131,-12.667821386,18.6932454673,000852.SH,5,UNSIGNED
2018-04-23,0,14.1672850492,-14.1672850492,000852.SH,5,UNSIGNED
2018-04-24,30.0132729149,101.030631449,-71.0173585342,000852.SH,5,UNSIGNED
2018-04-25,0,-8.5345797957,8.5345797957,000852.SH,5,UNSIGNED
2018-04-26,-6.97109995055,-16.1099609344,9.13886098389,000852.SH,5,UNSIGNED
2018-04-27,0,0,0,000852.SH,5,UNSIGNED
2018-05-02,0,-0.614642775253,0.614642775253,000852.SH,5,UNSIGNED
2018-05-03,0,-8.87564072777,8.87564072777,000852.SH,5,UNSIGNED
2018-05-04,17.5890545777,0,17.5890545777,000852.SH,5,UNSIGNED
2018-05-07,0,0,0,000852.SH,5,UNSIGNED
2018-05-08,0,5.11546262294,-5.11546262294,000852.SH,5,UNSIGNED
2018-05-09,0,0,0,000852.SH,5,UNSIGNED
2018-05-10,0,0,0,000852.SH,5,UNSIGNED
2018-05-11,-5.64898380114,-2.08791881195,-3.56106498919,000852.SH,5,UNSIGNED
2018-05-14,0,0,0,000852.SH,5,UNSIGNED
2018-05-15,0,-1.75834717822,1.75834717822,000852.SH,5,UNSIGNED
2018-05-16,0,5.54855471156,-5.54855471156,000852.SH,5,UNSIGNED
2018-05-17,0,-10.9677293472,10.9677293472,000852.SH,5,UNSIGNED
2018-05-18,0,0,0,000852.SH,5,UNSIGNED
2018-05-21,0,0,0,000852.SH,5,UNSIGNED
2018-05-22,0,0,0,000852.SH,5,UNSIGNED
2018-05-23,0,2.24214723969,-2.24214723969,000852.SH,5,UNSIGNED
2018-05-24,3.30966708025,7.61276918661,-4.30310210635,000852.SH,5,UNSIGNED
2018-05-25,-5.49234467902,9.53796042488,-15.0303051039,000852.SH,5,UNSIGNED
2018-05-28,-0.294584588072,-11.7667680031,11.472183415,000852.SH,5,UNSIGNED
2018-05-29,-10.1882548134,-14.4098960272,4.22164121384,000852.SH,5,UNSIGNED
2018-05-30,-13.265078582,0,-13.265078582,000852.SH,5,UNSIGNED
2018-05-31,-1.79275618592,0,-1.79275618592,000852.SH,5,UNSIGNED
2018-06-01,0.0927802083954,-0.200810538362,0.293590746757,000852.SH,5,UNSIGNED
2018-06-04,11.294690562,0,11.294690562,000852.SH,5,UNSIGNED
2018-06-05,0,0,0,000852.SH,5,UNSIGNED
2018-06-06,0,0,0,000852.SH,5,UNSIGNED
2018-06-07,-5.43760583973,-4.78790542913,-0.6497004106,000852.SH,5,UNSIGNED
2018-06-08,0,0,0,000852.SH,5,UNSIGNED
2018-06-11,3.94698406682,0,3.94698406682,000852.SH,5,UNSIGNED
2018-06-12,9.16930730824,-7.35538785101,16.5246951593,000852.SH,5,UNSIGNED
2018-06-13,3.58723541734,0,3.58723541734,000852.SH,5,UNSIGNED
2018-06-14,-3.66643992187,-4.97791450324,1.31147458137,000852.SH,5,UNSIGNED
2018-06-15,0.392327457345,0,0.392327457345,000852.SH,5,UNSIGNED
2018-06-19,-0.0381468288748,0,-0.0381468288748,000852.SH,5,UNSIGNED
2018-06-20,52.3166850657,0,52.3166850657,000852.SH,5,UNSIGNED
2018-06-21,-9.82566953105,-4.11818696181,-5.70748256924,000852.SH,5,UNSIGNED
2018-06-22,-2.19103349266,0,-2.19103349266,000852.SH,5,UNSIGNED
2018-06-25,0,0.0908159957597,-0.0908159957597,000852.SH,5,UNSIGNED
2018-06-26,0,78.2038219602,-78.2038219602,000852.SH,5,UNSIGNED
2018-06-27,0,-15.8616802343,15.8616802343,000852.SH,5,UNSIGNED
2018-06-28,0,3.80587337232,-3.80587337232,000852.SH,5,UNSIGNED
2018-06-29,0,4.41517089757,-4.41517089757,000852.SH,5,UNSIGNED
2018-07-02,24.0337091952,7.9144720588,16.1192371364,000852.SH,5,UNSIGNED
2018-07-03,0,0,0,000852.SH,5,UNSIGNED
2018-07-04,0,-33.2029315352,33.2029315352,000852.SH,5,UNSIGNED
2018-07-05,-30.9661974732,5.83896263095,-36.8051601041,000852.SH,5,UNSIGNED
2018-07-06,-26.5893100061,0,-26.5893100061,000852.SH,5,UNSIGNED
2018-07-09,33.4945065535,0,33.4945065535,000852.SH,5,UNSIGNED
2018-07-10,7.43420986817,8.34370577739,-0.909495909227,000852.SH,5,UNSIGNED
2018-07-11,-5.35955418339,0,-5.35955418339,000852.SH,5,UNSIGNED
2018-07-12,0,26.6281385989,-26.6281385989,000852.SH,5,UNSIGNED
2018-07-13,0,-15.610411144,15.610411144,000852.SH,5,UNSIGNED
2018-07-16,0,0,0,000852.SH,5,UNSIGNED
2018-07-17,2.15540900377,-14.9191054422,17.074514446,000852.SH,5,UNSIGNED
2018-07-18,5.77708215171,0,5.77708215171,000852.SH,5,UNSIGNED
2018-07-19,4.64724453034,0,4.64724453034,000852.SH,5,UNSIGNED
2018-07-20,-3.02836696057,-4.56468640205,1.53631944147,000852.SH,5,UNSIGNED
2018-07-23,0,0,0,000852.SH,5,UNSIGNED
2018-07-24,0,0,0,000852.SH,5,UNSIGNED
2018-07-25,-3.09635998504,-3.66852458818,0.572164603146,000852.SH,5,UNSIGNED
2018-07-26,0,0,0,000852.SH,5,UNSIGNED
2018-07-27,0,0,0,000852.SH,5,UNSIGNED
2018-07-30,0,2.31262970357,-2.31262970357,000852.SH,5,UNSIGNED
2018-07-31,0,-13.8898469135,13.8898469135,000852.SH,5,UNSIGNED
2018-08-01,0,-43.4338669486,43.4338669486,000852.SH,5,UNSIGNED
2018-08-02,49.1821399995,-60.975741717,110.157881717,000852.SH,5,UNSIGNED
2018-08-03,0,0,0,000852.SH,5,UNSIGNED
2018-08-06,-18.1600161181,6.09935359411,-24.2593697122,000852.SH,5,UNSIGNED
2018-08-07,5.18348504566,0,5.18348504566,000852.SH,5,UNSIGNED
2018-08-08,7.77114241069,0.838767038225,6.93237537247,000852.SH,5,UNSIGNED
2018-08-09,0,0,0,000852.SH,5,UNSIGNED
2018-08-10,-16.8625129481,0,-16.8625129481,000852.SH,5,UNSIGNED
2018-08-13,0,0,0,000852.SH,5,UNSIGNED
2018-08-14,-3.26189849,19.8237684379,-23.0856669279,000852.SH,5,UNSIGNED
2018-08-15,0,0,0,000852.SH,5,UNSIGNED
2018-08-16,-11.6293323857,-8.73496380457,-2.89436858109,000852.SH,5,UNSIGNED
2018-08-17,-8.55410445491,-17.3013097913,8.74720533636,000852.SH,5,UNSIGNED
2018-08-20,-26.4343310043,0,-26.4343310043,000852.SH,5,UNSIGNED
2018-08-21,0,14.1331449168,-14.1331449168,000852.SH,5,UNSIGNED
2018-08-22,-6.60992021528,11.0727557872,-17.6826760024,000852.SH,5,UNSIGNED
2018-08-23,0,0,0,000852.SH,5,UNSIGNED
2018-08-24,0,-8.58149031464,8.58149031464,000852.SH,5,UNSIGNED
2018-08-27,0,0,0,000852.SH,5,UNSIGNED
2018-08-28,-0.398508347602,14.2344417314,-14.632950079,000852.SH,5,UNSIGNED
2018-08-29,0,0,0,000852.SH,5,UNSIGNED
2018-08-30,0,0,0,000852.SH,5,UNSIGNED
2018-08-31,-2.98595693961,-11.7523363141,8.76637937445,000852.SH,5,UNSIGNED
2018-09-03,-0.0167695892756,0,-0.0167695892756,000852.SH,5,UNSIGNED
2018-09-04,9.17742286042,0,9.17742286042,000852.SH,5,UNSIGNED
2018-09-05,-7.58494646278,0,-7.58494646278,000852.SH,5,UNSIGNED
2018-09-06,3.42083389569,-3.54879056871,6.9696244644,000852.SH,5,UNSIGNED
2018-09-07,-8.51655580137,0,-8.51655580137,000852.SH,5,UNSIGNED
2018-09-10,17.0639705689,0,17.0639705689,000852.SH,5,UNSIGNED
2018-09-11,-6.74504586841,0,-6.74504586841,000852.SH,5,UNSIGNED
2018-09-12,0,0,0,000852.SH,5,UNSIGNED
2018-09-13,0,10.0196490748,-10.0196490748,000852.SH,5,UNSIGNED
2018-09-14,0,9.76189305931,-9.76189305931,000852.SH,5,UNSIGNED
2018-09-17,15.359971001,11.8368892626,3.52308173834,000852.SH,5,UNSIGNED
2018-09-18,0,0,0,000852.SH,5,UNSIGNED
2018-09-19,0,-1.29064626573,1.29064626573,000852.SH,5,UNSIGNED
2018-09-20,-9.93324769919,12.0419208578,-21.975168557,000852.SH,5,UNSIGNED
2018-09-21,0,0,0,000852.SH,5,UNSIGNED
2018-09-25,5.33482213921,5.65810375302,-0.323281613814,000852.SH,5,UNSIGNED
2018-09-26,0,0,0,000852.SH,5,UNSIGNED
2018-09-27,-9.91091142468,9.97570103501,-19.8866124597,000852.SH,5,UNSIGNED
2018-09-28,0,0,0,000852.SH,5,UNSIGNED
2018-10-08,-7.71849441634,0,-7.71849441634,000852.SH,5,UNSIGNED
2018-10-09,36.9694934321,0,36.9694934321,000852.SH,5,UNSIGNED
2018-10-10,23.9441204716,0,23.9441204716,000852.SH,5,UNSIGNED
2018-10-11,-84.2183884128,0,-84.2183884128,000852.SH,5,UNSIGNED
2018-10-12,-28.5257771241,0,-28.5257771241,000852.SH,5,UNSIGNED
2018-10-15,-9.18858822114,0,-9.18858822114,000852.SH,5,UNSIGNED
2018-10-16,-19.5855089102,0,-19.5855089102,000852.SH,5,UNSIGNED
2018-10-17,-25.693556506,0,-25.693556506,000852.SH,5,UNSIGNED
2018-10-18,52.0601118148,0,52.0601118148,000852.SH,5,UNSIGNED
2018-10-19,-14.8124844068,0,-14.8124844068,000852.SH,5,UNSIGNED
2018-10-22,10.932281132,0,10.932281132,000852.SH,5,UNSIGNED
2018-10-23,-32.0442313908,0,-32.0442313908,000852.SH,5,UNSIGNED
2018-10-24,0,56.149561193,-56.149561193,000852.SH,5,UNSIGNED
2018-10-25,0,52.4376711144,-52.4376711144,000852.SH,5,UNSIGNED
2018-10-26,0,0,0,000852.SH,5,UNSIGNED
2018-10-29,0,-27.826701846,27.826701846,000852.SH,5,UNSIGNED
2018-10-30,-1.16934713634,8.20384154675,-9.37318868309,000852.SH,5,UNSIGNED
2018-10-31,0,0,0,000852.SH,5,UNSIGNED
2018-11-01,3.13713767118,16.1119669436,-12.9748292724,000852.SH,5,UNSIGNED
2018-11-02,-7.90092878491,0,-7.90092878491,000852.SH,5,UNSIGNED
2018-11-05,-6.34222029536,7.17836544765,-13.520585743,000852.SH,5,UNSIGNED
2018-11-06,0,0,0,000852.SH,5,UNSIGNED
2018-11-07,-13.4844407333,0,-13.4844407333,000852.SH,5,UNSIGNED
2018-11-08,12.9118075604,0,12.9118075604,000852.SH,5,UNSIGNED
2018-11-09,12.991835481,0,12.991835481,000852.SH,5,UNSIGNED
